timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.76205969  0.82828861],[ 2.41995773  0.68077162],-0.422968976554,-0.422968976554,"[ 1.07046659  1.48986743  0.08486373  1.32150743 -1.62391073  1.52492489
 -0.21381145  0.29035868  3.37776644 -1.67309947  0.        ]","[[ 0.0949829   0.05343237 -0.18749795  0.17479708]
 [ 0.00280495  0.00314579  0.          0.        ]]",[-0.54518843 -0.5484674 ]
1,[ 1.90368712  0.73958766],[ 1.12608837  1.37160937],-0.417479038847,-0.417479038847,"[ 1.06393661  1.48753372  0.14369032  1.39045915 -1.62390804  1.52492258
  0.28885646  0.69126001  3.36089285 -1.53739755  0.        ]","[[ 0.13471848  0.08052481 -0.18749795  0.17479708]
 [ 3.95759099  2.69712443  0.          0.        ]]",[-0.54518843 -0.5484674 ]
2,[ 2.21899605  0.50156611],[ 1.93388255 -0.04017591],-0.398368515551,-0.398368515551,"[ 1.03136724  1.47236108  0.31622498  1.62599563 -1.62390536  1.52492028
  0.7815294   1.27232865  3.2703261  -1.1295087   0.        ]","[[ 0.25276061  0.17364416 -0.18749795  0.17479708]
 [ 7.83374245  6.6017969   0.          0.        ]]",[-0.54518843 -0.5484674 ]
3,[ 2.31121802  0.17350343],[ 1.94967607  0.5322324 ],-0.36254257669,-0.36254257669,"[ 0.93568889  1.43321276  0.58851869  1.94582604 -1.62390267  1.52491797
  1.26468293  1.22897261  3.02118048 -0.54906334  0.        ]","[[  0.44757436   0.30275717  -0.18749795   0.17479708]
 [ 11.63500565   6.31046257   0.           0.        ]]",[-0.54518843 -0.5484674 ]
4,[ 1.5526967  -0.64492714],[ 1.93679299 -0.70374903],-0.30621013079,-0.30621013079,"[ 0.72326121  1.36433079  0.92361021  2.29215285 -1.62389998  1.52491566
  1.73820778  1.5237415   2.52973314  0.04140824  0.        ]","[[  0.71765293   0.44884079  -0.18749795   0.17479708]
 [ 15.36052871   8.29126564   0.           0.        ]]",[-0.54518843 -0.5484674 ]
5,[ 0.45502388 -1.26614642],[ 0.29716292 -1.42485676],-0.229005332802,-0.229005332802,"[ 0.34212119  1.27784015  1.24475597  2.59394856 -1.62389729  1.52491336
  2.20262912  1.08434309  1.79089925  0.4070768   0.        ]","[[  1.06152444   0.58504165  -0.18749795   0.17479708]
 [ 19.01445363   5.33860219   0.           0.        ]]",[-0.54518843 -0.5484674 ]
6,[-0.9883728  -1.47243798],[-0.92758299 -2.09236975],-0.145244714896,-0.145244714896,"[-0.18396144  1.22869454  1.42299579  2.73107109 -1.62389461  1.52491105
  2.30446675  0.47918895  0.99726029  0.37282015  0.        ]","[[  1.44985369   0.65101327  -0.18749795   0.17479708]
 [ 19.81572425   1.27208723   0.           0.        ]]",[-0.54518843 -0.5484674 ]
7,[-0.93372178 -1.06003916],[-0.98141608 -1.04059217],-0.0803702396545,-0.0803702396545,"[-0.69031465  1.23990972  1.39304393  2.70140732 -1.62389192  1.52490874
  1.78837421 -0.1137169   0.39380292  0.0560204   0.        ]","[[  1.8054296    0.63647951  -0.18749795   0.17479708]
 [ 15.75532928  -2.7121224    0.           0.        ]]",[-0.54518843 -0.5484674 ]
8,[-0.98837626 -0.62382025],[-2.36916478 -1.14872557],-0.0543893150647,-0.0543893150647,"[-1.05402497  1.30669505  1.2459144   2.50341967 -1.62388923  1.52490643
  1.25540595 -0.6948177   0.04729981 -0.26037879  0.        ]","[[  2.07846458   0.54305748  -0.18749795   0.17479708]
 [ 11.562143    -6.61700554   0.           0.        ]]",[-0.54518843 -0.5484674 ]
9,[-0.87224567 -0.14366217],[-1.54364963 -0.59856877],-0.0526056496689,-0.0526056496689,"[-1.2773225   1.40358817  1.08634271  2.11317716 -1.62388654  1.52490413
  0.72366532 -1.26436306 -0.10928215 -0.41203805  0.        ]","[[  2.26773218   0.37231701  -0.18749795   0.17479708]
 [  7.37860648 -10.44424439   0.           0.        ]]",[-0.54518843 -0.5484674 ]
10,[-0.13934892  0.62010306],[ 0.48290515  0.48536471],-0.0487020999037,-0.0487020999037,"[-1.38890863  1.47878876  0.9782597   1.54558725 -1.62388386  1.52490182
  0.20240783 -1.58606492 -0.11391907 -0.3599788   0.        ]","[[  2.37415675   0.14174202  -0.18749795   0.17479708]
 [  3.2775452  -12.60603303   0.           0.        ]]",[-0.54518843 -0.5484674 ]
11,[-0.39237025  0.94111937],[-0.96847501  0.07971582],-0.0467877056327,-0.0467877056327,"[-1.46884785  1.48663835  0.88454921  0.95951933 -1.62388117  1.52489951
  0.43686932 -1.26303275 -0.06882166 -0.28677777  0.        ]","[[  2.45821571  -0.08859932  -0.18749795   0.17479708]
 [  5.12220294 -10.43533054   0.           0.        ]]",[-0.54518843 -0.5484674 ]
12,[ 0.44694018  1.58512497],[ 0.13912578  2.27285   ],-0.0488589629177,-0.0488589629177,"[-1.52362881  1.43723084  0.80993805  0.45078941 -1.62387848  1.5248972
 -0.06299621 -1.18508938  0.00389189 -0.22277476  0.        ]","[[ 2.52120153 -0.2920508  -0.18749795  0.17479708]
 [ 1.18944788 -9.91157501  0.          0.        ]]",[-0.54518843 -0.5484674 ]
13,[ 0.4011752   1.29544675],[ 1.215603   0.8974653],-0.0544555119437,-0.0544555119437,"[-1.54735352  1.36445614  0.77433898  0.07893147 -1.6238758   1.5248949
  0.0037644  -0.56667475  0.09799173 -0.15638882  0.        ]","[[ 2.55026017 -0.44858758 -0.18749795  0.17479708]
 [ 1.71469513 -5.75595106  0.          0.        ]]",[-0.54518843 -0.5484674 ]
14,[-0.62698263  0.5774793 ],[ 0.27934747  1.2000581 ],-0.05448589975,-0.05448589975,"[-1.60292992  1.31726092  0.68106355 -0.09754541 -1.62387311  1.52489259
  0.5021184  -0.02109922  0.06560025 -0.2292221   0.        ]","[[ 2.62389292 -0.52692303 -0.18749795  0.17479708]
 [ 5.63555651 -2.0897906   0.          0.        ]]",[-0.54518843 -0.5484674 ]
15,[-1.51846337 -0.21328762],[-2.18352658 -0.03981043],-0.0564936442796,-0.0564936442796,"[-1.68039085  1.31618717  0.51705733 -0.10119409 -1.62387042  1.52489028
  0.62823305  0.57425876 -0.09016695 -0.45237537  0.        ]","[[ 2.74655947 -0.52857867 -0.18749795  0.17479708]
 [ 6.62778121  1.91089867  0.          0.        ]]",[-0.54518843 -0.5484674 ]
16,[-1.25174868 -0.07668389],[-1.07820312 -0.08676319],-0.0680256579821,-0.0680256579821,"[-1.72529231  1.33897124  0.38889927 -0.02046686 -1.62386773  1.52488798
  0.10874009  0.54539675 -0.22040153 -0.66828655  0.        ]","[[ 2.83810719 -0.49230645 -0.18749795  0.17479708]
 [ 2.54061181  1.71695393  0.          0.        ]]",[-0.54518843 -0.5484674 ]
17,[-0.62660003  0.2027238 ],[-0.25936436  1.6822106 ],-0.0715290103905,-0.0715290103905,"[-1.72976139  1.35701434  0.37377438  0.04879604 -1.62386505  1.52488567
 -0.40046066  0.48943076 -0.25330774 -0.71991798  0.        ]","[[ 2.84872399 -0.46174064 -0.18749795  0.17479708]
 [-1.46558284  1.34087573  0.          0.        ]]",[-0.54518843 -0.5484674 ]
18,[-0.49769688 -0.47132748],[-0.26745542  0.22060996],-0.0698646028839,-0.0698646028839,"[-1.71241985  1.39242733  0.42954734  0.20255385 -1.62386236  1.52488336
 -0.52737414  1.07477724 -0.26077067 -0.70098145  0.        ]","[[ 2.809394   -0.39545789 -0.18749795  0.17479708]
 [-2.4640906   5.2742907   0.          0.        ]]",[-0.54518843 -0.5484674 ]
19,[-0.27574375 -0.60886633],[-0.43659211  0.15975851],-0.0685968613236,-0.0685968613236,"[-1.68225985  1.44078697  0.5123444   0.47476357 -1.62385967  1.52488105
 -0.65569669  1.18928775 -0.27695802 -0.68844579  0.        ]","[[ 2.74998258 -0.28225148 -0.18749795  0.17479708]
 [-3.47368505  6.04378659  0.          0.        ]]",[-0.54518843 -0.5484674 ]
20,[ 0.2069571  -0.72373706],[ 0.09331209  0.00994159],-0.0644567078456,-0.0644567078456,"[-1.63027554  1.47600592  0.62871676  0.78834458 -1.62385699  1.52487875
 -0.86650975  1.26571339 -0.26793912 -0.63592972  0.        ]","[[ 2.66386761 -0.15622289 -0.18749795  0.17479708]
 [-5.13228377  6.55736135  0.          0.        ]]",[-0.54518843 -0.5484674 ]
21,[ 0.34768254 -0.85552222],[ 1.21419329 -0.15262674],-0.0595211834795,-0.0595211834795,"[-1.55972156  1.49122876  0.75482928  1.11895387 -1.6238543   1.52487644
 -0.80668286  1.2522249  -0.24088931 -0.56831964  0.        ]","[[ 2.56594453 -0.02598496 -0.18749795  0.17479708]
 [-4.66159445  6.46673127  0.          0.        ]]",[-0.54518843 -0.5484674 ]
22,[-0.41942477 -1.09238672],[-0.64266761 -1.33559646],-0.061344065741,-0.061344065741,"[-1.51700546  1.48574178  0.81945207  1.42970194 -1.62385161  1.52487413
 -0.29212041  1.14300374 -0.25143706 -0.5937794   0.        ]","[[ 2.51333113  0.09598579 -0.18749795  0.17479708]
 [-0.61322391  5.73279503  0.          0.        ]]",[-0.54518843 -0.5484674 ]
23,[ 0.23205101 -0.38100979],[-0.47138355 -1.20938286],-0.0618622271545,-0.0618622271545,"[-1.48447289  1.47316947  0.8642      1.6162502  -1.62384892  1.52487183
 -0.61351759  0.53701634 -0.24852239 -0.59945375  0.        ]","[[ 2.47569631  0.1697849  -0.18749795  0.17479708]
 [-3.14185039  1.66068273  0.          0.        ]]",[-0.54518843 -0.5484674 ]
24,[ 1.0823859  0.3852967],[ 1.40586813  0.33467613],-0.0513441172847,-0.0513441172847,"[-1.40919322  1.47462323  0.95590565  1.59904758 -1.62384624  1.52486952
 -0.84243896 -0.05701711 -0.15202731 -0.42416547  0.        ]","[[ 2.39478868  0.16294771 -0.18749795  0.17479708]
 [-4.94291613 -2.33110237  0.          0.        ]]",[-0.54518843 -0.5484674 ]
25,[ 0.59920067 -0.01584387],[ 0.2183835   0.52268117],-0.0468856762987,-0.0468856762987,"[-1.35076211  1.48079263  1.01780139  1.51607754 -1.62384355  1.52486721
 -0.32726921  0.14682254 -0.05776344 -0.27530432  0.        ]","[[ 2.33659679  0.13006885 -0.18749795  0.17479708]
 [-0.88977113 -0.96134123  0.          0.        ]]",[-0.54518843 -0.5484674 ]
26,[ 0.4047173  -0.38666555],[ 0.04003716 -0.90318051],-0.0468102752198,-0.0468102752198,"[-1.34146069  1.48050078  1.02701201  1.52043963 -1.62384086  1.5248649
 -0.21532943  0.45758995 -0.04693014 -0.26029363  0.        ]","[[ 2.32763762  0.13179456 -0.18749795  0.17479708]
 [-0.00907563  1.12695291  0.          0.        ]]",[-0.54518843 -0.5484674 ]
27,[ 0.50183439  0.16543922],[ 0.70723647 -0.10579224],-0.0467047469355,-0.0467047469355,"[-1.34294174  1.48267373  1.02555338  1.48610048 -1.62383818  1.5248626
 -0.194999   -0.077932   -0.03990905 -0.24897904  0.        ]","[[ 2.32906098  0.11822773 -0.18749795  0.17479708]
 [ 0.15087506 -2.47164229  0.          0.        ]]",[-0.54518843 -0.5484674 ]
28,[-0.08193303  0.10265609],[-0.01965556  1.12271277],-0.04645460925,-0.04645460925,"[-1.37479323  1.48892633  0.9932035   1.35109024 -1.62383549  1.52486029
  0.16024409 -0.13314836 -0.04598814 -0.25283132  0.        ]","[[ 2.36012062  0.06507206 -0.18749795  0.17479708]
 [ 2.94578041 -2.8426849   0.          0.        ]]",[-0.54518843 -0.5484674 ]
29,[-0.41412401 -0.51444113],[-0.23206681 -0.4931954 ],-0.0479319276486,-0.0479319276486,"[-1.43118022  1.49013283  0.9306281   1.30891301 -1.6238328   1.52485798
  0.14275752  0.46447747 -0.11046237 -0.3458546   0.        ]","[[ 2.41765582  0.04851139 -0.18749795  0.17479708]
 [ 2.80820391  1.17323325  0.          0.        ]]",[-0.54518843 -0.5484674 ]
30,[-0.3925446  -0.18077743],[-0.94072279  0.59331537],-0.0518957388792,-0.0518957388792,"[-1.47407571  1.48989505  0.87776936  1.3181894  -1.62383011  1.52485568
  0.01910979  0.17046454 -0.1702531  -0.44218487  0.        ]","[[ 2.46405946  0.0521532  -0.18749795  0.17479708]
 [ 1.83539604 -0.80246886  0.          0.        ]]",[-0.54518843 -0.5484674 ]
31,[ 0.27006161 -0.33377329],[ 0.97944278 -1.4334913 ],-0.0522330782011,-0.0522330782011,"[-1.47317119  1.489339    0.87893322  1.33778794 -1.62382743  1.52485337
 -0.45862384  0.52265258 -0.17371501 -0.44850711  0.        ]","[[ 2.46305614  0.05984902 -0.18749795  0.17479708]
 [-1.92321025  1.56415879  0.          0.        ]]",[-0.54518843 -0.5484674 ]
32,[-0.36151126  0.04954664],[-0.21474007 -0.74260747],-0.0518131534414,-0.0518131534414,"[-1.47389552  1.48996199  0.87799517  1.31544802 -1.62382474  1.52485106
  0.0388797  -0.07142539 -0.16934372 -0.44059108  0.        ]","[[ 2.46386376  0.05107839 -0.18749795  0.17479708]
 [ 1.99093396 -2.42791244  0.          0.        ]]",[-0.54518843 -0.5484674 ]
33,[-0.07236048  0.60125291],[ 0.4601755   1.06745068],-0.0508082803427,-0.0508082803427,"[-1.50114703  1.49118549  0.84166532  1.11762839 -1.62382205  1.52484875
 -0.0739563  -0.50179789 -0.15797495 -0.42060282  0.        ]","[[ 2.49477546 -0.02649631 -0.18749795  0.17479708]
 [ 1.10318893 -5.31991996  0.          0.        ]]",[-0.54518843 -0.5484674 ]
34,[-0.6204266 -0.0511725],[-0.65196315  0.07662636],-0.0515419336543,-0.0515419336543,"[-1.53486143  1.48618296  0.79327126  0.95056162 -1.62381937  1.52484645
  0.15445073  0.10301675 -0.1633536  -0.4336022   0.        ]","[[ 2.53486907 -0.09211713 -0.18749795  0.17479708]
 [ 2.90019623 -1.25570383  0.          0.        ]]",[-0.54518843 -0.5484674 ]
