timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 0.80756634 -1.43402922],[ 2.47203958 -2.48740158],-0.412969276519,-0.412969276519,"[ 1.06819938  1.89735158 -0.11700678  0.72558695 -1.34803736  1.5915671
 -0.09173384  0.32535367  2.32473541 -1.47921523  0.        ]","[[ -6.31676072e-02   2.24192150e-02  -1.55867306e-01   1.81293333e-01]
 [  1.09006407e-04   2.45011333e-03   0.00000000e+00   0.00000000e+00]]",[-0.08289473 -0.21145535]
1,[ 0.68482792 -1.47739398],[-0.75686767 -2.00704883],-0.411292142518,-0.411292142518,"[ 1.07058137  1.89746404 -0.05642995  0.61752269 -1.3480286   1.59155413
  0.26772211 -0.21634592  2.32591328 -1.44759372  0.        ]","[[-0.0234595  -0.01727556 -0.15586731  0.18129333]
 [ 3.95751981 -3.95872047  0.          0.        ]]",[-0.08289473 -0.21145535]
2,[ 0.71973157 -1.42043877],[ 1.36801077 -2.49674218],-0.412068966289,-0.412068966289,"[ 1.07052839  1.88575452  0.01738162  0.29710391 -1.34801985  1.59154117
 -0.01120874 -0.7469473   2.32177102 -1.46998438  0.        ]","[[ 0.02488015 -0.13537945 -0.15586731  0.18129333]
 [ 0.88665759 -7.83874291  0.          0.        ]]",[-0.08289473 -0.21145535]
3,[ 0.61277801 -1.44915128],[ 0.66502248 -2.38479713],-0.413768575682,-0.413768575682,"[ 1.06627094  1.82739821  0.10468905 -0.21853851 -1.34801109  1.5915282
  0.34664931 -1.26740653  2.30054307 -1.54313773  0.        ]","[[  0.08214252  -0.33034022  -0.15586731   0.18129333]
 [  4.82646146 -11.6446334    0.           0.        ]]",[-0.08289473 -0.21145535]
4,[ 0.50474483 -1.44360185],[ 1.25434027 -1.87686364],-0.409417016965,-0.409417016965,"[ 1.04212     1.67027663  0.28894544 -0.87417372 -1.34800233  1.59151524
  0.57706317 -1.7774634   2.2518441  -1.57018181  0.        ]","[[  0.20412346  -0.60065648  -0.15586731   0.18129333]
 [  7.36318885 -15.3745313    0.           0.        ]]",[-0.08289473 -0.21145535]
5,[ 0.34506822 -1.42350459],[-0.09953482 -1.89637607],-0.396711699285,-0.396711699285,"[ 0.96686867  1.35975534  0.55945402 -1.54176596 -1.34799358  1.59150227
  0.92330878 -2.27742122  2.15730544 -1.55251603  0.        ]","[[  0.38963324  -0.94483165  -0.15586731   0.18129333]
 [ 11.17516697 -19.03071138   0.           0.        ]]",[-0.08289473 -0.21145535]
6,[ 0.26819265 -1.29371393],[ 1.99804013 -2.22527825],-0.375581113497,-0.375581113497,"[ 0.8229092   0.86882849  0.85042197 -1.99846211 -1.34798482  1.59148931
  0.86753879 -2.76723418  1.99027346 -1.53891785  0.        ]","[[  0.60697792  -1.3613872   -0.15586731   0.18129333]
 [ 10.56121507 -22.61290803   0.           0.        ]]",[-0.08289473 -0.21145535]
7,[ 0.12903941 -1.16894209],[ 0.23211883 -1.37137525],-0.344122395165,-0.344122395165,"[ 0.59271836  0.24231465  1.13250196 -1.95332502 -1.34797607  1.59147635
  1.2080877  -3.24738837  1.73182642 -1.52570575  0.        ]","[[  0.85581862  -1.84888222  -0.15586731   0.18129333]
 [ 14.31050495 -26.12475643   0.           0.        ]]",[-0.08289473 -0.21145535]
8,[ 0.10714875 -0.95883787],[ 1.12099502  0.09136584],-0.301945129484,-0.301945129484,"[ 0.25159928 -0.36401435  1.37225576 -1.1624683  -1.34796731  1.59146338
  1.26584452 -3.71788944  1.37412782 -1.50016331  0.        ]","[[  1.14841019  -2.40590812  -0.15586731   0.18129333]
 [ 14.94645293 -29.56638732   0.           0.        ]]",[-0.08289473 -0.21145535]
9,[ 0.12505952 -0.82588971],[-0.47664627 -2.58946297],-0.257283147275,-0.257283147275,"[-0.19738719 -0.68456335  1.50071971  0.24733214 -1.34795856  1.59145042
  1.5985901  -3.5881848   0.95920595 -1.47380725  0.        ]","[[  1.48409493  -2.98772693  -0.15586731   0.18129333]
 [ 18.60991117 -28.61868878   0.           0.        ]]",[-0.08289473 -0.21145535]
