timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.27181339 -1.96528828],[-2.301895   -1.92219503],-0.302784824098,-0.302784824098,"[ 1.04441858  2.05944835 -0.06796114  0.87226076 -0.69661136 -0.7210541
 -0.27196962  0.34249836  1.90583984  0.85867925  0.        ]","[[ 0.01421794  0.02797047 -0.0792454  -0.08381775]
 [ 0.00478486 -0.00381821  0.          0.        ]]",[-0.17640188 -0.21728267]
1,[-0.77221429 -1.71942139],[-0.20174819 -2.44501027],-0.299265766115,-0.299265766115,"[ 1.04410593  2.0598701  -0.12869766  0.75265298 -0.69661014 -0.72105281
 -0.64871335 -0.19546207  1.90582926  0.7478606   0.        ]","[[-0.02536237 -0.01181753 -0.0792454  -0.08381775]
 [-3.94965425 -3.96179647  0.          0.        ]]",[-0.17640188 -0.21728267]
2,[-0.40613469 -1.51838589],[-0.7853078  -0.63472012],-0.289173180492,-0.289173180492,"[ 1.03581479  2.04854228 -0.26063555  0.39847436 -0.69660891 -0.72105151
 -0.7171643  -0.72294139  1.87796819  0.47847774  0.        ]","[[-0.11156416 -0.12999149 -0.0792454  -0.08381775]
 [-4.66815129 -7.84266468  0.          0.        ]]",[-0.17640188 -0.21728267]
3,[ 0.06978963 -1.23126864],[-0.03054474 -1.28798758],-0.270543107509,-0.270543107509,"[ 1.00585547  1.99527665 -0.44735249 -0.13035154 -0.69660769 -0.72105021
 -1.00426912 -1.04326691  1.76593804  0.10322118  0.        ]","[[ -0.23516262  -0.31049106  -0.0792454   -0.08381775]
 [ -7.68172044 -10.19943448   0.           0.        ]]",[-0.17640188 -0.21728267]
4,[ 0.3690075  -0.93326855],[ 0.66552363 -1.44416039],-0.240477354006,-0.240477354006,"[ 0.93978745  1.8589511  -0.67106783 -0.78880746 -0.69660646 -0.72104891
 -1.00122885 -1.55398254  1.51116787 -0.301982    0.        ]","[[ -0.38847594  -0.55218074  -0.0792454   -0.08381775]
 [ -7.6498336  -13.957001     0.           0.        ]]",[-0.17640188 -0.21728267]
5,[ 0.46121541 -0.65694702],[-1.75918213  0.70525858],-0.200881127133,-0.200881127133,"[ 0.86319538  1.58138608 -0.84368578 -1.50635824 -0.69660524 -0.72104762
 -0.73596211 -2.05470468  1.13846899 -0.5678065   0.        ]","[[ -0.51353576  -0.86828463  -0.0792454   -0.08381775]
 [ -4.86552315 -17.64109514   0.           0.        ]]",[-0.17640188 -0.21728267]
6,[ 0.85307169 -0.21163408],[ 0.78774622 -0.46456983],-0.153847601078,-0.153847601078,"[ 0.75818053  1.21074066 -1.01803767 -2.00236451 -0.69660401 -0.72104632
 -1.10400329 -1.6275011   0.70794368 -0.64977477  0.        ]","[[ -0.64960506  -1.18957117  -0.0792454   -0.08381775]
 [ -8.72862954 -14.49803778   0.           0.        ]]",[-0.17640188 -0.21728267]
7,[ 0.78050971 -0.07789081],[-1.1744163  -0.87558986],-0.104565958321,-0.104565958321,"[ 0.62697389  0.80984776 -1.18118949 -2.20957282 -0.69660279 -0.72104502
 -0.7907079  -1.83856919  0.31479415 -0.54136437  0.        ]","[[ -0.79118433  -1.49511362  -0.0792454   -0.08381775]
 [ -5.44019767 -16.05102402   0.           0.        ]]",[-0.17640188 -0.21728267]
8,[ 0.99402052  0.23164582],[ 1.15523755  0.62121652],-0.0497262418152,-0.0497262418152,"[  4.69343701e-01   3.37873337e-01  -1.32784429e+00  -2.10362356e+00
  -6.96601565e-01  -7.21043726e-01  -1.15769864e+00  -2.26647051e+00
  -2.12483456e-03  -2.33687465e-01   0.00000000e+00]","[[ -0.93863407  -1.8477227   -0.0792454   -0.08381775]
 [ -9.29228083 -19.19940278   0.           0.        ]]",[-0.17640188 -0.21728267]
9,[ 0.7950713   0.17187265],[-1.16879643 -0.7660194 ],-0.0206522407333,-0.0206522407333,"[ 0.29758233 -0.09175837 -1.44537979 -1.63672279 -0.69660034 -0.72104243
 -0.76329142 -1.88049019 -0.13691807  0.17226628  0.        ]","[[ -1.08294751  -2.20321849  -0.0792454   -0.08381775]
 [ -5.15247275 -16.35963669   0.           0.        ]]",[-0.17640188 -0.21728267]
10,[ 0.89916706  0.23174936],[-0.02958205  0.52987426],-0.0608629977164,-0.0608629977164,"[ 0.11549666 -0.42059249 -1.53340688 -0.86940472 -0.69659912 -0.72104113
 -1.13088982 -2.24867317 -0.07892512  0.55823662  0.        ]","[[ -1.2247089   -2.55759158  -0.0792454   -0.08381775]
 [ -9.01093209 -19.06866032   0.           0.        ]]",[-0.17640188 -0.21728267]
11,[ 0.86201894  0.18023145],[ 1.82259937  0.31354824],-0.101992192364,-0.101992192364,"[-0.12846613 -0.60988595 -1.60317797  0.11022914 -0.69659789 -0.72103983
 -1.12514802 -1.91217194  0.13605612  0.83156168  0.        ]","[[ -1.40432521  -2.91412467  -0.0792454   -0.08381775]
 [ -8.95069601 -16.59291934   0.           0.        ]]",[-0.17640188 -0.21728267]
12,[ 0.73443949  0.10107967],[ 1.70133122  0.47038327],-0.123996338753,-0.123996338753,"[-0.32072953 -0.64469694 -1.6237428   0.80576733 -0.69659667 -0.72103854
 -0.7310148  -0.03530786  0.34221498  0.89342438  0.        ]","[[-1.54183482 -3.14743777 -0.0792454  -0.08381775]
 [-4.81376227 -2.78378889  0.          0.        ]]",[-0.17640188 -0.21728267]
13,[ 0.63732135  0.03392211],[ 0.3581049  -0.67258197],-0.122276294632,-0.122276294632,"[-0.39887914 -0.6445985  -1.62383528  0.7480661  -0.69659544 -0.72103724
 -0.34470198  0.72684547  0.32239099  0.89328442  0.        ]","[[-1.59742552 -3.12824472 -0.0792454  -0.08381775]
 [-0.75890693  2.82379914  0.          0.        ]]",[-0.17640188 -0.21728267]
14,[ 0.61241472  0.02624071],[ 0.47093875 -0.51329107],-0.118325281174,-0.118325281174,"[-0.40000552 -0.64165297 -1.62379504  0.58590093 -0.69659422 -0.72103594
 -0.20819221  0.6563155   0.27559152  0.89268519  0.        ]","[[-1.59822733 -3.07425379 -0.0792454  -0.08381775]
 [ 0.67393812  2.30488014  0.          0.        ]]",[-0.17640188 -0.21728267]
15,[ 0.56216031  0.00151519],[-0.16889541  0.12954635],-0.115263296988,-0.115263296988,"[-0.35494424 -0.63749707 -1.62434899  0.4779534  -0.69659299 -0.72103465
 -0.0318252   0.52333454  0.24314944  0.88750899  0.        ]","[[-1.56617489 -3.03821448 -0.0792454  -0.08381775]
 [ 2.52513695  1.32647354  0.          0.        ]]",[-0.17640188 -0.21728267]
16,[ 0.57449389  0.02040458],[ 0.94021634 -0.76724097],-0.112183021434,-0.112183021434,"[-0.29410106 -0.63244952 -1.62259722  0.38418884 -0.69659177 -0.72103335
 -0.10029494  0.589478    0.2145982   0.8781022   0.        ]","[[-1.52288289 -3.00680219 -0.0792454  -0.08381775]
 [ 1.80645826  1.81313301  0.          0.        ]]",[-0.17640188 -0.21728267]
17,[ 0.45143172 -0.04798828],[ 0.40565107  0.17551622],-0.110281322052,-0.110281322052,"[-0.19168478 -0.63100134 -1.613125    0.36113608 -0.69659054 -0.72103205
  0.25094384  0.19255303  0.2041608   0.86629306  0.        ]","[[-1.44976387 -2.99906004 -0.0792454  -0.08381775]
 [ 5.4931569  -1.10725071  0.          0.        ]]",[-0.17640188 -0.21728267]
18,[ 0.3491334  -0.09019054],[-0.45001858  0.22237849],-0.109000687657,-0.109000687657,"[-0.01915253 -0.63269497 -1.57817418  0.38826693 -0.69658932 -0.72103075
  0.39360348  0.34669148  0.20594311  0.85119195  0.        ]","[[-1.32487677 -3.0081713  -0.0792454  -0.08381775]
 [ 6.99055426  0.02682894  0.          0.        ]]",[-0.17640188 -0.21728267]
19,[ 0.3564105  -0.06543665],[ 0.25319519 -0.10345822],-0.106105178977,-0.106105178977,"[ 0.14235453 -0.63095041 -1.5224397   0.36037917 -0.69658809 -0.72102946
  0.2106704   0.46628754  0.19506611  0.82914172  0.        ]","[[-1.20433073 -2.99880603 -0.0792454  -0.08381775]
 [ 5.07044698  0.90676299  0.          0.        ]]",[-0.17640188 -0.21728267]
20,[ 0.27485514 -0.11034506],[-0.28137095 -0.47901024],-0.102942501212,-0.102942501212,"[ 0.28398372 -0.62815673 -1.45308651  0.31921978 -0.69658687 -0.72102816
  0.29661248  0.40817688  0.18438656  0.80404727  0.        ]","[[-1.09387102 -2.98496049 -0.0792454  -0.08381775]
 [ 5.9725189   0.4792178   0.          0.        ]]",[-0.17640188 -0.21728267]
21,[ 0.26728299 -0.09216423],[-1.65287311  0.4882814 ],-0.102387296845,-0.102387296845,"[ 0.41379276 -0.63010761 -1.36997814  0.34757353 -0.69658564 -0.72102686
  0.17920415  0.14909343  0.19120693  0.79225668  0.        ]","[[-0.98678514 -2.99450168 -0.0792454  -0.08381775]
 [ 4.74017763 -1.42698611  0.          0.        ]]",[-0.17640188 -0.21728267]
22,[ 0.37043512 -0.0179916 ],[-1.50534289  0.91148228],-0.102607041222,-0.102607041222,"[ 0.47612783 -0.63177648 -1.32231174  0.37340216 -0.69658442 -0.72102557
 -0.2069389   0.41730721  0.19713866  0.78949923  0.        ]","[[-0.93264704 -3.00318144 -0.0792454  -0.08381775]
 [ 0.6871373   0.54639749  0.          0.        ]]",[-0.17640188 -0.21728267]
23,[ 0.5062992  0.0385942],[ 0.12321971  0.83129107],-0.0978407388054,-0.0978407388054,"[ 0.44635082 -0.62152306 -1.34575989  0.23387727 -0.6965832  -0.72102427
 -0.58543055  0.90634616  0.16902895  0.7619088   0.        ]","[[-0.95876402 -2.95615252 -0.0792454  -0.08381775]
 [-3.2855949   4.14450586  0.          0.        ]]",[-0.17640188 -0.21728267]
24,[ 0.50648516 -0.03359826],[ 0.54264229  0.56977649],-0.0862397560479,-0.0862397560479,"[ 0.37569512 -0.58409454 -1.39649525 -0.10178555 -0.69658197 -0.72102297
 -0.53274144  1.34257105  0.10046466  0.69423504  0.        ]","[[-1.01892714 -2.84105995 -0.0792454  -0.08381775]
 [-2.73256862  7.3540536   0.          0.        ]]",[-0.17640188 -0.21728267]
25,[ 0.4275285  -0.16008851],[ 1.47475981  0.02681751],-0.0684176324119,-0.0684176324119,"[ 0.33633629 -0.49881116 -1.42198386 -0.57011373 -0.69658075 -0.72102167
 -0.32290278  1.62942216  0.01155285  0.57598579  0.        ]","[[-1.05147974 -2.67280293 -0.0792454  -0.08381775]
 [-0.53006902  9.46460811  0.          0.        ]]",[-0.17640188 -0.21728267]
26,[ 0.24405882 -0.34132212],[-0.34284369  0.6302495 ],-0.0473840259648,-0.0473840259648,"[ 0.37170505 -0.36296648 -1.39915599 -1.04857655 -0.69657952 -0.72102038
  0.0552597   1.61838726 -0.0514958   0.40312364  0.        ]","[[-1.02225557 -2.48432476 -0.0792454  -0.08381775]
 [ 3.43918839  9.38346987  0.          0.        ]]",[-0.17640188 -0.21728267]
27,[ 0.19956273 -0.47655433],[ 0.48690143 -1.32693113],-0.0292624578953,-0.0292624578953,"[ 0.43594337 -0.16634146 -1.35363677 -1.50600557 -0.6965783  -0.72101908
 -0.08058739  1.93231363 -0.06749874  0.18156375  0.        ]","[[ -0.96777773  -2.27348045  -0.0792454   -0.08381775]
 [  2.01331534  11.69326694   0.           0.        ]]",[-0.17640188 -0.21728267]
28,[ 0.0698774  -0.56446701],[-0.71839459 -0.23496343],-0.0340384184284,-0.0340384184284,"[ 0.50306293  0.04642497 -1.2999242  -1.83432144 -0.69657707 -0.72101778
  0.09921714  1.36266871 -0.02629068 -0.02846276  0.        ]","[[-0.9085763  -2.08166626 -0.0792454  -0.08381775]
 [ 3.90057054  7.50211724  0.          0.        ]]",[-0.17640188 -0.21728267]
