timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.25409055  0.81371915],[ 2.06665644  0.31000998],-0.351145979322,-0.351145979322,"[ 1.06376899  1.5391399  -0.08919381  0.99781576 -0.72077992  1.5757593
 -0.21177737  0.29248969  2.3072176  -2.05542543  0.        ]","[[-0.02441551 -0.05226437 -0.08324231  0.18283134]
 [ 0.00199885  0.00299215  0.          0.        ]]",[-0.46355903 -0.43567365]
1,[ 2.2433188   0.74565434],[ 3.02821388  0.35995283],-0.346156304013,-0.346156304013,"[ 1.06402883  1.53986648 -0.02995779  1.02936408 -0.72077936  1.57575646
  0.28417269  0.4704446   2.31003212 -1.94394458  0.        ]","[[ 0.0153098  -0.03990452 -0.08324231  0.18283134]
 [ 3.95736379  1.22891245  0.          0.        ]]",[-0.46355903 -0.43567365]
2,[ 2.32545805  0.57542074],[ 1.26951031  0.29574636],-0.330081511442,-0.330081511442,"[ 1.0513825   1.54088235  0.14549212  1.1280194  -0.72077879  1.57575362
  0.77030408  0.67358676  2.29353013 -1.61080954  0.        ]","[[  1.33356746e-01  -1.28533915e-03  -8.32423126e-02   1.82831341e-01]
 [  7.83442365e+00   2.62834668e+00   0.00000000e+00   0.00000000e+00]]",[-0.46355903 -0.43567365]
3,[ 2.24185944  0.21004465],[ 1.53112348  1.12027047],-0.300009076234,-0.300009076234,"[ 0.98717224  1.53838048  0.42786951  1.29088906 -0.72077823  1.57575078
  1.24683449  0.83580452  2.18560984 -1.07768787  0.        ]","[[  0.32817666   0.06249395  -0.08324231   0.18283134]
 [ 11.63491991   3.74585711   0.           0.        ]]",[-0.46355903 -0.43567365]
4,[ 1.36517429 -0.68739605],[ 0.9236743  -0.56639637],-0.24946956286,-0.24946956286,"[ 0.81354248  1.52100715  0.78707257  1.57966916 -0.72077766  1.57574795
  1.71381634  1.39959092  1.86378555 -0.39733009  0.        ]","[[  0.59824223   0.17637965  -0.08324231   0.18283134]
 [ 15.35927902   7.62975137   0.           0.        ]]",[-0.46355903 -0.43567365]
5,[ 0.08667225 -1.10046089],[ 0.16470714 -1.67261276],-0.17762259789,-0.17762259789,"[ 0.47326237  1.48178565  1.15065185  1.89849231 -0.72077709  1.57574511
  2.13402737  1.05188116  1.25099517  0.19657524  0.        ]","[[  0.93905298   0.30494185  -0.08324231   0.18283134]
 [ 18.71065013   5.23441327   0.           0.        ]]",[-0.46355903 -0.43567365]
6,[-1.48798287 -1.11687744],[-0.49014453 -1.28490673],-0.0986763897648,-0.0986763897648,"[-0.01543249  1.45472773  1.3903581   2.05259999 -0.72077653  1.57574227
  2.1695297   0.46197112  0.50238726  0.44025392  0.        ]","[[  1.3161078    0.36885642  -0.08324231   0.18283134]
 [ 18.99384461   1.17056986   0.           0.        ]]",[-0.46355903 -0.43567365]
7,[-2.15728521 -0.87757421],[-2.28798331 -0.65166485],-0.029230112588,-0.029230112588,"[-0.52597495  1.46220199  1.43071341  2.01303551 -0.72077596  1.57573943
  1.87947453 -0.11611557 -0.14918629  0.35125605  0.        ]","[[  1.67277545   0.35231093  -0.08324231   0.18283134]
 [ 16.68058491  -2.81182421   0.           0.        ]]",[-0.46355903 -0.43567365]
8,[-2.02631521 -0.54504788],[-1.07705769 -1.25851256],-0.023064807291,-0.023064807291,"[-0.93121846  1.49420766  1.32500229  1.81472303 -0.72077539  1.57573659
  1.34218296 -0.48240341 -0.58477571  0.12966995  0.        ]","[[  1.96339353   0.27075667  -0.08324231   0.18283134]
 [ 12.39550032  -5.33515312   0.           0.        ]]",[-0.46355903 -0.43567365]
9,[-1.57297659 -0.0390107 ],[-1.81067745  0.27256371],-0.0492578925374,-0.0492578925374,"[-1.1920219   1.53080846  1.17935948  1.45087742 -0.72077483  1.57573376
  0.81559868 -1.04162705 -0.79715779 -0.03157034  0.        ]","[[ 2.16916646  0.12540047 -0.08324231  0.18283134]
 [ 8.19579881 -9.18760488  0.          0.        ]]",[-0.46355903 -0.43567365]
