timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-4.54440689 -1.44590735],[-4.74080699 -0.97860595],-0.411258326111,-0.411258326111,"[ 1.09217651  1.38352653  0.04436981  1.13628929 -1.53491204 -1.16737484
 -0.17788648  0.28390102  3.51230667  2.04385023  0.        ]","[[ 0.061779   -0.05426182 -0.17648656 -0.13410682]
 [-0.00361516  0.00314507  0.          0.        ]]",[-0.72410834 -0.72256458]
1,[-4.015903   -1.00176227],[-3.67665392 -0.77390385],-0.407005350175,-0.407005350175,"[ 1.09455472  1.37979667 -0.01452874  1.0384199  -1.53491022 -1.16737386
 -0.73672922 -0.32550336  3.51121005  1.87588589  0.        ]","[[ 0.02203196 -0.09306201 -0.17648656 -0.13410682]
 [-3.95793179 -3.87025946  0.          0.        ]]",[-0.72410834 -0.72256458]
2,[-3.21867466 -0.46658647],[-3.46175067 -0.35254167],-0.392264357375,-0.392264357375,"[ 1.08831873  1.3593056  -0.18940713  0.76989477 -1.5349084  -1.16737289
 -1.28457695 -0.79532297  3.4614179   1.39439513  0.        ]","[[-0.09602068 -0.20042871 -0.17648656 -0.13410682]
 [-7.83445396 -6.8564576   0.          0.        ]]",[-0.72410834 -0.72256458]
3,[-2.40151381  0.00435289],[-3.63410296  0.81884108],-0.362625934549,-0.362625934549,"[ 1.03489163  1.30619508 -0.47253724  0.40570463 -1.53490658 -1.16737191
 -1.82171376 -0.99334109  3.25274196  0.69134222  0.        ]","[[ -0.2908432   -0.35018612  -0.17648656  -0.13410682]
 [-11.63519871  -8.11507426   0.           0.        ]]",[-0.72410834 -0.72256458]
4,[-1.88155866  0.08393433],[-2.10260209 -0.2390633 ],-0.317221083465,-0.317221083465,"[ 0.87593086  1.23888998 -0.83626735  0.10920168 -1.53490475 -1.16737093
 -2.34849741 -0.45768736  2.81551191 -0.02275094  0.        ]","[[ -0.56094642  -0.47832809  -0.17648656  -0.13410682]
 [-15.3627073   -4.71043602   0.           0.        ]]",[-0.72410834 -0.72256458]
5,[-0.49581116  0.86338001],[-0.84632928  1.02990092],-0.25344298372,-0.25344298372,"[ 0.54880267  1.17112538 -1.21351528 -0.11498103 -1.53490293 -1.16736996
 -2.86465758 -0.59163426  2.11933661 -0.55884865  0.        ]","[[ -0.90484532  -0.58107947  -0.17648656  -0.13410682]
 [-19.01507871  -5.56181017   0.           0.        ]]",[-0.72410834 -0.72256458]
6,[ 1.49830329  1.71061778],[ 1.63907008  1.06084469],-0.171816294429,-0.171816294429,"[ 0.0275899   1.11801482 -1.48217055 -0.26022778 -1.53490111 -1.16736898
 -3.28492948  0.04898451  1.2335632  -0.69231051  0.        ]","[[ -1.31498574  -0.65146258  -0.17648656  -0.13410682]
 [-21.98899143  -1.49001008   0.           0.        ]]",[-0.72410834 -0.72256458]
7,[ 2.12073565  1.46626794],[ 1.95523412  1.68230171],-0.0953420571338,-0.0953420571338,"[-0.53323208  1.12605103 -1.515939   -0.23959252 -1.53489928 -1.16736801
 -2.66452926  0.67651548  0.48726383 -0.41079226  0.        ]","[[ -1.71072136  -0.64124296  -0.17648656  -0.13410682]
 [-17.59912      2.4986041    0.           0.        ]]",[-0.72410834 -0.72256458]
8,[ 2.22105289  0.57866585],[ 1.90171925  0.85069083],-0.0433043022989,-0.0433043022989,"[-0.95382036  1.19146892 -1.38359077 -0.05302413 -1.53489746 -1.16736703
 -2.05638009  1.29155272  0.03945003 -0.04188591  0.        ]","[[ -2.01952822  -0.55204781  -0.17648656  -0.13410682]
 [-13.29590006   6.40781241   0.           0.        ]]",[-0.72410834 -0.72256458]
9,[ 1.41010058 -0.75893933],[ 1.24579239 -1.75030006],-0.0182108339898,-0.0182108339898,"[-1.22385161  1.28669937 -1.20764266  0.30859607 -1.53489564 -1.16736605
 -1.46026092  1.80134003 -0.18598692  0.19545733  0.        ]","[[-2.24312406 -0.3913806  -0.17648656 -0.13410682]
 [-9.07778373  9.64805831  0.          0.        ]]",[-0.72410834 -0.72256458]
10,[ 0.89491457 -0.48681399],[ 1.5879942   0.15092064],-0.0136720973243,-0.0136720973243,"[-1.37118349  1.34798607 -1.0673325   0.67203513 -1.53489382 -1.16736508
 -0.87558524  1.14808838 -0.28342252  0.30714271  0.        ]","[[-2.38317016 -0.24007853 -0.17648656 -0.13410682]
 [-4.94063213  5.49596719  0.          0.        ]]",[-0.72410834 -0.72256458]
11,[-0.32521331 -1.36099517],[-0.0117563  -1.09831487],-0.0125024638477,-0.0125024638477,"[-1.42653605  1.37520306 -1.00303983  0.95744082 -1.53489199 -1.1673641
 -0.30273947  1.22474288 -0.28980163  0.29397687  0.        ]","[[-2.44131325 -0.12527066 -0.17648656 -0.13410682]
 [-0.88718607  5.9831936   0.          0.        ]]",[-0.72410834 -0.72256458]
12,[ 0.03194482 -0.56559026],[ 1.22306532 -1.10202034],-0.0118443657393,-0.0118443657393,"[-1.44294755  1.38402101 -0.98244904  1.15583847 -1.53489017 -1.16736313
 -0.30660954  0.58314395 -0.26313206  0.23920484  0.        ]","[[-2.45933172 -0.04652301 -0.17648656 -0.13410682]
 [-0.91457145  1.90516226  0.          0.        ]]",[-0.72410834 -0.72256458]
13,[-0.91997099 -0.51513088],[-1.86481652  0.33673904],-0.013247517849,-0.013247517849,"[-1.42323164  1.38389434 -1.00709004  1.15073759 -1.53488835 -1.16736215
  0.25522335 -0.04599662 -0.23628629  0.19416272  0.        ]","[[-2.43773555 -0.04854156 -0.17648656 -0.13410682]
 [ 3.06094665 -2.09368406  0.          0.        ]]",[-0.72410834 -0.72256458]
