timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.86292386 -3.35243201],[-1.39233954 -3.40520614],-0.235931232616,-0.235931232616,"[ 1.10735172  1.38478059 -0.10500292  1.3636332  -0.20492542 -0.36554731
 -0.18848811  0.28459489  1.9978325   0.64419182  0.        ]","[[-0.03510935  0.03299391 -0.02289245 -0.04186729]
 [-0.00390814 -0.001295    0.          0.        ]]",[-0.73999345 -0.75030911]
1,[-1.34237313 -2.92287421],[-1.75709988 -3.35820524],-0.233634445922,-0.233634445922,"[ 1.10424343  1.38546128 -0.16379798  1.26306299 -0.20492535 -0.36554717
 -0.73852445 -0.34289453  1.99192793  0.47204334  0.        ]","[[-0.0748618  -0.00674413 -0.02289245 -0.04186729]
 [-3.95817516 -3.95932348  0.          0.        ]]",[-0.73999345 -0.75030911]
2,[-0.3873378  -2.45323038],[-0.59003844 -1.75827868],-0.225833248203,-0.225833248203,"[ 1.08183931  1.37530855 -0.33701288  0.96491772 -0.20492528 -0.36554703
 -1.27769046 -0.95796391  1.92405342 -0.03088559  0.        ]","[[-0.19291536 -0.12485677 -0.02289245 -0.04186729]
 [-7.83429923 -7.83901172  0.          0.        ]]",[-0.73999345 -0.75030911]
3,[ 0.05485731 -2.20061898],[-0.8050198  -2.38480167],-0.21094365115,-0.21094365115,"[ 1.01121552  1.31917764 -0.59069508  0.4843901  -0.2049252  -0.36554689
 -1.58064699 -1.56095052  1.6743275  -0.74783743  0.        ]","[[ -0.37145299  -0.31979869  -0.02289245  -0.04186729]
 [-10.01229652 -11.64249266   0.           0.        ]]",[-0.73999345 -0.75030911]
4,[ 1.60888076 -0.47900468],[ 1.7719317  -0.79167864],-0.187081600409,-0.187081600409,"[ 0.85843847  1.16434281 -0.89147303 -0.1282265  -0.20492513 -0.36554675
 -1.99602897 -2.1519271   1.12065398 -1.45783976  0.        ]","[[ -0.60165864  -0.59005048  -0.02289245  -0.04186729]
 [-12.99854363 -15.37023413   0.           0.        ]]",[-0.73999345 -0.75030911]
5,[ 1.16618085  0.36027378],[ 1.19655245 -0.24945317],-0.157048228233,-0.157048228233,"[ 0.65685918  0.86383461 -1.13545474 -0.74264048 -0.20492506 -0.3655466
 -1.4100712  -2.60080763  0.37297722 -1.76442273  0.        ]","[[ -0.81936342  -0.92586429  -0.02289245  -0.04186729]
 [ -8.78604048 -18.20169418   0.           0.        ]]",[-0.73999345 -0.75030911]
6,[ 0.59297729  0.83310324],[ 0.30167021  0.08651165],-0.125826705394,-0.125826705394,"[ 0.50894266  0.43225242 -1.26111649 -1.15622227 -0.20492498 -0.36554646
 -0.83579197 -2.70040809 -0.2374607  -1.57120564  0.        ]","[[ -0.95366219  -1.29620237  -0.02289245  -0.04186729]
 [ -4.65748728 -18.82999622   0.           0.        ]]",[-0.73999345 -0.75030911]
7,[ 1.10248184  1.52337587],[ 1.64120128  2.5321949 ],-0.0945910684607,-0.0945910684607,"[ 0.41327243 -0.04622555 -1.32596446 -1.23967842 -0.20492491 -0.36554632
 -0.65722076 -2.58702171 -0.61206834 -1.10801931  0.        ]","[[ -1.03393242  -1.66562686  -0.02289245  -0.04186729]
 [ -3.37372164 -18.11482545   0.           0.        ]]",[-0.73999345 -0.75030911]
8,[ 0.56251061  1.16198266],[-0.04816877  1.03112025],-0.0675297551184,-0.0675297551184,"[ 0.3798668  -0.44827635 -1.34603501 -1.03741108 -0.20492484 -0.36554618
 -0.09761913 -1.90250188 -0.73756137 -0.63126691  0.        ]","[[ -1.06104599  -1.98460213  -0.02289245  -0.04186729]
 [  0.64931469 -13.79705279   0.           0.        ]]",[-0.73999345 -0.75030911]
9,[ 0.8414166   1.23231852],[ 0.97058059  0.5111698 ],-0.0478661893915,-0.0478661893915,"[ 0.39340327 -0.71105461 -1.33805148 -0.73906194 -0.20492477 -0.36554604
 -0.12602995 -1.231463   -0.72413801 -0.29282699  0.        ]","[[-1.05010994 -2.21807456 -0.02289245 -0.04186729]
 [ 0.44506601 -9.56429878  0.          0.        ]]",[-0.73999345 -0.75030911]
