timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.19480661  2.00080853 -0.10113812  0.12964803  1.35575908  0.86081509
 -0.52814228  0.29573974  0.24788721 -1.03067336  0.        ]",[-0.47616342 -0.25395584],[ 0.24814285  1.18954643],-2.64528,-0.107653049022,"[[ 0.03483426 -0.01550885  0.15690218  0.09930159]
 [-0.00073406  0.00139307  0.          0.        ]]",[ 0.74352372  1.49580312]
1,"[ 1.19426106  2.00057081 -0.08659482  0.21824182  1.35575736  0.86081442
 -0.50107359  0.79541163  0.24571903 -0.97117166  0.        ]",[-0.47616342 -0.25395584],[ 0.83000186  0.15661712],-2.57734,-0.101965242356,"[[ 0.0446532   0.02424275  0.15690218  0.09930159]
 [ 0.97936955  3.96057269  0.          0.        ]]",[ 0.82353246  1.51851225]
2,"[ 1.18909419  1.99300531 -0.00922193  0.4064049   1.35575564  0.86081375
 -0.41093343  0.86362044  0.22684033 -0.78473977  0.        ]",[-0.47616342 -0.25395584],[ 0.7055241  1.8525632],-2.51147,-0.0838919450281,"[[ 0.09698741  0.10887679  0.15690218  0.09930159]
 [ 4.24319118  4.50103381  0.          0.        ]]",[ 0.44710785  1.31865275]
3,"[ 1.16529209  1.96317069  0.154788    0.68908171  1.35575391  0.86081308
 -0.33620857  1.35196197  0.14783267 -0.45044942  0.        ]",[-0.47616342 -0.25395584],[-0.4504665   0.58300736],-2.32183,-0.050730717012,"[[ 0.20899753  0.23772054  0.15690218  0.09930159]
 [ 6.94885059  8.37044467  0.          0.        ]]",[-0.1892253   0.46727401]
4,"[ 1.12095655  1.88051563  0.3257639   1.0865352   1.35575219  0.8608124
 -0.38923484  1.6224724  -0.02530751 -0.08533765  0.        ]",[-0.47616342 -0.25395584],[-0.13992886  0.3152605 ],-2.19513,-0.0197033351951,"[[  0.32871027   0.42663517   0.15690218   0.09930159]
 [  5.02884939  10.51386853   0.           0.        ]]",[-0.53088439 -0.24692111]
5,"[ 1.07284104  1.72911538  0.45536984  1.50837823  1.35575047  0.86081173
 -0.40726698  1.75376546 -0.26386101  0.1909      0.        ]",[-0.47616342 -0.25395584],[-0.58040826 -1.32569717],-2.01194,-0.0403391034396,"[[  0.42273592   0.64735059   0.15690218   0.09930159]
 [  4.37592767  11.55420188   0.           0.        ]]",[-0.87737    -0.94761735]
6,"[ 1.03387287  1.55772217  0.54009807  1.81857195  1.35574874  0.86081106
 -0.47302602  1.22526676 -0.48589628  0.3377231   0.        ]",[-0.47616342 -0.25395584],[-0.17902812 -1.61639803],-1.87752,-0.0681645587593,"[[ 0.4863659   0.83641932  0.15690218  0.09930159]
 [ 1.99489352  7.36661972  0.          0.        ]]",[-0.86282015 -0.84031564]
7,"[ 1.01209466  1.44699513  0.58219722  1.96749653  1.35574702  0.86081039
 -0.49363918  0.70716473 -0.61435319  0.38908479  0.        ]",[-0.47616342 -0.25395584],[ 0.11939004 -0.10051283],-2.00087,-0.0832112169203,"[[ 0.51877569  0.9425628   0.15690218  0.09930159]
 [ 1.24851559  3.26140826  0.          0.        ]]",[-0.82404006 -0.57869029]
8,"[ 0.99119099  1.37972364  0.61980117  2.04349793  1.3557453   0.86080972
 -0.48126931  0.64876918 -0.70268299  0.41847479  0.        ]",[-0.47616342 -0.25395584],[-1.18116899 -2.01005765],-1.90841,-0.0936103934679,"[[ 0.54823974  1.00314856  0.15690218  0.09930159]
 [ 1.69639815  2.79871068  0.          0.        ]]",[-0.92126536 -0.72209507]
9,"[ 0.99559997  1.36184507  0.61207498  2.06207684  1.35574357  0.86080905
 -0.59143966  0.14219585 -0.70846708  0.41380605  0.        ]",[-0.47616342 -0.25395584],[-0.72106078 -0.85475012],-1.97582,-0.0938288424445,"[[ 0.54214408  1.01885043  0.15690218  0.09930159]
 [-2.29269509 -1.21515365  0.          0.        ]]",[-0.53733671 -0.10715777]
10,"[ 1.04555403  1.42699118  0.51608684  1.9911209   1.35574185  0.86080838
 -0.66895041 -0.28181063 -0.5683138   0.34366157  0.        ]",[-0.47616342 -0.25395584],[-0.6174396   0.06645413],-2.00589,-0.075564618765,"[[ 0.46813076  0.96083908  0.15690218  0.09930159]
 [-5.09924182 -4.57479464  0.          0.        ]]",[-0.08201817  0.57797247]
11,"[ 1.1145445   1.52074142  0.34526936  1.87192275  1.35574013  0.8608077
 -0.73362862 -0.2370988  -0.35357492  0.18356997  0.        ]",[-0.47616342 -0.25395584],[-0.30186992  0.36922518],-1.96232,-0.0447108250687,"[[ 0.34264873  0.87289787  0.15690218  0.09930159]
 [-7.44114651 -4.22051895  0.          0.        ]]",[ 0.32249466  0.97708452]
12,"[ 1.17226515  1.58956656  0.11744893  1.76925878  1.3557384   0.86080703
 -0.76255526 -0.04202662 -0.14798648 -0.06369409  0.        ]",[-0.47616342 -0.25395584],[ 0.35239224  2.03469523],-2.07721,-0.0109177158334,"[[ 0.18331704  0.80399571  0.15690218  0.09930159]
 [-8.48854939 -2.67485466  0.          0.        ]]",[ 0.70553696  1.21853399]
13,"[ 1.19504362  1.60229741 -0.10947943  1.74863278  1.35573668  0.86080636
 -0.71944686  0.46429372 -0.0231505  -0.31084541  0.        ]",[-0.47616342 -0.25395584],[ 0.90490582  0.80353662],-2.00299,-0.024135710833,"[[ 0.02920699  0.79075073  0.15690218  0.09930159]
 [-6.9276869   1.33700076  0.          0.        ]]",[ 0.84070671  0.92270005]
14,"[  1.19201673e+00   1.54495121e+00  -2.59494086e-01   1.83739855e+00
   1.35573496e+00   8.60805691e-01  -6.16813443e-01   8.62338538e-01
   1.39925630e-03  -4.35054231e-01   0.00000000e+00]",[-0.47616342 -0.25395584],[ 1.15063106  0.00926496],-1.97778,-0.0362643431784,"[[-0.07206161  0.84913489  0.15690218  0.09930159]
 [-3.21152445  4.49093211  0.          0.        ]]",[ 0.67305529  0.3653726 ]
15,"[ 1.18921826  1.45147831 -0.29478997  1.96201773  1.35573323  0.86080502
 -0.50578598  0.85558982 -0.04059203 -0.41116849  0.        ]",[-0.47616342 -0.25395584],[ 0.73768043  1.74211354],-2.1358,-0.0311356171533,"[[-0.09595764  0.93841686  0.15690218  0.09930159]
 [ 0.80857442  4.43746359  0.          0.        ]]",[ 0.40222701  0.07305376]
16,"[ 1.19384415  1.30711967 -0.227847    2.11502503  1.35573151  0.86080435
 -0.42564088  1.34411637 -0.15610721 -0.26404663  0.        ]",[-0.47616342 -0.25395584],[-0.09246475 -0.52339808],-1.94523,-0.0109511418553,"[[-0.05067156  1.06600383  0.15690218  0.09930159]
 [ 3.71047828  8.30833821  0.          0.        ]]",[-0.02047507 -0.89093238]
17,"[ 1.19537788  1.13197745 -0.12439562  2.24929437  1.35572979  0.86080368
 -0.43774552  1.06180971 -0.31927818 -0.10520892  0.        ]",[-0.47616342 -0.25395584],[-0.46256658 -0.55013958],-1.96762,-0.0209888223201,"[[ 0.01914093  1.20972744  0.15690218  0.09930159]
 [ 3.2721823   6.0714764   0.          0.        ]]",[-0.11727734 -1.02756846]
18,"[ 1.19263354  1.00623046 -0.05562845  2.31653888  1.35572806  0.86080301
 -0.49006512  0.77177451 -0.4399085  -0.02300023  0.        ]",[-0.47616342 -0.25395584],[-0.33567797 -0.39359924],-1.99773,-0.0386568280416,"[[ 0.06557797  1.30809937  0.15690218  0.09930159]
 [ 1.37777373  3.77337339  0.          0.        ]]",[-0.0462569 -0.9772597]
19,"[  1.19122059e+00   9.29003159e-01  -3.49916252e-02   2.34695382e+00
   1.35572634e+00   8.60802334e-01  -5.27492511e-01   5.65692278e-01
  -5.02251806e-01   1.78328870e-03   0.00000000e+00]",[-0.47616342 -0.25395584],[ 0.01900292  0.45136048],-2.07524,-0.0470989276997,"[[ 0.07953666  1.36718345  0.15690218  0.09930159]
 [ 0.02258488  2.1404742   0.          0.        ]]",[ 0.04734574 -0.89006352]
20,"[ 1.19108548  0.84919007 -0.03322097  2.37014452  1.35572461  0.86080166
 -0.5254366   0.78589734 -0.5546047   0.00871998  0.        ]",[-0.47616342 -0.25395584],[-0.98731338 -1.48441436],-1.99223,-0.0536574107839,"[[ 0.080735    1.42749917  0.15690218  0.09930159]
 [ 0.09701488  3.88528287  0.          0.        ]]",[-0.00866172 -1.28167379]
21,"[ 1.19431086  0.7995799  -0.08836176  2.38045214  1.35572289  0.86080099
 -0.63337615  0.27655932 -0.55279379 -0.02571334  0.        ]",[-0.47616342 -0.25395584],[-0.67319257 -1.08745692],-2.00173,-0.0522645132448,"[[ 0.04346233  1.46471291  0.15690218  0.09930159]
 [-3.81129282 -0.15047684  0.          0.        ]]",[ 0.40985909 -0.68888104]
22,"[ 1.19322192  0.85648617 -0.23977144  2.36834991  1.35572117  0.86080032
 -0.70484469 -0.2227393  -0.43088751 -0.14016073  0.        ]",[-0.47616342 -0.25395584],[ 1.71645049  0.78054416],-1.9329,-0.0345029074781,"[[-0.05872794  1.42200956  0.15690218  0.09930159]
 [-6.39905405 -4.10668926  0.          0.        ]]",[ 0.86372578  0.1300226 ]
23,"[ 1.18083671  0.92306627 -0.36803639  2.34893536  1.35571944  0.86079965
 -0.5920695   0.17745998 -0.32498815 -0.25844783  0.        ]",[-0.47616342 -0.25395584],[ 2.27160211 -0.33537258],-1.75911,-0.0231883687334,"[[-0.14573869  1.37169118  0.15690218  0.09930159]
 [-2.31568619 -0.93569577  0.          0.        ]]",[ 0.68088162 -0.18323769]
