timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.27202674  2.10952269  0.29147179 -0.66753122  0.88803491 -1.36010551
 -0.76545199 -0.39851595  0.45989388  1.62943756  0.        ]",[-0.66401947 -0.41796705],[-2.29845232  1.42254033],-3.28629,-0.194121513251,"[[-0.01625112  0.09712534  0.1035239  -0.15529699]
 [ 0.00433886 -0.00484443  0.          0.        ]]",[-1.79651666  1.37423623]
1,"[ 1.26998364  2.10300892  0.23266746 -0.55751768  0.88803422 -1.36010382
 -0.87429644  0.21804688  0.45883226  1.5920027   0.        ]",[-0.66401947 -0.41796705],[-0.40684527 -0.18530313],-2.71155,-0.190742734416,"[[-0.05587121  0.13677264  0.1035239  -0.15529699]
 [-3.95316781  3.9563657   0.          0.        ]]",[-1.34784698  0.88556647]
2,"[ 1.2560991   2.08588673  0.09321927 -0.36215595  0.88803353 -1.36010214
 -0.91640222  0.09173976  0.45294476  1.47878464  0.        ]",[-0.66401947 -0.41796705],[-0.16244092  0.98850467],-2.75147,-0.180456025012,"[[-0.15029502  0.20775817  0.1035239  -0.15529699]
 [-5.48412083  3.1448854   0.          0.        ]]",[-1.2901721   0.97063506]
3,"[ 1.22218332  2.049369   -0.07390103 -0.08797697  0.88803284 -1.36010045
 -0.93113319  0.6913005   0.43589199  1.35819842  0.        ]",[-0.66401947 -0.41796705],[-0.82773345  1.65142167],-2.85234,-0.16885654349,"[[-0.26535162  0.30930406  0.1035239  -0.15529699]
 [-6.01975271  6.99686173  0.          0.        ]]",[-0.89904648  0.35222751]
4,"[ 1.14947947  1.95216438 -0.28652554  0.37053665  0.88803215 -1.36009876
 -1.01795976  1.2862156   0.39691831  1.24996356  0.        ]",[-0.66401947 -0.41796705],[ 0.3403375  -0.01899581],-1.97241,-0.156615566445,"[[ -0.41742123   0.48759036   0.1035239   -0.15529699]
 [ -9.17671769  10.81899729   0.           0.        ]]",[-0.31931713 -0.29992992]
5,"[ 1.03402558  1.7842937  -0.50532981  0.86377062  0.88803146 -1.36009707
 -0.97593632  1.24105777  0.33353024  1.15742227  0.        ]",[-0.66401947 -0.41796705],[-0.50422089 -1.19752204],-1.28575,-0.143649212124,"[[ -0.58562584   0.70105939   0.1035239   -0.15529699]
 [ -7.64881502  10.52888243   0.           0.        ]]",[-0.22689477 -0.62451017]
6,"[ 0.88175698  1.61657662 -0.70448356  1.19678436  0.88803077 -1.36009539
 -1.02660942  0.59235846  0.25470909  1.02774897  0.        ]",[-0.66401947 -0.41796705],[-0.70907654  0.6834175 ],-1.2706,-0.126317491036,"[[-0.75708749  0.86982176  0.1035239  -0.15529699]
 [-9.49127455  6.36121138  0.          0.        ]]",[-0.25137678 -0.4485603 ]
7,"[ 0.64709005  1.44195801 -0.91223722  1.44664942  0.88803007 -1.3600937
 -1.09863729  0.9940102   0.13702022  0.8299656   0.        ]",[-0.66401947 -0.41796705],[ 0.27893951 -0.26254269],-0.8994,-0.100095964904,"[[ -0.97318874   1.02293735   0.1035239   -0.15529699]
 [-12.1101782    8.9416925    0.           0.        ]]",[ 0.38245216 -0.96352583]
8,"[ 0.35821808  1.23260502 -1.06974536  1.6549784   0.88802938 -1.36009201
 -1.0616947   0.80451263 -0.01205923  0.66492844  0.        ]",[-0.66401947 -0.41796705],[ 0.80391687 -0.64686037],-0.828548,-0.0740839577939,"[[ -1.20191614   1.18955588   0.1035239   -0.15529699]
 [-10.7670161    7.72423888   0.           0.        ]]",[ 0.61114258 -1.11630023]
9,"[ 0.10940193  1.0626419  -1.14359684  1.76593069  0.88802869 -1.36009032
 -0.96833301  0.38186386 -0.14301798  0.5616387   0.        ]",[-0.66401947 -0.41796705],[-0.03029178 -1.51790796],-0.858451,-0.0556271540031,"[[-1.38319881  1.31679585  0.1035239  -0.15529699]
 [-7.37250229  5.00886612  0.          0.        ]]",[ 0.5999611  -1.00775039]
10,"[-0.0994234   0.98109646 -1.1684416   1.8028653   0.888028   -1.36008864
 -0.96759662 -0.24991888 -0.25933292  0.45506445  0.        ]",[-0.66401947 -0.41796705],[ 1.35134939 -0.7247806 ],-1.06501,-0.0395800829268,"[[-1.53038065  1.37624802  0.1035239  -0.15529699]
 [-7.34575779  0.94987865  0.          0.        ]]",[ 0.74768889 -0.41239733]
11,"[-0.25049348  0.99488043 -1.16648478  1.79732604  0.88802731 -1.36008695
 -0.85474271 -0.69969161 -0.35767738  0.33854017  0.        ]",[-0.66401947 -0.41796705],[ 0.6662628  -0.21383689],-1.21365,-0.0264919637369,"[[-1.63612692  1.3662526   0.1035239  -0.15529699]
 [-3.24251919 -1.93975811  0.          0.        ]]",[ 0.76388955  0.12726249]
12,"[-0.30425971  1.05917146 -1.16176799  1.76769929  0.88802662 -1.36008526
 -0.78045716 -0.82559885 -0.40682345  0.25767674  0.        ]",[-0.66401947 -0.41796705],[ 0.7197612  -0.35485771],-1.24915,-0.0206089287338,"[[-1.67387789  1.31934129  0.1035239  -0.15529699]
 [-0.54158644 -2.7486722   0.          0.        ]]",[ 0.77008653  0.35815394]
13,"[-0.27884986  1.15166993 -1.16426011  1.71373797  0.88802592 -1.36008357
 -0.70181808 -1.03593477 -0.40896959  0.20709105  0.        ]",[-0.66401947 -0.41796705],[ 0.62431062  0.96445604],-1.35522,-0.0164618862539,"[[-1.65602193  1.25080948  0.1035239  -0.15529699]
 [ 2.31763913 -4.1000131   0.          0.        ]]",[ 0.55877161  0.69566357]
14,"[-0.17798272  1.20851088 -1.16949233  1.67362594  0.88802523 -1.36008188
 -0.63516135 -0.42899531 -0.34793649  0.23048537  0.        ]",[-0.66401947 -0.41796705],[ 0.91046129 -0.13189731],-1.13687,-0.0150164120737,"[[-1.58535273  1.20793304  0.1035239  -0.15529699]
 [ 4.74119966 -0.20064018  0.          0.        ]]",[ 0.38762993  0.03378542]
15,"[ 0.00751444  1.22062049 -1.15975699  1.66436511  0.88802454 -1.3600802
 -0.53865202 -0.50982984 -0.22087012  0.35614723  0.        ]",[-0.66401947 -0.41796705],[ 0.09662268 -0.15460417],-1.16367,-0.0315213585587,"[[-1.45532204  1.19870986  0.1035239  -0.15529699]
 [ 8.25017442 -0.71997547  0.          0.        ]]",[-0.23294565  0.06950445]
16,"[ 0.24151917  1.24725276 -1.11070042  1.64309785  0.88802385 -1.36007851
 -0.53262324 -0.6029476  -0.07751478  0.53758553  0.        ]",[-0.66401947 -0.41796705],[-0.04967523  1.20424501],-1.26517,-0.0580084589817,"[[-1.28811928  1.17830793  0.1035239  -0.15529699]
 [ 8.46936425 -1.31822645  0.          0.        ]]",[-0.70576501  0.17047723]
17,"[ 0.46249915  1.22949108 -1.02281536  1.65741423  0.88802316 -1.36007682
 -0.54266405  0.01739847  0.04019189  0.78003046  0.        ]",[-0.66401947 -0.41796705],[-0.94908723 -0.45622074],-1.04606,-0.0880898984025,"[[-1.12239554  1.19193122  0.1035239  -0.15529699]
 [ 8.10427907  2.66727689  0.          0.        ]]",[-0.83531988 -0.54814416]
18,"[ 0.61561478  1.1838252  -0.93386119  1.69170025  0.88802247 -1.36007513
 -0.65034836 -0.27186922  0.10073066  0.99879527  0.        ]",[-0.66401947 -0.41796705],[ 0.31417948  0.63510096],-1.24168,-0.111959959537,"[[-0.99959302  1.22663016  0.1035239  -0.15529699]
 [ 4.18897094  0.80883469  0.          0.        ]]",[-1.00756228 -0.33382338]
19,"[ 0.72666077  1.12880774 -0.851674    1.72833156  0.88802177 -1.36007345
 -0.61844825  0.11700095  0.125938    1.18714716  0.        ]",[-0.66401947 -0.41796705],[-0.96788601 -1.15751714],-1.09565,-0.130967401613,"[[-0.90417691  1.26787368  0.1035239  -0.15529699]
 [ 5.34881308  3.30718575  0.          0.        ]]",[-1.07154286 -0.85228688]
20,"[ 0.80041498  1.09406617 -0.78707404  1.74891779  0.88802108 -1.36007176
 -0.72667059 -0.50936931  0.13386788  1.31739029  0.        ]",[-0.66401947 -0.41796705],[-1.43729022  0.28982954],-1.39705,-0.143739959779,"[[-0.83667995  1.29364113  0.1035239  -0.15529699]
 [ 1.41394167 -0.71701756  0.          0.        ]]",[-1.22047889 -0.26789069]
21,"[ 0.78792488  1.0976831  -0.79864696  1.74686051  0.88802039 -1.36007007
 -0.83628152 -0.32839152  0.13249539  1.29650755  0.        ]",[-0.66401947 -0.41796705],[-1.80419201 -1.35580032],-1.22381,-0.141673280382,"[[-0.84838749  1.29096674  0.1035239  -0.15529699]
 [-2.57142143  0.44569759  0.          0.        ]]",[-0.9410491  -0.42345345]
22,"[ 0.68701309  1.13926804 -0.88293807  1.72173938  0.8880197  -1.36006838
 -0.94368805 -0.9459502   0.11703231  1.12547589  0.        ]",[-0.66401947 -0.41796705],[ 0.20822536  0.55582469],-1.46182,-0.12466126798,"[[-0.93899869  1.26007277  0.1035239  -0.15529699]
 [-6.47664009 -3.52189488  0.          0.        ]]",[-0.85655713  0.34968486]
23,"[ 0.54287718  1.20260284 -0.979317    1.67801635  0.88801901 -1.3600667
 -0.91751261 -0.5925936   0.07431318  0.89452716  0.        ]",[-0.66401947 -0.41796705],[ 0.41539134  0.06957261],-1.25372,-0.100721384544,"[[-1.0589826   1.21241229  0.1035239  -0.15529699]
 [-5.52495504 -1.25171098  0.          0.        ]]",[-0.52235758  0.11429526]
24,"[ 0.42423597  1.23150311 -1.04121922  1.65579339  0.88801832 -1.36006501
 -0.86929897 -0.54593931  0.02168405  0.73601941  0.        ]",[-0.66401947 -0.41796705],[-0.21223764  0.28598008],-1.21103,-0.0828458165671,"[[-1.1518935   1.19038529  0.1035239  -0.15529699]
 [-3.77198104 -0.95197642  0.          0.        ]]",[-0.38757825  0.13027929]
25,"[ 0.31381558  1.2412694  -1.08669228  1.64795005  0.88801763 -1.36006332
 -0.89035122 -0.36673278 -0.03615632  0.6127409   0.        ]",[-0.66401947 -0.41796705],[ 0.01024828 -1.07254019],-1.07368,-0.0677085356168,"[[-1.23501319  1.18289753  0.1035239  -0.15529699]
 [-4.53744427  0.19935779  0.          0.        ]]",[-0.08609398 -0.01351123]
