timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.206166853153,[-0.19478352 -0.38217089],"[ 1.18040741  2.38579464 -0.04166778 -0.74896746  0.0291254   0.09238657
  1.21043565 -0.38782445  1.3154026  -0.17288851  0.        ]",-1.22108,"[[-0.05896252  0.02699285  0.00445958  0.0093634 ]
 [-0.00215939 -0.00288901  0.          0.        ]]",[-0.58797866  2.06638551],[-1.14598381  2.20533171]
1,-0.206254726721,[-0.19478352 -0.38217089],"[ 1.17608707  2.38307144 -0.10052474 -0.60217482  0.02912538  0.09238649
  1.10409174  0.16306104  1.31308203 -0.2081933   0.        ]",-1.25858,"[[-0.09871123  0.06667892  0.00445958  0.0093634 ]
 [-3.95953142  3.95828845  0.          0.        ]]",[-1.01298022  1.76120377],[-0.55778017  0.50232679]
2,-0.206143387979,[-0.19478352 -0.38217089],"[ 1.15550443  2.36648387 -0.2481702  -0.24058039  0.02912536  0.09238642
  1.04688111  0.42888847  1.30197564 -0.29880525  0.        ]",-1.27735,"[[ -1.99262231e-01   1.65022971e-01   4.45958426e-03   9.36339892e-03]
 [ -6.08848193e+00   5.86973862e+00   0.00000000e+00   0.00000000e+00]]",[-1.04927647  1.76670647],[-0.84183771  1.29489253]
3,-0.20489220592,[-0.19478352 -0.38217089],"[ 1.09761967  2.31178584 -0.46802219  0.31945427  0.02912533  0.09238634
  0.9605847   0.96355248  1.27096683 -0.42857189  0.        ]",-1.28751,"[[ -3.53252162e-01   3.20991511e-01   4.45958426e-03   9.36339892e-03]
 [ -9.29983226e+00   9.71427879e+00   0.00000000e+00   0.00000000e+00]]",[-1.35204196  1.64051008],[-1.14207806  1.642983  ]
4,-0.200675348824,[-0.19478352 -0.38217089],"[ 0.95938174  2.16880744 -0.76459592  1.09640537  0.02912531  0.09238626
  0.8591771   1.48762751  1.1969743  -0.59817166  0.        ]",-1.21412,"[[ -5.77110963e-01   5.53087479e-01   4.45958426e-03   9.36339892e-03]
 [ -1.30735364e+01   1.34826955e+01   0.00000000e+00   0.00000000e+00]]",[-1.71065784  1.551723  ],[-1.9303741  3.0867314]
5,-0.191006578414,[-0.19478352 -0.38217089],"[ 0.68682291  1.87953395 -1.09493635  1.95698519  0.02912528  0.09238619
  0.75976249  2.0012467   1.05084405 -0.78811627  0.        ]",-1.1446,"[[ -8.75699219e-01   8.59798369e-01   4.45958426e-03   9.36339892e-03]
 [ -1.67730823e+01   1.71759639e+01   0.00000000e+00   0.00000000e+00]]",[-1.99424386  1.45378923],[-2.34079091  0.11903681]
6,-0.175170816805,[-0.19478352 -0.38217089],"[ 0.24152337  1.44988955 -1.36263235  2.6087089   0.02912526  0.09238611
  0.66231891  2.01945885  0.81123778 -0.97489373  0.        ]",-1.23409,"[[ -1.24754167e+00   1.20463389e+00   4.45958426e-03   9.36339892e-03]
 [ -2.03992849e+01   1.73069806e+01   0.00000000e+00   0.00000000e+00]]",[-2.14360023  1.44835281],[-1.73473122  1.18254094]
7,-0.151838474611,[-0.19478352 -0.38217089],"[-0.36237356  0.90394684 -1.42880906  2.85368407  0.02912524  0.09238603
  0.56674937  2.52226662  0.48350443 -1.07433924  0.        ]",-0.939156,"[[ -1.69120869e+00   1.58705185e+00   4.45958426e-03   9.36339892e-03]
 [ -2.39557526e+01   2.09225778e+01   0.00000000e+00   0.00000000e+00]]",[-2.43489337  1.02289748],[-3.67642197  0.31521834]
8,-0.119339637816,[-0.19478352 -0.38217089],"[-1.01439157  0.3023533  -1.15044088  2.49661595  0.02912521  0.09238596
  0.47305524  2.63789587  0.12314519 -0.99207142  0.        ]",-0.689231,"[[ -2.20530514e+00   2.01384816e+00   4.45958426e-03   9.36339892e-03]
 [ -2.74424328e+01   2.17541494e+01   0.00000000e+00   0.00000000e+00]]",[-2.35672331  0.68286699],[-3.81711975 -0.38518387]
9,-0.0827451773617,[-0.19478352 -0.38217089],"[-1.4910042  -0.17629394 -0.46786201  1.5713555   0.02912519  0.09238588
  0.38120613  2.36550111 -0.16970298 -0.74095972  0.        ]",-0.552359,"[[ -2.78844765e+00   2.42927981e+00   4.45958426e-03   9.36339892e-03]
 [ -3.08604550e+01   1.97955435e+01   0.00000000e+00   0.00000000e+00]]",[-2.14552546  0.47639567],[-2.57760743  0.09025462]
