timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.170585157225,[-0.05083284 -0.15084389],"[ 1.09783221  1.72987473 -0.02712585 -0.84738081  0.27626554 -0.28984471
  0.57549677 -0.31264067  0.96201436  0.07615245  0.        ]",-0.515155,"[[-0.06123871 -0.08934366  0.03829938 -0.03301232]
 [ 0.00337474 -0.0013715   0.          0.        ]]",[-0.82076705  0.97390008],[ 0.29776444 -0.60363428]
1,-0.17043545494,[-0.05083284 -0.15084389],"[ 1.09872908  1.72679691 -0.00907037 -0.90781779  0.27626417 -0.28984326
  0.64220603 -0.64295267  0.96102413  0.07513014  0.        ]",-0.499727,"[[-0.04934414 -0.11335649  0.03829938 -0.03301232]
 [ 1.18215402 -2.39194274  0.          0.        ]]",[-0.81091958  0.99197471],[-1.18770045  2.64277538]
2,-0.169683182239,[-0.05083284 -0.15084389],"[ 1.09742421  1.72564833 -0.03380635 -0.92695893  0.2762628  -0.28984181
  0.41690721 -0.0890805   0.95721191  0.04172435  0.        ]",-0.528252,"[[-0.06564186 -0.12097689  0.03829938 -0.03301232]
 [-2.79866568  1.61653854  0.          0.        ]]",[-0.82309425  0.96189612],[-0.26725831  1.43540735]
3,-0.169039376911,[-0.05083284 -0.15084389],"[ 1.08842828  1.73326046 -0.13370129 -0.74612709  0.27626142 -0.28984036
  0.36011707  0.45366736  0.9535012  -0.00547061  0.        ]",-0.360348,"[[-0.13168264 -0.04923544  0.03829938 -0.03301232]
 [-3.80206732  5.54451413  0.          0.        ]]",[-0.81307417  0.94493687],[-1.23010471  0.75222966]
4,-0.167551294242,[-0.05083284 -0.15084389],"[ 1.05856232  1.72962243 -0.30530447 -0.39304268  0.27626005 -0.28983891
  0.14042259  0.85026045  0.94172041 -0.07365571  0.        ]",-0.51646,"[[-0.24667116  0.09045309  0.03829938 -0.03301232]
 [-7.68386052  8.41476331  0.          0.        ]]",[-0.76313853  0.95217323],[-0.18075592  1.37964081]
5,-0.163959509932,[-0.05083284 -0.15084389],"[ 0.98806087  1.67989868 -0.53452281  0.11841514  0.27625868 -0.28983745
  0.10846952  1.37436646  0.91119455 -0.15252927  0.        ]",-0.351617,"[[ -0.40601289   0.29680646   0.03829938  -0.03301232]
 [ -8.24843106  12.2079204    0.           0.        ]]",[-0.70812333  0.94479966],[-1.39482885  1.09760766]
6,-0.156123865859,[-0.05083284 -0.15084389],"[ 0.85196476  1.53084165 -0.80382679  0.76139024  0.2762573  -0.289836
 -0.10628063  1.8882151   0.84732827 -0.22468184  0.        ]",-0.518478,"[[ -0.6090515    0.5782804    0.03829938  -0.03301232]
 [-12.04284826  15.92701422   0.           0.        ]]",[-0.63383353  0.92493498],[ 0.11886231  1.30768969]
7,-0.141384247705,[-0.05083284 -0.15084389],"[ 0.63807382  1.22707264 -1.06900569  1.41177512  0.27625593 -0.28983455
 -0.06626592  2.39159649  0.73763953 -0.25727455  0.        ]",-0.417643,"[[ -0.84281547   0.93337855   0.03829938  -0.03301232]
 [-11.33583917  19.57064696   0.           0.        ]]",[-0.59529781  0.8608523 ],[-0.02764576  1.12221399]
8,-0.117453167449,[-0.05083284 -0.15084389],"[ 0.38412049  0.74250757 -1.26649164  1.85291219  0.27625456 -0.2898331
 -0.05982144  2.88496433  0.58159253 -0.18793268  0.        ]",-0.280751,"[[ -1.06839089   1.36062667   0.03829938  -0.03301232]
 [-11.22197802  23.14224891   0.           0.        ]]",[-0.64208525  0.73158818],[-0.60699959  1.24567998]
9,-0.0814434947257,[-0.05083284 -0.15084389],"[ 0.06881622  0.12508052 -1.40476363  1.80448368  0.27625318 -0.28983165
 -0.1832464   3.36851005  0.34656402 -0.06008317  0.        ]",-0.218197,"[[ -1.31471056   1.85860035   0.03829938  -0.03301232]
 [-13.40275204  26.64337357   0.           0.        ]]",[-0.68749487  0.60649741],[-0.38932676  1.55146755]
10,-0.0363404010459,[-0.05083284 -0.15084389],"[-0.31532162 -0.46516091 -1.45385537  1.03851618  0.27625181 -0.2898302
 -0.25546598  3.84232121  0.01697922  0.10665397  0.        ]",-0.162455,"[[ -1.59556884   2.42589686   0.03829938  -0.03301232]
 [-14.67879482  30.07484126   0.           0.        ]]",[-0.70096999  0.54027402],[ 0.00574011  1.67063283]
11,-0.0477425588969,[-0.05083284 -0.15084389],"[-0.70936826 -0.76872098 -1.37940312 -0.41831535  0.27625044 -0.28982875
 -0.23773678  3.46528297 -0.39972001  0.30632542  0.        ]",-0.127073,"[[ -1.8859996    3.06114306   0.03829938  -0.03301232]
 [-14.36556601  27.34717335   0.           0.        ]]",[-0.70478153  0.51894826],[-1.89444879  0.83731812]
12,-0.0645847350734,[-0.05083284 -0.15084389],"[-1.10543518 -0.76591009 -1.15395978 -0.88596991  0.27624906 -0.2898273
 -0.44579745 -0.45308931 -0.51154963  0.37495389  0.        ]",-0.321209,"[[ -2.2101986    3.24625259   0.03829938  -0.03301232]
 [-18.04172306  -1.01725133   0.           0.        ]]",[-0.55033803  0.62875569],[ 0.70080254  0.75793732]
13,-0.0528880405731,[-0.05083284 -0.15084389],"[-1.41970167 -0.77209415 -0.79489468 -0.70437822  0.27624769 -0.28982585
 -0.26854983 -0.92842237 -0.43717431  0.32547318  0.        ]",-0.279253,"[[ -2.53961289   3.17429982   0.03829938  -0.03301232]
 [-14.91006419  -4.45814873   0.           0.        ]]",[-0.52506846  0.65247935],[-0.8290071   1.69888173]
