timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.266526450781,[ 0.00550809  0.0024906 ],"[ 1.06409835  1.21234891  0.01487645 -0.08818201  0.05890915 -1.35835168
 -0.14446756 -0.07962733  1.03690215  1.14720836  0.        ]",-0.746872,"[[ 0.0149461   0.08178739  0.006645   -0.16078743]
 [ 0.00414723 -0.00077289  0.          0.        ]]",[-0.02566084  0.19714239],[ 1.39500102  0.6175601 ]
1,-0.27300202113,[ 0.00550809  0.0024906 ],"[ 1.06212198  1.20941097  0.07561495 -0.04633045  0.05890785 -1.35826693
  0.23048385  0.23686178  1.03016882  1.22064576  0.        ]",-0.728671,"[[ 0.05470928  0.10629099  0.006645   -0.16078743]
 [ 3.9590089   2.44299297  0.          0.        ]]",[-0.02423167  0.20005901],[ 1.21111158 -0.38969256]
2,-0.288910191581,[ 0.00550809  0.0024906 ],"[ 1.04342993  1.20432135  0.25485369  0.00964736  0.05890655 -1.3581822
  0.59816316  0.03055802  0.99671979  1.40706041  0.        ]",-0.726392,"[[  1.72800710e-01   1.39168702e-01   6.64500248e-03  -1.60787429e-01]
 [  7.83721921e+00   8.50087337e-01   0.00000000e+00   0.00000000e+00]]",[-0.02346733  0.19857505],[ 0.11723298 -0.34646715]
3,-0.306420003901,[ 0.00550809  0.0024906 ],"[ 0.98782197  1.20371973  0.49117606  0.01485671  0.05890526 -1.35809748
  0.62746774 -0.1493184   0.92729874  1.62114844  0.        ]",-0.710975,"[[  3.32648253e-01   1.42235608e-01   6.64500248e-03  -1.60787429e-01]
 [  8.14650114e+00  -5.38768300e-01   0.00000000e+00   0.00000000e+00]]",[-0.0237522   0.19590971],[-0.36683161 -2.04210937]
4,-0.318520144437,[ 0.00550809  0.0024906 ],"[ 0.90718291  1.21099975  0.69708709 -0.07099421  0.05890396 -1.35801277
  0.47473198 -0.66068232  0.85640396  1.7726531   0.        ]",-0.747072,"[[ 0.47941699  0.09184535  0.006645   -0.16078743]
 [ 6.53573055 -4.48709637  0.          0.        ]]",[-0.02515647  0.19051519],[-1.37568334 -0.9963363 ]
5,-0.32077460138,[ 0.00550809  0.0024906 ],"[ 0.84465052  1.21536094  0.81577761 -0.29107788  0.05890266 -1.35792809
  0.08753633 -1.1598827   0.84191791  1.80023864  0.        ]",-0.906272,"[[  5.69158986e-01  -3.65717002e-02   6.64500248e-03  -1.60787429e-01]
 [  2.45206518e+00  -8.34176381e+00   0.00000000e+00   0.00000000e+00]]",[-0.02748043  0.18314876],[ 2.03444996  1.56134846]
6,-0.322231300053,[ 0.00550809  0.0024906 ],"[ 0.77397501  1.19977779  0.92600102 -0.50512948  0.05890137 -1.35784341
  0.45786204 -0.62582203  0.82234763  1.82441229  0.        ]",-0.823772,"[[ 0.65738822 -0.16203729  0.006645   -0.16078743]
 [ 6.35786979 -4.2185252   0.          0.        ]]",[-0.0268819   0.18569435],[-0.54540141  0.60875512]
7,-0.328071102174,[ 0.00550809  0.0024906 ],"[ 0.67948759  1.18560241  1.04679408 -0.60504347  0.05890007 -1.35775876
  0.24126598 -0.30267945  0.76329246  1.90589039  0.        ]",-0.829325,"[[ 0.76162703 -0.22137622  0.006645   -0.16078743]
 [ 4.07361671 -1.72368889  0.          0.        ]]",[-0.02755807  0.18557227],[ 0.64900084 -0.44257076]
8,-0.333879965325,[ 0.00550809  0.0024906 ],"[ 0.57174484  1.16974093  1.15829095 -0.69105902  0.05889878 -1.35767412
  0.47712055 -0.52534153  0.69313124  1.98846764  0.        ]",-0.838368,"[[ 0.86805719 -0.2730993   0.006645   -0.16078743]
 [ 6.56112111 -3.44287891  0.          0.        ]]",[-0.02718185  0.18426403],[-0.57949795 -0.15179656]
9,-0.337853468508,[ 0.00550809  0.0024906 ],"[ 0.45325954  1.14141632  1.25699627 -0.81222994  0.05889748 -1.35758949
  0.24745334 -0.59422384  0.62548077  2.05122758  0.        ]",-0.83962,"[[ 0.9749789  -0.34729389  0.006645   -0.16078743]
 [ 4.139107   -3.97481676  0.          0.        ]]",[-0.02795533  0.18213843],[-0.9840203  -0.02132936]
10,-0.33643567842,[ 0.00550809  0.0024906 ],"[ 0.40312242  1.10389092  1.29255029 -0.93853693  0.05889618 -1.35750489
 -0.1294386  -0.59475998  0.61717825  2.04448425  0.        ]",-0.900782,"[[ 1.01788229 -0.42683298  0.006645   -0.16078743]
 [ 0.16444881 -3.97909221  0.          0.        ]]",[-0.02899373  0.18018532],[ 0.532545    0.75544097]
11,-0.335273745774,[ 0.00550809  0.0024906 ],"[ 0.37401897  1.07728344  1.31165787 -1.0138165   0.05889489 -1.35742029
  0.06992302 -0.19719601  0.61321356  2.03758317  0.        ]",-0.87795,"[[ 1.04226511 -0.47562013  0.006645   -0.16078743]
 [ 2.2668479  -0.90984501  0.          0.        ]]",[-0.02870323  0.18205965],[ 0.1047541  0.2735032]
12,-0.338263698033,[ 0.00550809  0.0024906 ],"[ 0.31424785  1.07311638  1.34777474 -1.02465941  0.05889359 -1.35733572
  0.10492942 -0.05459863  0.56941527  2.07885966  0.        ]",-0.901109,"[[ 1.09130615 -0.48277184  0.006645   -0.16078743]
 [ 2.63602695  0.19100583  0.          0.        ]]",[-0.02853882  0.18286112],[ 1.10635268  0.19357034]
13,-0.344772387815,[ 0.00550809  0.0024906 ],"[ 0.19822252  1.07963304  1.40666723 -1.00714944  0.0588923  -1.35725116
  0.47510128  0.04401614  0.47159284  2.16445164  0.        ]",-0.920052,"[[ 1.18319312 -0.47131348  0.006645   -0.16078743]
 [ 6.53966682  0.95230848  0.          0.        ]]",[-0.02743949  0.18487243],[-0.07268284  0.47555201]
14,-0.353453310934,[ 0.00550809  0.0024906 ],"[ 0.03130075  1.10018134  1.46818915 -0.94885499  0.058891   -1.35716661
  0.43548541  0.28551618  0.31258494  2.27581975  0.        ]",-0.93187,"[[ 1.30979635 -0.4335615   0.006645   -0.16078743]
 [ 6.12203974  2.81667366  0.          0.        ]]",[-0.02700786  0.18638168],[-0.91416682  0.45620881]
15,-0.36012262604,[ 0.00550809  0.0024906 ],"[-0.08407198  1.13575936  1.49621973 -0.8318736   0.05888971 -1.35708208
  0.08096847  0.51246467  0.16845759  2.35518875  0.        ]",-0.997075,"[[ 1.39472983 -0.35964899  0.006645   -0.16078743]
 [ 2.38376605  4.56872691  0.          0.        ]]",[-0.0273939   0.18736805],[ 0.97592031  0.32432661]
16,-0.36600567675,[ 0.00550809  0.0024906 ],"[-0.20258713  1.17478604  1.5135358  -0.6629598   0.05888841 -1.35699757
  0.44256735  0.66690213 -0.00610213  2.42180629  0.        ]",-1.04187,"[[ 1.48066237 -0.25631144  0.006645   -0.16078743]
 [ 6.19677511  5.76106082  0.          0.        ]]",[-0.0253332   0.19092166],[ 1.44679679  0.80561538]
17,-0.370573617888,[ 0.00550809  0.0024906 ],"[-0.42835389  1.20792435  1.5156432  -0.4167332   0.05888712 -1.35691307
  0.80595875  1.06512793 -0.3218315   2.46558242  0.        ]",-0.999798,"[[  1.64304583e+00  -1.10243509e-01   6.64500248e-03  -1.60787429e-01]
 [  1.00288028e+01   8.83548856e+00   0.00000000e+00   0.00000000e+00]]",[-0.02191843  0.19730525],[ 1.83566995 -1.23141494]
18,-0.367284210011,[ 0.00550809  0.0024906 ],"[-0.75320546  1.21504757  1.44642698 -0.18510605  0.05888582 -1.35682859
  1.16240407  0.5293244  -0.72926185  2.39450031  0.        ]",-0.998286,"[[  1.88133769e+00   2.49689873e-02   6.64500248e-03  -1.60787429e-01]
 [  1.37878842e+01   4.69953766e+00   0.00000000e+00   0.00000000e+00]]",[-0.01911465  0.19895037],[-1.30621543  0.014606  ]
19,-0.356140832937,[ 0.00550809  0.0024906 ],"[-1.04809841  1.2065992   1.29892979 -0.02487493  0.05888453 -1.35674412
  0.76135224  0.52495573 -1.06568686  2.21510432  0.        ]",-1.0298,"[[  2.11466906e+00   1.18622633e-01   6.64500248e-03  -1.60787429e-01]
 [  9.55933739e+00   4.66592809e+00   0.00000000e+00   0.00000000e+00]]",[-0.01888521  0.20126657],[-0.5167069   1.03629786]
20,-0.340438946123,[ 0.00550809  0.0024906 ],"[-1.23787286  1.17627091  1.14745563  0.19782968  0.05888323 -1.35665967
  0.54942128  1.02600482 -1.29766582  1.98852053  0.        ]",-0.991758,"[[  2.28343625e+00   2.50750343e-01   6.64500248e-03  -1.60787429e-01]
 [  7.32485231e+00   8.53394506e+00   0.00000000e+00   0.00000000e+00]]",[-0.0177041   0.20829307],[-0.45740114  0.43274959]
21,-0.319460920619,[ 0.00550809  0.0024906 ],"[-1.36375343  1.09798282  1.01166198  0.49817136  0.05888194 -1.35657524
  0.36403458  1.22611949 -1.45095425  1.72258126  0.        ]",-0.930763,"[[  2.41032160e+00   4.36933116e-01   6.64500248e-03  -1.60787429e-01]
 [  5.37021602e+00   1.00791763e+01   0.00000000e+00   0.00000000e+00]]",[-0.01629489  0.21542543],[-0.79373601 -0.19490142]
22,-0.298170462883,[ 0.00550809  0.0024906 ],"[-1.43026318  0.9764689   0.92371099  0.78128605  0.05888064 -1.35649082
  0.05621132  1.1003867  -1.51140602  1.49097818  0.        ]",-0.859405,"[[  2.48516188e+00   6.28782917e-01   6.64500248e-03  -1.60787429e-01]
 [  2.12457883e+00   9.10902877e+00   0.00000000e+00   0.00000000e+00]]",[-0.01579969  0.21830583],[-1.38075483 -0.63363108]
23,-0.284707634043,[ 0.00550809  0.0024906 ],"[-1.43219194  0.85080039  0.92078124  0.98365645  0.05887935 -1.35640642
 -0.32289491  0.75215095 -1.50656606  1.37398727  0.        ]",-0.920006,"[[ 2.48754877  0.78399489  0.006645   -0.16078743]
 [-1.87266519  6.42110737  0.          0.        ]]",[-0.01616432  0.21666445],[ 1.61699791  1.77523677]
24,-0.268883374821,[ 0.00550809  0.0024906 ],"[-1.43429736  0.69210216  0.9175825   1.16858533  0.05887805 -1.35632203
  0.055783    1.24840452 -1.48211516  1.25097556  0.        ]",-0.823073,"[[  2.49015285e+00   9.50856616e-01   6.64500248e-03  -1.60787429e-01]
 [  2.11991499e+00   1.02523190e+01   0.00000000e+00   0.00000000e+00]]",[-0.0138948   0.22291353],[ 0.18874412  0.24987262]
25,-0.241668716331,[ 0.00550809  0.0024906 ],"[-1.4745767   0.46099325  0.85631229  1.34765104  0.05887676 -1.35623766
  0.1226747   1.35016975 -1.42376926  1.04925993  0.        ]",-0.820364,"[[  2.53962695e+00   1.16379116e+00   6.64500248e-03  -1.60787429e-01]
 [  2.82519689e+00   1.10385175e+01   0.00000000e+00   0.00000000e+00]]",[-0.01276376  0.22529474],[-0.70941045  2.73714017]
26,-0.210425870609,[ 0.00550809  0.0024906 ],"[-1.49591768  0.15175485  0.82096224  1.46879385  0.05887546 -1.3561533
 -0.14889057  1.83470718 -1.30365961  0.87406026  0.        ]",-0.646469,"[[  2.56740391e+00   1.42210344e+00   6.64500248e-03  -1.60787429e-01]
 [ -3.79457125e-02   1.47802180e+01   0.00000000e+00   0.00000000e+00]]",[-0.01336939  0.22871751],[-1.00662593 -0.48299096]
27,-0.185367916653,[ 0.00550809  0.0024906 ],"[-1.4642927  -0.18856835  0.8721397   1.47428144  0.05887417 -1.35606896
 -0.52409758  1.54904071 -1.15477495  0.79897623  0.        ]",-0.579881,"[[  2.52695670e+00   1.69559085e+00   6.64500248e-03  -1.60787429e-01]
 [ -3.99381552e+00   1.25758162e+01   0.00000000e+00   0.00000000e+00]]",[-0.01398147  0.22510901],[-0.51371385 -0.71431851]
28,-0.173617303942,[ 0.00550809  0.0024906 ],"[-1.37887574 -0.45588411  0.99174799  1.38617416  0.05887288 -1.35598464
 -0.70940006  1.15037699 -1.03812917  0.81423136  0.        ]",-0.574139,"[[  2.42747830e+00   1.91623237e+00   6.64500248e-03  -1.60787429e-01]
 [ -5.94762936e+00   9.49856342e+00   0.00000000e+00   0.00000000e+00]]",[-0.01417907  0.22122744],[-0.1971243  -0.04753236]
29,-0.168542519655,[ 0.00550809  0.0024906 ],"[-1.25633286 -0.66601394  1.12848754  1.25064087  0.05887158 -1.35590033
 -0.77222889  1.10157265 -0.94167323  0.85925427  0.        ]",-0.644761,"[[  2.30187726e+00   2.10242755e+00   6.64500248e-03  -1.60787429e-01]
 [ -6.61028524e+00   9.12220103e+00   0.00000000e+00   0.00000000e+00]]",[-0.01450493  0.21832818],[ 1.35012023  1.62818967]
30,-0.158145019924,[ 0.00550809  0.0024906 ],"[-1.15807789 -0.88589406  1.21660785  1.02470361  0.05887029 -1.35581604
 -0.38432174  1.59091367 -0.80847949  0.87492135  0.        ]",-0.637337,"[[  2.21069987e+00   2.32278432e+00   6.64500248e-03  -1.60787429e-01]
 [ -2.52092280e+00   1.29009336e+01   0.00000000e+00   0.00000000e+00]]",[-0.01436859  0.21566367],[ 0.91618776  2.36977326]
31,-0.142968008243,[ 0.00550809  0.0024906 ],"[-1.14284915 -1.11420516  1.22876795  0.62950543  0.05886899 -1.35573176
 -0.03548114  2.07046236 -0.60425889  0.87237056  0.        ]",-0.544054,"[[  2.19717793e+00   2.61796777e+00   6.64500248e-03  -1.60787429e-01]
 [  1.15661033e+00   1.66050934e+01   0.00000000e+00   0.00000000e+00]]",[-0.0148803   0.21196496],[ 0.35817509 -0.01257246]
32,-0.142625651934,[ 0.00550809  0.0024906 ],"[-1.18408546 -1.25767082  1.19458725  0.10454368  0.0588677  -1.3556475
  0.09690883  2.02121606 -0.37803276  0.9326693   0.        ]",-0.537924,"[[  2.23431391e+00   2.94627207e+00   6.64500248e-03  -1.60787429e-01]
 [  2.55228171e+00   1.62266031e+01   0.00000000e+00   0.00000000e+00]]",[-0.01565449  0.20792174],[ 1.64891247  0.16471659]
33,-0.150912814769,[ 0.00550809  0.0024906 ],"[-1.27934811 -1.28020643  1.10479133 -0.15553668  0.05886641 -1.35556325
  0.46762987  0.04297421 -0.2763017   0.99600958  0.        ]",-0.491036,"[[ 2.32457105  3.09907002  0.006645   -0.16078743]
 [ 6.46045185  0.95165642  0.          0.        ]]",[-0.01425785  0.20388913],[-0.12662081 -1.36365555]
34,-0.148662839115,[ 0.00550809  0.0024906 ],"[-1.39645929 -1.27815419  0.96812751 -0.10749068  0.05886511 -1.35547902
  0.40791044 -0.52278409 -0.28556747  0.98070034  0.        ]",-0.500012,"[[ 2.44746473  3.0710261   0.006645   -0.16078743]
 [ 5.83102677 -3.41685175  0.          0.        ]]",[-0.01451974  0.20283653],[ 0.13707943  1.49213618]
35,-0.145352271396,[ 0.00550809  0.0024906 ],"[-1.49592223 -1.27317213  0.81927757 -0.03433213  0.05886382 -1.35539481
  0.44844308 -0.23998643 -0.29512276  0.95818222  0.        ]",-0.476815,"[[ 2.5683736   3.02820893  0.006645   -0.16078743]
 [ 6.25841987 -1.23336079  0.          0.        ]]",[-0.01304805  0.20634688],[ 0.40387752 -0.32431936]
36,-0.142237063617,[ 0.00550809  0.0024906 ],"[-1.5896585  -1.26696882  0.63201503  0.02912509  0.05886252 -1.35531061
  0.5883634  -0.40313013 -0.29516205  0.93729854  0.        ]",-0.461714,"[[  2.70834224e+00   2.99090260e+00   6.64500248e-03  -1.60787429e-01]
 [  7.73352608e+00  -2.49307720e+00   0.00000000e+00   0.00000000e+00]]",[-0.01214021  0.20794952],[-0.18018332  0.34806793]
37,-0.139037777075,[ 0.00550809  0.0024906 ],"[-1.66106765 -1.25945942  0.42340986  0.08924412  0.05886123 -1.35522643
  0.50615165 -0.21823867 -0.28887173  0.91609821  0.        ]",-0.44984,"[[  2.85431939e+00   2.95536350e+00   6.64500248e-03  -1.60787429e-01]
 [  6.86707751e+00  -1.06558980e+00   0.00000000e+00   0.00000000e+00]]",[-0.01146289  0.21030459],[-1.72660632 -0.01017249]
38,-0.137107210384,[ 0.00550809  0.0024906 ],"[-1.69263823 -1.25413461  0.28053608  0.12543384  0.05885994 -1.35514226
  0.11763893 -0.22074266 -0.28123222  0.90338383  0.        ]",-0.454391,"[[ 2.9505722   2.93385728  0.006645   -0.16078743]
 [ 2.77185325 -1.08496159  0.          0.        ]]",[-0.01207648  0.21109922],[ 0.73914166  0.10785133]
39,-0.135637785211,[ 0.00550809  0.0024906 ],"[-1.70987656 -1.24945635  0.15322999  0.15425625  0.05885864 -1.35505811
  0.39006078 -0.16263118 -0.27238099  0.89370982  0.        ]",-0.4289,"[[ 3.03482095  2.9166593   0.006645   -0.16078743]
 [ 5.64345104 -0.63633634  0.          0.        ]]",[-0.01085889  0.21286878],[-0.11030689 -0.72204831]
40,-0.131853831832,[ 0.00550809  0.0024906 ],"[-1.7176513  -1.23685906 -0.01055901  0.222975    0.05885735 -1.35497397
  0.33800699 -0.5313104  -0.26234005  0.86847727  0.        ]",-0.449409,"[[ 3.14218589  2.87537304  0.006645   -0.16078743]
 [ 5.09486917 -3.48280273  0.          0.        ]]",[-0.01058179  0.21294326],[ 2.06238275  0.65810354]
41,-0.12836797968,[ 0.00550809  0.0024906 ],"[-1.70365848 -1.22163099 -0.22475439  0.29342917  0.05885606 -1.35488985
  0.70405256 -0.18483604 -0.2411971   0.84494148  0.        ]",-0.442067,"[[  3.28279631e+00   2.83255474e+00   6.64500248e-03  -1.60787429e-01]
 [  8.95331145e+00  -8.07956266e-01   0.00000000e+00   0.00000000e+00]]",[-0.00871872  0.2169804 ],[ 1.58959376  1.68164866]
42,-0.134068312628,[ 0.00550809  0.0024906 ],"[-1.62906152 -1.23023655 -0.54552351  0.25448408  0.05885477 -1.35480575
  1.06283898  0.33011762 -0.19895866  0.88101283  0.        ]",-0.403222,"[[  3.49981000e+00   2.85628391e+00   6.64500248e-03  -1.60787429e-01]
 [  1.27354783e+01   3.16760764e+00   0.00000000e+00   0.00000000e+00]]",[-0.00771568  0.21927123],[-0.63890553 -0.37365568]
43,-0.143662898645,[ 0.00550809  0.0024906 ],"[-1.48591015 -1.24560819 -0.85365255  0.17511007  0.05885347 -1.35472166
  0.79889603  0.13031009 -0.17340515  0.94314129  0.        ]",-0.407923,"[[  3.72661011e+00   2.90415965e+00   6.64500248e-03  -1.60787429e-01]
 [  9.95378737e+00   1.62512277e+00   0.00000000e+00   0.00000000e+00]]",[-0.0080004   0.21855499],[-2.27476868  0.46357098]
44,-0.151766085027,[ 0.00550809  0.0024906 ],"[-1.35109083 -1.25883249 -1.04289547  0.09022834  0.05885218 -1.35463758
  0.40456105  0.36387554 -0.17518676  0.99766331  0.        ]",-0.401579,"[[ 3.88398537  2.95475357  0.006645   -0.16078743]
 [ 5.79758729  3.42827082  0.          0.        ]]",[-0.00965963  0.21765198],[-1.2577187  -0.53766337]
45,-0.157133353722,[ 0.00550809  0.0024906 ],"[-1.27758827 -1.26821601 -1.1244058   0.01145215  0.05885089 -1.35455353
  0.01801515  0.07430692 -0.1908473   1.03487619  0.        ]",-0.425242,"[[ 3.95906013  3.0012759   0.006645   -0.16078743]
 [ 1.72345448  1.19291428  0.          0.        ]]",[-0.0110083   0.21512407],[ 0.66547506 -0.70803249]
46,-0.157857425951,[ 0.00550809  0.0024906 ],"[-1.21436237 -1.26734452 -1.18558427  0.01910764  0.05884959 -1.35446948
  0.26475084 -0.29190577 -0.18736704  1.03942835  0.        ]",-0.418125,"[[ 4.01962156  2.99676972  0.006645   -0.16078743]
 [ 4.3240208  -1.63411247  0.          0.        ]]",[-0.01004445  0.21463691],[-0.14922707  0.31459483]
47,-0.157908799342,[ 0.00550809  0.0024906 ],"[-1.12626844 -1.26345189 -1.25949527  0.05278671  0.0588483  -1.35438546
  0.20056975 -0.12634739 -0.17597362  1.03880923  0.        ]",-0.415379,"[[ 4.0993156   2.97690984  0.006645   -0.16078743]
 [ 3.64763825 -0.35613436  0.          0.        ]]",[-0.01029459  0.21532185],[-0.30277321  0.34432808]
48,-0.159538388104,[ 0.00550809  0.0024906 ],"[-1.05631537 -1.26470892 -1.31006541  0.04155881  0.05884701 -1.35430145
  0.07997848  0.05118202 -0.17840494  1.04989803  0.        ]",-0.413571,"[[ 4.15951685  2.98353668  0.006645   -0.16078743]
 [ 2.37672299  1.01425288  0.          0.        ]]",[-0.01091149  0.21525317],[ 0.03417253 -0.17949795]
49,-0.16125689109,[ 0.00550809  0.0024906 ],"[-0.99811552 -1.26707785 -1.34730634  0.01958037  0.05884572 -1.35421745
  0.0883473  -0.04349488 -0.18522765  1.06191056  0.        ]",-0.411366,"[[ 4.20793645  2.99648921  0.006645   -0.16078743]
 [ 2.4649421   0.28343496  0.          0.        ]]",[-0.01101734  0.21455544],[-0.78097273  0.43918572]
