timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.191134038547,[-0.19173972 -0.31413099],"[ 1.16854487  2.31043274  0.15719706 -1.09435735  0.43884668  1.00852219
  1.12093231 -0.38155214  0.95503352 -0.95848137  0.        ]",-1.59509,"[[ 0.0731786  -0.07631822  0.05147294  0.11414035]
 [ 0.00347537  0.00235111  0.          0.        ]]",[ 1.25879836  2.1553793 ],[ 2.34997138  1.70766001]
1,-0.18372763395,[-0.19173972 -0.31413099],"[ 1.16344909  2.31362884  0.21613802 -0.95339758  0.43884611  1.00851998
  1.232679    0.16851009  0.94996115 -0.84654744  0.        ]",-0.995917,"[[ 0.11292251 -0.03655924  0.05147294  0.11414035]
 [ 3.95775259  3.9603612   0.          0.        ]]",[ 0.79659694  1.84711814],[-0.12908697  1.72439625]
2,-0.166730230102,[-0.19173972 -0.31413099],"[ 1.14840258  2.30980512  0.32397867 -0.53417099  0.43884554  1.00851777
  1.21598987  0.70792624  0.91543938 -0.59996083  0.        ]",-0.947994,"[[ 0.18615348  0.08159145  0.05147294  0.11414035]
 [ 3.36732324  7.8417697   0.          0.        ]]",[ 0.2280795   1.51258922],[ 0.50335967  1.4537986 ]
3,-0.141802360997,[-0.19173972 -0.31413099],"[ 1.12122681  2.26011689  0.44961657  0.1461508   0.43884497  1.00851555
  1.27034042  1.23652453  0.81064228 -0.27560446  0.        ]",-0.663505,"[[  0.27279665   0.27658942   0.05147294   0.11414035]
 [  5.29064811  11.64535168   0.           0.        ]]",[-0.38952196  1.17747915],[-0.1106358   0.82947451]
4,-0.109274534868,[-0.19173972 -0.31413099],"[ 1.07730876  2.11063845  0.59132644  1.00262086  0.4388444   1.00851334
  1.2549935   1.66094365  0.59148544  0.06971386  0.        ]",-0.810317,"[[  0.37316133   0.54013811   0.05147294   0.11414035]
 [  4.7477208   14.69933302   0.           0.        ]]",[-1.01827788  0.85666806],[ 0.63910108  1.56312756]
5,-0.0719632603508,[-0.19173972 -0.31413099],"[ 1.00828506  1.80481325  0.7526533   1.89278989  0.43884383  1.00851112
  1.32379411  2.17063935  0.2265012   0.34675757  0.        ]",-0.560012,"[[  0.49254066   0.87092348   0.05147294   0.11414035]
 [  7.18237689  18.36698215   0.           0.        ]]",[-1.59028983  0.52798378],[-1.98073991  0.10200721]
6,-0.0482149179033,[-0.19173972 -0.31413099],"[ 0.93514105  1.34923859  0.88330533  2.53350979  0.43884326  1.00850891
  1.20801075  2.17636736 -0.18973653  0.41157615  0.        ]",-0.635746,"[[  0.595084     1.23867793   0.05147294   0.11414035]
 [  3.085483    18.40829642   0.           0.        ]]",[-1.70677924  0.46708307],[-1.75283246  1.07685085]
7,-0.0490044955606,[-0.19173972 -0.31413099],"[ 0.91833038  0.7790318   0.90951273  2.71830986  0.43884269  1.0085067
  1.09447989  2.6760824  -0.50275888  0.23934014  0.        ]",-0.628328,"[[  0.61648824   1.64292361   0.05147294   0.11414035]
 [ -0.93172969  22.00423206   0.           0.        ]]",[-1.82137752  0.44702253],[-1.35202249  1.71673372]
8,-0.0660574392043,[-0.19173972 -0.31413099],"[ 0.9627675   0.13658029  0.83742535  2.20831692  0.43884212  1.00850448
  0.98317988  3.16582887 -0.68827147 -0.11755898  0.        ]",-0.413546,"[[  0.55834093   2.11836983   0.05147294   0.11414035]
 [ -4.87002261  25.52856344   0.           0.        ]]",[-1.88569784  0.42816252],[-3.38354032  0.80433129]
9,-0.0963516978977,[-0.19173972 -0.31413099],"[ 1.05110799 -0.38433837  0.65865817  0.83437418  0.43884155  1.00850227
  0.87405314  3.53812659 -0.72541324 -0.59681179  0.        ]",-0.508606,"[[  0.42219992   2.65582439   0.05147294   0.11414035]
 [ -8.73142887  28.20789905   0.           0.        ]]",[-1.91829729  0.3942194 ],[-1.68231793  1.7207668 ]
10,-0.126126965955,[-0.19173972 -0.31413099],"[ 1.14203229 -0.54956615  0.35818527 -0.91385543  0.43884098  1.00850005
  0.76703025  1.17954771 -0.66963741 -0.9796869   0.        ]",-0.265381,"[[  0.20958214   3.16701005   0.05147294   0.11414035]
 [-12.51840161  11.23596649   0.           0.        ]]",[-1.74623108  0.41348696],[-2.43008671 -0.22583471]
