timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.341949809592,[-0.19957055 -0.31018725],"[ 1.17009026  2.30390407  0.09258877 -0.79104704 -1.0898202  -0.55946834
  1.10837474 -0.38045684  2.24594943  0.63472526  0.        ]",-2.04231,"[[ 0.0294749   0.00811877 -0.1240945  -0.06634531]
 [-0.00180156  0.00312781  0.          0.        ]]",[-1.91321158  1.46873116],[-1.19531865  0.01860539]
1,-0.340387792833,[-0.19957055 -0.31018725],"[ 1.1706137   2.3038777   0.03339672 -0.78816387 -1.0898175  -0.55946751
  0.9955267  -0.37001802  2.24678556  0.56207714  0.        ]",-1.96536,"[[-0.01025156  0.0089353  -0.1240945  -0.06634531]
 [-3.95767305  0.07826959  0.          0.        ]]",[-1.84173667  1.51489842],[-1.81584374  0.82707238]
2,-0.335799379171,[-0.19957055 -0.31018725],"[ 1.15934335  2.30257586 -0.14202394 -0.66671994 -1.08981481 -0.55946668
  0.8848757   0.0849044   2.23784964  0.37742907  0.        ]",-1.83335,"[[-0.1283229   0.04335806 -0.1240945  -0.06634531]
 [-7.83654202  3.35308568  0.          0.        ]]",[-1.90905082  1.40411437],[-2.57579225  1.47849817]
3,-0.32763218124,[-0.19957055 -0.31018725],"[ 1.09926989  2.28796991 -0.42461089 -0.29403504 -1.08981211 -0.55946585
  0.77640581  0.6259288   2.19656475  0.12515802  0.        ]",-1.9303,"[[ -0.32320448   0.1494961   -0.1240945   -0.06634531]
 [-11.63896336   7.24771951   0.           0.        ]]",[-1.93894625  1.32796788],[-1.533058    1.85125946]
4,-0.313797786661,[-0.19957055 -0.31018725],"[ 0.93491441  2.22553442 -0.78457332  0.33315064 -1.08980942 -0.55946502
  0.67007794  1.15621252  2.0938091  -0.16982281  0.        ]",-1.77203,"[[ -0.59338087   0.33275151  -0.1240945   -0.06634531]
 [-15.36630411  11.06504761   0.           0.        ]]",[-2.04229546  1.28196156],[-1.58714668  0.41560847]
5,-0.290925874277,[-0.19957055 -0.31018725],"[ 0.60785999  2.0792954  -1.15238762  1.08002632 -1.08980672 -0.55946419
  0.56586716  1.35448849  1.89235865 -0.48700129  0.        ]",-1.44724,"[[ -0.93735897   0.5683745   -0.1240945   -0.06634531]
 [-19.0194358   12.49239091   0.           0.        ]]",[-2.10830784  1.35595036],[-3.36320786  1.23156002]
6,-0.256371672644,[-0.19957055 -0.31018725],"[ 0.08857955  1.81229877 -1.40649576  1.84453686 -1.08980403 -0.55946335
  0.46367377  1.87016614  1.57168425 -0.75076222  0.        ]",-1.39431,"[[ -1.35368961   0.85547008  -0.1240945   -0.06634531]
 [-22.60185159  16.20462698   0.           0.        ]]",[-2.26819611  1.22320271],[-2.52846425  1.34371884]
7,-0.209126524061,[-0.19957055 -0.31018725],"[-0.5766021   1.37160095 -1.38741762  2.48989324 -1.08980133 -0.55946252
  0.3634705   2.37545907  1.16260531 -0.84331758  0.        ]",-1.06751,"[[ -1.840968     1.21606164  -0.1240945   -0.06634531]
 [-26.11450547  19.84217762   0.           0.        ]]",[-2.37927461  1.00054383],[-2.70484325  0.02904296]
8,-0.15067760844,[-0.19957055 -0.31018725],"[-1.22345392  0.81933892 -0.96026799  2.70688432 -1.08979863 -0.55946169
  0.26523812  2.33648534  0.73246796 -0.71070255  0.        ]",-0.773291,"[[ -2.3978062    1.61009371  -0.1240945   -0.06634531]
 [-29.55807065  19.56174107   0.           0.        ]]",[-2.2797513   0.86884964],[-1.65876259  1.0766174 ]
9,-0.0932885686459,[-0.19957055 -0.31018725],"[-1.57796424  0.23322074 -0.12784234  2.33273346 -1.08979594 -0.55946086
  0.16890079  2.83218893  0.41959974 -0.33972353  0.        ]",-0.424433,"[[ -3.02285017   2.03713507  -0.1240945   -0.06634531]
 [-32.93520466  23.1303777    0.           0.        ]]",[-2.14919472  0.65413284],[-2.92895685  0.9465908 ]
10,-0.0838975882187,[-0.19957055 -0.31018725],"[-1.36725378 -0.29624672  0.85680576  1.1988611  -1.08979324 -0.55946003
  0.07446558  3.28866839  0.39181178  0.15342131  0.        ]",-0.564813,"[[ -3.71477001   2.53271511  -0.1240945   -0.06634531]
 [-36.24565977  26.41678541   0.           0.        ]]",[-2.08784294  0.4297013 ],[-2.40875454  1.01335814]
11,-0.133612148469,[-0.19957055 -0.31018725],"[-0.53653946 -0.55142679  1.49607259 -0.65711154 -1.08979055 -0.5594592
 -0.01806385  2.98193469  0.68405384  0.47718752  0.        ]",-0.502349,"[[ -4.47222957   3.09550587  -0.1240945   -0.06634531]
 [-39.48930706  24.2088951    0.           0.        ]]",[-2.24952292  0.26116836],[-3.08233597 -0.41801374]
