timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.0720405698607,[-0.16482151 -0.33155301],"[ 1.17844232  2.35814514  0.09785346 -0.50394631  1.54187682 -0.40279741
  1.18227933 -0.38552292  0.02013228  0.57181264  0.        ]",-0.483642,"[[ 0.03458332  0.09239496  0.17829598 -0.04775633]
 [ 0.0037465   0.00274558  0.          0.        ]]",[-1.58166754  1.77671599],[-1.73310511  1.48629463]
1,-0.0685212162096,[-0.16482151 -0.33155301],"[ 1.17924699  2.351663    0.03894074 -0.35937775  1.54187211 -0.40279699
  1.07439585  0.16549606  0.02054819  0.53675583  0.        ]",-0.452491,"[[-0.0050485   0.13219256  0.17829598 -0.04775633]
 [-3.95374787  3.96380597  0.          0.        ]]",[-1.82830203  1.52562988],[-2.16253688  1.45203566]
2,-0.0578752783213,[-0.16482151 -0.33155301],"[ 1.16883323  2.3190602  -0.13603017  0.06472624  1.54186741 -0.40279656
  0.96864641  0.70559616  0.01494119  0.43234469  0.        ]",-0.417895,"[[-0.12304479  0.25042396  0.17829598 -0.04775633]
 [-7.83297299  7.84637714  0.          0.        ]]",[-1.94311774  1.37453818],[-1.39303889  0.24222178]
3,-0.03776437137,[-0.16482151 -0.33155301],"[ 1.11016754  2.2409186  -0.41819616  0.63419081  1.5418627  -0.40279614
  0.86501675  0.81758409 -0.01380032  0.23465528  0.        ]",-0.594621,"[[ -0.3178452    0.41542919   0.17829598  -0.04775633]
 [-11.63444815   8.65142217   0.           0.        ]]",[-1.73093998  1.54265249],[-0.59334071  2.51667083]
4,-0.0156371770988,[-0.16482151 -0.33155301],"[ 0.95984112  2.08883705 -0.75809945  1.30214027  1.541858   -0.40279572
  0.80725483  1.34462667 -0.09177078 -0.0104831   0.        ]",-0.385369,"[[ -0.57179311   0.62647163   0.17829598  -0.04775633]
 [-13.75332798  12.44014282   0.           0.        ]]",[-1.74928522  1.46586382],[-2.27563413  0.98975386]
5,-0.0269036045981,[-0.16482151 -0.33155301],"[ 0.67465392  1.80157965 -1.1030878   2.04982365  1.5418533  -0.4027953
  0.7067672   1.85559407 -0.24383586 -0.24257935  0.        ]",-0.36369,"[[ -0.88384352   0.9121301    0.17829598  -0.04775633]
 [-17.43955443  16.11333725   0.           0.        ]]",[-1.98473823  1.28481758],[-3.7023016   1.08769672]
6,-0.0611800283545,[-0.16482151 -0.33155301],"[ 0.21000812  1.34226634 -1.37306681  2.65142558  1.54184859 -0.40279487
  0.60824374  2.36195446 -0.49272439 -0.4297226   0.        ]",-0.462649,"[[ -1.26889506   1.27092127   0.17829598  -0.04775633]
 [-21.0537343   19.75346903   0.           0.        ]]",[-2.19688654  1.05509245],[-3.74619998  0.86267472]
7,-0.099792978999,[-0.16482151 -0.33155301],"[-0.41271228  0.73219565 -1.4225437   2.78578509  1.54184389 -0.40279445
  0.51164314  2.78248377 -0.8270672  -0.48985083  0.        ]",-0.630274,"[[ -1.72552234   1.69632522   0.17829598  -0.04775633]
 [-24.59738041  22.7766637    0.           0.        ]]",[-2.32727575  0.707304  ],[-2.89638285 -0.48728672]
8,-0.139133093517,[-0.16482151 -0.33155301],"[-1.06912204  0.14682124 -1.10817839  2.26164411  1.54183919 -0.40279403
  0.4169458   2.45099688 -1.18507307 -0.39460964  0.        ]",-0.939887,"[[ -2.25232244   2.12795166   0.17829598  -0.04775633]
 [-28.07121051  20.3938185    0.           0.        ]]",[-2.15096807  0.5762133 ],[-1.64860536 -0.45583408]
9,-0.170977333494,[-0.16482151 -0.33155301],"[-1.52046475 -0.25997653 -0.38392043  1.3064782   1.54183448 -0.4027936
  0.3241114   2.14337135 -1.46591267 -0.16103848  0.        ]",-1.09873,"[[ -2.84791516   2.51364048   0.17829598  -0.04775633]
 [-31.4767033   18.18246161   0.           0.        ]]",[-2.10007381  0.46819222],[-1.65103907 -0.52009343]
10,-0.185258321806,[-0.16482151 -0.33155301],"[-1.48649701 -0.47669325  0.58318677  0.19921794  1.54182978 -0.40279318
  0.23312635  1.80652387 -1.57253192  0.14013647  0.        ]",-1.05741,"[[ -3.51093822   2.85299284   0.17829598  -0.04775633]
 [-34.81435607  15.76100057   0.           0.        ]]",[-2.16980553  0.38754964],[-2.33425189  0.96405843]
11,-0.180203065544,[-0.16482151 -0.33155301],"[-0.82771389 -0.53565671  1.37042259 -0.703988    1.54182508 -0.40279276
  0.14395538  0.18474689 -1.51125896  0.32709334  0.        ]",-0.902909,"[[ -4.24004493   3.10403553   0.17829598  -0.04775633]
 [-38.08546246   4.10243449   0.           0.        ]]",[-2.44760633  0.43570095],[-2.14662776 -0.70172136]
12,-0.189056678759,[-0.16482151 -0.33155301],"[ 0.2357867  -0.53574449  1.45702085 -0.71005087  1.54182037 -0.40279234
  0.05656939 -0.67745358 -1.57530209  0.34359068  0.        ]",-0.653157,"[[ -5.03391823   3.10569534   0.17829598  -0.04775633]
 [-41.29108938  -2.09571965   0.           0.        ]]",[-2.46537542  0.54138637],[-4.7686153   0.35307896]
13,-0.197492781345,[-0.16482151 -0.33155301],"[ 1.07467438 -0.53216461  0.61434276 -0.55307104  1.54181567 -0.40279191
 -0.02907743 -0.65217673 -1.61692742  0.45519659  0.        ]",-1.23183,"[[ -5.89126319   3.06268136   0.17829598  -0.04775633]
 [-44.4329171   -1.9140167    0.           0.        ]]",[-2.22762394  0.59147525],[-1.50519922  1.34335244]
14,-0.190984308044,[-0.16482151 -0.33155301],"[ 0.991666   -0.5281482  -0.70211848 -0.44537452  1.54181097 -0.40279149
 -0.1130276  -0.5359067  -1.54191486  0.55061697  0.        ]",-1.32565,"[[ -6.81082002   3.03309149   0.17829598  -0.04775633]
 [-47.51250618  -1.07818532   0.           0.        ]]",[-1.82667577  0.68113726],[-1.77631111  0.88838795]
15,-0.175055440864,[-0.16482151 -0.33155301],"[-0.11380234 -0.52549757 -1.43739027 -0.38823728  1.54180626 -0.40279107
 -0.1953166  -0.46144641 -1.43004545  0.5060133   0.        ]",-1.41628,"[[ -7.79135721e+00   3.01735581e+00   1.78295980e-01  -4.77563275e-02]
 [ -5.05311578e+01  -5.42913056e-01   0.00000000e+00   0.00000000e+00]]",[-1.6389761   0.77804196],[-0.83138499  0.38243517]
16,-0.167693527963,[-0.16482151 -0.33155301],"[-1.33873854 -0.52397925 -0.79279582 -0.3585915   1.54180156 -0.40279064
 -0.25777843 -0.4263821  -1.41065562  0.35596734  0.        ]",-1.23678,"[[ -8.82496993e+00   3.00917942e+00   1.78295980e-01  -4.77563275e-02]
 [ -5.28224810e+01  -2.90848184e-01   0.00000000e+00   0.00000000e+00]]",[-1.5838865   0.86708117],[-1.53521099  0.47926693]
17,-0.17992227257,[-0.16482151 -0.33155301],"[-1.41987465 -0.52318967  0.7407457  -0.3438894   1.54179686 -0.40279022
 -0.33720294 -0.4045011  -1.51948334  0.26225531  0.        ]",-1.12072,"[[ -9.91065235e+00   3.00512131e+00   1.78295980e-01  -4.77563275e-02]
 [ -5.57360540e+01  -1.33554607e-01   0.00000000e+00   0.00000000e+00]]",[-1.94235671  0.74997759],[-1.43173167  0.11380756]
18,-0.198022266462,[-0.16482151 -0.33155301],"[-0.11954007 -0.52274809  1.53067266 -0.33586154  1.54179215 -0.4027898
 -0.41505534 -0.39784965 -1.64266731  0.34572259  0.        ]",-1.06686,"[[ -1.10540276e+01   3.00290454e+00   1.78295980e-01  -4.77563275e-02]
 [ -5.85919580e+01  -8.57421010e-02   0.00000000e+00   0.00000000e+00]]",[-2.40207553  0.53706539],[-1.99516738  0.1088429 ]
19,-0.200570507504,[-0.16482151 -0.33155301],"[ 1.11249463 -0.52248887  0.50342143 -0.33121326  1.54178745 -0.40278938
 -0.49136656 -0.39223996 -1.62421571  0.52267513  0.        ]",-1.16095,"[[ -1.22539538e+01   3.00162071e+00   1.78295980e-01  -4.77563275e-02]
 [ -6.13913283e+01  -4.54185853e-02   0.00000000e+00   0.00000000e+00]]",[-2.17585945  0.55766612],[-2.3766029   0.06474784]
20,-0.182642093212,[-0.16482151 -0.33155301],"[ 0.61014281 -0.52234735 -1.15676462 -0.32869834  1.54178275 -0.40278895
 -0.56616707 -0.38940676 -1.47288209  0.5619026   0.        ]",-1.21376,"[[ -1.35093113e+01   3.00092605e+00   1.78295980e-01  -4.77563275e-02]
 [ -6.41352837e+01  -2.50544457e-02   0.00000000e+00   0.00000000e+00]]",[-1.67076373  0.69371003],[-2.71308549  0.14191686]
21,-0.166849357481,[-0.16482151 -0.33155301],"[-1.06944609 -0.52229319 -1.10788946 -0.32774551  1.54177805 -0.40278853
 -0.63948674 -0.38656288 -1.3961837   0.3921362   0.        ]",-1.18426,"[[ -1.48190030e+01   3.00066290e+00   1.78295980e-01  -4.77563275e-02]
 [ -6.68249200e+01  -4.61344419e-03   0.00000000e+00   0.00000000e+00]]",[-1.56546187  0.84588021],[-2.20789648  0.26436658]
22,-0.17992428512,[-0.16482151 -0.33155301],"[-1.42744235 -0.52231886  0.72507126 -0.32821219  1.54177334 -0.40278811
 -0.71135485 -0.38449919 -1.51994778  0.25891091  0.        ]",-1.12197,"[[ -1.61819532e+01   3.00079193e+00   1.78295980e-01  -4.77563275e-02]
 [ -6.94613129e+01   1.02189522e-02   0.00000000e+00   0.00000000e+00]]",[-1.89228356  0.76312649],[-1.0895426 -0.324028 ]
23,-0.202013672448,[-0.16482151 -0.33155301],"[ 0.23162411 -0.51961684  1.45850642 -0.28227658  1.54176864 -0.40278768
 -0.78179999 -0.5634556  -1.6648082   0.39049065  0.        ]",-1.1392,"[[ -1.75971078e+01   2.98808958e+00   1.78295980e-01  -4.77563275e-02]
 [ -7.20455116e+01  -1.27624972e+00   0.00000000e+00   0.00000000e+00]]",[-2.33014154  0.59033448],[-1.71938039  0.50789859]
24,-0.194759399022,[-0.16482151 -0.33155301],"[ 1.14783867 -0.51845934 -0.26911041 -0.263745    1.54176394 -0.40278726
 -0.85084735 -0.28071585 -1.56149006  0.58446748  0.        ]",-1.19524,"[[ -1.90634314e+01   2.98295823e+00   1.78295980e-01  -4.77563275e-02]
 [ -7.45784409e+01   7.56278174e-01   0.00000000e+00   0.00000000e+00]]",[-1.92366648  0.5731253 ],[-2.9154153  1.0140824]
25,-0.171910557225,[-0.16482151 -0.33155301],"[-0.41928881 -0.52468472 -1.42141769 -0.37223679  1.54175923 -0.40278684
 -0.91853466 -0.29329564 -1.41355531  0.47738598  0.        ]",-1.33079,"[[ -2.05799128e+01   3.01294465e+00   1.78295980e-01  -4.77563275e-02]
 [ -7.70614861e+01   6.65843851e-01   0.00000000e+00   0.00000000e+00]]",[-1.62068808  0.72215718],[-1.17679975  1.69112386]
26,-0.174489998802,[-0.16482151 -0.33155301],"[-1.56310132 -0.52514614  0.27511857 -0.38132777  1.54175453 -0.40278642
 -0.98487914 -0.40858749 -1.47539799  0.28352833  0.        ]",-1.14142,"[[ -2.21455618e+01   3.01545178e+00   1.78295980e-01  -4.77563275e-02]
 [ -7.94952803e+01  -1.62955824e-01   0.00000000e+00   0.00000000e+00]]",[-1.70728791  0.8254112 ],[-1.65294238  1.06570219]
27,-0.198510777526,[-0.16482151 -0.33155301],"[ 0.07048309 -0.52436034  1.50431982 -0.36598196  1.54174983 -0.40278599
 -1.04990823 -0.4151542  -1.64328809  0.36307786  0.        ]",-1.06435,"[[ -2.37594024e+01   3.01121949e+00   1.78295980e-01  -4.77563275e-02]
 [ -8.18808300e+01  -2.10164947e-01   0.00000000e+00   0.00000000e+00]]",[-2.34639573  0.55151665],[-1.30902123 -0.62778236]
28,-0.193537147499,[-0.16482151 -0.33155301],"[ 1.12255901 -0.51825426 -0.37546773 -0.26055949  1.54174513 -0.40278557
 -1.11364881 -0.76096106 -1.55080237  0.58787774  0.        ]",-1.30222,"[[ -2.54204804e+01   2.98207620e+00   1.78295980e-01  -4.77563275e-02]
 [ -8.42191228e+01  -2.69606498e+00   0.00000000e+00   0.00000000e+00]]",[-1.69065654  0.80584383],[-1.71955657  0.29473922]
29,-0.161675152547,[-0.16482151 -0.33155301],"[-0.76801872 -0.5073946  -1.30845708 -0.11047923  1.54174042 -0.40278515
 -1.17611928 -0.59200145 -1.35449495  0.3997573   0.        ]",-1.11238,"[[ -2.71278562e+01   2.94034396e+00   1.78295980e-01  -4.77563275e-02]
 [ -8.65108350e+01  -1.48147533e+00   0.00000000e+00   0.00000000e+00]]",[-1.44803381  0.97515333],[-2.62363816  0.14551246]
30,-0.187804082585,[-0.16482151 -0.33155301],"[-1.33366924 -0.50014836  0.89362747 -0.02606719  1.54173572 -0.40278472
 -1.2373557  -0.50876795 -1.58588071  0.20135057  0.        ]",-1.12767,"[[ -2.88806122e+01   2.91671962e+00   1.78295980e-01  -4.77563275e-02]
 [ -8.87572894e+01  -8.83141728e-01   0.00000000e+00   0.00000000e+00]]",[-1.75108278  0.91073406],[-1.61937784  0.4233643 ]
31,-0.209308815933,[-0.16482151 -0.33155301],"[ 0.82030553 -0.49990559  1.04683846 -0.02340298  1.54173102 -0.4027843
 -1.29738325 -0.27425493 -1.68840844  0.53592758  0.        ]",-1.13476,"[[ -3.06778521e+01   2.91597199e+00   1.78295980e-01  -4.77563275e-02]
 [ -9.09594114e+01   8.02690905e-01   0.00000000e+00   0.00000000e+00]]",[-2.21912622  0.54292786],[-2.73748679  0.28720417]
32,-0.174831480208,[-0.16482151 -0.33155301],"[ 0.42215338 -0.50821415 -1.280421   -0.12069958  1.54172632 -0.40278388
 -1.35622907 -0.11936567 -1.40945054  0.566405    0.        ]",-1.25224,"[[ -3.25186998e+01   2.94319633e+00   1.78295980e-01  -4.77563275e-02]
 [ -9.31181974e+01   1.91613555e+00   0.00000000e+00   0.00000000e+00]]",[-1.61994219  0.62286747],[-1.42106378  1.68587168]
33,-0.171008377293,[-0.16482151 -0.33155301],"[-1.5629269  -0.52609701 -0.18340018 -0.40072129  1.54172161 -0.40278346
 -1.41391532  0.23532383 -1.44402918  0.31339444  0.        ]",-1.07254,"[[ -3.44022959e+01   3.02079729e+00   1.78295980e-01  -4.77563275e-02]
 [ -9.52344610e+01   4.46587516e+00   0.00000000e+00   0.00000000e+00]]",[-1.76781344  0.5738194 ],[-2.10263943  0.73013642]
34,-0.194191798122,[-0.16482151 -0.33155301],"[ 0.07322471 -0.53042405  1.50372453 -0.50246151  1.54171691 -0.40278303
 -1.47045786 -0.43054568 -1.61263218  0.3515368   0.        ]",-1.07965,"[[ -3.63277988e+01   3.04878721e+00   1.78295980e-01  -4.77563275e-02]
 [ -9.73087845e+01  -3.20825745e-01   0.00000000e+00   0.00000000e+00]]",[-2.3193121   0.54575169],[-1.26973026  0.61890561]
35,-0.190119803676,[-0.16482151 -0.33155301],"[ 0.9420203  -0.52830182 -0.78720761 -0.44923143  1.54171221 -0.40278261
 -1.52587034 -0.50404043 -1.53511171  0.55037903  0.        ]",-1.33161,"[[ -3.82943713e+01   3.03415371e+00   1.78295980e-01  -4.77563275e-02]
 [ -9.93416705e+01  -8.49156885e-01   0.00000000e+00   0.00000000e+00]]",[-1.64079475  0.6845451 ],[-1.02430055  0.50483575]
