timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.333076893958,[-0.10134084 -0.19865982],"[ 1.12571001  1.96050898 -0.07759645 -0.53993458 -0.80495927  1.19029342
  0.77512105 -0.34648638  1.90037453 -1.24335139  0.        ]",-2.07331,"[[-0.09028184  0.05744861 -0.08849     0.13610855]
 [ 0.00051664  0.00212339  0.          0.        ]]",[ 0.78169703  1.85396433],[ 2.24754156  2.98704832]
1,-0.327806837968,[-0.10134084 -0.19865982],"[ 1.12955608  1.95644625 -0.01796904 -0.42481731 -0.80495552  1.19028528
  0.934504    0.20180534  1.9019046  -1.13751311  0.        ]",-1.69319,"[[-0.05059647  0.09720306 -0.08849     0.13610855]
 [ 3.95486286  3.96013535  0.          0.        ]]",[ 0.68613613  1.74423718],[ 0.1332467  2.1342165]
2,-0.313448193924,[-0.10134084 -0.19865982],"[ 1.13056371  1.93226739  0.10789874 -0.08604635 -0.80495177  1.19027715
  0.95253426  0.73942776  1.87931737 -0.88503694  0.        ]",-1.63203,"[[ 0.03298994  0.21534513 -0.08849     0.13610855]
 [ 4.40231323  7.84113629  0.          0.        ]]",[ 0.48734823  1.59968984],[ 0.66298451  1.23762441]
3,-0.287871248593,[-0.10134084 -0.19865982],"[ 1.11653531  1.85350024  0.27805128  0.45195048 -0.80494802  1.19026902
  1.05468669  1.26628764  1.77818221 -0.53149823  0.        ]",-1.20356,"[[  0.14646483   0.41032811  -0.08849      0.13610855]
 [  6.93682633  11.64448397   0.           0.        ]]",[ 0.18004951  1.40646982],[-0.94625754  1.95505018]
4,-0.252626443374,[-0.10134084 -0.19865982],"[ 1.08967747  1.66971193  0.42542339  1.12111126 -0.80494427  1.19026089
  0.8982363   1.78302681  1.57035307 -0.20095633  0.        ]",-1.00419,"[[  0.24625809   0.68064606  -0.08849      0.13610855]
 [  3.05547362  15.3748637    0.           0.        ]]",[-0.0862658   1.19636095],[-0.51662208  1.39981466]
5,-0.21267612869,[-0.10134084 -0.19865982],"[ 1.075153    1.33072277  0.48354062  1.77556785 -0.80494052  1.19025276
  0.8134102   2.28941832  1.29488008 -0.01585025  0.        ]",-0.861475,"[[  0.2862525    1.0248238   -0.08849      0.13610855]
 [  0.95107058  19.03070792   0.           0.        ]]",[-0.28957722  0.96771073],[ 0.32712561 -0.27464061]
6,-0.168387794808,[-0.10134084 -0.19865982],"[ 1.06207446  0.88363849  0.52932486  2.15083412 -0.80493677  1.19024462
  0.86490067  2.0865087   0.98042739  0.03153308  0.        ]",-0.56857,"[[  0.31809165   1.39074342  -0.08849      0.13610855]
 [  2.22863094  17.56614887   0.           0.        ]]",[-0.32488587  0.85389066],[-1.12266731  0.8576118 ]
7,-0.128586945015,[-0.10134084 -0.19865982],"[ 1.0601419   0.38476764  0.53566252  2.13877954 -0.80493302  1.19023649
  0.70364429  2.50877265  0.69614774 -0.07948944  0.        ]",-0.380473,"[[  0.32252575   1.77265546  -0.08849      0.13610855]
 [ -1.77198766  20.61483817   0.           0.        ]]",[-0.31170955  0.71854293],[-1.56999517  0.86733717]
8,-0.10849211289,[-0.10134084 -0.19865982],"[ 1.08915324 -0.14137776  0.42757297  1.61506005 -0.80492927  1.19022836
  0.54554974  2.92792038  0.49431478 -0.35766616  0.        ]",-0.273725,"[[  0.24773492   2.21531821  -0.08849      0.13610855]
 [ -5.69418113  23.64127526   0.           0.        ]]",[-0.21498372  0.65583551],[-2.12218937  1.45031178]
9,-0.124148778451,[-0.10134084 -0.19865982],"[ 1.12501077 -0.55264179  0.20149231  0.47339298 -0.80492552  1.19022023
  0.39054633  3.41142308  0.38031286 -0.76734273  0.        ]",-0.475945,"[[  0.09526955   2.72317465  -0.08849      0.13610855]
 [ -9.53969566  27.13267936   0.           0.        ]]",[-0.20966268  0.61731434],[ 0.41161778  1.41188843]
