timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.062721462274,[-0.10717268 -0.20956375],"[  1.13432420e+00   1.98740859e+00   8.69978023e-02  -9.41672183e-01
   1.52678247e+00   3.84875065e-01   8.08486858e-01  -3.46364800e-01
   1.09330177e-04  -4.19836716e-01   0.00000000e+00]",-0.316284,"[[ 0.01760781 -0.08522603  0.17417907  0.04599934]
 [-0.00468495  0.00335503  0.          0.        ]]",[-0.14892304  1.56150985],[ 0.09815259  1.58436704]
1,-0.0586688598982,[-0.10717268 -0.20956375],"[  1.13421598e+00   1.99082306e+00   9.26965475e-02  -8.25901466e-01
   1.52677010e+00   3.84873990e-01   8.23214390e-01   1.99619722e-01
   1.60714311e-03  -3.76688726e-01   0.00000000e+00]",-0.334779,"[[ 0.02139535 -0.04543327  0.17417907  0.04599934]
 [ 0.38215422  3.96272614  0.          0.        ]]",[-0.29536262  1.45634806],[ 0.49221564  1.12660403]
2,-0.0446489930836,[-0.10717268 -0.20956375],"[ 1.13290402  1.98866327  0.13343695 -0.48153651  1.52675773  0.38487292
  0.89701322  0.73471087 -0.00453383 -0.22086197  0.        ]",-0.181467,"[[ 0.04848374  0.07275437  0.17417907  0.04599934]
 [ 2.32024299  7.84310795  0.          0.        ]]",[-0.51974618  1.31950462],[-0.57007086 -0.42774782]
3,-0.0322297488518,[-0.10717268 -0.20956375],"[ 1.1309631   1.96276442  0.16847618 -0.0826136   1.52674536  0.38487184
  0.80941462  0.47986176 -0.0306948  -0.05600038  0.        ]",-0.229483,"[[ 0.07180922  0.21107402  0.17417907  0.04599934]
 [ 0.01995718  5.99501144  0.          0.        ]]",[-0.55625248  1.31948555],[ 0.39136944  1.6012283 ]
4,-0.026660776485,[-0.10717268 -0.20956375],"[ 1.12920702  1.90277973  0.1923509   0.3595311   1.52673298  0.38487077
  0.86830153  1.00942667 -0.08048202  0.10638206  0.        ]",-0.119593,"[[ 0.0877243   0.36950531  0.17417907  0.04599934]
 [ 1.56644496  9.83532271  0.          0.        ]]",[-0.79054528  1.1563313 ],[-1.75199314  1.43965049]
5,-0.0331445047443,[-0.10717268 -0.20956375],"[ 1.13019892  1.75790454  0.17932423  0.96244913  1.52672061  0.38486969
  0.7164282   1.52877979 -0.17442673  0.27349991  0.        ]",-0.254493,"[[  0.07903861   0.60400063   0.17417907   0.04599934]
 [ -2.42172974  13.60163486   0.           0.        ]]",[-0.98750925  0.97649354],[-0.8337257   1.93568493]
6,-0.0412733921667,[-0.10717268 -0.20956375],"[ 1.13449758  1.47760508  0.05745855  1.61392941  1.52670824  0.38486862
  0.59260884  2.03777669 -0.29860097  0.35195389  0.        ]",-0.269865,"[[ -2.01900497e-03   9.13069979e-01   1.74179073e-01   4.59993449e-02]
 [ -5.67321205e+00   1.72929534e+01   0.00000000e+00   0.00000000e+00]]",[-1.1080997  0.7922352],[-1.50596914  1.95750815]
7,-0.0486568400732,[-0.10717268 -0.20956375],"[ 1.11815096  1.02857598 -0.17044762  2.11215365  1.52669587  0.38486754
  0.44617818  2.53664279 -0.45946398  0.33477535  0.        ]",-0.213484,"[[ -0.15406325   1.29523086   0.17417907   0.04599934]
 [ -9.51848505  20.91098087   0.           0.        ]]",[-1.1063391  0.6732499],[-1.72564594 -0.16903907]
8,-0.0589237265144,[-0.10717268 -0.20956375],"[ 1.03490373  0.49447947 -0.50086714  2.19684294  1.5266835   0.38486647
  0.30264696  2.38723918 -0.63305757  0.20620548  0.        ]",-0.228654,"[[ -0.38224735   1.70258378   0.17417907   0.04599934]
 [-13.28762355  19.82779832   0.           0.        ]]",[-1.01181507  0.63555872],[-1.5867795   0.43722777]
9,-0.0810330155798,[-0.10717268 -0.20956375],"[ 0.82314649 -0.01413585 -0.89175257  1.80458073  1.52667113  0.38486539
  0.16189625  2.57171026 -0.82294489  0.00847378  0.        ]",-0.313966,"[[ -0.68508262   2.11256673   0.17417907   0.04599934]
 [-16.98374774  21.16593056   0.           0.        ]]",[-0.95698225  0.61025947],[-0.92761494  2.39384447]
10,-0.121069740766,[-0.10717268 -0.20956375],"[ 0.43132387 -0.44583991 -1.25106912  0.88032238  1.52665876  0.38486432
  0.0348163   3.05970518 -1.08957439 -0.18309348  0.        ]",-0.333539,"[[ -1.05823982   2.57139908   0.17417907   0.04599934]
 [-20.32087613  24.70548425   0.           0.        ]]",[-0.94910097  0.58397698],[-1.97629788  0.16336484]
11,-0.17048427391,[-0.10717268 -0.20956375],"[-0.14824173 -0.6515746  -1.44072521 -0.4764679   1.52664639  0.38486324
 -0.10066499  2.46969424 -1.42767427 -0.28686145  0.        ]",-0.770624,"[[ -1.50035221   3.06708275   0.17417907   0.04599934]
 [-23.87862446  20.42688046   0.           0.        ]]",[-0.90879416  0.59418958],[ 0.74333598  0.07469578]
12,-0.180767579444,[-0.10717268 -0.20956375],"[-0.7480265  -0.65305776 -1.34103569 -0.86104673  1.52663402  0.38486217
  0.02937413 -0.51132467 -1.50393455 -0.27414005  0.        ]",-0.906462,"[[ -1.94366557   3.19908766   0.17417907   0.04599934]
 [-20.46380037  -1.19252487   0.           0.        ]]",[-0.87429428  0.74201238],[-1.56827757  1.16910711]
13,-0.171368523848,[-0.10717268 -0.20956375],"[-1.25216145 -0.65523682 -0.96860557 -0.68481853  1.52662165  0.38486109
 -0.10597712 -0.84003522 -1.42852989 -0.31591768  0.        ]",-0.982568,"[[ -2.3886038    3.13861401   0.17417907   0.04599934]
 [-24.01811705  -3.57647002   0.           0.        ]]",[-0.84065616  0.81110585],[ 0.36468323  1.88229722]
14,-0.170281215642,[-0.10717268 -0.20956375],"[-1.56683056 -0.65245472 -0.37253766 -0.50444372  1.52660929  0.38486002
 -0.03288292 -0.68774568 -1.40000273 -0.40579674  0.        ]",-0.959637,"[[ -2.8497079    3.07670409   0.17417907   0.04599934]
 [-22.09867774  -2.47203348   0.           0.        ]]",[-0.87039137  0.79348278],[-0.13863051  0.31086186]
