timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.20645002937,[-0.14164343 -0.22531669],"[  1.14548715e+00   2.10196552e+00   1.10560868e-03  -8.54824579e-01
   3.43129460e-01  -1.13617567e+00   8.99781505e-01  -3.62029000e-01
   9.96072650e-01   1.02218997e+00   0.00000000e+00]",-1.04538,"[[-0.0366961  -0.03242204  0.04133203 -0.13078114]
 [-0.00162173 -0.00356396  0.          0.        ]]",[-2.25723672  1.18925691],[-0.70910782  0.62411008]
1,-0.204478782137,[-0.14164343 -0.22531669],"[ 1.14350766  2.10261616 -0.0411109  -0.77699459  0.34312868 -1.13617036
  0.80276109 -0.01988973  0.99484399  0.99482965  0.        ]",-0.844181,"[[-0.0648827  -0.00768711  0.04133203 -0.13078114]
 [-2.80769165  2.46881331  0.          0.        ]]",[-2.27473521  1.13724613],[-2.84281364  1.75199339]
2,-0.19790355719,[-0.14164343 -0.22531669],"[ 1.12874315  2.09818529 -0.18308162 -0.4983409   0.3431279  -1.13616506
  0.66785505  0.52150123  0.98672794  0.90743543  0.        ]",-0.697342,"[[-0.16018511  0.0809418   0.04133203 -0.13078114]
 [-6.70955608  6.38103155  0.          0.        ]]",[-2.25660753  1.07336903],[-2.98171688  0.61177933]
3,-0.184437512703,[-0.14164343 -0.22531669],"[ 1.07072774  2.06633381 -0.4337438  -0.03036985  0.34312712 -1.13615976
  0.53563724  0.83943579  0.95485171  0.74366486  0.        ]",-0.905212,"[[ -0.33274464   0.23161406   0.04133203  -0.13078114]
 [-10.53368014   8.67851332   0.           0.        ]]",[-2.11611032  1.08921671],[-1.07271124  1.25751103]
4,-0.16297286611,[-0.14164343 -0.22531669],"[ 0.91999475  1.97133377 -0.7670617   0.59681356  0.34312634 -1.13615446
  0.40600798  1.3637633   0.87262208  0.51885075  0.        ]",-0.69899,"[[ -0.58103521   0.44320073   0.04133203  -0.13078114]
 [-14.28294206  12.4674671    0.           0.        ]]",[-1.94134295  1.06991684],[-1.60511659  1.42553459]
5,-0.133103222604,[-0.14164343 -0.22531669],"[ 0.62049694  1.75655907 -1.1219749   1.34550462  0.34312555 -1.13614916
  0.278927    1.87762786  0.71170901  0.28259656  0.        ]",-0.343543,"[[ -0.90357096   0.72980922   0.04133203  -0.13078114]
 [-17.9585035   16.18088767   0.           0.        ]]",[-1.72982085  1.02305412],[-2.05090446 -0.8116269 ]
6,-0.0913034492899,[-0.14164343 -0.22531669],"[ 0.13732061  1.4573942  -1.38849311  1.92556109  0.34312477 -1.13614386
  0.15441203  1.38853366  0.44010739  0.03197778  0.        ]",-0.251743,"[[ -1.29887268   1.01796825   0.04133203  -0.13078114]
 [-21.55984977  12.64662972   0.           0.        ]]",[-1.33690095  1.15305817],[-1.71924717  1.47149118]
7,-0.0412066039279,[-0.14164343 -0.22531669],"[-0.50017108  1.09681395 -1.41524844  2.28636094  0.34312399 -1.13613856
  0.03225441  1.901638    0.05655935 -0.1383195   0.        ]",-0.105053,"[[ -1.76551719   1.30810592   0.04133203  -0.13078114]
 [-25.09301441  16.35458695   0.           0.        ]]",[-1.2606107   0.97140175],[-2.14545305  2.23068715]
8,-0.0210562322703,[-0.14164343 -0.22531669],"[-1.15462368  0.60724486 -1.06007438  2.37829858  0.34312321 -1.13613326
 -0.08752525  2.40440125 -0.35634531 -0.07480492  0.        ]",-0.0539116,"[[ -2.30213484   1.67165433   0.04133203  -0.13078114]
 [-28.5574016   19.98794689   0.           0.        ]]",[-1.34269452  0.70863211],[-1.2161101   0.25241578]
9,-0.0695631756154,[-0.14164343 -0.22531669],"[-1.57515772  0.08481438 -0.29193258  1.99892852  0.34312243 -1.13612796
 -0.20495236  2.48744228 -0.68140002  0.22427598  0.        ]",-0.162937,"[[ -2.90735828   2.07743785   0.04133203  -0.13078114]
 [-31.95374636  20.58829557   0.           0.        ]]",[-1.33630097  0.6529355 ],[-0.18134773 -0.050495  ]
