timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.0435275918051,[ 0.02453044 -0.03469767],"[  1.07372957e+00   1.36282748e+00  -2.40826966e-02  -5.68190221e-01
   1.44453545e+00  -1.13937476e-01   9.17311001e-02  -1.98171111e-01
  -9.30406190e-04  -5.28319200e-02   0.00000000e+00]",-0.31537,"[[-0.03999632 -0.0897875   0.16577774 -0.01304561]
 [ 0.00262464  0.00042046  0.          0.        ]]",[-0.17267109  0.49153394],[ 0.53209803  1.43883958]
1,-0.0440893041858,[ 0.02453044 -0.03469767],"[ 1.07456768  1.36617317  0.00829756 -0.4918754   1.44449289 -0.11393637
  0.2768313   0.32603276  0.00370091  0.00976325  0.        ]",-0.267891,"[[-0.01884051 -0.05005954  0.16577774 -0.01304561]
 [ 2.10595583  3.95918549  0.          0.        ]]",[-0.16647077  0.50111461],[-0.75460814  1.79854082]
2,-0.0479565012231,[ 0.02453044 -0.03469767],"[ 1.07475602  1.36483938  0.02626552 -0.26452577  1.44445033 -0.11393527
  0.01032457  0.84011583  0.00416044  0.12001124  0.        ]",-0.289123,"[[ -7.10527087e-03   6.80773837e-02   1.65777739e-01  -1.30456106e-02]
 [ -9.22339904e-01   7.84156338e+00   0.00000000e+00   0.00000000e+00]]",[-0.16768254  0.50489652],[ 0.18569652 -0.42110544]
3,-0.0529278342614,[ 0.02453044 -0.03469767],"[  1.07454509e+00   1.34170124e+00   9.59717422e-03  -4.67713809e-04
   1.44440777e+00  -1.13934171e-01   7.66423766e-02   5.98717139e-01
  -7.06832123e-03   2.11570713e-01   0.00000000e+00]",-0.412862,"[[-0.01799132  0.20661847  0.16577774 -0.01304561]
 [-0.16877429  6.01862215  0.          0.        ]]",[-0.16508791  0.50782144],[ 1.52571195  2.19605622]
4,-0.0667409743123,[ 0.02453044 -0.03469767],"[ 1.07451414  1.28707707  0.06523356  0.29275535  1.44436522 -0.11393307
  0.42496572  1.10704081 -0.04567464  0.38419055  0.        ]",-0.279383,"[[ 0.01834387  0.36550801  0.16577774 -0.01304561]
 [ 3.78917809  9.85754594  0.          0.        ]]",[-0.15801503  0.51652455],[-1.27132085 -0.41759579]
5,-0.0841286219501,[ 0.02453044 -0.03469767],"[ 1.07273254  1.19153555  0.11932438  0.60133151  1.44432267 -0.11393197
  0.0702825   0.86242202 -0.11713129  0.5572571   0.        ]",-0.352141,"[[ 0.05369253  0.54412548  0.16577774 -0.01304561]
 [-0.24094617  8.01034425  0.          0.        ]]",[-0.1647815  0.508012 ],[-0.24081296 -0.07746863]
6,-0.0923758513149,[ 0.02453044 -0.03469767],"[ 1.07363166  1.08117606  0.0974082   0.84451942  1.44428013 -0.11393087
 -0.0131191   0.8008339  -0.17805055  0.63391791  0.        ]",-0.356526,"[[ 0.03936564  0.69966687  0.16577774 -0.01304561]
 [-1.18859955  7.54533945  0.          0.        ]]",[-0.16401939  0.50668722],[-0.64682801 -0.58464167]
7,-0.0926875232968,[ 0.02453044 -0.03469767],"[ 1.07461363  0.97495824  0.02207676  1.020058    1.44423759 -0.11392976
 -0.23619766  0.47461073 -0.2154766   0.64187174  0.        ]",-0.35851,"[[-0.0098376   0.8258566   0.16577774 -0.01304561]
 [-3.72333599  5.08182639  0.          0.        ]]",[-0.16422907  0.50425696],[-1.47321667  0.2137475 ]
8,-0.0810752286488,[ 0.02453044 -0.03469767],"[ 1.06417005  0.87243807 -0.15114227  1.1537963   1.44419505 -0.11392866
 -0.57795043  0.57349924 -0.21808619  0.55884682  0.        ]",-0.277379,"[[-0.123265    0.93498675  0.16577774 -0.01304561]
 [-7.60651862  5.82865684  0.          0.        ]]",[-0.1626084   0.50613862],[-3.70920594 -0.41760829]
9,-0.0560595411652,[ 0.02453044 -0.03469767],"[ 1.00722811  0.7721264  -0.4352276   1.25903922  1.44415252 -0.11392756
 -0.91289501  0.33935058 -0.19986925  0.37476904  0.        ]",-0.332845,"[[ -0.31358066   1.03381978   0.16577774  -0.01304561]
 [-11.41241839   4.06047701   0.           0.        ]]",[-0.15735437  0.51118088],[ 0.16671737  0.7632136 ]
