timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.0810477299197,[-0.18263717 -0.27537942],"[ 1.15598471  2.19231585  0.15003112 -0.66033047  1.14589389  0.30771618
  1.00566609 -0.3696524   0.33710626 -0.15748887  0.        ]",-0.311484,"[[ 0.06295338  0.03228906  0.13053396  0.03583378]
 [-0.0016421  -0.00434935  0.          0.        ]]",[-0.26608151  1.68749762],[-0.9217886   1.35079524]
1,-0.0820213079559,[-0.18263717 -0.27537942],"[ 1.15823587  2.18942738  0.09532854 -0.53030873  1.14589001  0.30771568
  0.893216    0.178138    0.33805757 -0.18646196  0.        ]",-0.423775,"[[ 0.02631916  0.07194501  0.13053396  0.03583378]
 [-3.64962956  3.95673698  0.          0.        ]]",[-0.45786524  1.51673293],[-0.48300749  3.11377684]
2,-0.0834650234773,[-0.18263717 -0.27537942],"[ 1.15578413  2.16799407 -0.04130218 -0.14613759  1.14588612  0.30771519
  0.83649523  0.71498389  0.33440837 -0.2407202   0.        ]",-0.385316,"[[-0.06513518  0.19002869  0.13053396  0.03583378]
 [-5.48967537  7.83868728  0.          0.        ]]",[-0.63196623  1.36452734],[-0.18067613  1.08661803]
3,-0.0818790797039,[-0.18263717 -0.27537942],"[ 1.13616211  2.09130045 -0.21312566  0.46670537  1.14588224  0.30771469
  0.81776355  1.24112829  0.31378753 -0.2661395   0.        ]",-0.148808,"[[ -0.18102524   0.38497518   0.13053396   0.03583378]
 [ -6.09729632  11.6432742    0.           0.        ]]",[-0.78795695  1.19776666],[-3.37594897  0.24299721]
4,-0.0792828377183,[-0.18263717 -0.27537942],"[ 1.07905303  1.9301863  -0.44455045  1.15529363  1.14587836  0.3077142
  0.69952305  1.34247743  0.2684285  -0.32677389  0.        ]",-0.359035,"[[ -0.34145683   0.62519459   0.13053396   0.03583378]
 [ -9.93315602  12.37617094   0.           0.        ]]",[-0.80657178  1.16936302],[-0.74423439  0.85123685]
5,-0.0784851306004,[-0.18263717 -0.27537942],"[ 0.94228663  1.66281772 -0.74774788  1.81394453  1.14587447  0.30771371
  0.61477409  1.77477599  0.18377456 -0.45540364  0.        ]",-0.373397,"[[ -0.56770438   0.90408329   0.13053396   0.03583378]
 [-12.68250456  15.50220878   0.           0.        ]]",[-0.98125744  1.00314164],[-1.15401317  1.50739054]
6,-0.0784645889765,[-0.18263717 -0.27537942],"[ 0.68070011  1.24071466 -1.07540163  2.35033485  1.14587059  0.30771321
  0.50048605  2.27992181  0.03048326 -0.59629701  0.        ]",-0.331263,"[[ -0.85855312   1.2507794    0.13053396   0.03583378]
 [-16.39015383  19.15508985   0.           0.        ]]",[-1.17969823  0.77181423],[-2.31328094  0.42888965]
7,-0.0846410187653,[-0.18263717 -0.27537942],"[ 0.24950798  0.69774952 -1.349193    2.50744842  1.14586671  0.30771272
  0.38844549  2.46220482 -0.20620561 -0.72760445  0.        ]",-0.297432,"[[ -1.22282273   1.64710963   0.13053396   0.03583378]
 [-20.02489619  20.4733786    0.           0.        ]]",[-1.26583755  0.63450336],[-3.43413332  0.09479231]
8,-0.100331100695,[-0.18263717 -0.27537942],"[-0.34257432  0.15539804 -1.43295487  2.13762227  1.14586282  0.30771223
  0.27859444  2.45781495 -0.50864733 -0.80019944  0.        ]",-0.539829,"[[ -1.65907488   2.05626175   0.13053396   0.03583378]
 [-23.58861002  20.4418182    0.           0.        ]]",[-1.26946449  0.60215747],[-1.01440336  0.42506397]
9,-0.117949847942,[-0.18263717 -0.27537942],"[-0.99435871 -0.29071019 -1.18180228  1.25626833  1.14585894  0.30771173
  0.17089626  2.63429467 -0.82750609 -0.73039854  0.        ]",-0.491242,"[[ -2.16590191   2.47790459   0.13053396   0.03583378]
 [-27.0824827   21.71819902   0.           0.        ]]",[-1.30655146  0.58656758],[-1.31398542  1.38547456]
10,-0.126297884022,[-0.18263717 -0.27537942],"[-1.49183487 -0.55957766 -0.52564569 -0.133602    1.14585506  0.30771124
  0.06534107  3.122136   -1.06719689 -0.4465058   0.        ]",-0.405944,"[[ -2.74191084   2.94766503   0.13053396   0.03583378]
 [-30.50683427  25.24626103   0.           0.        ]]",[-1.33336687  0.52338856],[-2.35628406 -0.72178454]
11,-0.124333489447,[-0.18263717 -0.27537942],"[-1.55965259 -0.58485864  0.41732708 -0.87495438  1.14585117  0.30771075
 -0.03812635 -0.25276007 -1.10181543 -0.28261435  0.        ]",-0.72224,"[[ -3.38572813   3.17467784   0.13053396   0.03583378]
 [-33.8634555    0.84120152   0.           0.        ]]",[-1.35961771  0.71388215],[-0.37362724 -0.75302823]
12,-0.133063109613,[-0.18263717 -0.27537942],"[-1.04624406 -0.58554663  1.2538305  -0.73310945  1.14584729  0.30771025
 -0.06306826 -0.91463904 -1.1428366  -0.37863878  0.        ]",-0.52247,"[[ -4.07111628   3.1314706    0.13053396   0.03583378]
 [-34.67260594  -3.9450886    0.           0.        ]]",[-1.42744243  0.76899838],[-1.48950073  1.148918  ]
13,-0.146365277864,[-0.18263717 -0.27537942],"[-0.10377313 -0.58193277  1.5453853  -0.52739698  1.14584341  0.30770976
 -0.16395174 -0.69291177 -1.24375046 -0.38166521  0.        ]",-0.315251,"[[ -4.79740545e+00   3.06875314e+00   1.30533957e-01   3.58337757e-02]
 [ -3.79453974e+01  -2.34171442e+00   0.00000000e+00   0.00000000e+00]]",[-1.55064893  0.65370679],[-3.97176899  1.46279636]
14,-0.148924264753,[-0.18263717 -0.27537942],"[ 0.83898859 -0.57764423  1.01287425 -0.41512593  1.14583952  0.30770926
 -0.26283822 -0.53365571 -1.2868039  -0.27675248  0.        ]",-0.443055,"[[ -5.58850032e+00   3.03441851e+00   1.30533957e-01   3.58337757e-02]
 [ -4.11534049e+01  -1.19008797e+00   0.00000000e+00   0.00000000e+00]]",[-1.50863934  0.58889335],[-2.24803334  1.1513857 ]
