timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.270250664408,[-0.11173882 -0.21552981],"[ 1.13830617  2.04025222 -0.00358913 -0.7037872  -0.18604912 -1.32022659
  0.8429544  -0.35455291  1.41964297  1.22085705  0.        ]",-1.19545,"[[-0.0403914   0.00971405 -0.0184649  -0.15198073]
 [-0.00066008  0.00385734  0.          0.        ]]",[-2.52259851  1.04589772],[-3.14912556  1.49500562]
1,-0.267954302582,[-0.11173882 -0.21552981],"[ 1.13500093  2.03864882 -0.0631691  -0.58292283 -0.18604867 -1.32021802
  0.69694002  0.19380913  1.41792376  1.18733654  0.        ]",-1.09637,"[[-0.08011042  0.04953371 -0.0184649  -0.15198073]
 [-3.95806086  3.96490211  0.          0.        ]]",[-2.55447125  0.97381735],[-3.27077335 -0.13002217]
2,-0.257966426175,[-0.11173882 -0.21552981],"[ 1.11241908  2.03017152 -0.23878646 -0.36102061 -0.18604821 -1.32020944
  0.55387865  0.11187427  1.40433506  1.04660396  0.        ]",-1.23179,"[[-0.19817448  0.12289368 -0.0184649  -0.15198073]
 [-7.83544051  3.37305666  0.          0.        ]]",[-2.39503384  1.05380869],[-1.73210113  0.28467767]
3,-0.23764268803,[-0.11173882 -0.21552981],"[ 1.03423436  2.01329359 -0.51847439 -0.12696518 -0.18604775 -1.32020087
  0.41362202  0.25887165  1.35150276  0.78089571  0.        ]",-1.17628,"[[ -0.39302347   0.20100863  -0.0184649   -0.15198073]
 [-11.63681179   4.4348782    0.           0.        ]]",[-2.18803596  1.12642002],[-1.22579116  0.7824239 ]
4,-0.207833477517,[-0.11173882 -0.21552981],"[ 0.84703107  1.97230787 -0.86807316  0.22176388 -0.1860473  -1.32019229
  0.27610774  0.6757791   1.22285997  0.447685    0.        ]",-0.833478,"[[ -0.66315402   0.31992186  -0.0184649   -0.15198073]
 [-15.36386151   7.44636599   0.           0.        ]]",[-1.95512831  1.16890824],[-2.85127916  1.67132031]
5,-0.169074992886,[-0.11173882 -0.21552981],"[ 0.49700345  1.871765   -1.2132406   0.74153486 -0.18604684 -1.32018372
  0.14129091  1.20364362  0.99069352  0.11960354  0.        ]",-0.668589,"[[ -1.00709162e+00   5.07107132e-01  -1.84648967e-02  -1.51980732e-01]
 [ -1.90178035e+01   1.12593649e+01   0.00000000e+00   0.00000000e+00]]",[-1.69464147  1.17855811],[-1.94279573  0.17230446]
6,-0.119406488959,[-0.11173882 -0.21552981],"[-0.03746551  1.69293821 -1.42945173  1.3074338  -0.18604639 -1.32017514
  0.00916363  1.26724624  0.63127568 -0.14644395  0.        ]",-0.333601,"[[ -1.42337623e+00   7.36905990e-01  -1.84648967e-02  -1.51980732e-01]
 [ -2.25988509e+01   1.17188457e+01   0.00000000e+00   0.00000000e+00]]",[-1.36449528  1.21611702],[-2.53162104  0.53443621]
7,-0.0597332861167,[-0.11173882 -0.21552981],"[-0.69986731  1.43594178 -1.35981791  1.80583107 -0.18604593 -1.32016657
 -0.12039803  1.52795402  0.15511998 -0.25832629  0.        ]",-0.211783,"[[ -1.91058368e+00   9.90180353e-01  -1.84648967e-02  -1.51980732e-01]
 [ -2.61103623e+01   1.36021202e+01   0.00000000e+00   0.00000000e+00]]",[-1.18996358  1.125458  ],[-1.44463283  2.30936766]
8,-0.0202359586852,[-0.11173882 -0.21552981],"[-1.31772513  1.06079125 -0.88113231  2.19216178 -0.18604547 -1.32015799
 -0.2474581   2.03851264 -0.33385601 -0.10404343  0.        ]",-0.175614,"[[ -2.46734056e+00   1.29922947e+00  -1.84648967e-02  -1.51980732e-01]
 [ -2.95540742e+01   1.72902628e+01   0.00000000e+00   0.00000000e+00]]",[-1.27604258  0.85720569],[-0.38590234 -0.475618  ]
9,-0.076246854714,[-0.11173882 -0.21552981],"[-1.61584006  0.63238668 -0.05351709  2.29933471 -0.18604502 -1.32014942
 -0.28232432  1.72988315 -0.69863655  0.29572178  0.        ]",-0.261666,"[[ -3.06790300e+00   1.62266869e+00  -1.84648967e-02  -1.51980732e-01]
 [ -3.04990670e+01   1.50610138e+01   0.00000000e+00   0.00000000e+00]]",[-1.31127524  0.72685981],[-0.27393583 -0.07328941]
