timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.153794071421,[-0.1915537  -0.29329783],"[ 1.15585966  2.22219723 -0.08961287 -0.5100631   0.53981651  0.22860294
  1.03920299 -0.37270129  0.85088233 -0.32562136  0.        ]",-0.997697,"[[-0.09653006  0.0802264   0.06047684  0.02650017]
 [ 0.00401527 -0.00252544  0.          0.        ]]",[ 0.13225424  1.96448433],[ 1.89004607  3.4427948 ]
1,-0.151264154437,[-0.1915537  -0.29329783],"[ 1.16005581  2.21662919 -0.03042635 -0.3779675   0.53981558  0.22860262
  1.15751528  0.17523071  0.85160965 -0.21476258  0.        ]",-0.586083,"[[-0.05677537  0.11988881  0.06047684  0.02650017]
 [ 3.95829859  3.95557966  0.          0.        ]]",[-0.24472934  1.6919179 ],[ 0.19107056  1.29038996]
2,-0.145682141836,[-0.1915537  -0.29329783],"[ 1.16168808  2.18719504  0.09786841  0.01066833  0.53981465  0.2286023
  1.17774231  0.71248847  0.82566515  0.05336261  0.        ]",-0.404536,"[[ 0.02917425  0.23793977  0.06047684  0.02650017]
 [ 4.63443993  7.83658067  0.          0.        ]]",[-0.78266084  1.36208367],[-1.63930006  1.90401979]
3,-0.139617967991,[-0.1915537  -0.29329783],"[ 1.15772138  2.09743494  0.17548873  0.62581467  0.53981372  0.22860198
  1.05659351  1.23935444  0.74843926  0.31772326  0.        ]",-0.617137,"[[  0.08123939   0.43285784   0.06047684   0.02650017]
 [  0.58557247  11.64253189   0.           0.        ]]",[-1.34497857  1.02255547],[-0.40675271  1.50006102]
4,-0.131211040735,[-0.1915537  -0.29329783],"[ 1.15821397  1.89434253  0.1687007   1.38615484  0.5398128   0.22860166
  1.00806913  1.7556538   0.6208054   0.51688466  0.        ]",-0.598101,"[[  0.07667962   0.70312951   0.06047684   0.02650017]
 [ -1.03609153  15.37219448   0.           0.        ]]",[-1.74983692  0.78062618],[-1.28677235  1.24430975]
5,-0.117133132298,[-0.1915537  -0.29329783],"[ 1.16207736  1.52603203  0.0788896   2.12073289  0.53981187  0.22860134
  0.89028329  2.26180577  0.44228857  0.62870972  0.        ]",-0.493755,"[[  1.64619187e-02   1.04726018e+00   6.04768367e-02   2.65001662e-02]
 [ -4.97259290e+00   1.90286297e+01   0.00000000e+00   0.00000000e+00]]",[-1.86231637  0.64363599],[-2.00110083 -0.17001826]
6,-0.0960977855543,[-0.1915537  -0.29329783],"[ 1.15205709  1.03978353 -0.12697106  2.52972068  0.53981094  0.22860102
  0.77484543  2.11654795  0.26567201  0.59304101  0.        ]",-0.366592,"[[ -0.12169669   1.41730677   0.06047684   0.02650017]
 [ -8.83063636  17.97943321   0.           0.        ]]",[-1.78950167  0.6085372 ],[-2.68019972 -0.36416491]
7,-0.0703334742963,[-0.1915537  -0.29329783],"[ 1.08499074  0.56364499 -0.43841684  2.51002923  0.53981001  0.2286007
  0.66165622  1.86766918  0.13090681  0.43645256  0.        ]",-0.3975,"[[ -0.33626217   1.7588589    0.06047684   0.02650017]
 [-12.61353751  16.18166417   0.           0.        ]]",[-1.68363261  0.5969491 ],[-1.73084963  0.4153584 ]
8,-0.0399400435369,[-0.1915537  -0.29329783],"[ 0.90084829  0.12338046 -0.82031543  2.11825626  0.53980908  0.22860038
  0.55066347  2.05090892 -0.00395287  0.21867954  0.        ]",-0.283584,"[[ -0.62575018   2.09577523   0.06047684   0.02650017]
 [-16.32303736  17.50545799   0.           0.        ]]",[-1.59347749  0.55774969],[-1.79388612  0.54544851]
9,-0.00501064186432,[-0.1915537  -0.29329783],"[  5.41112957e-01  -2.66016094e-01  -1.19304523e+00   1.32001081e+00
   5.39808151e-01   2.28600057e-01   4.41848068e-01   2.30175595e+00
  -1.98064032e-01   1.11424284e-03   0.00000000e+00]",-0.352124,"[[ -0.98869875   2.46406752   0.06047684   0.02650017]
 [-19.95977234  19.31767928   0.           0.        ]]",[-1.50225568  0.53068471],[ 0.08707842  0.2828468 ]
10,-0.0347786395461,[-0.1915537  -0.29329783],"[ 0.04360699 -0.51943404 -1.41200508  0.15887612  0.53980722  0.22859974
  0.46396232  2.40372254 -0.46219764 -0.12682059  0.        ]",-0.20325,"[[ -1.38047965   2.85781206   0.06047684   0.02650017]
 [-19.22065981  20.05443183   0.           0.        ]]",[-1.45119536  0.50281817],[-2.18857958  0.81888592]
11,-0.0644474526832,[-0.1915537  -0.29329783],"[-0.53191733 -0.5750869  -1.39963458 -0.85661032  0.53980629  0.22859942
  0.35685411  0.23123693 -0.68918209 -0.13274235  0.        ]",-0.307933,"[[ -1.80080686   3.16497646   0.06047684   0.02650017]
 [-22.80033609   4.36053049   0.           0.        ]]",[-1.40747714  0.56868726],[-1.61317992  1.61500699]
12,-0.0580551347534,[-0.1915537  -0.29329783],"[-1.1283473  -0.57535672 -1.06713394 -0.82070344  0.53980536  0.2285991
  0.25188245 -0.77977608 -0.63671906 -0.14966562  0.        ]",-0.30757,"[[ -2.29201429   3.15424834   0.06047684   0.02650017]
 [-26.30860798  -2.94296883   0.           0.        ]]",[-1.27608371  0.81131768],[-1.44431472  2.36839062]
13,-0.0572491583687,[-0.1915537  -0.29329783],"[-1.53982511 -0.5738029  -0.37111712 -0.61519648  0.53980444  0.22859878
  0.14899958 -0.75410619 -0.59482751 -0.2453799   0.        ]",-0.271975,"[[ -2.85268596e+00   3.09283558e+00   6.04768367e-02   2.65001662e-02]
 [ -2.97470709e+01  -2.75754276e+00   0.00000000e+00   0.00000000e+00]]",[-1.23753667  0.87190378],[-1.32582113  1.18522227]
14,-0.0674748838182,[-0.1915537  -0.29329783],"[-1.51808736 -0.56947396  0.55210637 -0.46906325  0.53980351  0.22859845
  0.04815566 -0.59829525 -0.63392848 -0.33721141  0.        ]",-0.203006,"[[ -3.48144289e+00   3.04906715e+00   6.04768367e-02   2.65001662e-02]
 [ -3.31173899e+01  -1.63198449e+00   0.00000000e+00   0.00000000e+00]]",[-1.31020474  0.82680357],[-2.13994362  2.3708985 ]
15,-0.0783316719156,[-0.1915537  -0.29329783],"[-0.92129174 -0.56597898  1.33860406 -0.38945677  0.53980258  0.22859813
 -0.0506924  -0.48704009 -0.72039131 -0.35230243  0.        ]",-0.180534,"[[ -4.17693688e+00   3.02515465e+00   6.04768367e-02   2.65001662e-02]
 [ -3.64210047e+01  -8.28292408e-01   0.00000000e+00   0.00000000e+00]]",[-1.4228822   0.72947627],[-1.53905578  0.47037592]
16,-0.0827916705523,[-0.1915537  -0.29329783],"[ 0.09105796 -0.56388103  1.50980821 -0.34878298  0.53980165  0.22859781
 -0.14758445 -0.43158942 -0.78969013 -0.27558878  0.        ]",-0.12574,"[[ -4.93784729e+00   3.01291199e+00   6.04768367e-02   2.65001662e-02]
 [ -3.96592481e+01  -4.27726755e-01   0.00000000e+00   0.00000000e+00]]",[-1.58696747  0.60732877],[-1.99849963 -0.02690975]
17,-0.0778407021796,[-0.1915537  -0.29329783],"[ 0.97969647 -0.56209979  0.79669451 -0.31710095  0.53980072  0.22859749
 -0.24255903 -0.44532134 -0.78609603 -0.14974376  0.        ]",-0.352489,"[[ -5.76287965e+00   3.00336248e+00   6.04768367e-02   2.65001662e-02]
 [ -4.28334076e+01  -5.26929938e-01   0.00000000e+00   0.00000000e+00]]",[-1.57058668  0.56649822],[-0.51113331  1.73509856]
18,-0.0642438056782,[-0.1915537  -0.29329783],"[ 1.07948932 -0.56175385 -0.45514427 -0.31121463  0.53979979  0.22859717
 -0.27773842 -0.35779425 -0.69750052 -0.07282072  0.        ]",-0.0992985,"[[ -6.63134424e+00   3.00158699e+00   6.04768367e-02   2.65001662e-02]
 [ -4.40091511e+01   1.05352556e-01   0.00000000e+00   0.00000000e+00]]",[-1.42886686  0.58595592],[-2.4202528   0.18839908]
19,-0.0504538419917,[-0.1915537  -0.29329783],"[ 0.20543176 -0.56186034 -1.36711251 -0.31303982  0.53979886  0.22859685
 -0.37013713 -0.37447319 -0.58867791 -0.11055027  0.        ]",-0.305371,"[[ -7.54251091e+00   3.00213775e+00   6.04768367e-02   2.65001662e-02]
 [ -4.70972221e+01  -1.51383200e-02   0.00000000e+00   0.00000000e+00]]",[-1.38136339  0.65405673],[-0.11903281 -0.1375422 ]
20,-0.0511734398428,[-0.1915537  -0.29329783],"[-1.02553524 -0.56071108 -1.1559331  -0.29389631  0.53979793  0.22859653
 -0.35634088 -0.45000425 -0.5430201  -0.24462335  0.        ]",-0.276667,"[[ -8.47982939e+00   2.99636052e+00   6.04768367e-02   2.65001662e-02]
 [ -4.66361567e+01  -5.60770563e-01   0.00000000e+00   0.00000000e+00]]",[-1.28559136  0.78480279],[-1.19453999  1.58676557]
21,-0.0662834152055,[-0.1915537  -0.29329783],"[-1.59676414 -0.56267371  0.08155261 -0.32713447  0.539797    0.22859621
 -0.44718312 -0.32827602 -0.61108076 -0.35616546  0.        ]",-0.140513,"[[ -9.44301361e+00   3.00638865e+00   6.04768367e-02   2.65001662e-02]
 [ -4.96722074e+01   3.18574668e-01   0.00000000e+00   0.00000000e+00]]",[-1.29526222  0.78872597],[-2.29574537  0.33614738]
22,-0.0802898443427,[-0.1915537  -0.29329783],"[-0.91392549 -0.56286029  1.34329514 -0.33044062  0.53979608  0.22859589
 -0.53622777 -0.38510758 -0.73390357 -0.35856027  0.        ]",-0.0697471,"[[ -1.04663168e+01   3.00738551e+00   6.04768367e-02   2.65001662e-02]
 [ -5.26481849e+01  -9.19728318e-02   0.00000000e+00   0.00000000e+00]]",[-1.40152359  0.72278273],[ -2.43411803e+00  -5.05250811e-04]
23,-0.0822598321261,[-0.1915537  -0.29329783],"[ 0.50724988 -0.56235752  1.3250486  -0.32164886  0.53979515  0.22859557
 -0.62350868 -0.39209315 -0.80195668 -0.22360996  0.        ]",-0.354546,"[[ -1.15485481e+01   3.00473490e+00   6.04768367e-02   2.65001662e-02]
 [ -5.55652216e+01  -1.42439929e-01   0.00000000e+00   0.00000000e+00]]",[-1.56211543  0.5794512 ],[-0.16008514  1.25762947]
24,-0.0688734586753,[-0.1915537  -0.29329783],"[ 1.15683179 -0.56211853 -0.07812    -0.31753831  0.53979422  0.22859525
 -0.60955875 -0.37427509 -0.72981474 -0.08700283  0.        ]",-0.207103,"[[ -1.26551752e+01   3.00349537e+00   6.04768367e-02   2.65001662e-02]
 [ -5.50990414e+01  -1.37290943e-02   0.00000000e+00   0.00000000e+00]]",[-1.44809496  0.57359385],[-0.70949355 -0.46527839]
25,-0.0490513638817,[-0.1915537  -0.29329783],"[ 0.27221921 -0.55825182 -1.34177594 -0.25536969  0.53979329  0.22859493
 -0.66097273 -0.62954934 -0.58003706 -0.101833    0.        ]",-0.122493,"[[ -1.37743969e+01   2.98471928e+00   6.04768367e-02   2.65001662e-02]
 [ -5.68173771e+01  -1.85779675e+00   0.00000000e+00   0.00000000e+00]]",[-1.33054161  0.74785   ],[-2.59438256  1.09591084]
26,-0.0535459125245,[-0.1915537  -0.29329783],"[-1.20898489 -0.55888329 -0.98389713 -0.26501351  0.53979236  0.22859461
 -0.74577919 -0.07667419 -0.54373954 -0.27885589  0.        ]",-0.126104,"[[ -1.49391818e+01   2.98763551e+00   6.04768367e-02   2.65001662e-02]
 [ -5.96517221e+01   2.13607842e+00   0.00000000e+00   0.00000000e+00]]",[-1.32513642  0.68473029],[-2.41999859  0.21274023]
27,-0.0715204794561,[-0.1915537  -0.29329783],"[-1.45836081 -0.56547849  0.70671166 -0.37959644  0.53979143  0.22859429
 -0.82891722 -0.30907298 -0.65513211 -0.36232092  0.        ]",-0.196312,"[[ -1.61600946e+01   3.02218976e+00   6.04768367e-02   2.65001662e-02]
 [ -6.24303158e+01   4.57268081e-01   0.00000000e+00   0.00000000e+00]]",[-1.3248142   0.76252276],[-1.68253397  2.01319212]
28,-0.0821233456811,[-0.1915537  -0.29329783],"[ -1.28107077e-03  -5.65230175e-01   1.52916854e+00  -3.74701132e-01
   5.39790503e-01   2.28593968e-01  -9.10404148e-01  -4.18421785e-01
  -7.80203784e-01  -2.87087196e-01   0.00000000e+00]",-0.131888,"[[ -1.74360261e+01   3.02071691e+00   6.04768367e-02   2.65001662e-02]
 [ -6.51537391e+01  -3.32651783e-01   0.00000000e+00   0.00000000e+00]]",[-1.49823534  0.62777627],[-1.98726351  0.34807633]
29,-0.0719446694316,[-0.1915537  -0.29329783],"[ 1.15744504 -0.56391164  0.17911529 -0.34957946  0.53978957  0.22859365
 -0.99027581 -0.42146618 -0.74922888 -0.10984784  0.        ]",-0.136724,"[[ -1.87658845e+01   3.01315361e+00   6.04768367e-02   2.65001662e-02]
 [ -6.78231918e+01  -3.54648665e-01   0.00000000e+00   0.00000000e+00]]",[-1.43789184  0.57933474],[-1.67499986 -0.10369969]
30,-0.0500650207644,[-0.1915537  -0.29329783],"[ 0.1529574  -0.56181939 -1.38416159 -0.31252241  0.53978865  0.22859333
 -1.06856574 -0.47773174 -0.58475179 -0.11470722  0.        ]",-0.21963,"[[ -2.01486016e+01   3.00198326e+00   6.04768367e-02   2.65001662e-02]
 [ -7.04397963e+01  -7.61105251e-01   0.00000000e+00   0.00000000e+00]]",[-1.33252597  0.70600325],[-1.33687154  1.3965212 ]
31,-0.0588377507208,[-0.1915537  -0.29329783],"[-1.48373407 -0.562452   -0.53819978 -0.32342452  0.53978772  0.22859301
 -1.14530432 -0.24704123 -0.5725952  -0.3096524   0.        ]",-0.30162,"[[ -2.15831305e+01   3.00527149e+00   6.04768367e-02   2.65001662e-02]
 [ -7.30045705e+01   9.05351609e-01   0.00000000e+00   0.00000000e+00]]",[-1.27756858  0.76108485],[-0.07614194  0.14763481]
32,-0.0798982390379,[-0.1915537  -0.29329783],"[-0.91504056 -0.56345777  1.34258107 -0.34131744  0.53978679  0.22859269
 -1.11107977 -0.38405975 -0.73118571 -0.35731141  0.        ]",-0.0387338,"[[ -2.30317471e+01   3.01066497e+00   6.04768367e-02   2.65001662e-02]
 [ -7.18608724e+01  -8.44441166e-02   0.00000000e+00   0.00000000e+00]]",[-1.36859894  0.73581994],[-2.49532118 -0.03046933]
33,-0.0790798010338,[-0.1915537  -0.29329783],"[ 0.89061855 -0.56276486  0.94408812 -0.32894121  0.53978586  0.22859237
 -1.18697775 -0.40749938 -0.79138478 -0.16901648  0.        ]",-0.173774,"[[ -2.44944160e+01   3.00693507e+00   6.04768367e-02   2.65001662e-02]
 [ -7.43975643e+01  -2.53771240e-01   0.00000000e+00   0.00000000e+00]]",[-1.48505104  0.57973433],[-1.19702404 -0.35103767]
34,-0.0539021877841,[-0.1915537  -0.29329783],"[ 0.66743296 -0.55893835 -1.09143182 -0.26597961  0.53978493  0.22859204
 -1.26137185 -0.59971902 -0.62124613 -0.0730773   0.        ]",-0.171839,"[[ -2.60073149e+01   2.98792896e+00   6.04768367e-02   2.65001662e-02]
 [ -7.68840150e+01  -1.64232817e+00   0.00000000e+00   0.00000000e+00]]",[-1.27005959  0.72252834],[-1.6665967   1.64319571]
35,-0.054492887183,[-0.1915537  -0.29329783],"[-1.26820102 -0.56043838 -0.91324766 -0.28969467  0.539784    0.22859172
 -1.33428934 -0.04766932 -0.54996611 -0.28268296  0.        ]",-0.272068,"[[ -2.75694470e+01   2.99509414e+00   6.04768367e-02   2.65001662e-02]
 [ -7.93211377e+01   2.34554410e+00   0.00000000e+00   0.00000000e+00]]",[-1.31032658  0.68589544],[-0.56473461  0.8578749 ]
36,-0.0773767765356,[-0.1915537  -0.29329783],"[-1.08761982 -0.56500618  1.21302508 -0.37046918  0.53978307  0.2285914
 -1.3542083  -0.35318867 -0.707437   -0.36126729  0.        ]",-0.130729,"[[ -2.91625511e+01   3.01944429e+00   6.04768367e-02   2.65001662e-02]
 [ -7.99870161e+01   1.38545733e-01   0.00000000e+00   0.00000000e+00]]",[-1.3423667   0.74633712],[-1.74122633  1.00394374]
37,-0.0787385924139,[-0.1915537  -0.29329783],"[ 0.89759058 -0.56447258  0.93382809 -0.36023324  0.53978214  0.22859108
 -1.42529108 -0.41152405 -0.78724978 -0.17599882  0.        ]",-0.122768,"[[ -3.07861291e+01   3.01636309e+00   6.04768367e-02   2.65001662e-02]
 [ -8.23628537e+01  -2.82858416e-01   0.00000000e+00   0.00000000e+00]]",[-1.45730805  0.58383113],[-1.9845781   0.09620038]
38,-0.0538340205747,[-0.1915537  -0.29329783],"[ 0.48006014 -0.56333943 -1.23411571 -0.33927966  0.53978122  0.22859076
 -1.49496474 -0.41296635 -0.61739075 -0.09385051  0.        ]",-0.16092,"[[ -3.24567516e+01   3.01005177e+00   6.04768367e-02   2.65001662e-02]
 [ -8.46916237e+01  -2.93281891e-01   0.00000000e+00   0.00000000e+00]]",[-1.29065609  0.6697706 ],[-1.77654287  1.4790565 ]
39,-0.0594170151953,[-0.1915537  -0.29329783],"[-1.49649374 -0.56263847 -0.50515671 -0.32681883  0.53978029  0.22859044
 -1.5632582  -0.38779152 -0.57344197 -0.31653763  0.        ]",-0.0910105,"[[ -3.41734868e+01   3.00629608e+00   6.04768367e-02   2.65001662e-02]
 [ -8.69742940e+01  -1.11430174e-01   0.00000000e+00   0.00000000e+00]]",[-1.23801041  0.81760353],[-2.24261777  0.00703733]
40,-0.0829042882469,[-0.1915537  -0.29329783],"[-0.48182617 -0.56216377  1.51989809 -0.3185808   0.53977936  0.22859012
 -1.63019904 -0.38863938 -0.77010019 -0.32786467  0.        ]",-0.133681,"[[ -3.59354222e+01   3.00381214e+00   6.04768367e-02   2.65001662e-02]
 [ -8.92117890e+01  -1.17559205e-01   0.00000000e+00   0.00000000e+00]]",[-1.36851013  0.70584124],[-1.35073118  0.09346772]
41,-0.0695966895889,[-0.1915537  -0.29329783],"[ 1.16102947 -0.56181909 -0.00920663 -0.3126965   0.53977843  0.2285898
 -1.69581359 -0.38112397 -0.73487903 -0.08886929  0.        ]",-0.284451,"[[ -3.77416630e+01   3.00203742e+00   6.04768367e-02   2.65001662e-02]
 [ -9.14049900e+01  -6.32742385e-02   0.00000000e+00   0.00000000e+00]]",[-1.32424879  0.60364836],[ 0.14864536  0.81032396]
42,-0.0486082793653,[-0.1915537  -0.29329783],"[-0.593043   -0.56178964 -1.38252724 -0.31221222  0.5397775   0.22858948
 -1.6240539  -0.36933742 -0.54959687 -0.18715611  0.        ]",-0.144239,"[[ -3.95457026e+01   3.00189146e+00   6.04768367e-02   2.65001662e-02]
 [ -8.90069617e+01   2.18642145e-02   0.00000000e+00   0.00000000e+00]]",[-1.30040908  0.73514068],[-1.89828992  0.47049416]
43,-0.0746108358439,[-0.1915537  -0.29329783],"[-1.42330731 -0.56181914  0.7796276  -0.31272994  0.53977657  0.22858916
 -1.68978996 -0.37239677 -0.67191132 -0.38048951  0.        ]",-0.17817,"[[ -4.13478878e+01   3.00204778e+00   6.04768367e-02   2.65001662e-02]
 [ -9.12042311e+01  -2.39691140e-04   0.00000000e+00   0.00000000e+00]]",[-1.2724824   0.81060976],[-0.72695363  0.44228051]
44,-0.0807968965346,[-0.1915537  -0.29329783],"[ 0.74428179 -0.56180312  1.12507015 -0.3124739   0.53977564  0.22858884
 -1.72187715 -0.37308386 -0.79989284 -0.18847212  0.        ]",-0.252494,"[[ -4.31827351e+01   3.00197068e+00   6.04768367e-02   2.65001662e-02]
 [ -9.22769309e+01  -5.20711920e-03   0.00000000e+00   0.00000000e+00]]",[-1.42855406  0.59672391],[ 0.15852464 -0.51780399]
45,-0.0509764261521,[-0.1915537  -0.29329783],"[ 0.50311221 -0.5574633  -1.21917146 -0.24387629  0.53977471  0.22858852
 -1.64842999 -0.65760879 -0.59824913 -0.08163273  0.        ]",-0.268999,"[[ -4.50036481e+01   2.98124556e+00   6.04768367e-02   2.65001662e-02]
 [ -8.98224975e+01  -2.06053126e+00   0.00000000e+00   0.00000000e+00]]",[-1.23794103  0.7719236 ],[-0.33593209  1.74424423]
46,-0.0617744206651,[-0.1915537  -0.29329783],"[-1.52330039 -0.55720831 -0.42715292 -0.24013705  0.53977379  0.2285882
 -1.63500876 -0.10462099 -0.57405811 -0.34789216  0.        ]",-0.251849,"[[ -4.67955993e+01   2.98011403e+00   6.04768367e-02   2.65001662e-02]
 [ -8.93742077e+01   1.93406781e+00   0.00000000e+00   0.00000000e+00]]",[-1.28679168  0.73870605],[-0.77524655  1.76198769]
47,-0.0808212330675,[-0.1915537  -0.29329783],"[-0.3530977  -0.56614262  1.54034374 -0.39344981  0.53977286  0.22858788
 -1.67391022 -0.2610975  -0.75758349 -0.31726349  0.        ]",-0.210404,"[[ -4.85961307e+01   3.02635924e+00   6.04768367e-02   2.65001662e-02]
 [ -9.06746379e+01   8.03732349e-01   0.00000000e+00   0.00000000e+00]]",[-1.38886893  0.64527833],[-1.42922402  1.396518  ]
48,-0.0687082229245,[-0.1915537  -0.29329783],"[ 1.14335008 -0.56613522 -0.19222172 -0.39331715  0.53977193  0.22858756
 -1.73865866 -0.42891933 -0.72614754 -0.10395453  0.        ]",-0.190711,"[[ -5.04313391e+01   3.02631953e+00   6.04768367e-02   2.65001662e-02]
 [ -9.28389472e+01  -4.08558598e-01   0.00000000e+00   0.00000000e+00]]",[-1.2931174   0.62080991],[-2.07797644  2.55881852]
49,-0.0505522704465,[-0.1915537  -0.29329783],"[-0.84600425 -0.56464235 -1.27492171 -0.36368882  0.539771    0.22858724
 -1.80212118 -0.42907532 -0.55603873 -0.20874394  0.        ]",-0.223482,"[[ -5.23094024e+01   3.01740501e+00   6.04768367e-02   2.65001662e-02]
 [ -9.49603141e+01  -4.09690302e-01   0.00000000e+00   0.00000000e+00]]",[-1.25641727  0.77503502],[-1.06378089  1.08908037]
