timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.203001049131,[-0.16241297 -0.25963524],"[ 1.14860296  2.13417597 -0.04015328 -0.72013567  0.54711385  1.07667287
  0.945439   -0.36312058  0.82677702 -1.17327827  0.        ]",-0.911588,"[[-0.06455467  0.0076531   0.06087189  0.1254428 ]
 [ 0.00410812 -0.00345011  0.          0.        ]]",[ 0.97484404  2.06372929],[-0.08398784  1.6392141 ]
1,-0.200618733999,[-0.16241297 -0.25963524],"[ 1.1483001   2.13266334 -0.04503485 -0.59440853  0.54711262  1.07666887
  0.93452428  0.18358013  0.82773294 -1.14164489  0.        ]",-0.830124,"[[-0.06782229  0.04731392  0.06087189  0.1254428 ]
 [-0.32975231  3.95633499  0.          0.        ]]",[ 0.81049067  1.89694309],[-0.44452203  2.49984697]
2,-0.195049775135,[-0.16241297 -0.25963524],"[ 1.14563066  2.11549118 -0.08113325 -0.22227171  0.5471114   1.07666486
  0.87721296  0.71953223  0.82438077 -1.07351229  0.        ]",-0.829022,"[[-0.09201027  0.16538941  0.06087189  0.1254428 ]
 [-2.08319902  7.83827208  0.          0.        ]]",[ 0.62135762  1.7264154 ],[-0.13672705  2.60062853]
3,-0.185497909775,[-0.16241297 -0.25963524],"[ 1.13820981  2.04622561 -0.15057028  0.37378139  0.54711017  1.07666085
  0.86083382  1.24480239  0.80329649 -0.9746679   0.        ]",-0.645056,"[[ -0.13870185   0.36032757   0.06087189   0.1254428 ]
 [ -2.58426498  11.64286224   0.           0.        ]]",[ 0.36581355  1.52876544],[-0.95714009  2.32171008]
4,-0.173150337194,[-0.16241297 -0.25963524],"[ 1.11578104  1.87078935 -0.28180724  1.1255976   0.54710895  1.07665685
  0.73870569  1.75982062  0.74766774 -0.88707024  0.        ]",-0.789399,"[[ -0.22787779   0.6306134    0.06087189   0.1254428 ]
 [ -6.32090107  15.37325129   0.           0.        ]]",[ 0.02815366  1.28149164],[ 0.27270859  2.46559478]
5,-0.154036197134,[-0.16241297 -0.25963524],"[ 1.07142311  1.53355131 -0.4460145   1.88013179  0.54710772  1.07665284
  0.77802607  2.26438137  0.63481365 -0.79279904  0.        ]",-0.766153,"[[ -0.34222584   0.97474751   0.06087189   0.1254428 ]
 [ -5.1177694   19.02799271   0.           0.        ]]",[-0.36870024  0.98127908],[ 0.50075431  2.99213342]
6,-0.119847644025,[-0.16241297 -0.25963524],"[ 1.0294223   1.00941282 -0.55911271  2.37600316  0.5471065   1.07664883
  0.84609904  2.75891699  0.4236901  -0.63775667  0.        ]",-0.369623,"[[ -0.42368595   1.39124913   0.06087189   0.1254428 ]
 [ -3.03489944  22.61027031   0.           0.        ]]",[-0.69251001  0.73029733],[-1.64429878  0.46693026]
7,-0.0857214386107,[-0.16241297 -0.25963524],"[ 0.96663318  0.37765251 -0.69202288  2.29748958  0.54710527  1.07664483
  0.71874528  2.95239059  0.12772964 -0.57339777  0.        ]",-0.399198,"[[ -0.52347686   1.85751947   0.06087189   0.1254428 ]
 [ -6.93141681  24.01199691   0.           0.        ]]",[-0.82701373  0.62522632],[-0.70622538  1.18333206]
8,-0.0798000869366,[-0.16241297 -0.25963524],"[ 0.83682026 -0.21917507 -0.89518672  1.4607189   0.54710405  1.07664082
  0.63188016  3.4333268  -0.21475758 -0.66989913  0.        ]",-0.24862,"[[ -0.68877008   2.37271722   0.06087189   0.1254428 ]
 [ -9.5891336   27.49610984   0.           0.        ]]",[-0.96717763  0.54560947],[-1.82870659 -0.50365768]
9,-0.112788279713,[-0.16241297 -0.25963524],"[ 0.60922513 -0.56365208 -1.13327871  0.02305092  0.54710282  1.07663682
  0.50869225  3.08275149 -0.55792073 -0.8785706   0.        ]",-0.374774,"[[ -0.91836692   2.89716535   0.06087189   0.1254428 ]
 [-13.35820713  24.95714495   0.           0.        ]]",[-1.04629195  0.51981854],[-0.87330619 -0.96558457]
10,-0.132839190289,[-0.16241297 -0.25963524],"[ 0.2487349  -0.60429451 -1.34835794 -0.71587675  0.5471016   1.07663281
  0.4042899  -0.12004972 -0.70678332 -0.98356907  0.        ]",-0.511597,"[[ -1.21758202   3.13259137   0.06087189   0.1254428 ]
 [-16.55251495   1.75752466   0.           0.        ]]",[-1.04918027  0.68892467],[-0.90215285  1.44490858]
11,-0.129134026999,[-0.16241297 -0.25963524],"[-0.24300522 -0.60372339 -1.44070071 -0.64859743  0.54710037  1.0766288
  0.29825049 -0.68759847 -0.65795677 -0.97832987  0.        ]",-0.603358,"[[ -1.58118516   3.11137287   0.06087189   0.1254428 ]
 [-19.79691414  -2.35354309   0.           0.        ]]",[-0.99934697  0.86912894],[-0.40068999  2.05400425]
12,-0.129718113276,[-0.16241297 -0.25963524],"[-0.78929476 -0.60040061 -1.31167727 -0.50380798  0.54709915  1.0766248
  0.25920921 -0.63478858 -0.59781414 -1.01660615  0.        ]",-0.654036,"[[ -1.98910842   3.06564986   0.06087189   0.1254428 ]
 [-20.99141732  -1.97102464   0.           0.        ]]",[-1.04084527  0.88461167],[-0.74536313  0.43586898]
13,-0.136341969443,[-0.16241297 -0.25963524],"[-1.27778816 -0.5964658  -0.91632053 -0.40466967  0.54709792  1.07662079
  0.17633938 -0.52475324 -0.57437629 -1.0885272   0.        ]",-0.661174,"[[ -2.43437621   3.03425688   0.06087189   0.1254428 ]
 [-23.52691177  -1.17399052   0.           0.        ]]",[-1.06561637  0.88228357],[-1.26961317  0.05855177]
14,-0.145929265132,[-0.16241297 -0.25963524],"[-1.58080907 -0.59309716 -0.24337628 -0.33876851  0.5470967   1.07661679
  0.06215816 -0.48960329 -0.59627917 -1.16683401  0.        ]",-0.851946,"[[ -2.93996593   3.01333181   0.06087189   0.1254428 ]
 [-27.02041711  -0.91938925   0.           0.        ]]",[-1.0947144   0.87302649],[ 0.32815411 -0.38141766]
15,-0.156232074281,[-0.16241297 -0.25963524],"[-1.53853283 -0.58649831  0.52798516 -0.23408014  0.54709547  1.07661278
  0.12210529 -0.69563373 -0.66225114 -1.23171822  0.        ]",-0.8058,"[[ -3.46197168   2.97997042   0.06087189   0.1254428 ]
 [-25.18626065  -2.41178263   0.           0.        ]]",[-1.11354995  0.89324856],[-0.80566585  0.31541212]
16,-0.162320022961,[-0.16241297 -0.25963524],"[-1.1383467  -0.57789685  1.18239924 -0.12413997  0.54709425  1.07660877
  0.03414854 -0.51671545 -0.75965213 -1.2369365   0.        ]",-0.738577,"[[ -3.99269781   2.94473816   0.06087189   0.1254428 ]
 [-27.87738982  -1.11579823   0.           0.        ]]",[-1.14532518  0.80782998],[-1.30360712  2.03215214]
17,-0.157516942292,[-0.16241297 -0.25963524],"[-0.40475728 -0.58240677  1.54145151 -0.17904939  0.54709302  1.07660477
 -0.07721485  0.03285511 -0.81295169 -1.15570759  0.        ]",-0.59397,"[[ -4.58443163   2.96236307   0.06087189   0.1254428 ]
 [-31.28467024   2.86500526   0.           0.        ]]",[-1.15792036  0.64341414],[-1.67068264  1.18163778]
18,-0.148272885317,[-0.16241297 -0.25963524],"[ 0.47053346 -0.59481352  1.34732927 -0.37098768  0.5470918   1.07660076
 -0.18638446 -0.19987308 -0.79272051 -1.07752758  0.        ]",-0.434405,"[[ -5.24363724   3.0235689    0.06087189   0.1254428 ]
 [-34.62483019   1.17924367   0.           0.        ]]",[-0.98427057  0.65123117],[-2.279009    1.79296897]
19,-0.137727409701,[-0.16241297 -0.25963524],"[ 1.08389716 -0.59536081  0.51918208 -0.38186503  0.54709057  1.07659676
 -0.29338899 -0.41193091 -0.77191577 -0.98618903  0.        ]",-0.423958,"[[ -5.96898243   3.02702227   0.06087189   0.1254428 ]
 [-37.89874851  -0.35679372   0.           0.        ]]",[-0.87454522  0.69259191],[-1.0257422   0.60909124]
20,-0.125971019535,[-0.16241297 -0.25963524],"[ 0.99805899 -0.59387274 -0.6295845  -0.35309868  0.54708935  1.07659275
 -0.39827222 -0.42494456 -0.69452739 -0.92386688  0.        ]",-0.407702,"[[ -6.75915458   3.01788721   0.06087189   0.1254428 ]
 [-41.10776615  -0.4510636    0.           0.        ]]",[-0.89755809  0.73602688],[-0.70806578  1.97236936]
21,-0.123346250678,[-0.16241297 -0.25963524],"[ 0.11641403 -0.59265737 -1.39322663 -0.33111195  0.54708812  1.07658875
 -0.46330059 -0.39790082 -0.59709241 -0.95733509  0.        ]",-0.424247,"[[ -7.60127245   3.01089818   0.06087189   0.1254428 ]
 [-43.09739225  -0.25517977   0.           0.        ]]",[-1.01866567  0.79983908],[-1.22236472  1.32780697]
22,-0.134324253294,[-0.16241297 -0.25963524],"[-1.05329388 -0.59198644 -1.14410641 -0.3194798   0.5470869   1.07658474
 -0.56481984 -0.38017967 -0.55691037 -1.07741578  0.        ]",-0.520314,"[[ -8.4943848    3.00719812   0.06087189   0.1254428 ]
 [-46.2034924   -0.12682342   0.           0.        ]]",[-1.05523705  0.85039973],[-1.77849555  0.01094509]
23,-0.150094237535,[-0.16241297 -0.25963524],"[-1.60834917 -0.59146096  0.09272496 -0.31059582  0.54708567  1.07658074
 -0.66432932 -0.38088122 -0.61877336 -1.19514728  0.        ]",-0.748245,"[[ -9.44900229   3.00437103   0.06087189   0.1254428 ]
 [-49.24810955  -0.1319105    0.           0.        ]]",[-1.08874214  0.85081232],[-0.57272204  1.21265398]
24,-0.157032976101,[-0.16241297 -0.25963524],"[-0.94840631 -0.59125919  1.33394733 -0.30724717  0.54708445  1.07657673
 -0.7065761  -0.36364148 -0.74012813 -1.19765304  0.        ]",-0.649883,"[[ -1.04469338e+01   3.00330524e+00   6.08718935e-02   1.25442805e-01]
 [ -5.05407358e+01  -7.04124143e-03   0.00000000e+00   0.00000000e+00]]",[-1.16285872  0.7577098 ],[-1.19186956  2.30794606]
25,-0.148580033281,[-0.16241297 -0.25963524],"[ 0.42313919 -0.59128271  1.37619461 -0.30766117  0.54708322  1.07657272
 -0.80327901 -0.36091897 -0.80705373 -1.07009178  0.        ]",-0.482854,"[[ -1.14874347e+01   3.00343722e+00   6.08718935e-02   1.25442805e-01]
 [ -5.34994977e+01   1.26738669e-02   0.00000000e+00   0.00000000e+00]]",[-0.99170005  0.69142848],[-1.13494234  0.05876763]
26,-0.130152438988,[-0.16241297 -0.25963524],"[ 1.15118598 -0.59113824  0.02627821 -0.30528352  0.547082    1.07656872
 -0.89806708 -0.37077076 -0.74269444 -0.93109459  0.        ]",-0.378804,"[[-12.58652325   3.00268045   0.06087189   0.1254428 ]
 [-56.39968772  -0.05869169   0.           0.        ]]",[-0.88993198  0.69952601],[-0.79762711  0.63298807]
27,-0.12208475169,[-0.16241297 -0.25963524],"[ 0.31154753 -0.59104757 -1.32132363 -0.3038061   0.54708077  1.07656471
 -0.96478964 -0.36306173 -0.60460471 -0.94142603  0.        ]",-0.296119,"[[ -1.37350002e+01   3.00221023e+00   6.08718935e-02   1.25442805e-01]
 [ -5.84412067e+01  -2.85741712e-03   0.00000000e+00   0.00000000e+00]]",[-1.00078702  0.78427821],[-2.48232667  1.91239389]
28,-0.13723844297,[-0.16241297 -0.25963524],"[-1.21363733 -0.59113221 -0.99227415 -0.30522793  0.54707955  1.07656071
 -1.05637922 -0.35814732 -0.55797796 -1.10346416  0.        ]",-0.61186,"[[ -1.49319413e+01   3.00266311e+00   6.08718935e-02   1.25442805e-01]
 [ -6.12435678e+01   3.27343565e-02   0.00000000e+00   0.00000000e+00]]",[-1.03782976  0.85577625],[-0.72683019  1.78354905]
29,-0.154969295716,[-0.16241297 -0.25963524],"[-1.46186418 -0.59124316  0.72859633 -0.30709192  0.54707832  1.0765567
 -1.11080516 -0.35928497 -0.6720711  -1.21507602  0.        ]",-0.611837,"[[ -1.61735215e+01   3.00325673e+00   6.08718935e-02   1.25442805e-01]
 [ -6.29088964e+01   2.44888811e-02   0.00000000e+00   0.00000000e+00]]",[-1.11158741  0.82126796],[-1.56710413  1.25635305]
30,-0.152603269631,[-0.16241297 -0.25963524],"[ 0.01867319 -0.59131263  1.52944634 -0.30827156  0.5470771   1.0765527
 -1.19950281 -0.36078823 -0.79917437 -1.11626462  0.        ]",-0.413579,"[[ -1.74589290e+01   3.00363245e+00   6.08718935e-02   1.25442805e-01]
 [ -6.56228151e+01   1.35952167e-02   0.00000000e+00   0.00000000e+00]]",[-1.05397654  0.70674121],[-1.93012075 -0.38778763]
31,-0.129892474318,[-0.16241297 -0.25963524],"[ 1.14964192 -0.58829977  0.13349236 -0.26068504  0.54707587  1.07654869
 -1.28644351 -0.57320787 -0.74939083 -0.9232922   0.        ]",-0.359197,"[[ -1.87980761e+01   2.98846759e+00   6.08718935e-02   1.25442805e-01]
 [ -6.82830067e+01  -1.52503916e+00   0.00000000e+00   0.00000000e+00]]",[-0.8466652   0.75974154],[-1.55989767  1.22200834]
