timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.207759325485,[-0.10497423 -0.20911746],"[ 1.13338734  1.98221291  0.05616639 -0.57776564  0.04261735  0.47152699
  0.79195306 -0.34845227  1.2189553  -0.41252265  0.        ]",-0.953683,"[[-0.00190203  0.04628903  0.00795655  0.05353977]
 [-0.00078478  0.00491306  0.          0.        ]]",[ 0.02987573  1.62152731],[ 0.11910554  3.03764845]
1,-0.206247366866,[-0.10497423 -0.20911746],"[ 1.13337746  1.97870765  0.06323722 -0.46096266  0.04261724  0.47152544
  0.81041837  0.19995319  1.21662612 -0.36771747  0.        ]",-0.850361,"[[  2.79436910e-03   8.61123175e-02   7.95655481e-03   5.35397671e-02]
 [  4.68867512e-01   3.96422114e+00   0.00000000e+00   0.00000000e+00]]",[-0.10040647  1.51105666],[ 0.09443578  1.59360056]
2,-0.201324679202,[-0.10497423 -0.20911746],"[ 1.13320341  1.95610023  0.08283574 -0.11728743  0.04261712  0.47152388
  0.82468312  0.73750601  1.20073206 -0.23752069  0.        ]",-0.448812,"[[ 0.015812    0.20433571  0.00795655  0.05353977]
 [ 0.83170522  7.84518486  0.          0.        ]]",[-0.27962589  1.37807751],[-1.22200964 -0.2368319 ]
3,-0.196399696258,[-0.10497423 -0.20911746],"[ 1.13333106  1.90335255  0.04787994  0.29499953  0.04261701  0.47152233
  0.66848488  0.58630902  1.17410985 -0.14842369  0.        ]",-0.858449,"[[-0.00740532  0.35028744  0.00795655  0.05353977]
 [-3.14023719  6.75361262  0.          0.        ]]",[-0.27965504  1.38959026],[ 0.36678655  1.71491668]
4,-0.190260456215,[-0.10497423 -0.20911746],"[ 1.13127269  1.80650111 -0.02380217  0.75638796  0.04261689  0.47152077
  0.72793308  1.11615157  1.1342037  -0.08197083  0.        ]",-0.520671,"[[ -5.50422304e-02   5.23740242e-01   7.95655481e-03   5.35397671e-02]
 [ -1.62843800e+00   1.05789261e+01   0.00000000e+00   0.00000000e+00]]",[-0.43035114  1.24956799],[-1.16356896  0.64028825]
5,-0.180016343985,[-0.10497423 -0.20911746],"[ 1.12224681  1.6213263  -0.13165473  1.30854203  0.04261678  0.47151922
  0.57359371  1.43847631  1.06290032 -0.01411774  0.        ]",-0.815027,"[[ -1.26988021e-01   7.58668225e-01   7.95655481e-03   5.35397671e-02]
 [ -5.55311419e+00   1.29060775e+01   0.00000000e+00   0.00000000e+00]]",[-0.52205956  1.13435626],[ 0.19486711  2.05617238]
6,-0.164154638111,[-0.10497423 -0.20911746],"[ 1.0972644   1.31543688 -0.28308185  1.84184987  0.04261666  0.47151766
  0.60819591  1.951456    0.94960137  0.03411947  0.        ]",-0.569371,"[[ -2.29222525e-01   1.05395028e+00   7.95655481e-03   5.35397671e-02]
 [ -4.67315207e+00   1.66097944e+01   0.00000000e+00   0.00000000e+00]]",[-0.68921316  0.93456769],[-0.96340976  0.97938068]
7,-0.139431436779,[-0.10497423 -0.20911746],"[ 1.04490432  0.85893774 -0.47138321  2.19319845  0.04261655  0.47151611
  0.46189562  2.44309578  0.77273741  0.05730355  0.        ]",-0.587569,"[[ -3.60011228e-01   1.42176361e+00   7.95655481e-03   5.35397671e-02]
 [ -8.39340129e+00   2.01596205e+01   0.00000000e+00   0.00000000e+00]]",[-0.82567382  0.73582965],[-0.56321916  1.8340052 ]
8,-0.10551350701,[-0.10497423 -0.20911746],"[  9.30912335e-01   2.85348649e-01  -7.26123816e-01   2.10310474e+00
   4.26164306e-02   4.71514553e-01   3.80757767e-01   2.93616471e+00
   5.32693877e-01   1.78303609e-03   0.00000000e+00]",-0.410732,"[[ -5.48580188e-01   1.86067938e+00   7.95655481e-03   5.35397671e-02]
 [ -1.04566313e+01   2.37200309e+01   0.00000000e+00   0.00000000e+00]]",[-0.85513043  0.59681278],[-0.90498489  1.13106916]
9,-0.063198430843,[-0.10497423 -0.20911746],"[ 0.72322925 -0.28388773 -1.01217382  1.33567115  0.04261632  0.471513
  0.24801546  3.41938158  0.21924772 -0.12661674  0.        ]",-0.312026,"[[ -7.91579106e-01   2.37009353e+00   7.95655481e-03   5.35397671e-02]
 [ -1.38321186e+01   2.72096782e+01   0.00000000e+00   0.00000000e+00]]",[-0.82480347  0.52159029],[-0.05075691  0.74246356]
10,-0.0368802935809,[-0.10497423 -0.20911746],"[ 0.41917937 -0.6306321  -1.25988851 -0.12055313  0.0426162   0.47151144
  0.25088305  3.7517385  -0.16297147 -0.30544205  0.        ]",-0.228912,"[[ -1.06749007e+00   2.93837412e+00   7.95655481e-03   5.35397671e-02]
 [ -1.37591805e+01   2.96104498e+01   0.00000000e+00   0.00000000e+00]]",[-0.8162201   0.50659084],[ 0.70897035  0.43044659]
11,-0.0502674874262,[-0.10497423 -0.20911746],"[ 0.10711827 -0.654791   -1.39636872 -0.91234     0.04261609  0.47150989
  0.37193049 -0.20052538 -0.35385797 -0.39297487  0.        ]",-0.141407,"[[ -1.31179147e+00   3.20917748e+00   7.95655481e-03   5.35397671e-02]
 [ -1.06810507e+01   1.07346543e+00   0.00000000e+00   0.00000000e+00]]",[-0.81319165  0.62941086],[-0.68154472  0.79335508]
12,-0.0449459275038,[-0.10497423 -0.20911746],"[-0.21802999 -0.65751716 -1.4462629  -0.77502814  0.04261597  0.47150833
  0.27411844 -0.87174466 -0.29509797 -0.36882449  0.        ]",-0.200724,"[[ -1.55036848e+00   3.16241718e+00   7.95655481e-03   5.35397671e-02]
 [ -1.31682755e+01  -3.77303276e+00   0.00000000e+00   0.00000000e+00]]",[-0.75279206  0.75071621],[ 0.31047719  0.35980449]
13,-0.0451464417619,[-0.10497423 -0.20911746],"[-0.5580111  -0.65618221 -1.40760431 -0.56831548  0.04261585  0.47150678
  0.33271265 -0.75850156 -0.22162458 -0.38151287  0.        ]",-0.272231,"[[ -1.79878449e+00   3.09207556e+00   7.95655481e-03   5.35397671e-02]
 [ -1.16782723e+01  -2.95539663e+00   0.00000000e+00   0.00000000e+00]]",[-0.75685775  0.75475693],[ 0.97092726  0.76971169]
14,-0.0494168412059,[-0.10497423 -0.20911746],"[-0.80956602 -0.6518712  -1.31529177 -0.43562289  0.04261574  0.47150522
  0.49298097 -0.5756597  -0.17952234 -0.4147665   0.        ]",-0.24333,"[[-1.99145951  3.04681447  0.00795655  0.05353977]
 [-7.60281575 -1.6352235   0.          0.        ]]",[-0.77186298  0.7356779 ],[ 0.16494251  1.16093239]
15,-0.0532805369548,[-0.10497423 -0.20911746],"[-0.98443298 -0.64859398 -1.21283133 -0.36740551  0.04261562  0.47150367
  0.52458175 -0.45818269 -0.16164997 -0.44462511  0.        ]",-0.193017,"[[-2.13545288  3.02347578  0.00795655  0.05353977]
 [-6.79920471 -0.78700693  0.          0.        ]]",[-0.77957535  0.72327542],[-0.49791636 -0.43079601]
16,-0.0587403263754,[-0.10497423 -0.20911746],"[-1.15488336 -0.64280229 -1.0737736  -0.27215336  0.04261551  0.47150211
  0.45234458 -0.69228311 -0.14530206 -0.4877751   0.        ]",-0.173721,"[[ -2.28986676e+00   2.99077627e+00   7.95655481e-03   5.35397671e-02]
 [ -8.63605708e+00  -2.47731469e+00   0.00000000e+00   0.00000000e+00]]",[-0.73383367  0.78036493],[-1.22385173  1.80191497]
17,-0.0631682151907,[-0.10497423 -0.20911746],"[-1.35189316 -0.64089202 -0.84126468 -0.24506093  0.04261539  0.47150056
  0.30337156 -0.13713008 -0.15115168 -0.52645297  0.        ]",-0.317229,"[[ -2.50059548e+00   2.98144758e+00   7.95655481e-03   5.35397671e-02]
 [ -1.24242008e+01   1.53107814e+00   0.00000000e+00   0.00000000e+00]]",[-0.78779602  0.69796765],[ 0.86291488  0.49633567]
18,-0.0626829676057,[-0.10497423 -0.20911746],"[-1.50056003 -0.64693441 -0.56754263 -0.3377058   0.04261528  0.471499
  0.44739849 -0.2671905  -0.17464571 -0.52579631  0.        ]",-0.29211,"[[ -2.71233282e+00   3.01329595e+00   7.95655481e-03   5.35397671e-02]
 [ -8.76177842e+00   5.91994139e-01   0.00000000e+00   0.00000000e+00]]",[-0.78519648  0.70063651],[ 0.56318031  0.49394179]
