timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.244322554906,[ 0.01760343 -0.01460211],"[ 1.06231986  1.26919362 -0.00614812 -0.28883576 -0.17795189  0.82543244
 -0.06394368 -0.13616869  1.21631933 -0.66361071  0.        ]",-0.747891,"[[ 0.00086487  0.01088706 -0.0160256   0.09416596]
 [-0.00438864  0.00155919  0.          0.        ]]",[-0.01359326  0.35351449],[ 0.3076356  0.9112477]
1,-0.241735104867,[ 0.01760343 -0.01460211],"[ 1.06216772  1.26784754  0.01242985 -0.22377557 -0.17794897  0.82541035
  0.04719329  0.33802029  1.21498881 -0.61882922  0.        ]",-0.64241,"[[ 0.01297411  0.04711509 -0.0160256   0.09416596]
 [ 1.21127059  3.60922171  0.          0.        ]]",[-0.01196112  0.35964853],[-1.06638909  2.56493947]
2,-0.237651902246,[ 0.01760343 -0.01460211],"[ 1.06224319  1.25376182 -0.01168926 -0.02512603 -0.17794605  0.82538827
 -0.31678806  0.84926669  1.20771507 -0.55791644  0.        ]",-0.756705,"[[ -2.74647650e-03   1.58325938e-01  -1.60256033e-02   9.41659585e-02]
 [ -2.77006888e+00   7.49889253e+00   0.00000000e+00   0.00000000e+00]]",[-0.01155673  0.36454445],[ 0.08916547  2.33801056]
3,-0.23138298247,[ 0.01760343 -0.01460211],"[ 1.06018624  1.19591802 -0.09039876  0.30182576 -0.17794313  0.82536618
 -0.27965385  1.35013235  1.18520961 -0.4924413   0.        ]",-0.709964,"[[ -0.05407341   0.34654042  -0.0160256    0.09416596]
 [ -2.36394794  11.30985571   0.           0.        ]]",[-0.01127907  0.37031782],[-0.13469579  1.93995219]
4,-0.217993372105,[ 0.01760343 -0.01460211],"[ 1.05436031  1.04685455 -0.17017338  0.72115848 -0.17794021  0.8253441
 -0.32419535  1.84104905  1.12448848 -0.38117042  0.        ]",-0.706709,"[[ -0.10624166   0.61022048  -0.0160256    0.09416596]
 [ -2.85119738  15.04569475   0.           0.        ]]",[-0.01145711  0.37507379],[ 0.35686303  1.26595486]
5,-0.193968060182,[ 0.01760343 -0.01460211],"[ 1.0468756   0.75611428 -0.23454092  1.15075246 -0.17793729  0.82532202
 -0.18999935  2.32203211  0.99457392 -0.2332861   0.        ]",-0.587601,"[[ -1.48540946e-01   9.47868454e-01  -1.60256033e-02   9.41659585e-02]
 [ -1.38344050e+00   1.87069171e+01   0.00000000e+00   0.00000000e+00]]",[-0.01161215  0.37710744],[-0.44440922  1.55152607]
6,-0.158120974433,[ 0.01760343 -0.01460211],"[ 1.03621432  0.29775525 -0.30262186  1.44762949 -0.17793437  0.82529994
 -0.34823306  2.79342072  0.7757367  -0.11142349  0.        ]",-0.733233,"[[ -1.93575730e-01   1.35802331e+00  -1.60256033e-02   9.41659585e-02]
 [ -3.11418944e+00   2.22965741e+01   0.00000000e+00   0.00000000e+00]]",[-0.01244517  0.3750208 ],[ 1.79569523  1.95524638]
7,-0.10804652309,[ 0.01760343 -0.01460211],"[ 1.03000084 -0.28886161 -0.33558572  1.42372673 -0.17793144  0.82527787
  0.01940049  3.25506399  0.45540722 -0.06574884  0.        ]",-0.409222,"[[ -2.15520721e-01   1.83924604e+00  -1.60256033e-02   9.41659585e-02]
 [  9.06749223e-01   2.58140550e+01   0.00000000e+00   0.00000000e+00]]",[-0.01323976  0.36739731],[ 0.05547913 -0.19027497]
8,-0.0582075169273,[ 0.01760343 -0.01460211],"[ 1.03567529 -0.82123584 -0.30525763  0.97867722 -0.17792852  0.82525579
  0.03807867  3.08840023  0.10925533 -0.17325946  0.        ]",-0.329064,"[[ -1.95334269e-01   2.34284004e+00  -1.60256033e-02   9.41659585e-02]
 [  1.11104225e+00   2.45495627e+01   0.00000000e+00   0.00000000e+00]]",[-0.01509882  0.35370857],[-0.08878428 -0.21624036]
9,-0.0618346613913,[ 0.01760343 -0.01460211],"[ 1.04038339 -1.13057245 -0.2773716   0.25866664 -0.1779256   0.82523372
  0.00405629  2.91162117 -0.12459977 -0.43305371  0.        ]",-0.300619,"[[ -1.76844527e-01   2.82036400e+00  -1.60256033e-02   9.41659585e-02]
 [  7.38940334e-01   2.32073033e+01   0.00000000e+00   0.00000000e+00]]",[-0.01647882  0.34185478],[-0.19037657  0.91574287]
