timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.265748639323,[-0.16309729 -0.26100597],"[ 1.14887851  2.14926292  0.14775876 -1.00844303  0.21479503 -1.63397938
  0.94905675 -0.36705633  1.11245173  1.66464466  0.        ]",-1.24999,"[[  6.20607120e-02  -7.39101089e-02   2.65591490e-02  -1.87572655e-01]
 [  8.11507337e-05  -4.06003032e-03   0.00000000e+00   0.00000000e+00]]",[-3.01118493  0.86498702],[-2.36385618  1.6692967 ]
1,-0.263004634799,[-0.16309729 -0.26100597],"[ 1.15118478  2.15218986  0.0883527  -0.88020232  0.21479462 -1.63396866
  0.81888055  0.18116293  1.11365981  1.63035338  0.        ]",-1.33128,"[[ 0.02235636 -0.03424723  0.02655915 -0.18757266]
 [-3.95733379  3.95714206  0.          0.        ]]",[-2.99886012  0.80919123],[-1.16563144  1.31525232]
2,-0.254377106049,[-0.16309729 -0.26100597],"[ 1.14521104  2.14814213 -0.08824758 -0.49811689  0.21479422 -1.63395795
  0.69128049  0.718523    1.11052361  1.52854161  0.        ]",-1.0731,"[[-0.09571063  0.08385254  0.02655915 -0.18757266]
 [-7.83644808  7.83988515  0.          0.        ]]",[-2.94503713  0.77907282],[-2.83179102 -0.06381577]
3,-0.235538462545,[-0.16309729 -0.26100597],"[ 1.09369045  2.11464426 -0.3742034  -0.01039633  0.21479382 -1.63394723
  0.56625652  0.66226185  1.08237328  1.32365019  0.        ]",-1.06945,"[[ -0.290574     0.23657191   0.02655915  -0.18757266]
 [-11.63725811   7.43337929   0.           0.        ]]",[-2.8049686   0.84070301],[-2.36824761  0.54137257]
4,-0.20395732809,[-0.16309729 -0.26100597],"[ 0.94028202  2.04151295 -0.74155248  0.50740633  0.21479342 -1.63393652
  0.44366881  0.93872156  0.99340001  1.01603016  0.        ]",-0.861624,"[[ -0.56071032   0.4052826    0.02655915  -0.18757266]
 [-15.36401062   9.43097543   0.           0.        ]]",[-2.59446669  0.88590461],[-2.80152885  0.27794629]
5,-0.159675407416,[-0.16309729 -0.26100597],"[ 0.62449444  1.91028498 -1.12257315  1.0672877   0.21479302 -1.63392581
  0.32350637  1.06528634  0.80128298  0.66122773  0.        ]",-0.630531,"[[ -0.90464161   0.60307887   0.02655915  -0.18757266]
 [-19.01703679  10.34550469   0.           0.        ]]",[-2.23894739  1.02253509],[-2.73790626  0.50150173]
6,-0.102611836007,[-0.16309729 -0.26100597],"[ 0.11313273  1.70789612 -1.39624361  1.61550911  0.21479262 -1.63391509
  0.20569075  1.31174999  0.47390518  0.33592344  0.        ]",-0.526481,"[[ -1.32091721   0.82785861   0.02655915  -0.18757266]
 [-22.59871941  12.12638614   0.           0.        ]]",[-1.89151943  1.08623338],[-0.81185964  1.13610504]
7,-0.0405262671244,[-0.16309729 -0.26100597],"[-0.54232316  1.39191691 -1.40335716  2.12772026  0.21479222 -1.63390438
  0.11464248  1.82633638  0.04096205  0.17458627  0.        ]",-0.177131,"[[ -1.80066154   1.10769473   0.02655915  -0.18757266]
 [-25.36665266  15.84466265   0.           0.        ]]",[-1.76569855  0.92987108],[-2.48195583 -0.24700229]
8,-0.0412797103869,[-0.16309729 -0.26100597],"[ -1.19019923e+00   9.95509841e-01  -1.01831018e+00   2.42781622e+00
   2.14791814e-01  -1.63389367e+00   9.17849016e-04   1.64724909e+00
  -4.36452369e-01   2.41363927e-01   0.00000000e+00]",-0.280338,"[[ -2.34268108e+00   1.41160772e+00   2.65591490e-02  -1.87572655e-01]
 [ -2.88239656e+01   1.45507304e+01   0.00000000e+00   0.00000000e+00]]",[-1.66147816  0.83684611],[-0.41029593  1.41249373]
9,-0.105439198742,[-0.16309729 -0.26100597],"[-1.57667854  0.54664749 -0.25997823  2.42279861  0.21479141 -1.63388296
 -0.03385215  2.15486281 -0.81910605  0.55871561  0.        ]",-0.362538,"[[ -2.92976521e+00   1.73942492e+00   2.65591490e-02  -1.87572655e-01]
 [ -2.98809993e+01   1.82187068e+01   0.00000000e+00   0.00000000e+00]]",[-1.64123893  0.64681351],[-1.34301178 -0.38356447]
10,-0.160220681373,[-0.16309729 -0.26100597],"[-1.48783267  0.1011123   0.66503087  2.05012664  0.21479101 -1.63387224
 -0.14469886  1.89422621 -0.99308899  1.0284152   0.        ]",-0.778057,"[[ -3.56119486e+00   2.08490572e+00   2.65591490e-02  -1.87572655e-01]
 [ -3.32508173e+01   1.63355480e+01   0.00000000e+00   0.00000000e+00]]",[-1.70415986  0.60411763],[-1.97728368  0.84372547]
11,-0.19653077388,[-0.16309729 -0.26100597],"[-0.83178893 -0.27471744  1.40145688  1.31601715  0.21479061 -1.63386153
 -0.25337082  2.3112488  -0.91842973  1.47758597  0.        ]",-1.09365,"[[ -4.25935828e+00   2.44185137e+00   2.65591490e-02  -1.87572655e-01]
 [ -3.65545221e+01   1.93490140e+01   0.00000000e+00   0.00000000e+00]]",[-1.97496986  0.56398392],[-1.5057133   0.69346411]
12,-0.200572966165,[-0.16309729 -0.26100597],"[ 0.19356815 -0.54085265  1.48088606  0.15374553  0.21479021 -1.63385082
 -0.35987353  2.63778499 -0.63517084  1.66035072  0.        ]",-0.96826,"[[ -5.02293620e+00   2.85250494e+00   2.65591490e-02  -1.87572655e-01]
 [ -3.97922826e+01   2.17087531e+01   0.00000000e+00   0.00000000e+00]]",[-2.24811339  0.52329034],[-1.82198229  0.16324262]
13,-0.181819089752,[-0.16309729 -0.26100597],"[ 1.02446627 -0.59729957  0.6826992  -0.86698672  0.21478981 -1.63384011
 -0.4642413   0.24144115 -0.4561362   1.54594211  0.        ]",-0.813364,"[[ -5.85061644e+00   3.17175024e+00   2.65591490e-02  -1.87572655e-01]
 [ -4.29651437e+01   4.39319590e+00   0.00000000e+00   0.00000000e+00]]",[-2.28254318  0.55241841],[-1.81859027  0.99975344]
14,-0.193302331234,[-0.16309729 -0.26100597],"[ 1.00939535 -0.59770387 -0.60721206 -0.8272159   0.21478941 -1.6338294
 -0.5665112  -0.79100045 -0.47943437  1.64159658  0.        ]",-0.735709,"[[ -6.74111486e+00   3.15946508e+00   2.65591490e-02  -1.87572655e-01]
 [ -4.60742341e+01  -3.06705023e+00   0.00000000e+00   0.00000000e+00]]",[-2.2325964   0.59777039],[-3.16049305  0.63625886]
15,-0.199486487317,[-0.16309729 -0.26100597],"[-0.00710879 -0.59645327 -1.42342895 -0.61973933  0.214789   -1.63381868
 -0.66674392 -0.76510878 -0.38266156  1.71344143  0.        ]",-1.04193,"[[ -7.69317311e+00   3.09537376e+00   2.65591490e-02  -1.87572655e-01]
 [ -4.91214010e+01  -2.87997761e+00   0.00000000e+00   0.00000000e+00]]",[-2.13153863  0.63299924],[-0.16665883  1.36646529]
16,-0.187180851012,[-0.16309729 -0.26100597],"[-1.23518985 -0.59215972 -0.96849067 -0.47328883  0.2147886  -1.63380797
 -0.65645614 -0.59885685 -0.30668941  1.61512681  0.        ]",-0.931108,"[[ -8.67246370e+00   3.05003483e+00   2.65591490e-02  -1.87572655e-01]
 [ -4.88086998e+01  -1.67868456e+00   0.00000000e+00   0.00000000e+00]]",[-1.99687099  0.63852483],[-1.21845172  0.32893588]
17,-0.174087213047,[-0.16309729 -0.26100597],"[-1.56327664 -0.58855103  0.43105383 -0.39205846  0.2147882  -1.63379726
 -0.75490566 -0.49043829 -0.36538144  1.49498569  0.        ]",-0.871373,"[[ -9.67866702e+00   3.02481161e+00   2.65591490e-02  -1.87572655e-01]
 [ -5.18016631e+01  -8.95282179e-01   0.00000000e+00   0.00000000e+00]]",[-1.926157    0.61004412],[-2.19041988  0.05055776]
18,-0.179361189604,[-0.16309729 -0.26100597],"[-0.57120169 -0.58585889  1.50543151 -0.34150143  0.2147878  -1.63378655
 -0.8514069  -0.46050999 -0.49256272  1.51542614  0.        ]",-0.940549,"[[ -1.07441355e+01   3.00907626e+00   2.65591490e-02  -1.87572655e-01]
 [ -5.47354109e+01  -6.79033945e-01   0.00000000e+00   0.00000000e+00]]",[-2.02459598  0.57660627],[-1.60165307  0.1387356 ]
19,-0.198437076069,[-0.16309729 -0.26100597],"[ 0.82830901 -0.58433907  1.01816764 -0.31548902  0.2147874  -1.63377584
 -0.9459973  -0.39006244 -0.52818634  1.67473245  0.        ]",-0.850935,"[[ -1.18676962e+01   3.00096763e+00   2.65591490e-02  -1.87572655e-01]
 [ -5.76110849e+01  -1.70001684e-01   0.00000000e+00   0.00000000e+00]]",[-2.19552159  0.5726952 ],[-3.33954909  1.06230398]
20,-0.20718422285,[-0.16309729 -0.26100597],"[ 0.99447328 -0.5843396  -0.6391238  -0.31552036  0.214787   -1.63376513
 -1.03871568 -0.35498984 -0.41230397  1.7759577   0.        ]",-0.783431,"[[ -1.30481996e+01   3.00097760e+00   2.65591490e-02  -1.87572655e-01]
 [ -6.04298683e+01   8.34194590e-02   0.00000000e+00   0.00000000e+00]]",[-2.2130127   0.59536356],[-3.31505147  0.13798887]
21,-0.194404242371,[-0.16309729 -0.26100597],"[-0.43052656 -0.584434   -1.42651931 -0.31711608  0.21478659 -1.63375442
 -1.12959829 -0.36760219 -0.28738988  1.67894175  0.        ]",-0.738002,"[[ -1.42845191e+01   3.00147549e+00   2.65591490e-02  -1.87572655e-01]
 [ -6.31928665e+01  -7.71962942e-03   0.00000000e+00   0.00000000e+00]]",[-2.03808236  0.63144088],[-2.64766179 -0.74233729]
22,-0.170989011473,[-0.16309729 -0.26100597],"[-1.59542188 -0.57813437 -0.14283891 -0.22219175  0.21478619 -1.63374371
 -1.21868038 -0.77475785 -0.32868822  1.47269073  0.        ]",-0.810087,"[[ -1.55755500e+01   2.97180415e+00   2.65591490e-02  -1.87572655e-01]
 [ -6.59011546e+01  -2.94973690e+00   0.00000000e+00   0.00000000e+00]]",[-1.83376753  0.65803182],[-2.19334572  0.61702365]
