timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.315311997303,[-0.16409506 -0.32114607],"[ 1.17185316  2.32695521  0.16690583 -1.0711845  -0.87384369 -0.36381324
  1.15355073 -0.38254476  2.07064048  0.45434896  0.        ]",-1.7736,"[[ 0.07975456 -0.07159951 -0.10161081 -0.04134193]
 [ 0.00011222  0.00052572  0.          0.        ]]",[-1.83279812  1.33220053],[-2.44450152  1.45390995]
1,-0.31494134483,[-0.16409506 -0.32114607],"[ 1.17512993  2.32989683  0.10795278 -0.929901   -0.87384223 -0.36381285
  1.04465379  0.16809186  2.07238344  0.41931846  0.        ]",-2.08823,"[[ 0.04005082 -0.03184582 -0.10161081 -0.04134193]
 [-3.95730323  3.96163709  0.          0.        ]]",[-2.12411308  1.07942963],[-0.32450934  0.67092478]
2,-0.31384207505,[-0.16409506 -0.32114607],"[ 1.17442567  2.32675419 -0.02774148 -0.55609217 -0.87384077 -0.36381246
  1.01145445  0.52654711  2.07182836  0.35202009  0.        ]",-1.60772,"[[-0.0511999   0.07325908 -0.10161081 -0.04134193]
 [-5.1637505   6.54025594  0.          0.        ]]",[-2.2347343  1.0304184],[-3.08753245 -0.73404375]
3,-0.310376619104,[-0.16409506 -0.32114607],"[ 1.15057913  2.30897579 -0.23712435 -0.20178882 -0.87383931 -0.36381207
  0.90544189  0.1047132   2.05910948  0.18693217  0.        ]",-1.84091,"[[-0.19312916  0.17361785 -0.10161081 -0.04134193]
 [-9.01636194  3.50571835  0.          0.        ]]",[-1.79943264  1.45869422],[-1.82162345  1.27368387]
4,-0.302629102026,[-0.16409506 -0.32114607],"[ 1.06111806  2.27346373 -0.54645021  0.17644272 -0.87383785 -0.36381168
  0.80145084  0.64567498  2.00470167 -0.10314615  0.        ]",-1.69879,"[[ -0.41137361   0.2827773   -0.10161081  -0.04134193]
 [-12.79551901   7.39722704   0.           0.        ]]",[-1.86310256  1.41460395],[-2.44574685  1.34569866]
5,-0.288971722152,[-0.16409506 -0.32114607],"[ 0.84779499  2.17527837 -0.91499713  0.7920057  -0.87383639 -0.36381129
  0.69951098  1.17588493  1.87489393 -0.4248635   0.        ]",-1.51898,"[[ -0.704453     0.4689914   -0.10161081  -0.04134193]
 [-16.50014076  11.21140139   0.           0.        ]]",[-1.957286    1.44767368],[-3.38345711  3.0828803 ]
6,-0.266535438446,[-0.16409506 -0.32114607],"[ 0.45783473  1.96336787 -1.25715855  1.55867943 -0.87383493 -0.3638109
  0.59957359  1.69551198  1.64218557 -0.72630203  0.        ]",-1.52207,"[[ -1.07089411   0.73072604  -0.10161081  -0.04134193]
 [-20.13199532  14.9494728    0.           0.        ]]",[-2.19237733  1.4456352 ],[-2.71583236  0.28755982]
7,-0.232583108761,[-0.16409506 -0.32114607],"[-0.11867952  1.6226607  -1.43637523  2.24932768 -0.87383348 -0.36381051
  0.50161424  1.81256961  1.29190658 -0.95007322  0.        ]",-1.30577,"[[ -1.50925049   1.03816675  -0.10161081  -0.04134193]
 [-23.6919696   15.79160141   0.           0.        ]]",[-2.27836823  1.4687376 ],[-2.99238478  0.91759366]
8,-0.185987194412,[-0.16409506 -0.32114607],"[-0.80036902  1.15475595 -1.29282262  2.68255898 -0.87383202 -0.36381012
  0.40554117  2.27391753  0.85945614 -0.99706472  0.        ]",-0.997489,"[[ -2.01811831   1.38730056  -0.10161081  -0.04134193]
 [-27.18339597  19.1104958    0.           0.        ]]",[-2.42203951  1.16577029],[-2.52670069  1.9556596 ]
9,-0.128895728672,[-0.16409506 -0.32114607],"[-1.38309554  0.55797941 -0.7233739   2.64478446 -0.87383056 -0.36380973
  0.31133358  2.77130209  0.46315047 -0.77600735  0.        ]",-0.640491,"[[ -2.59613475   1.80541377  -0.10161081  -0.04134193]
 [-30.60702983  22.68870938   0.           0.        ]]",[-2.38604116  0.75030327],[-2.59593772  1.33568076]
10,-0.0764116653334,[-0.16409506 -0.32114607],"[-1.57636674 -0.05987962  0.19744572  1.85057795 -0.8738291  -0.36380934
  0.218971    3.25872617  0.2625987  -0.32638797  0.        ]",-0.533659,"[[ -3.24195273   2.29437181  -0.10161081  -0.04134193]
 [-33.96361433  26.19538618   0.           0.        ]]",[-2.15923285  0.43342349],[-1.06255054  0.17149871]
11,-0.080621152165,[-0.16409506 -0.32114607],"[-1.15224521 -0.47210334  1.12854497  0.30877189 -0.87382764 -0.36380895
  0.12845563  3.2805784   0.35879609  0.13606551  0.        ]",-0.638185,"[[ -3.95423155   2.81985666  -0.10161081  -0.04134193]
 [-37.25306881  26.35285035   0.           0.        ]]",[-2.11759138  0.23661502],[-1.11561585  0.33577578]
12,-0.115600855008,[-0.16409506 -0.32114607],"[-0.17698432 -0.54254665  1.53570946 -1.05952036 -0.87382618 -0.36380856
  0.03976116  0.36704834  0.59386555  0.28951596  0.        ]",-0.597468,"[[ -4.73163325   3.20990619  -0.10161081  -0.04134193]
 [-40.47634951   5.39319039   0.           0.        ]]",[-2.30422735  0.23396413],[-2.28220649  2.10722118]
13,-0.102849523956,[-0.16409506 -0.32114607],"[ 0.84252942 -0.54386277  1.01843197 -1.00597258 -0.87382472 -0.36380817
 -0.04714921 -0.90594957  0.49903646  0.27615826  0.        ]",-0.388228,"[[ -5.57285098e+00   3.19483247e+00  -1.01610808e-01  -4.13419290e-02]
 [ -4.36347933e+01  -3.76464131e+00   0.00000000e+00   0.00000000e+00]]",[-2.33549738  0.34624541],[-1.15636543  0.39678263]
14,-0.103133898969,[-0.16409506 -0.32114607],"[ 1.15050417 -0.5454288  -0.23754421 -0.72550127 -0.87382326 -0.36380778
 -0.13232753 -0.87564322  0.45474213  0.41634666  0.        ]",-0.392538,"[[ -6.47660546e+00   3.11599572e+00  -1.01610808e-01  -4.13419290e-02]
 [ -4.67302924e+01  -3.54663103e+00   0.00000000e+00   0.00000000e+00]]",[-2.37341213  0.45204222],[-1.94368202  1.77182401]
15,-0.118789790675,[-0.16409506 -0.32114607],"[ 0.34939561 -0.54114987 -1.3145169  -0.52760314 -0.8738218  -0.36380739
 -0.21581564 -0.6686519   0.55498937  0.48574841  0.        ]",-0.499991,"[[ -7.44165321e+00   3.06030221e+00  -1.01610808e-01  -4.13419290e-02]
 [ -4.97643671e+01  -2.05756316e+00   0.00000000e+00   0.00000000e+00]]",[-2.4576335  0.5360291],[-2.22575723  1.08576229]
16,-0.124263485096,[-0.16409506 -0.32114607],"[-0.99712707 -0.53699937 -1.1685098  -0.42129567 -0.87382034 -0.363807
 -0.29765142 -0.5264824   0.6364856   0.38106641  0.        ]",-0.587161,"[[ -8.46677987e+00   3.03029108e+00  -1.01610808e-01  -4.13419290e-02]
 [ -5.27383947e+01  -1.03481543e+00   0.00000000e+00   0.00000000e+00]]",[-2.44262481  0.56443816],[-1.42942935 -0.47347756]
17,-0.110822657321,[-0.16409506 -0.32114607],"[-1.57236511 -0.52961483  0.23536852 -0.28257642 -0.87381889 -0.36380661
 -0.37786884 -0.78448419  0.57187896  0.22112284  0.        ]",-0.680068,"[[ -9.55079735e+00   2.99097359e+00  -1.01610808e-01  -4.13419290e-02]
 [ -5.56536100e+01  -2.89086034e+00   0.00000000e+00   0.00000000e+00]]",[-2.19024205  0.6429162 ],[ 0.21981069  0.14089851]
18,-0.0876200388116,[-0.16409506 -0.32114607],"[-0.67858953 -0.51657165  1.44503279 -0.10157632 -0.87381743 -0.36380622
 -0.32359739 -0.69928125  0.38966125  0.24399013  0.        ]",-0.423085,"[[ -1.06440810e+01   2.93930698e+00  -1.01610808e-01  -4.13419290e-02]
 [ -5.36813320e+01  -2.27792717e+00   0.00000000e+00   0.00000000e+00]]",[-2.18987083  0.50633729],[-2.13794065  1.22146188]
19,-0.0948530187998,[-0.16409506 -0.32114607],"[ 0.7381755  -0.51498819  1.135635   -0.0827377  -0.87381597 -0.36380583
 -0.40329678 -0.14300309  0.36226258  0.46353999  0.        ]",-0.455056,"[[ -1.17467674e+01   2.93390039e+00  -1.01610808e-01  -4.13419290e-02]
 [ -5.65777180e+01   1.72387188e+00   0.00000000e+00   0.00000000e+00]]",[-2.2908237   0.32988051],[-1.55156004 -0.16828394]
20,-0.118399808681,[-0.16409506 -0.32114607],"[ 1.09704754 -0.52258943 -0.4483134  -0.1784892  -0.87381451 -0.36380544
 -0.48142804 -0.24077656  0.51451833  0.56478401  0.        ]",-0.345677,"[[ -1.29068105e+01   2.96132047e+00  -1.01610808e-01  -4.13419290e-02]
 [ -5.94171184e+01   1.02049983e+00   0.00000000e+00   0.00000000e+00]]",[-2.35815287  0.41511673],[-3.00857179  0.48836334]
21,-0.127338948035,[-0.16409506 -0.32114607],"[-0.18409616 -0.53168474 -1.43904183 -0.31753386 -0.87381305 -0.36380505
 -0.55801133 -0.06430622  0.63599427  0.45670656  0.        ]",-0.524387,"[[ -1.41230766e+01   3.00090139e+00  -1.01610808e-01  -4.13419290e-02]
 [ -6.22002665e+01   2.29000407e+00   0.00000000e+00   0.00000000e+00]]",[-2.42076468  0.46300942],[-2.32375939  1.17798826]
22,-0.118711866542,[-0.16409506 -0.32114607],"[-1.51605245 -0.5350148  -0.41037122 -0.37966241 -0.87381159 -0.36380466
 -0.63307992 -0.37426572  0.61804225  0.28803431  0.        ]",-0.407457,"[[ -1.53944544e+01   3.01851194e+00  -1.01610808e-01  -4.13419290e-02]
 [ -6.49283726e+01   6.01950018e-02   0.00000000e+00   0.00000000e+00]]",[-2.25143576  0.5067361 ],[-1.94162585 -0.07233839]
23,-0.0981117221239,[-0.16409506 -0.32114607],"[-0.93517253 -0.53415645  1.30962345 -0.36283478 -0.87381013 -0.36380427
 -0.70665801 -0.44000282  0.47098317  0.24168303  0.        ]",-0.369446,"[[ -1.67198505e+01   3.01374625e+00  -1.01610808e-01  -4.13419290e-02]
 [ -6.76023163e+01  -4.12711954e-01   0.00000000e+00   0.00000000e+00]]",[-2.136168    0.40294957],[-2.89693378  1.33119412]
24,-0.0966139694373,[-0.16409506 -0.32114607],"[ 0.80474885 -0.53310458  1.06387278 -0.34303809 -0.87380867 -0.36380388
 -0.77877835 -0.40755335  0.40066252  0.41607292  0.        ]",-0.348973,"[[ -1.80981939e+01   3.00813595e+00  -1.01610808e-01  -4.13419290e-02]
 [ -7.02232892e+01  -1.79278454e-01   0.00000000e+00   0.00000000e+00]]",[-2.25320387  0.3234936 ],[-2.36612405  0.69434281]
25,-0.119374918737,[-0.16409506 -0.32114607],"[ 0.87030934 -0.53257501 -0.88569327 -0.33338927 -0.87380721 -0.36380349
 -0.84947121 -0.39632785  0.54070735  0.52873381  0.        ]",-0.67549,"[[ -1.95284363e+01   3.00540003e+00  -1.01610808e-01  -4.13419290e-02]
 [ -7.27923926e+01  -9.85271017e-02   0.00000000e+00   0.00000000e+00]]",[-2.31913471  0.43327367],[-0.69421895  0.59508938]
26,-0.125884770964,[-0.16409506 -0.32114607],"[-0.95627596 -0.53227514 -1.19831145 -0.32801643 -0.87380576 -0.3638031
 -0.88545038 -0.39035312  0.65255705  0.36938914  0.        ]",-0.531407,"[[ -2.09974035e+01   3.00387617e+00  -1.01610808e-01  -4.13419290e-02]
 [ -7.40999672e+01  -5.55488566e-02   0.00000000e+00   0.00000000e+00]]",[-2.3900404   0.51844394],[-1.68624672  0.63010889]
27,-0.104671862116,[-0.16409506 -0.32114607],"[-1.40551646 -0.5321225   0.77883273 -0.32530996 -0.8738043  -0.36380271
 -0.95403142 -0.38610615  0.52557463  0.21981076  0.        ]",-0.368202,"[[ -2.25044096e+01   3.00310848e+00  -1.01610808e-01  -4.13419290e-02]
 [ -7.65923358e+01  -2.49999044e-02   0.00000000e+00   0.00000000e+00]]",[-2.09769726  0.44482714],[-2.62922267  0.97591776]
28,-0.0933592100176,[-0.16409506 -0.32114607],"[ 0.45654115 -0.53212711  1.35471223 -0.3254029  -0.87380284 -0.36380232
 -1.02125461 -0.38062188  0.39308205  0.37060629  0.        ]",-0.406855,"[[ -2.40607680e+01   3.00313495e+00  -1.01610808e-01  -4.13419290e-02]
 [ -7.90353675e+01   1.44499894e-02   0.00000000e+00   0.00000000e+00]]",[-2.19645452  0.31581396],[-1.67146078  0.21248371]
29,-0.117530457393,[-0.16409506 -0.32114607],"[ 0.98501427 -0.53202681 -0.70716994 -0.32363625 -0.87380138 -0.36380193
 -1.08714674 -0.38845786  0.52334018  0.53226259  0.        ]",-0.22804,"[[ -2.56655019e+01   3.00263383e+00  -1.01610808e-01  -4.13419290e-02]
 [ -8.14300374e+01  -4.19236809e-02   0.00000000e+00   0.00000000e+00]]",[-2.27015209  0.40403742],[-3.36955213  0.46582227]
30,-0.125731698888,[-0.16409506 -0.32114607],"[-0.99860703 -0.53192382 -1.16738202 -0.32182854 -0.87379992 -0.36380154
 -1.151734   -0.384613    0.65330973  0.36246303  0.        ]",-0.299263,"[[ -2.73176534e+01   3.00212102e+00  -1.01610808e-01  -4.13419290e-02]
 [ -8.37772975e+01  -1.42674597e-02   0.00000000e+00   0.00000000e+00]]",[-2.35692549  0.50456113],[-2.95200688 -0.21946996]
31,-0.0998724499338,[-0.16409506 -0.32114607],"[-1.22063175 -0.53005616  1.05359745 -0.28996657 -0.87379846 -0.36380115
 -1.21504207 -0.50600424  0.48972279  0.21701232  0.        ]",-0.530105,"[[ -2.90162841e+01   2.99307474e+00  -1.01610808e-01  -4.13419290e-02]
 [ -8.60780830e+01  -8.87537470e-01   0.00000000e+00   0.00000000e+00]]",[-2.08866501  0.44555011],[-0.68875156  0.88920787]
32,-0.0976627937245,[-0.16409506 -0.32114607],"[ 0.87983142 -0.532486    0.96961809 -0.33186379 -0.873797   -0.36380076
 -1.24318619 -0.20155973  0.40498823  0.42594908  0.        ]",-0.422619,"[[ -3.07481081e+01   3.00496803e+00  -1.01610808e-01  -4.13419290e-02]
 [ -8.71009789e+01   1.30257596e+00   0.00000000e+00   0.00000000e+00]]",[-2.19392681  0.28145796],[-1.69485349  0.06923706]
33,-0.123287186792,[-0.16409506 -0.32114607],"[ 0.42647206 -0.53406247 -1.27506769 -0.36114984 -0.87379554 -0.36380037
 -1.3046863  -0.39431244  0.58438197  0.50422845  0.        ]",-0.460925,"[[ -3.25125536e+01   3.01326980e+00  -1.01610808e-01  -4.13419290e-02]
 [ -8.93360810e+01  -8.40515990e-02   0.00000000e+00   0.00000000e+00]]",[-2.32525802  0.44171768],[-1.97602148 -0.35146147]
34,-0.117328398978,[-0.16409506 -0.32114607],"[-1.54497011 -0.5310018  -0.29980498 -0.3058828  -0.87379409 -0.36379998
 -1.364965   -0.58820188  0.61393088  0.25832937  0.        ]",-0.344819,"[[ -3.43212558e+01   2.99759553e+00  -1.01610808e-01  -4.13419290e-02]
 [ -9.15268103e+01  -1.47885767e+00   0.00000000e+00   0.00000000e+00]]",[-2.20576096  0.53224778],[-2.45572913  1.43982339]
35,-0.0926384174601,[-0.16409506 -0.32114607],"[-0.14143209 -0.53199589  1.53447137 -0.32315595 -0.87379263 -0.36379959
 -1.42404814 -0.21675172  0.41202972  0.30190385  0.        ]",-0.414355,"[[ -3.61733357e+01   3.00249813e+00  -1.01610808e-01  -4.13419290e-02]
 [ -9.36741070e+01   1.19327512e+00   0.00000000e+00   0.00000000e+00]]",[-2.11674309  0.29407704],[-1.90780951  0.58570283]
36,-0.114071228326,[-0.16409506 -0.32114607],"[ 1.08345421 -0.53367676 -0.48791118 -0.35384871 -0.87379117 -0.3637992
 -1.48196624 -0.38278413  0.49851822  0.52249829  0.        ]",-0.569558,"[[ -3.80679381e+01   3.01120129e+00  -1.01610808e-01  -4.13419290e-02]
 [ -9.57790818e+01  -1.12904500e-03   0.00000000e+00   0.00000000e+00]]",[-2.2194252   0.36864805],[-0.74360201 -0.04583189]
37,-0.124625293929,[-0.16409506 -0.32114607],"[-1.11760302 -0.53305777 -1.0659212  -0.34232632 -0.87378971 -0.36379881
 -1.51080054 -0.41989634  0.64821138  0.34968552  0.        ]",-0.506826,"[[ -3.99940352e+01   3.00793537e+00  -1.01610808e-01  -4.13419290e-02]
 [ -9.68271258e+01  -2.68109354e-01   0.00000000e+00   0.00000000e+00]]",[-2.30592823  0.49205297],[-1.23629677  0.4160654 ]
38,-0.0958745861376,[-0.16409506 -0.32114607],"[-0.81660747 -0.53235208  1.38106325 -0.32952677 -0.87378825 -0.36379842
 -1.5669968  -0.39867187  0.45291519  0.24548614  0.        ]",-0.350215,"[[ -4.19510700e+01   3.00430576e+00  -1.01610808e-01  -4.13419290e-02]
 [ -9.88695551e+01  -1.15428505e-01   0.00000000e+00   0.00000000e+00]]",[-2.0605402   0.36472297],[-2.4450643   1.13360268]
39,-0.107934393339,[-0.16409506 -0.32114607],"[ 1.17545777 -0.53216798  0.09858917 -0.32625191 -0.87378679 -0.36379803
 -1.62208042 -0.38344655  0.45327732  0.50735349  0.        ]",-0.465663,"[[ -4.39485480e+01   3.00337688e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.00871568e+02  -5.90412487e-03   0.00000000e+00   0.00000000e+00]]",[-2.20274806  0.3339932 ],[-2.11876911  1.24617805]
40,-0.12667776047,[-0.16409506 -0.32114607],"[-0.78194287 -0.53219112 -1.30216608 -0.32667495 -0.87378533 -0.36379764
 -1.67607319 -0.38105756  0.65224216  0.39161388  0.        ]",-0.177411,"[[ -4.59856686e+01   3.00349699e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.02833959e+02   1.12787011e-02   0.00000000e+00   0.00000000e+00]]",[-2.32957315  0.47525805],[-3.62870854 -0.67851163]
41,-0.0951137138021,[-0.16409506 -0.32114607],"[-1.01979636 -0.52637365  1.24773409 -0.23239202 -0.87378387 -0.36379725
 -1.72899448 -0.75551694  0.45278652  0.22051744  0.        ]",-0.290259,"[[ -4.80616473e+01   2.97669753e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.04757432e+02  -2.68249816e+00   0.00000000e+00   0.00000000e+00]]",[-2.06986165  0.48697457],[-2.00043993 -0.19302395]
42,-0.112955232957,[-0.16409506 -0.32114607],"[ 1.17068837 -0.50938214  0.18176049 -0.0198945  -0.87378242 -0.36379686
 -1.78085479 -0.85568826  0.45378899  0.58730836  0.        ]",-0.336887,"[[ -5.01757087e+01   2.91582279e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.06642369e+02  -3.40311585e+00   0.00000000e+00   0.00000000e+00]]",[-2.24237967  0.4682132 ],[-3.24506811  1.15459117]
43,-0.133422061659,[-0.16409506 -0.32114607],"[-0.85387433 -0.49989804 -1.26357854  0.07614089 -0.87378096 -0.36379647
 -1.83168898 -0.29761231  0.72523927  0.31130427  0.        ]",-0.544235,"[[ -5.23270928e+01   2.88804380e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.08490037e+02   6.11540581e-01   0.00000000e+00   0.00000000e+00]]",[-2.34913635  0.5282926 ],[-1.13646591  0.8767244 ]
44,-0.0882662891784,[-0.16409506 -0.32114607],"[-0.81953148 -0.51525528  1.37949225 -0.08606117 -0.8737795  -0.36379608
 -1.88153894  0.1815788   0.39917718  0.22589771  0.        ]",-0.397032,"[[ -5.45150721e+01   2.93485799e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.10301961e+02   4.05871977e+00   0.00000000e+00   0.00000000e+00]]",[-1.95312011  0.2798529 ],[-1.52877318  0.3563601 ]
45,-0.112084855465,[-0.16409506 -0.32114607],"[ 1.15134628 -0.5343494  -0.2329397  -0.36683169 -0.87377804 -0.36379569
 -1.93041117 -0.10602455  0.48008373  0.52519185  0.        ]",-0.295863,"[[ -5.67389347e+01   3.01487986e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.12078377e+02   1.98977619e+00   0.00000000e+00   0.00000000e+00]]",[-2.15940475  0.29949838],[-2.75488233  0.45815141]
46,-0.122679286055,[-0.16409506 -0.32114607],"[-1.26565238 -0.53628198 -0.90113531 -0.40612352 -0.87377658 -0.3637953
 -1.97829995 -0.41545097  0.63502452  0.34258091  0.        ]",-0.37734,"[[ -5.89979679e+01   3.02600181e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.13819077e+02  -2.36157230e-01   0.00000000e+00   0.00000000e+00]]",[-2.24849224  0.46076173],[-1.67624064  0.63871412]
47,-0.0936608352597,[-0.16409506 -0.32114607],"[-0.16157199 -0.53491737  1.53528789 -0.37802988 -0.87377512 -0.36379491
 -2.02523426 -0.44241349  0.42118844  0.29837265  0.        ]",-0.149255,"[[ -6.12914668e+01   3.01805138e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.15525116e+02  -4.30121791e-01   0.00000000e+00   0.00000000e+00]]",[-2.09479475  0.31577128],[-2.8352327  -1.11017183]
48,-0.124705495807,[-0.16409506 -0.32114607],"[ 0.77066096 -0.5246894  -1.00505801 -0.20793744 -0.87377366 -0.36379452
 -2.07123419 -0.99280937  0.57771417  0.54601207  0.        ]",-0.320975,"[[ -6.36187472e+01   2.96972804e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.17197225e+02  -4.38952845e+00   0.00000000e+00   0.00000000e+00]]",[-2.28519917  0.54707301],[-2.68966289  0.9933792 ]
49,-0.110211399904,[-0.16409506 -0.32114607],"[-1.58327269 -0.51138894  0.05685108 -0.0418791  -0.87377221 -0.36379413
 -2.11631003 -0.43564653  0.57639611  0.16342129  0.        ]",-0.164668,"[[ -6.59791306e+01   2.92215703e+00  -1.01610808e-01  -4.13419290e-02]
 [ -1.18835777e+02  -3.81459195e-01   0.00000000e+00   0.00000000e+00]]",[-2.09331274  0.50880831],[-3.45306142  0.95269449]
