timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.3753196479,[-0.17239906 -0.25223044],"[ 1.15217018  2.15001022  0.12942371 -0.4557323  -1.29738103 -0.76996263
  0.96605282 -0.36436159  2.35713314  0.9447191   0.        ]",-2.06033,"[[ 0.04908943  0.09242601 -0.1509432  -0.08664888]
 [ 0.00187155  0.00495335  0.          0.        ]]",[-2.43054271  1.4046489 ],[-2.4065857   2.02497919]
1,-0.374322409481,[-0.17239906 -0.25223044],"[ 1.15376691  2.14384241  0.07009201 -0.32858091 -1.29737536 -0.76996064
  0.8392231   0.18286627  2.35792583  0.91061515  0.        ]",-2.14091,"[[ 0.00942049  0.13226732 -0.1509432  -0.08664888]
 [-3.95558573  3.96597001  0.          0.        ]]",[-2.55694795  1.23803902],[-1.67038239  1.6448965 ]
2,-0.370685497876,[-0.17239906 -0.25223044],"[ 1.14569249  2.11286839 -0.10621348  0.04414874 -1.2973697  -0.76995864
  0.71490221  0.71925006  2.3536549   0.80898256  0.        ]",-1.92178,"[[-0.1086122   0.25054158 -0.1509432  -0.08664888]
 [-7.83477453  7.84849828  0.          0.        ]]",[-2.60264349  1.12706053],[-2.93946677  1.81137472]
3,-0.362558167176,[-0.17239906 -0.25223044],"[ 1.09076801  2.02135611 -0.39116676  0.63242363 -1.29736403 -0.76995665
  0.59303686  1.244987    2.32487876  0.64463998  0.        ]",-1.85963,"[[ -0.30345974   0.44569367  -0.1509432   -0.08664888]
 [-11.63735323  11.65398288   0.           0.        ]]",[-2.59442353  1.04570556],[-2.91463663  1.59170258]
4,-0.347159105647,[-0.17239906 -0.25223044],"[ 0.93295558  1.81760795 -0.75605309  1.35649638 -1.29735837 -0.76995465
  0.47357097  1.76025201  2.24229606  0.43416386  0.        ]",-1.78498,"[[ -0.57360722   0.71619594  -0.1509432   -0.08664888]
 [-15.36506792  15.38371929   0.           0.        ]]",[-2.5668354   0.96613163],[-2.60700948  1.19577358]
5,-0.321414359195,[-0.17239906 -0.25223044],"[ 0.61252891  1.45155768 -1.13234491  2.05057647 -1.2973527  -0.76995265
  0.35644607  2.2651998   2.07467882  0.21712057  0.        ]",-1.62139,"[[ -0.91757551   1.06054519  -0.1509432   -0.08664888]
 [-19.01973994  19.0388675    0.           0.        ]]",[-2.47240829  0.90098989],[-2.37668566  1.25690459]
6,-0.283330003086,[-0.17239906 -0.25223044],"[ 0.09769636  0.90782005 -1.39861861  2.44563232 -1.29734704 -0.76995066
  0.24160546  2.75998313  1.80540833  0.06362446  0.        ]",-1.53857,"[[ -1.33392172   1.47726102  -0.1509432   -0.08664888]
 [-22.60313679  22.62058254   0.           0.        ]]",[-2.38876581  0.78751856],[-0.95034371  1.44561981]
7,-0.235257009173,[-0.17239906 -0.25223044],"[-0.5654836   0.25069595 -1.39444345  2.21344808 -1.29734137 -0.76994866
  0.13530238  3.24479158  1.45834803  0.06817674  0.        ]",-1.0897,"[[ -1.81926358   1.96488818  -0.1509432   -0.08664888]
 [-25.92013513  26.13029374   0.           0.        ]]",[-2.27314639  0.68588072],[-1.69421566  0.58836895]
8,-0.190783361606,[-0.17239906 -0.25223044],"[-1.21744801 -0.32820634 -0.98496734  1.15542511 -1.29733571 -0.76994667
  0.02479387  3.49475816  1.11876401  0.29322358  0.        ]",-0.838041,"[[ -2.37226339   2.50565361  -0.1509432   -0.08664888]
 [-29.36835691  27.94024096   0.           0.        ]]",[-2.11686492  0.60186929],[-1.40417005  1.0089103 ]
9,-0.181716931854,[-0.17239906 -0.25223044],"[-1.59096646 -0.59603141 -0.16472799 -0.61420534 -1.29733004 -0.76994467
 -0.08350659  3.14974553  0.92610427  0.74036605  0.        ]",-0.959785,"[[ -2.99353682   3.09861853  -0.1509432   -0.08664888]
 [-32.74768044  25.44319891   0.           0.        ]]",[-2.08650017  0.50259864],[-0.1441103   0.46602496]
