timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.258883073004,[-0.15967537 -0.22364996],"[ 1.14837268  2.11560335  0.06162923 -0.65100849 -0.43652491  0.18816343
  0.91278748 -0.36211576  1.64714027 -0.14230702  0.        ]",-1.37591,"[[ 0.00416822  0.03355044 -0.0484647   0.02060636]
 [-0.00322939  0.00425276  0.          0.        ]]",[-0.43969935  1.65729022],[ 0.27091062  1.24470552]
1,-0.258198789227,[-0.15967537 -0.22364996],"[ 1.14822748  2.11268156  0.07762543 -0.52495893 -0.43652388  0.18816305
  0.94922638  0.18553054  1.64453251 -0.08560224  0.        ]",-1.27417,"[[ 0.01484143  0.07335831 -0.0484647   0.02060636]
 [ 1.06699331  3.96334099  0.          0.        ]]",[-0.64113438  1.49757957],[-0.45412036  1.69325862]
2,-0.256075839388,[-0.15967537 -0.22364996],"[ 1.14815241  2.09138832  0.08225431 -0.15358241 -0.43652286  0.18816266
  0.88728289  0.7224883   1.63019546  0.03027482  0.        ]",-1.59881,"[[ 0.0179303   0.19157276 -0.0484647   0.02060636]
 [-0.75203842  7.84516436  0.          0.        ]]",[-0.87277794  1.32413483],[ 1.76008039  0.88993833]
3,-0.250277540153,[-0.15967537 -0.22364996],"[ 1.14711032  2.01792105  0.1193883   0.4255128  -0.43652184  0.18816228
  1.0224522   1.1882239   1.5763343   0.24443543  0.        ]",-1.09241,"[[  0.04271798   0.38225778  -0.0484647    0.02060636]
 [  3.21766099  11.21212614   0.           0.        ]]",[-1.19928229  1.09841263],[-0.67588888 -0.83148967]
4,-0.241764526291,[-0.15967537 -0.22364996],"[ 1.14399287  1.89985879  0.17459211  0.95721158 -0.43652081  0.1881619
  0.92928463  0.70223188  1.48288393  0.45890835  0.        ]",-1.36706,"[[ 0.07962076  0.57124983 -0.0484647   0.02060636]
 [ 0.48166652  7.69877843  0.          0.        ]]",[-1.23588634  1.1194247 ],[ 0.23000224  1.73611159]
5,-0.231327173053,[-0.15967537 -0.22364996],"[ 1.1417012   1.73797396  0.20244376  1.43513969 -0.43651979  0.18816151
  0.95990739  1.22881651  1.36693668  0.61934984  0.        ]",-1.02266,"[[  0.09827738   0.7634208   -0.0484647    0.02060636]
 [  1.38108529  11.50563569   0.           0.        ]]",[-1.52556813  0.87795031],[-1.84222835  1.48893584]
6,-0.214674429477,[-0.15967537 -0.22364996],"[ 1.14326373  1.45375109  0.18400357  1.96283588 -0.43651877  0.18816113
  0.82422915  1.74517865  1.19870439  0.74082323  0.        ]",-0.947136,"[[  0.08592212   1.03098847  -0.0484647    0.02060636]
 [ -2.60335803  15.23865231   0.           0.        ]]",[-1.67284119  0.69520336],[-1.89466867  0.1015519 ]
7,-0.194455514591,[-0.15967537 -0.22364996],"[ 1.14832859  1.06923619  0.04739854  2.32728257 -0.43651775  0.18816075
  0.69125345  1.75917781  1.04128478  0.731276    0.        ]",-0.776169,"[[ -5.32454871e-03   1.33677865e+00  -4.84647046e-02   2.06063625e-02]
 [ -6.50845298e+00   1.53399587e+01   0.00000000e+00   0.00000000e+00]]",[-1.6384989   0.63332272],[-3.19395334  1.39228124]
8,-0.1699788638,[-0.15967537 -0.22364996],"[ 1.1275309   0.60422919 -0.20397628  2.39470637 -0.43651672  0.18816036
  0.56085734  2.26490877  0.89318422  0.61225976  0.        ]",-0.695353,"[[ -0.17391372   1.68026353  -0.0484647    0.02060636]
 [-10.33780482  18.99624665   0.           0.        ]]",[-1.58142602  0.58039129],[-2.61853572  0.26127644]
9,-0.139956079683,[-0.15967537 -0.22364996],"[ 1.0293665   0.10443066 -0.55350271  2.03153267 -0.4365157   0.18815998
  0.43302798  2.35593014  0.72892592  0.41118963  0.        ]",-0.783342,"[[ -0.41833292   2.0667939   -0.0484647    0.02060636]
 [-14.09178552  19.65449402   0.           0.        ]]",[-1.46420765  0.55746955],[-0.28161361 -0.25746989]
10,-0.108596129709,[-0.15967537 -0.22364996],"[ 0.81624858 -0.29305312 -0.91997172  1.27536123 -0.43651468  0.1881596
  0.40454389  2.16097221  0.54735664  0.19109935  0.        ]",-0.428741,"[[ -0.70856099   2.44574404  -0.0484647    0.02060636]
 [-14.92825932  18.24523126   0.           0.        ]]",[-1.34249878  0.5467912 ],[-1.95104063  1.44713989]
11,-0.0734540833073,[-0.15967537 -0.22364996],"[ 0.46244983 -0.55113925 -1.24015441  0.16408097 -0.43651366  0.18815921
  0.27977661  2.65857714  0.31094309 -0.0045438   0.        ]",-0.254327,"[[ -1.04388885e+00   2.84674590e+00  -4.84647046e-02   2.06063625e-02]
 [ -1.85923153e+01   2.18429686e+01   0.00000000e+00   0.00000000e+00]]",[-1.25731719  0.514552  ],[-1.09642752  1.09415233]
12,-0.0424511978121,[-0.15967537 -0.22364996],"[-0.06751144 -0.60879297 -1.43283477 -0.88863138 -0.43651263  0.18815883
  0.15745761  0.29511722  0.07518342 -0.10457649  0.        ]",-0.172168,"[[ -1.45177406e+00   3.18298599e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.21844733e+01   4.75614827e+00   0.00000000e+00   0.00000000e+00]]",[-1.1762408   0.55889064],[-0.6698481   0.72925474]
13,-0.0494620296845,[-0.15967537 -0.22364996],"[-0.70036961 -0.60940531 -1.35415988 -0.84777426 -0.43651161  0.18815845
  0.08209002 -0.818134    0.1301815  -0.09068629  0.        ]",-0.22714,"[[ -1.91767170e+00   3.17009462e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.43978003e+01  -3.29219646e+00   0.00000000e+00   0.00000000e+00]]",[-1.14707792  0.68680495],[ 0.15065038  0.46252167]
14,-0.0611098298046,[-0.15967537 -0.22364996],"[-1.24382969 -0.6088537  -0.9627375  -0.62982566 -0.43651059  0.18815806
  0.1188478  -0.78986084  0.20422208 -0.15098299  0.        ]",-0.179873,"[[ -2.39479728e+00   3.10135023e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.33183239e+01  -3.08781215e+00   0.00000000e+00   0.00000000e+00]]",[-1.1077019  0.7164079],[-0.41275639  0.3240019 ]
15,-0.0662800499215,[-0.15967537 -0.22364996],"[-1.56149852 -0.60450979 -0.34245046 -0.47422704 -0.43650956  0.18815768
  0.07892143 -0.61704468  0.21582626 -0.24099847  0.        ]",-0.175632,"[[ -2.87292799e+00   3.05217428e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.44908387e+01  -1.83843982e+00   0.00000000e+00   0.00000000e+00]]",[-1.07923269  0.71218145],[-0.53404182  1.57475117]
16,-0.064827205319,[-0.15967537 -0.22364996],"[-1.5722528  -0.60084558  0.40804444 -0.39142636 -0.43650854  0.1881573
  0.02343304 -0.48523632  0.17383646 -0.30626137  0.        ]",-0.0284092,"[[ -3.37909426e+00   3.02592475e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.61203638e+01  -8.85533320e-01   0.00000000e+00   0.00000000e+00]]",[-1.07164931  0.67899799],[-2.12017924  1.47255577]
17,-0.0580803405632,[-0.15967537 -0.22364996],"[-1.19801503 -0.59880579  1.12478346 -0.3526959  -0.43650752  0.18815691
 -0.09377902 -0.41850547  0.10404466 -0.32173295  0.        ]",-0.10023,"[[ -3.93603783e+00   3.01362012e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.95625266e+01  -4.03107122e-01   0.00000000e+00   0.00000000e+00]]",[-1.10533404  0.62236303],[-0.4191875   0.38501065]
18,-0.0478453654081,[-0.15967537 -0.22364996],"[-0.47059648 -0.59770726  1.53151226 -0.33333479 -0.4365065   0.18815653
 -0.13036536 -0.3934503   0.0370066  -0.27959801  0.        ]",-0.205832,"[[ -4.53806849e+00   3.00746203e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.06369603e+01  -2.21976538e-01   0.00000000e+00   0.00000000e+00]]",[-1.10151851  0.57257771],[ 0.21904636  1.02302737]
19,-0.038464897794,[-0.15967537 -0.22364996],"[ 0.33583638 -0.59723731  1.4217254  -0.32533658 -0.43650547  0.18815615
 -0.08017988 -0.37156954  0.00499177 -0.1988208   0.        ]",-0.0636241,"[[ -5.13602074e+00   3.00491674e+00  -4.84647046e-02   2.06063625e-02]
 [ -2.91631778e+01  -6.37952861e-02   0.00000000e+00   0.00000000e+00]]",[-1.09877717  0.53016043],[-2.07228079  1.00741086]
20,-0.0352689288659,[-0.15967537 -0.22364996],"[ 0.95909745 -0.59710331  0.81305435 -0.32310223 -0.43650445  0.18815576
 -0.19534235 -0.36508501  0.01948627 -0.108809    0.        ]",-0.0852877,"[[ -5.75321658e+00   3.00420569e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.25451368e+01  -1.69212430e-02   0.00000000e+00   0.00000000e+00]]",[-1.06735539  0.50879443],[-2.28227509  1.06489929]
21,-0.0421492844989,[-0.15967537 -0.22364996],"[ 1.13198256 -0.59706829 -0.17481082 -0.32253935 -0.43650343  0.18815538
 -0.30822502 -0.36327249  0.08315636 -0.04173518  0.        ]",-0.0416247,"[[ -6.43737989e+00   3.00402672e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.58601474e+01  -3.82352239e-03   0.00000000e+00   0.00000000e+00]]",[-1.06586349  0.52647054],[-2.29628263  0.52763533]
22,-0.0549858689377,[-0.15967537 -0.22364996],"[ 0.62196716 -0.59696621 -1.12240248 -0.32085345 -0.43650241  0.188155
 -0.41887293 -0.3676037   0.17634455 -0.04072942  0.        ]",-0.188074,"[[ -7.18718500e+00   3.00349021e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.91095335e+01  -3.51418439e-02   0.00000000e+00   0.00000000e+00]]",[-1.14126003  0.58111686],[-0.2701231   1.19687125]
23,-0.0659721073194,[-0.15967537 -0.22364996],"[-0.39423211 -0.59694156 -1.43294783 -0.32046702 -0.43650138  0.18815461
 -0.42892633 -0.36146148  0.24678659 -0.12057569  0.        ]",-0.117737,"[[ -7.97233813e+00   3.00336740e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.94047971e+01   9.25730761e-03   0.00000000e+00   0.00000000e+00]]",[-1.15055132  0.64536512],[-1.10270456 -0.43796672]
24,-0.0717455381474,[-0.15967537 -0.22364996],"[-1.34413565 -0.5935041  -0.83058755 -0.26642421 -0.43650036  0.18815423
 -0.53718564 -0.60152445  0.25367503 -0.25540835  0.        ]",-0.285952,"[[ -8.79233262e+00   2.98613983e+00  -4.84647046e-02   2.06063625e-02]
 [ -4.25840392e+01  -1.72627822e+00   0.00000000e+00   0.00000000e+00]]",[-1.07004559  0.75754797],[ 0.41723297  1.32852653]
25,-0.0661873346165,[-0.15967537 -0.22364996],"[-1.58503988 -0.59464988  0.344647   -0.28376897 -0.43649934  0.18815385
 -0.45222    -0.0492418   0.16962346 -0.33442756  0.        ]",-0.176388,"[[ -9.61897876e+00   2.99167399e+00  -4.84647046e-02   2.06063625e-02]
 [ -4.00889267e+01   2.26641743e+00   0.00000000e+00   0.00000000e+00]]",[-1.09407508  0.63598305],[-0.06100079  1.03652259]
26,-0.0553937276281,[-0.15967537 -0.22364996],"[-0.9878035  -0.5998772   1.30881824 -0.37282802 -0.43649832  0.18815346
 -0.43342368 -0.30998411  0.0872816  -0.30961285  0.        ]",0.0249164,"[[ -1.04152195e+01   3.02002021e+00  -4.84647046e-02   2.06063625e-02]
 [ -3.95369751e+01   3.81394413e-01   0.00000000e+00   0.00000000e+00]]",[-1.10760045  0.59762198],[-2.03663583 -0.06077355]
27,-0.042232543968,[-0.15967537 -0.22364996],"[ 0.09967094 -0.59944487  1.51044756 -0.36471267 -0.43649729  0.18815308
 -0.54159445 -0.41560463  0.01930436 -0.22988295  0.        ]",-0.0586416,"[[ -1.12378313e+01   3.01744190e+00  -4.84647046e-02   2.06063625e-02]
 [ -4.27136033e+01  -3.82187310e-01   0.00000000e+00   0.00000000e+00]]",[-1.09110487  0.54371154],[-1.43118017 -0.2144811 ]
28,-0.0354181601783,[-0.15967537 -0.22364996],"[ 1.01516656 -0.59655026  0.69789593 -0.31410029 -0.43649627  0.1881527
 -0.64762237 -0.53220157  0.02453697 -0.09507316  0.        ]",-0.169306,"[[ -1.21233443e+01   3.00134119e+00  -4.84647046e-02   2.06063625e-02]
 [ -4.58273117e+01  -1.22512353e+00   0.00000000e+00   0.00000000e+00]]",[-1.04669309  0.5222795 ],[-1.15080618  1.01339713]
29,-0.0484587476367,[-0.15967537 -0.22364996],"[ 0.97671312 -0.59729374 -0.66863129 -0.32655532 -0.43649525  0.18815231
 -0.75154838 -0.24932706  0.12991268 -0.02533896  0.        ]",-0.0026207,"[[ -1.30705116e+01   3.00530686e+00  -4.84647046e-02   2.06063625e-02]
 [ -4.88793064e+01   8.19884253e-01   0.00000000e+00   0.00000000e+00]]",[-1.07732248  0.54375577],[-2.33331919  0.24899449]
30,-0.0631904500773,[-0.15967537 -0.22364996],"[-0.1498864  -0.59817726 -1.44082233 -0.34184597 -0.43649423  0.18815193
 -0.85342093 -0.37349389  0.2301739  -0.09660538  0.        ]",-0.153001,"[[ -1.40781147e+01   3.01017241e+00  -4.84647046e-02   2.06063625e-02]
 [ -5.18710130e+01  -7.77712187e-02   0.00000000e+00   0.00000000e+00]]",[-1.13501596  0.63627052],[-1.39755277  2.30543672]
31,-0.0698488679016,[-0.15967537 -0.22364996],"[-1.39803008 -0.59777806 -0.74457564 -0.33490644 -0.4364932   0.18815155
 -0.95327411 -0.37840246  0.24199888 -0.24652453  0.        ]",-0.0626298,"[[ -1.51449569e+01   3.00796497e+00  -4.84647046e-02   2.06063625e-02]
 [ -5.48034364e+01  -1.13263226e-01   0.00000000e+00   0.00000000e+00]]",[-1.07574332  0.72028446],[-1.85450436  0.73977316]
32,-0.0613258051851,[-0.15967537 -0.22364996],"[-1.39883451 -0.59738135  0.85396378 -0.32812356 -0.43649218  0.18815116
 -1.05114962 -0.37545254  0.12802988 -0.33076933  0.        ]",-0.122441,"[[ -1.62698652e+01   3.00580672e+00  -4.84647046e-02   2.06063625e-02]
 [ -5.76778051e+01  -9.19432422e-02   0.00000000e+00   0.00000000e+00]]",[-1.07287204  0.6633324 ],[-0.44261354  1.00015205]
33,-0.0422160028423,[-0.15967537 -0.22364996],"[-0.02404985 -0.59716597  1.5372047  -0.32449823 -0.43649116  0.18815078
 -1.07193807 -0.36733923  0.01337548 -0.23826517  0.        ]",-0.17869,"[[ -1.74295477e+01   3.00465302e+00  -4.84647046e-02   2.06063625e-02]
 [ -5.82884181e+01  -3.32953102e-02   0.00000000e+00   0.00000000e+00]]",[-1.07884729  0.55554354],[-0.786833    0.65577449]
34,-0.0371146217067,[-0.15967537 -0.22364996],"[ 1.11058511 -0.59701825  0.40373569 -0.32203781 -0.43649014  0.1881504
 -1.13872353 -0.36789161  0.0420746  -0.07329824  0.        ]",-0.133776,"[[ -1.86149954e+01   3.00387000e+00  -4.84647046e-02   2.06063625e-02]
 [ -6.02498116e+01  -3.72945628e-02   0.00000000e+00   0.00000000e+00]]",[-1.02245486  0.51885688],[-1.37068304  0.26393296]
35,-0.0566110846329,[-0.15967537 -0.22364996],"[ 0.51622901 -0.59682501 -1.20436491 -0.31883239 -0.43648911  0.18815001
 -1.2329258  -0.36987952  0.18774652 -0.04622499  0.        ]",-0.0760825,"[[ -1.98477494e+01   3.00284969e+00  -4.84647046e-02   2.06063625e-02]
 [ -6.30163657e+01  -5.16718143e-02   0.00000000e+00   0.00000000e+00]]",[-1.0981648   0.59181494],[-1.62432386  1.35968868]
