timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.238161711902,[-0.04874177 -0.15621214],"[ 1.09120159  1.66804586 -0.07251362 -0.5882947   0.279248    1.12053111
  0.50365909 -0.29352726  0.93024037 -1.1827279   0.        ]",-0.849441,"[[-0.09669298 -0.00830518  0.02685068  0.13233975]
 [ 0.00375508  0.00232777  0.          0.        ]]",[ 0.14582086  1.18585205],[ 0.24835788  1.22710649]
1,-0.234478241704,[-0.04874177 -0.15621214],"[ 1.09244511  1.66744383 -0.05747987 -0.49342907  0.27924655  1.12051889
  0.56330939  0.24714867  0.93379622 -1.13269825  0.        ]",-0.755008,"[[-0.08677661  0.03146492  0.02685068  0.13233975]
 [ 0.9846208   3.96148859  0.          0.        ]]",[ 0.11626241  1.15137386],[-0.2103842   2.03407731]
2,-0.225147453314,[-0.04874177 -0.15621214],"[ 1.09368117  1.65415808 -0.0405882  -0.2128302   0.27924509  1.12050667
  0.51141566  0.77721498  0.93350318 -1.01352599  0.        ]",-0.683643,"[[-0.07564487  0.14963895  0.02685068  0.13233975]
 [ 0.13140641  7.84297668  0.          0.        ]]",[ 0.08653644  1.116575  ],[-0.11741859  0.78694567]
3,-0.211307858712,[-0.04874177 -0.15621214],"[ 1.09345057  1.59851151 -0.04372881  0.21855135  0.27924364  1.12049445
  0.48294164  1.18155282  0.91076156 -0.85970496  0.        ]",-0.560074,"[[ -0.07771396   0.33620601   0.02685068   0.13233975]
 [ -0.33673028  10.80386058   0.           0.        ]]",[ 0.06302401  1.08345652],[-0.37183952  1.00634961]
4,-0.192257458588,[-0.04874177 -0.15621214],"[ 1.09082302  1.45823793 -0.07623946  0.75852063  0.27924218  1.12048223
  0.39381246  1.69312148  0.84655282 -0.69185235  0.        ]",-0.570245,"[[ -0.09915247   0.58987042   0.02685068   0.13233975]
 [ -1.80219532  14.55008602   0.           0.        ]]",[ 0.03636724  1.03095663],[ 0.36592387  0.48448995]
5,-0.165166213572,[-0.04874177 -0.15621214],"[ 1.08760968  1.20101813 -0.10826193  1.29609406  0.27924073  1.12047002
  0.48402961  1.91565197  0.71961813 -0.5116337   0.        ]",-0.706767,"[[ -0.12031382   0.89722457   0.02685068   0.13233975]
 [ -0.31876395  16.17991092   0.           0.        ]]",[ 0.01458159  0.97319186],[ 2.01605138  0.78785145]
6,-0.123207154605,[-0.04874177 -0.15621214],"[ 1.09236973  0.81946599 -0.0577003   1.69455064  0.27923927  1.1204578
  0.72509274  2.29769844  0.48774953 -0.30062053  0.        ]",-0.23439,"[[ -0.08692311   1.24889696   0.02685068   0.13233975]
 [  3.64495912  18.97804239   0.           0.        ]]",[-0.0569154   0.86392343],[-2.16756788 -0.13775192]
7,-0.07872408099,[-0.04874177 -0.15621214],"[ 1.09552817  0.36671935 -0.0083582   1.81424954  0.27923782  1.12044558
  0.48013706  2.1719532   0.19866837 -0.20490624  0.        ]",-0.344452,"[[ -0.05443151   1.61922384   0.02685068   0.13233975]
 [ -0.38262234  18.05766532   0.           0.        ]]",[-0.10884042  0.78869212],[ 0.81741726  0.69633593]
8,-0.0453629860709,[-0.04874177 -0.15621214],"[ 1.09696019 -0.09471813  0.0295123   1.59620251  0.27923636  1.12043337
  0.67745167  2.49950388 -0.09689885 -0.25446378  0.        ]",-0.313275,"[[ -0.02953471   2.00444968   0.02685068   0.13233975]
 [  2.861745    20.45696241   0.           0.        ]]",[-0.19278964  0.69597602],[ 1.13258479  0.62289113]
9,-0.0618413259623,[-0.04874177 -0.15621214],"[ 1.09446314 -0.51660484  0.176205    0.98159149  0.27923491  1.12042115
  0.91489173  2.78084046 -0.40139819 -0.45486937  0.        ]",-0.240649,"[[  0.06687036   2.43426871   0.02685068   0.13233975]
 [  6.76590836  22.51810406   0.           0.        ]]",[-0.26599765  0.63664383],[-1.00106764  0.90503789]
