timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.324190088643,[-0.09756657 -0.19190815],"[ 1.12397918  1.93843102  0.18667691 -0.56921513 -0.9213406   1.02545542
  0.75669776 -0.34454134  1.98215859 -0.78748441  0.        ]",-1.75424,"[[ 0.08498171  0.0454896  -0.10136714  0.11742985]
 [ 0.00481185 -0.00376119  0.          0.        ]]",[ 0.59362876  1.70769453],[ 0.619556    1.33604798]
1,-0.320229027993,[-0.09756657 -0.19190815],"[ 1.12066411  1.93502073  0.2236842  -0.4558542  -0.92133554  1.02544917
  0.8585378   0.20395398  1.97233141 -0.70921072  0.        ]",-1.6698,"[[ 0.10965208  0.0851334  -0.10136714  0.11742985]
 [ 2.45407762  3.95495101  0.          0.        ]]",[ 0.45503482  1.60421956],[ 0.01045215  2.30181275]
2,-0.309408491718,[-0.09756657 -0.19190815],"[ 1.11161543  1.91283399  0.29686067 -0.12128016 -0.92133048  1.02544292
  0.85817383  0.74172049  1.93197743 -0.52245231  0.        ]",-1.44953,"[[ 0.15864668  0.20317465 -0.10136714  0.11742985]
 [ 2.44543081  7.83623824  0.          0.        ]]",[ 0.24922249  1.47404468],[-0.20091018  0.5295992 ]
3,-0.29389826381,[-0.09756657 -0.19190815],"[ 1.1016801   1.84672644  0.35684127  0.36180048 -0.92132542  1.02543667
  0.82308498  1.01081089  1.85058705 -0.31343586  0.        ]",-1.45377,"[[ 0.19908943  0.37938584 -0.10136714  0.11742985]
 [ 1.6016763   9.77840577  0.          0.        ]]",[ 0.08395666  1.37066579],[ 0.06918482  1.63760472]
4,-0.271820441983,[-0.09756657 -0.19190815],"[ 1.09147033  1.70180687  0.40755448  0.9485888  -0.92132035  1.02543042
  0.83310309  1.53257904  1.70945673 -0.10105406  0.        ]",-1.2496,"[[  0.2335404    0.61273848  -0.10136714   0.11742985]
 [  1.84270304  13.54430749   0.           0.        ]]",[-0.14167738  1.2009052 ],[-0.14494411  1.42666803]
5,-0.239530838469,[-0.09756657 -0.19190815],"[ 1.08101796  1.42356499  0.45244251  1.5816024  -0.92131529  1.02542417
  0.80772371  2.04403838  1.48107843  0.08584988  0.        ]",-1.09723,"[[  0.26427038   0.92066402  -0.10136714   0.11742985]
 [  1.2324497   17.23593841   0.           0.        ]]",[-0.35393173  0.99835682],[ 0.03153964  0.71921091]
6,-0.197268547603,[-0.09756657 -0.19190815],"[ 1.07132371  0.99378866  0.4896461   2.05435816 -0.92131023  1.02541791
  0.81192969  2.39127456  1.17553975  0.17341491  0.        ]",-0.822037,"[[  0.28993372   1.2905314   -0.10136714   0.11742985]
 [  1.33369551  19.74244725   0.           0.        ]]",[-0.49051291  0.80326486],[-0.36494922 -0.12892105]
7,-0.153833785019,[-0.09756657 -0.19190815],"[ 1.06651333  0.49435412  0.50685638  2.15019007 -0.92130517  1.02541166
  0.7508511   2.26639089  0.87207158  0.10821308  0.        ]",-0.774527,"[[  0.3018719    1.67633994  -0.10136714   0.11742985]
 [ -0.13509633  18.84138966   0.           0.        ]]",[-0.44720745  0.72127593],[ 0.32126495  0.87158232]
8,-0.116357128784,[-0.09756657 -0.19190815],"[ 1.06229758 -0.00992833  0.52136122  1.79687389 -0.92130011  1.02540541
  0.80389459  2.69277209  0.6064033  -0.1026633   0.        ]",-0.328477,"[[  0.31196815   2.08404962  -0.10136714   0.11742985]
 [  1.14063666  21.91933762   0.           0.        ]]",[-0.39242649  0.64028424],[-1.40222074 -0.05449587]
9,-0.106877545367,[-0.09756657 -0.19190815],"[ 1.06934707 -0.42776576  0.49673945  0.97869425 -0.92129505  1.02539916
  0.63840028  2.60270735  0.4456568  -0.43900727  0.        ]",-0.275905,"[[  0.29485234   2.51591888  -0.10136714   0.11742985]
 [ -2.8392536   21.26970356   0.           0.        ]]",[-0.25710276  0.62646693],[-0.77065051 -0.36360996]
10,-0.130746239093,[-0.09756657 -0.19190815],"[ 1.09913937 -0.64424043  0.37001673 -0.07712895 -0.92128998  1.02539291
  0.51388012  2.34483839  0.41877486 -0.79533473  0.        ]",-0.436866,"[[  0.20802393   2.92264165  -0.10136714   0.11742985]
 [ -5.83377366  19.40875521   0.           0.        ]]",[-0.19036536  0.64170659],[-0.12548055  0.75425989]
11,-0.147421636826,[-0.09756657 -0.19190815],"[ 1.12359988 -0.67481914  0.19045913 -0.61023233 -0.92128492  1.02538666
  0.49798959 -0.14796867  0.43291481 -0.96328554  0.        ]",-0.780014,"[[ 0.087514    3.11041268 -0.10136714  0.11742985]
 [-6.21587741  1.41565269  0.          0.        ]]",[-0.09091449  0.7635895 ],[ 1.22371957  0.5996247 ]
12,-0.144806353403,[-0.09756657 -0.19190815],"[ 1.12886097 -0.67385357  0.06497782 -0.55792476 -0.92127986  1.02538041
  0.66773387 -0.61799544  0.43470945 -0.93378368  0.        ]",-0.551888,"[[ 0.00415396  3.09214529 -0.10136714  0.11742985]
 [-2.13367195 -1.9770124   0.          0.        ]]",[-0.05861437  0.82102323],[-0.11363969  0.94800902]
13,-0.141599688301,[-0.09756657 -0.19190815],"[ 1.12761281 -0.67046171 -0.00549056 -0.44951754 -0.9212748   1.02537416
  0.65077907 -0.56880121  0.43987621 -0.89402557  0.        ]",-0.348343,"[[-0.0426099   3.05422562 -0.10136714  0.11742985]
 [-2.54134681 -1.6219459   0.          0.        ]]",[-0.07033625  0.81810111],[-1.24623561  1.03817103]
14,-0.140000263113,[-0.09756657 -0.19190815],"[ 1.11673431 -0.66716942 -0.14065272 -0.37764388 -0.92126974  1.02536791
  0.48823388 -0.47193561  0.45106187 -0.86480242  0.        ]",-0.645031,"[[-0.13265661  3.02901891 -0.10136714  0.11742985]
 [-6.45029756 -0.92278647  0.          0.        ]]",[-0.09513035  0.81222546],[ 0.5892956   0.39819447]
15,-0.139753056572,[-0.09756657 -0.19190815],"[ 1.09028819 -0.66497689 -0.29514019 -0.33770659 -0.92126468  1.02536166
  0.59056218 -0.41390658  0.46510777 -0.84683398  0.        ]",-0.697064,"[[-0.23697143  3.01498267 -0.10136714  0.11742985]
 [-3.98938783 -0.50394667  0.          0.        ]]",[-0.1087907  0.811064 ],[ 0.44172818  1.3983474 ]
16,-0.139922380064,[-0.09756657 -0.19190815],"[ 1.06785733 -0.66385501 -0.38444759 -0.31893387 -0.92125962  1.0253554
  0.66656888 -0.37207495  0.47413149 -0.8386987   0.        ]",-0.638328,"[[-0.29841904  3.00837657 -0.10136714  0.11742985]
 [-2.16146717 -0.20201821  0.          0.        ]]",[-0.11884674  0.80903506],[ 0.0977643  1.458424 ]
17,-0.140170113483,[-0.09756657 -0.19190815],"[ 1.05106809 -0.6633889  -0.44016345 -0.31143173 -0.92125455  1.02534915
  0.6844411  -0.35523996  0.47965139 -0.83528666  0.        ]",-0.61334,"[[-0.33733533  3.00573517 -0.10136714  0.11742985]
 [-1.73159495 -0.08051342  0.          0.        ]]",[-0.12574887  0.8091625 ],[-0.34957544  2.21179908]
18,-0.140608473663,[-0.09756657 -0.19190815],"[ 1.0275583  -0.66319932 -0.50807914 -0.30844842 -0.92124949  1.0253429
  0.62831068 -0.34850789  0.4858861  -0.83321056  0.        ]",-0.372014,"[[-0.3855101   3.00468473 -0.10136714  0.11742985]
 [-3.08138373 -0.0319305   0.          0.        ]]",[-0.1366086   0.81174254],[-0.99701803  0.3855867 ]
19,-0.141696901438,[-0.09756657 -0.19190815],"[ 0.96896349 -0.66300525 -0.64551216 -0.30541726 -0.92124443  1.02533665
  0.46669836 -0.35206804  0.49873622 -0.83094742  0.        ]",-0.589325,"[[-0.48613213  3.00361729 -0.10136714  0.11742985]
 [-6.96786719 -0.05763571  0.          0.        ]]",[-0.16126291  0.82010406],[-0.47943127  1.72483794]
