timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.0825147250373,[-0.17607377 -0.32029942],"[ 1.1698016   2.33933946  0.19107632 -1.13356487  1.30028025 -0.38978796
  1.15483219 -0.38423387  0.22645498  0.50198634  0.        ]",-0.568941,"[[ 0.09719266 -0.08320613  0.15054801 -0.04647501]
 [ 0.00363539  0.00029118  0.          0.        ]]",[-1.70804262  1.45220399],[-1.00337132  2.10440474]
1,-0.0800369081212,[-0.17607377 -0.32029942],"[ 1.17402456  2.34295478  0.13228873 -0.9902606   1.30027682 -0.38978752
  1.04536806  0.16656787  0.22871356  0.4671494   0.        ]",-0.454101,"[[ 0.05755868 -0.04345709  0.15054801 -0.04647501]
 [-3.95385013  3.96140684  0.          0.        ]]",[-1.91490483  1.21888995],[-2.04682919  1.47685593]
2,-0.0726375443373,[-0.17607377 -0.32029942],"[ 1.17378753  2.34027499 -0.04316769 -0.56360127  1.3002734  -0.38978708
  0.9380702   0.70645985  0.22858725  0.3629798   0.        ]",-0.351895,"[[-0.06043931  0.07472714  0.15054801 -0.04647501]
 [-7.83303175  7.84406706  0.          0.        ]]",[-1.95205188  1.09118986],[-3.06073991  1.28266448]
3,-0.0606597191103,[-0.17607377 -0.32029942],"[ 1.13161115  2.29208573 -0.32895512  0.12957337  1.30026997 -0.38978664
  0.83289346  1.23564567  0.20602247  0.1932572   0.        ]",-0.43327,"[[ -0.2552514    0.26979242   0.15054801  -0.04647501]
 [-11.63553827  11.64974622   0.           0.        ]]",[-1.89239264  1.03790832],[-0.70719833 -0.2651395 ]
4,-0.0468123338532,[-0.17607377 -0.32029942],"[ 0.9982531   2.17450619 -0.68444002  0.86672843  1.30026655 -0.3897862
  0.76188155  1.05768363  0.13453178 -0.0554424   0.        ]",-0.411842,"[[ -0.51372026   0.48994719   0.15054801  -0.04647501]
 [-14.2028576   10.36994143   0.           0.        ]]",[-1.54603529  1.38440418],[-1.25185426  0.79298632]
5,-0.0472429765376,[-0.17607377 -0.32029942],"[ 0.72306605  1.97960461 -1.05587409  1.56722006  1.30026312 -0.38978576
  0.66018047  1.46583041 -0.01718308 -0.35801404  0.        ]",-0.505747,"[[ -0.83466747   0.72679727   0.15054801  -0.04647501]
 [-17.87971893  13.30517675   0.           0.        ]]",[-1.60926187  1.35225117],[-1.14231496  1.637028  ]
6,-0.0700054715258,[-0.17607377 -0.32029942],"[ 0.25999169  1.64411557 -1.35475735  2.26377045  1.3002597  -0.38978532
  0.56046275  1.97975684 -0.27614946 -0.6228799   0.        ]",-0.795601,"[[ -1.22843194   1.0299856    0.15054801  -0.04647501]
 [-21.48487959  17.00117054   0.           0.        ]]",[-1.81638837  1.17406297],[-0.70075873  1.05367217]
7,-0.099841997375,[-0.17607377 -0.32029942],"[-0.35577625  1.13741351 -1.43195772  2.73056283  1.30025627 -0.38978488
  0.495442    2.48331535 -0.62025403 -0.74156657  0.        ]",-0.773075,"[[ -1.68171377   1.40634624   0.15054801  -0.04647501]
 [-23.83561156  20.62267007   0.           0.        ]]",[-2.07552934  0.87179971],[-2.34337112  1.05851243]
8,-0.127048226293,[-0.17607377 -0.32029942],"[-1.00752377  0.49734983 -1.16189985  2.63495938  1.30025285 -0.38978444
  0.39892774  2.97678518 -0.98457278 -0.64000429  0.        ]",-0.763764,"[[ -2.19343401   1.85441012   0.15054801  -0.04647501]
 [-27.32495934  24.17171553   0.           0.        ]]",[-2.14176536  0.61914855],[-2.20452755  0.95981623]
9,-0.146367614775,[-0.17607377 -0.32029942],"[-1.49045486 -0.13439529 -0.48760642  1.6826916   1.30024942 -0.389784
  0.30430702  3.43825546 -1.26181662 -0.29710228  0.        ]",-0.685322,"[[ -2.77425592   2.37114566   0.15054801  -0.04647501]
 [-30.74585013  27.49076215   0.           0.        ]]",[-2.12779832  0.47152564],[-2.95313054  0.33733252]
10,-0.15138585628,[-0.17607377 -0.32029942],"[-1.52828748 -0.50939913  0.45961997 -0.07064998  1.300246   -0.38978356
  0.21157823  3.54795799 -1.31402109  0.18662692  0.        ]",-0.65725,"[[ -3.422812     2.92887742   0.15054801  -0.04647501]
 [-34.09834176  28.2800529    0.           0.        ]]",[-2.14776182  0.33440205],[-2.92101124  0.12945635]
11,-0.145767035916,[-0.17607377 -0.32029942],"[-0.95282551 -0.54027657  1.29555868 -1.00588595  1.30024257 -0.38978313
  0.12069737 -0.2128192  -1.23914323  0.36183694  0.        ]",-0.605412,"[[ -4.13774812   3.18937848   0.15054801  -0.04647501]
 [-37.38402367   1.23323601   0.           0.        ]]",[-2.22080159  0.48690841],[-2.89202414  0.50476708]
12,-0.15581495078,[-0.17607377 -0.32029942],"[ 0.07818018 -0.54188642  1.50325769 -0.8591158   1.30023915 -0.38978269
  0.03164813 -0.86138742 -1.32671714  0.31391331  0.        ]",-0.795022,"[[ -4.91773131   3.14873345   0.15054801  -0.04647501]
 [-40.60348565  -3.43115318   0.           0.        ]]",[-2.2954433   0.58558071],[-1.08726266  1.67943929]
13,-0.168780632428,[-0.17607377 -0.32029942],"[ 0.99279607 -0.53962893  0.78819298 -0.62972045  1.30023572 -0.38978225
 -0.05563005 -0.75377597 -1.40526087  0.40632263  0.        ]",-0.790387,"[[ -5.76146074   3.08520505   0.15054801  -0.04647501]
 [-43.75891737  -2.65724073   0.           0.        ]]",[-2.13092542  0.61507434],[-1.88511806 -0.56014919]
14,-0.166045714505,[-0.17607377 -0.32029942],"[ 1.07559869 -0.52950683 -0.51134763 -0.36046584  1.3002323  -0.38978181
 -0.14118074 -1.05499167 -1.34185567  0.5506523   0.        ]",-1.10251,"[[ -6.66767230e+00   3.01032633e+00   1.50548009e-01  -4.64750067e-02]
 [ -4.68518940e+01  -4.82354059e+00   0.00000000e+00   0.00000000e+00]]",[-1.65576768  0.87521577],[-1.1996493   1.31002168]
15,-0.144808663946,[-0.17607377 -0.32029942],"[ 0.09639961 -0.51674459 -1.40561077 -0.16145011  1.30022887 -0.38978137
 -0.2250288  -0.491395   -1.18532346  0.51161517  0.        ]",-0.986633,"[[ -7.63512505e+00   2.95452461e+00   1.50548009e-01  -4.64750067e-02]
 [ -4.98833147e+01  -7.70267759e-01   0.00000000e+00   0.00000000e+00]]",[-1.58477497  0.77373457],[-1.84630654  0.33481864]
16,-0.135624288765,[-0.17607377 -0.32029942],"[-1.20085117 -0.5162116  -0.98061172 -0.15444712  1.30022545 -0.38978093
 -0.30722506 -0.30525132 -1.17150154  0.31932868  0.        ]",-0.890513,"[[ -8.66260721e+00   2.95255138e+00   1.50548009e-01  -4.64750067e-02]
 [ -5.28550176e+01   5.68437865e-01   0.00000000e+00   0.00000000e+00]]",[-1.51282907  0.81736368],[-1.69563433  0.90719859]
17,-0.149879830147,[-0.17607377 -0.32029942],"[-1.51063176 -0.52744241  0.52058987 -0.32288001  1.30022203 -0.38978049
 -0.38779675  0.19234077 -1.29405963  0.24705872  0.        ]",-0.747448,"[[ -9.74893394e+00   2.99982459e+00   1.50548009e-01  -4.64750067e-02]
 [ -5.57679876e+01   4.14701856e+00   0.00000000e+00   0.00000000e+00]]",[-1.84180713  0.55720651],[-2.11234584 -0.4274656 ]
18,-0.165071926637,[-0.17607377 -0.32029942],"[-0.3443965  -0.53358472  1.52668574 -0.44561297  1.3002186  -0.38978005
 -0.4667807  -0.39140745 -1.39770127  0.30937083  0.        ]",-0.720455,"[[ -1.08929453e+01   3.03406550e+00   1.50548009e-01  -4.64750067e-02]
 [ -5.86235571e+01  -5.11770358e-02   0.00000000e+00   0.00000000e+00]]",[-2.18608332  0.5575797 ],[-1.98683131  0.08961424]
19,-0.173124120105,[-0.17607377 -0.32029942],"[ 1.02494083 -0.53207935  0.72432142 -0.41217627  1.30021518 -0.38977961
 -0.54419303 -0.47018568 -1.42350418  0.46585355  0.        ]",-0.867321,"[[ -1.20934974e+01   3.02475152e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.14223099e+01  -6.17736734e-01   0.00000000e+00   0.00000000e+00]]",[-2.06259418  0.59268695],[-2.44091698  1.32728357]
20,-0.160016278648,[-0.17607377 -0.32029942],"[ 0.77453636 -0.53031905 -1.00290959 -0.37620583  1.30021175 -0.38977917
 -0.62007158 -0.43729976 -1.29497232  0.54669407  0.        ]",-0.958602,"[[ -1.33494681e+01   3.01472032e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.41656147e+01  -3.81232295e-01   0.00000000e+00   0.00000000e+00]]",[-1.60638595  0.70682538],[-2.45621583  0.57985307]
21,-0.141450031814,[-0.17607377 -0.32029942],"[-0.89157585 -0.52918108 -1.24251767 -0.35441366  1.30020833 -0.38977873
 -0.69444824 -0.41597346 -1.19323537  0.40734119  0.        ]",-1.05845,"[[ -1.46597601e+01   3.00863693e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.68546251e+01  -2.27861904e-01   0.00000000e+00   0.00000000e+00]]",[-1.53042459  0.77963835],[-0.27406532  0.40778859]
22,-0.149129806983,[-0.17607377 -0.32029942],"[-1.52624431 -0.52849648  0.46715435 -0.34178124  1.3002049  -0.38977829
 -0.68785318 -0.40219438 -1.28740557  0.25302024  0.        ]",-0.919873,"[[ -1.59944606e+01   3.00510832e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.66162269e+01  -1.28769287e-01   0.00000000e+00   0.00000000e+00]]",[-1.67762303  0.77566934],[-0.35816594  1.28025048]
23,-0.170426845604,[-0.17607377 -0.32029942],"[-0.13548444 -0.52825153  1.53272493 -0.33734834  1.30020148 -0.38977785
 -0.69059905 -0.38714849 -1.43432426  0.32988831  0.        ]",-0.704733,"[[ -1.73277815e+01   3.00386974e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.67155354e+01  -2.05660467e-02   0.00000000e+00   0.00000000e+00]]",[-2.16610026  0.56285256],[-2.36610575 -0.09807702]
24,-0.172733819337,[-0.17607377 -0.32029942],"[ 1.15847492 -0.52737915  0.28519387 -0.32185019  1.30019805 -0.38977741
 -0.76358012 -0.44149316 -1.40293082  0.52591581  0.        ]",-1.01141,"[[ -1.86885658e+01   2.99953752e+00   1.50548009e-01  -4.64750067e-02]
 [ -6.93540930e+01  -4.11403155e-01   0.00000000e+00   0.00000000e+00]]",[-1.92739749  0.61787224],[-0.7359389   0.15558312]
25,-0.15089665803,[-0.17607377 -0.32029942],"[ 0.24291712 -0.52696775 -1.3611846  -0.31471111  1.30019463 -0.38977697
 -0.80619708 -0.35513502 -1.2305942   0.52188014  0.        ]",-0.975386,"[[ -2.00911069e+01   2.99754108e+00   1.50548009e-01  -4.64750067e-02]
 [ -7.08948876e+01   2.09659806e-01   0.00000000e+00   0.00000000e+00]]",[-1.5790863   0.69970095],[-1.67341933  2.06419731]
26,-0.141186644584,[-0.17607377 -0.32029942],"[-1.44122056 -0.52943387 -0.60913129 -0.35922997  1.3001912  -0.38977653
 -0.87689083 -0.34477851 -1.21303177  0.32388553  0.        ]",-0.913123,"[[ -2.15346483e+01   3.00998235e+00   1.50548009e-01  -4.64750067e-02]
 [ -7.34507609e+01   2.84138457e-01   0.00000000e+00   0.00000000e+00]]",[-1.50988579  0.7867797 ],[-1.04427011  0.71060733]
27,-0.161415931785,[-0.17607377 -0.32029942],"[-0.90414449 -0.52946882  1.32802422 -0.35990354  1.30018778 -0.38977609
 -0.94618399 -0.40242778 -1.37722537  0.26878266  0.        ]",-0.730931,"[[ -2.30287996e+01   3.01017053e+00   1.50548009e-01  -4.64750067e-02]
 [ -7.59560059e+01  -1.30463063e-01   0.00000000e+00   0.00000000e+00]]",[-2.01320457  0.60806954],[-1.97291196  0.70648659]
28,-0.174618449597,[-0.17607377 -0.32029942],"[ 0.96548456 -0.52891278  0.83723838 -0.34950131  1.30018436 -0.38977565
 -1.01410422 -0.40303746 -1.43379573  0.47053962  0.        ]",-0.813424,"[[ -2.45725577e+01   3.00726564e+00   1.50548009e-01  -4.64750067e-02]
 [ -7.84116244e+01  -1.34850962e-01   0.00000000e+00   0.00000000e+00]]",[-2.02114654  0.58110696],[-1.71211756 -0.68163664]
29,-0.153063212379,[-0.17607377 -0.32029942],"[ 0.50445577 -0.52252122 -1.23047003 -0.24308281  1.30018093 -0.38977521
 -1.08067878 -0.7785237  -1.23812961  0.54880494  0.        ]",-0.929474,"[[ -2.61649407e+01   2.97747637e+00   1.50548009e-01  -4.64750067e-02]
 [ -8.08186019e+01  -2.83525225e+00   0.00000000e+00   0.00000000e+00]]",[-1.44295609  0.86910546],[-2.50535576  1.36838453]
