timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.14035724779,[-0.11666369 -0.20451781],"[ 1.14056551  2.05707961  0.01274541 -0.78132471  1.56427413  1.13812824
  0.85745461 -0.35748279 -0.01555832 -1.17173055  0.        ]",-0.816356,"[[ -2.93288106e-02  -1.39487095e-02   1.81853018e-01   1.29844319e-01]
 [ -7.47763693e-06  -4.49289549e-03   0.00000000e+00   0.00000000e+00]]",[ 0.62345588  1.80762458],[ 0.36290879  1.12598428]
1,-0.133164466224,[-0.11666369 -0.20451781],"[ 1.1409989   2.05674264  0.03435021 -0.65979034  1.56426186  1.13812229
  0.90950804  0.19052652 -0.01463582 -1.1090471   0.        ]",-0.680117,"[[-0.01494037  0.02568456  0.18185302  0.12984432]
 [ 1.43408196  3.95462717  0.          0.        ]]",[ 0.47233769  1.68365192],[-0.41934233  2.05301041]
2,-0.117905809356,[-0.11666369 -0.20451781],"[ 1.14113983  2.0433063   0.05197906 -0.29930201  1.56424959  1.13811635
  0.84820442  0.72785291 -0.02229613 -0.97817303  0.        ]",-0.720534,"[[ -3.20227292e-03   1.43725982e-01   1.81853018e-01   1.29844319e-01]
 [ -2.54638665e-01   7.83657456e+00   0.00000000e+00   0.00000000e+00]]",[ 0.29769585  1.55073035],[ 0.63424118  0.27850129]
3,-0.0954771125097,[-0.11666369 -0.20451781],"[ 1.1409433   1.99310454  0.08220907  0.19683915  1.56423733  1.13811041
  0.93944998  0.85888104 -0.05641992 -0.79187944  0.        ]",-0.482229,"[[ 0.01692608  0.30995536  0.18185302  0.12984432]
 [ 2.25913292  8.78321437  0.          0.        ]]",[ 0.14396778  1.45453095],[-0.50233185  1.9192295 ]
4,-0.0676404629283,[-0.11666369 -0.20451781],"[ 1.139935    1.87708124  0.11941559  0.79482201  1.56422506  1.13810446
  0.86564618  1.38298264 -0.13798012 -0.57022395  0.        ]",-0.483597,"[[  0.04170992   0.52361038   0.18185302   0.12984432]
 [  0.22605873  12.56966047   0.           0.        ]]",[-0.13694018  1.25152874],[ 0.56607233  1.13013313]
5,-0.0400102191289,[-0.11666369 -0.20451781],"[ 1.13787934  1.63769642  0.15981223  1.48730289  1.56421279  1.13809852
  0.94675279  1.89648609 -0.30322438 -0.32716891  0.        ]",-0.399375,"[[  0.06864831   0.81222674   0.18185302   0.12984432]
 [  2.46051927  16.27962489   0.           0.        ]]",[-0.50389326  0.97730458],[ 0.79072759  1.588141  ]
6,-0.0566062450615,[-0.11666369 -0.20451781],"[ 1.12588453  1.23228163  0.27939872  2.09018851  1.56420052  1.13809258
  1.05857445  2.39977704 -0.61840602 -0.07427226  0.        ]",-0.25472,"[[  0.14876419   1.17430352   0.18185302   0.12984432]
 [  5.54115401  19.91595361   0.           0.        ]]",[-0.8935498   0.69478071],[-1.185653    0.73209066]
7,-0.111010624292,[-0.11666369 -0.20451781],"[ 1.10822286  0.67711503  0.38280014  2.32694801  1.56418826  1.13808663
  0.91101416  2.74649274 -1.01334335 -0.01529491  0.        ]",-0.351724,"[[  0.21880343   1.5977594    0.18185302   0.12984432]
 [  1.47622563  22.42123925   0.           0.        ]]",[-1.02072477  0.60910344],[-0.36578581  0.47434696]
8,-0.15923001971,[-0.11666369 -0.20451781],"[ 1.10366066  0.08119747  0.40435629  1.96751563  1.56417599  1.13808069
  0.85747545  2.94498033 -1.34620674 -0.20905214  0.        ]",-0.394671,"[[  2.33531472e-01   2.06057715e+00   1.81853018e-01   1.29844319e-01]
 [  1.41962692e-03   2.38557324e+01   0.00000000e+00   0.00000000e+00]]",[-1.02919233  0.58060932],[-1.32430937  1.00554814]
9,-0.198911034788,[-0.11666369 -0.20451781],"[ 1.11526209 -0.4187537   0.3461287   0.91345143  1.56416373  1.13807475
  0.71383039  3.42757153 -1.55225997 -0.60025456  0.        ]",-0.520384,"[[  0.19385916   2.57268248   0.18185302   0.12984432]
 [ -3.95568387  27.34311651   0.           0.        ]]",[-0.98636901  0.56256521],[-1.58441723  0.37917982]
