timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.132753483467,[ 0.02007675  0.03093575],"[ 1.11552803  1.19809735 -0.11694132 -0.06293056  0.79575443  0.48135846
 -0.26783506 -0.05291796  0.5003921  -0.4231703   0.        ]",-0.52671,"[[-0.03959384  0.05355158  0.09028294  0.05513246]
 [ 0.00274783 -0.00494058  0.          0.        ]]",[ 0.0309376  0.0173633],[ 0.12247742 -0.688988  ]
1,-0.133649206065,[ 0.02007675  0.03093575],"[ 1.11565335  1.19933851 -0.10942151 -0.10828524  0.79568977  0.48132895
 -0.22248945 -0.40314504  0.50051381 -0.43693753  0.        ]",-0.489563,"[[-0.0346676   0.02607986  0.09028294  0.05513246]
 [ 0.4882562  -2.73313915  0.          0.        ]]",[ 0.03107645  0.01706531],[ 0.04279515  0.3961195 ]
2,-0.134448892879,[ 0.02007675  0.03093575],"[ 1.11597868  1.1995282  -0.09208265 -0.17170366  0.79562512  0.48129946
 -0.20763086 -0.19482482  0.50028177 -0.44967018  0.        ]",-0.613425,"[[-0.02330714 -0.01230367  0.09028294  0.05513246]
 [ 0.64726261 -1.11062054  0.          0.        ]]",[ 0.03104743  0.01709817],[  1.93303498e-03  -2.00284355e+00]
3,-0.136089778712,[ 0.02007675  0.03093575],"[ 1.11615128  1.19600694 -0.07237574 -0.27358061  0.79556049  0.48126997
 -0.20795925 -0.70033313  0.49841208 -0.47786773  0.        ]",-0.502518,"[[-0.01039827 -0.07402329  0.09028294  0.05513246]
 [ 0.64363052 -5.0482184   0.          0.        ]]",[ 0.03122822  0.01676398],[ 0.29881955  0.62374527]
4,-0.137062817359,[ 0.02007675  0.03093575],"[ 1.11596279  1.1852482  -0.03482704 -0.39701964  0.79549587  0.48124048
 -0.0988428  -0.37042767  0.49461692 -0.4991902   0.        ]",-0.553757,"[[ 0.01419691 -0.14920937  0.09028294  0.05513246]
 [ 1.81200304 -2.47895071  0.          0.        ]]",[ 0.03127547  0.01666865],[-0.14560183 -1.30832307]
5,-0.137792792627,[ 0.02007675  0.03093575],"[ 1.11463454  1.1634508   0.01113035 -0.54098551  0.79543127  0.481211
 -0.15583541 -0.87243745  0.48757796 -0.5224441   0.        ]",-0.516223,"[[ 0.04431342 -0.23802143  0.09028294  0.05513246]
 [ 1.20166766 -6.38922378  0.          0.        ]]",[ 0.03149318  0.01637192],[ 0.61608818  0.85025297]
6,-0.136604974347,[ 0.02007675  0.03093575],"[ 1.11000428  1.13033812  0.08459098 -0.68802259  0.79536668  0.48118153
  0.06944552 -0.42399737  0.47909262 -0.52224651  0.        ]",-0.498245,"[[ 0.09254812 -0.33076721  0.09028294  0.05513246]
 [ 3.61379115 -2.89698476  0.          0.        ]]",[ 0.03157936  0.01621527],[-0.44332358 -0.77657757]
7,-0.134345752147,[ 0.02007675  0.03093575],"[ 1.10108788  1.08927936  0.16639543 -0.82358748  0.79530211  0.48115206
 -0.10092636 -0.8113238   0.46929756 -0.51026294  0.        ]",-0.519179,"[[ 0.14652201 -0.41897618  0.09028294  0.05513246]
 [ 1.78965293 -5.91386498  0.          0.        ]]",[ 0.03170077  0.01595601],[-0.01374426 -0.76193141]
8,-0.135097306956,[ 0.02007675  0.03093575],"[ 1.09318261  1.00087764  0.21896057 -1.0379156   0.79523756  0.4811226
 -0.10921387 -1.18354977  0.44131692 -0.56759455  0.        ]",-0.507838,"[[ 0.18142452 -0.56634826  0.09028294  0.05513246]
 [ 1.7008683  -8.81367829  0.          0.        ]]",[ 0.03172799  0.01553157],[ 0.08781501 -0.49329575]
9,-0.135832465044,[ 0.02007675  0.03093575],"[ 1.08297378  0.84946699  0.27457071 -1.29016241  0.79517302  0.48109314
 -0.07985805 -1.41175902  0.38951801 -0.6493959   0.        ]",-0.377292,"[[  0.21859483  -0.76046967   0.09028294   0.05513246]
 [  2.01509228 -10.59253146   0.           0.        ]]",[ 0.03179448  0.01490065],[-1.86029946 -0.26853164]
10,-0.139695758326,[ 0.02007675  0.03093575],"[ 1.08279602  0.6361278   0.27486173 -1.52415966  0.79510849  0.48106368
 -0.45316398 -1.52094768  0.29958174 -0.78261191  0.        ]",-0.597522,"[[  0.21879991  -0.9808716    0.09028294   0.05513246]
 [ -1.98140234 -11.4448494    0.           0.        ]]",[ 0.03174129  0.01496231],[ 1.78147434  0.06232727]
11,-0.142410831405,[ 0.02007675  0.03093575],"[ 1.08254318  0.38423153  0.27552951 -1.69385143  0.79504399  0.48103424
 -0.07991429 -1.46008021  0.1840727  -0.89171507  0.        ]",-0.562249,"[[  0.21925777  -1.20503018   0.09028294   0.05513246]
 [  2.01399884 -10.97255027   0.           0.        ]]",[ 0.03170352  0.01486622],[ 1.20988311 -0.60334671]
12,-0.135716870688,[ 0.02007675  0.03093575],"[ 1.05457941  0.08816647  0.39296557 -1.79000383  0.7949795   0.48100479
  0.28606668 -1.73866151  0.07624321 -0.89781383  0.        ]",-0.373989,"[[  0.29884344  -1.44627995   0.09028294   0.05513246]
 [  5.9316063  -13.14512701   0.           0.        ]]",[ 0.03115776  0.01495148],[-0.5069977   0.12619794]
13,-0.126504776938,[ 0.02007675  0.03093575],"[ 1.00920412 -0.2346659   0.53262805 -1.78831811  0.79491502  0.48097536
  0.08760655 -1.64074484 -0.04421206 -0.8748911   0.        ]",-0.506027,"[[  0.39616379  -1.70155275   0.09028294   0.05513246]
 [  3.80744247 -12.38472341   0.           0.        ]]",[ 0.03091993  0.01511107],[ 1.13021226 -0.66984636]
14,-0.11589576079,[ 0.02007675  0.03093575],"[ 0.94020788 -0.56618116  0.69050866 -1.66999775  0.79485056  0.48094593
  0.45036301 -1.94930335 -0.17886602 -0.82527002  0.        ]",-0.263166,"[[  0.51126948  -1.97340241   0.09028294   0.05513246]
 [  7.69028961 -14.79215105   0.           0.        ]]",[ 0.03050331  0.01537419],[-0.94038126  2.61481774]
15,-0.1072088206,[ 0.02007675  0.03093575],"[ 0.85559495 -0.84253711  0.83826186 -1.45917552  0.79478612  0.4809165
  0.08829574 -1.40327119 -0.30986562 -0.76214663  0.        ]",-0.321351,"[[  0.62619685  -2.22657501   0.09028294   0.05513246]
 [  3.81530777 -10.53934497   0.           0.        ]]",[ 0.0303579  0.0154437],[-0.58291683 -0.71431734]
16,-0.106079406517,[ 0.02007675  0.03093575],"[ 0.81206413 -1.05687223  0.90176549 -1.18582453  0.79472169  0.48088708
 -0.13439902 -1.73912815 -0.45276863 -0.71605336  0.        ]",-0.380709,"[[  0.67859101  -2.46364571   0.09028294   0.05513246]
 [  1.43195929 -13.15901667   0.           0.        ]]",[ 0.03023933  0.01531889],[ 1.43883355  0.82607767]
17,-0.106241334444,[ 0.02007675  0.03093575],"[ 0.7511902  -1.21081595  0.98033015 -0.86848265  0.79465727  0.48085767
  0.23288465 -1.28577376 -0.58299295 -0.64491857  0.        ]",-0.434617,"[[ 0.74666606 -2.69139336  0.09028294  0.05513246]
 [ 5.36256198 -9.6274931   0.          0.        ]]",[ 0.03037419  0.01617236],[ 1.94906581  0.13468273]
