timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.251841208394,[-0.12728718 -0.20918119],"[ 1.14079505  2.06891953  0.12609376 -0.98775716 -0.38168577 -0.12358836
  0.87039346 -0.35844406  1.58827168  0.13228376  0.        ]",-1.20393,"[[ 0.04670338 -0.07892518 -0.04153202 -0.01434083]
 [-0.00050239  0.00101973  0.          0.        ]]",[-0.9084757   1.49960291],[-0.473196    3.68010251]
1,-0.251987585518,[-0.12728718 -0.20918119],"[ 1.14175701  2.07206008  0.09788039 -0.86496485 -0.38168482 -0.12358808
  0.80345877  0.18974232  1.58912258  0.13589338  0.        ]",-0.944282,"[[ 0.0278966  -0.03916985 -0.04153202 -0.01434083]
 [-1.8739326   3.96131286  0.          0.        ]]",[-1.04112291  1.39157879],[-1.72935245  2.37626693]
2,-0.251686484669,[-0.12728718 -0.20918119],"[ 1.14063764  2.06886231 -0.01739781 -0.49956671 -0.38168386 -0.12358781
  0.66339582  0.72718445  1.58822411  0.10928534  0.        ]",-1.22494,"[[-0.04891581  0.07901267 -0.04153202 -0.01434083]
 [-5.79425235  7.84399203  0.          0.        ]]",[-1.11678255  1.30491364],[ 0.11794236  2.19910915]
3,-0.249791958533,[-0.12728718 -0.20918119],"[ 1.12488059  2.02270599 -0.18166122  0.09363042 -0.3816829  -0.12358753
  0.68410492  1.25373827  1.57514979  0.0954521   0.        ]",-0.564672,"[[ -0.1589846    0.27405979  -0.04153202  -0.01434083]
 [ -5.21454151  11.64803987   0.           0.        ]]",[-1.2295419   1.19845843],[-3.61391741  1.08513299]
4,-0.244038756171,[-0.12728718 -0.20918119],"[ 1.07985218  1.8779917  -0.39042686  0.85884312 -0.38168194 -0.12358726
  0.54640159  1.77007587  1.53382401  0.09444523  0.        ]",-0.902869,"[[ -3.01946266e-01   5.44448481e-01  -4.15320212e-02  -1.43408327e-02]
 [ -9.06882097e+00   1.53783518e+01   0.00000000e+00   0.00000000e+00]]",[-1.32476485  1.06759274],[-1.8839155   1.75542198]
5,-0.230945662877,[-0.12728718 -0.20918119],"[ 0.9590381   1.57448507 -0.69152682  1.65808621 -0.38168099 -0.12358698
  0.41141072  2.27611583  1.44132956  0.03527248  0.        ]",-0.730646,"[[ -5.21231330e-01   8.88698761e-01  -4.15320212e-02  -1.43408327e-02]
 [ -1.28471871e+01   1.90343941e+01   0.00000000e+00   0.00000000e+00]]",[-1.39961648  0.92161465],[-2.27690118 -0.28509809]
6,-0.209993033027,[-0.12728718 -0.20918119],"[ 0.70848815  1.14394876 -1.03680825  2.19668153 -0.38168003 -0.12358671
  0.27911347  2.06769787  1.28878606 -0.09889151  0.        ]",-0.800918,"[[ -8.15325918e-01   1.25428261e+00  -4.15320212e-02  -1.43408327e-02]
 [ -1.65501629e+01   1.75288645e+01   0.00000000e+00   0.00000000e+00]]",[-1.3180747  0.8872875],[-1.60910798  1.50063938]
7,-0.180453545692,[-0.12728718 -0.20918119],"[ 0.28450189  0.62933326 -1.33360739  2.34270452 -0.38167907 -0.12358643
  0.14934994  2.56759723  1.06151975 -0.25081078  0.        ]",-0.876754,"[[ -1.18276918e+00   1.64110012e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.01822217e+01   2.11406896e+01   0.00000000e+00   0.00000000e+00]]",[-1.35876942  0.74406284],[ 0.59471216 -0.18708632]
8,-0.143581756219,[-0.12728718 -0.20918119],"[-0.22103691  0.09943248 -1.4450956   1.99857214 -0.38167811 -0.12358616
  0.2476705   2.40684558  0.78571882 -0.28479392  0.        ]",-0.428597,"[[ -1.55880367e+00   2.05226277e+00  -4.15320212e-02  -1.43408327e-02]
 [ -1.74302287e+01   1.99795857e+01   0.00000000e+00   0.00000000e+00]]",[-1.38367271  0.65635008],[-1.4079513   0.32262615]
9,-0.103642443404,[-0.12728718 -0.20918119],"[-0.74026495 -0.32402968 -1.3420333   1.20391614 -0.38167715 -0.12358589
  0.11851904  2.52872242  0.50652762 -0.20707536  0.        ]",-0.292315,"[[ -1.94367698e+00   2.46069247e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.10451426e+01   2.08603993e+01   0.00000000e+00   0.00000000e+00]]",[-1.3299315   0.62154531],[-0.77767534 -0.12168659]
10,-0.0661549775964,[-0.12728718 -0.20918119],"[-1.24693092 -0.57498985 -0.96757688  0.08947562 -0.3816762  -0.12358561
  0.02336693  2.40468965  0.25770781 -0.0272386   0.        ]",-0.24892,"[[ -2.39130192e+00   2.86891139e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.37084223e+01   1.99645532e+01   0.00000000e+00   0.00000000e+00]]",[-1.28997087  0.60167736],[-0.18306105  1.17986583]
11,-0.054349539595,[-0.12728718 -0.20918119],"[-1.56611779 -0.62399759 -0.34952141 -0.85235547 -0.38167524 -0.12358534
  0.01420699  0.22634384  0.13854849  0.19204664  0.        ]",-0.103165,"[[ -2.86804101e+00   3.17667784e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.39648051e+01   4.22641615e+00   0.00000000e+00   0.00000000e+00]]",[-1.22242522  0.61829621],[-1.35370129  0.96085164]
12,-0.0538581105928,[-0.12728718 -0.20918119],"[-1.57762828 -0.62454984  0.41392778 -0.80640532 -0.38167428 -0.12358506
 -0.11031135 -0.79608536  0.15558029  0.1246395   0.        ]",-0.0817817,"[[ -3.38230658e+00   3.16182229e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.74500303e+01  -3.16044873e+00   0.00000000e+00   0.00000000e+00]]",[-1.11691582  0.67688262],[-0.62936279 -0.38252299]
13,-0.0437670819965,[-0.12728718 -0.20918119],"[-1.18969475 -0.62254228  1.14259746 -0.56392534 -0.38167332 -0.12358479
 -0.1799252  -1.00134626  0.09687949  0.02472368  0.        ]",-0.0920567,"[[ -3.95085700e+00   3.08342134e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.93985013e+01  -4.64344776e+00   0.00000000e+00   0.00000000e+00]]",[-1.0799979   0.68579245],[-0.16801323  0.50101113]
14,-0.0291686004401,[-0.12728718 -0.20918119],"[-0.47471035 -0.61340169  1.53491845 -0.34204017 -0.38167237 -0.12358451
 -0.18289174 -0.7140889  -0.00836569  0.02580329  0.        ]",-0.0935184,"[[ -4.53966025e+00   3.01137558e+00  -4.15320212e-02  -1.43408327e-02]
 [ -2.94815449e+01  -2.56809010e+00   0.00000000e+00   0.00000000e+00]]",[-1.15445936  0.62055445],[-0.84392126  1.62785604]
