timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
0,-0.327261179709,[ 0.0166073  -0.06279111],"[ 1.07101768  1.42649034  0.07285141 -0.38158398 -0.52283059  1.61819112
  0.17890226 -0.22376238  1.47915504 -1.32633913  0.        ]",-1.23416,"[[ 0.01401939  0.03031385 -0.0619364   0.18852565]
 [-0.00244605 -0.00320357  0.          0.        ]]",[-0.01178783  0.75046355],[ 0.40819164  0.41605343]
1,-0.324186649937,[ 0.0166073  -0.06279111],"[ 1.07050499  1.42568338  0.09758796 -0.34840862 -0.52282513  1.61814304
  0.31567629 -0.00358683  1.47748357 -1.28856519  0.        ]",-1.00587,"[[ 0.03016587  0.04677302 -0.0619364   0.18852565]
 [ 1.61172167  1.64363376  0.          0.        ]]",[-0.01209863  0.74989164],[-1.24438174  1.82514823]
2,-0.320164926737,[ 0.0166073  -0.06279111],"[ 1.07076946  1.4183672   0.08565164 -0.20313454 -0.52281966  1.61809497
 -0.02235853  0.52164878  1.47258484 -1.24290982  0.        ]",-1.31749,"[[ 0.02237464  0.1190626  -0.0619364   0.18852565]
 [-2.37755732  5.57222447  0.          0.        ]]",[-0.01285444  0.74804163],[ 1.08475671  1.81769686]
3,-0.309782029017,[ 0.0166073  -0.06279111],"[ 1.07094196  1.38316523  0.07430783  0.09355027 -0.52281419  1.6180469
  0.31671293  1.03606467  1.45126743 -1.13691115  0.        ]",-0.866676,"[[ 0.01497145  0.26911254 -0.0619364   0.18852565]
 [ 1.6239541   9.41995626  0.          0.        ]]",[-0.01296644  0.7500608 ],[-1.18377736 -0.39669516]
4,-0.296364969284,[ 0.0166073  -0.06279111],"[ 1.07103987  1.31111433  0.06277325  0.41620213 -0.52280873  1.61799883
 -0.02116431  0.80131314  1.40985089 -1.0205122   0.        ]",-0.879108,"[[  7.44459409e-03   4.39895739e-01  -6.19363976e-02   1.88525653e-01]
 [ -2.36340286e+00   7.66419997e+00   0.00000000e+00   0.00000000e+00]]",[-0.01510468  0.74746799],[-1.19738889  0.79981573]
5,-0.291275202931,[ 0.0166073  -0.06279111],"[ 1.06673522  1.19806174 -0.06966473  0.73486178 -0.52280326  1.61795078
 -0.35252321  1.2045975   1.37504226 -1.01510249  0.        ]",-1.3367,"[[ -0.07905776   0.6234462   -0.0619364    0.18852565]
 [ -6.27383986  10.68076013   0.           0.        ]]",[-0.01693951  0.74666339],[ 2.33842656 -0.04855885]
6,-0.282116190969,[ 0.0166073  -0.06279111],"[ 1.05255655  1.02871824 -0.1982241   1.04972627 -0.5227978   1.61790272
 -0.00673743  1.15040925  1.31780558 -0.99404227  0.        ]",-1.01271,"[[ -0.16359326   0.8329961   -0.0619364    0.18852565]
 [ -2.19321815  10.27561993   0.           0.        ]]",[-0.01558287  0.74849522],[  1.42880687e-04   5.58595367e-01]
7,-0.264393297516,[ 0.0166073  -0.06279111],"[ 1.04146203  0.80657901 -0.26363024  1.31543559 -0.52279233  1.61785467
 -0.00304006  1.41888405  1.22351728 -0.91960499  0.        ]",-0.927209,"[[ -0.20702031   1.05865885  -0.0619364    0.18852565]
 [ -2.14958609  12.28396149   0.           0.        ]]",[-0.0185515   0.74022019],[-0.51008557  1.8953366 ]
8,-0.242010592193,[ 0.0166073  -0.06279111],"[ 1.02090704  0.48682585 -0.35716371  1.52144491 -0.52278686  1.61780662
 -0.17051377  1.9157386   1.08593289 -0.8634366   0.        ]",-0.981294,"[[ -0.26984156   1.34163069  -0.0619364    0.18852565]
 [ -4.12592995  16.00080565   0.           0.        ]]",[-0.02619208  0.72284847],[ 0.72220522  1.27775528]
9,-0.210607412343,[ 0.0166073  -0.06279111],"[ 0.99945553  0.05597623 -0.43486797  1.55778755 -0.5227814   1.61775858
  0.07862898  2.40254696  0.87398731 -0.81801592  0.        ]",-0.678803,"[[ -0.32286434   1.69819     -0.0619364    0.18852565]
 [ -1.1858574   19.64303753   0.           0.        ]]",[-0.0366437   0.69638813],[-0.98743801  1.85677445]
10,-0.179822137205,[ 0.0166073  -0.06279111],"[ 0.96934378 -0.43155589 -0.52495288  1.27020772 -0.52277593  1.61771054
 -0.25050412  2.87973283  0.60143838 -0.85708812  0.        ]",-0.565972,"[[ -0.38554973   2.12688092  -0.0619364    0.18852565]
 [ -5.06986051  23.2140792    0.           0.        ]]",[-0.05849034  0.65489262],[-0.93607969  1.39756228]
