timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.153233631809,[-0.76205365  1.86416393],-0.766424,"[[ 0.05176727 -0.05326968  0.16486308 -0.1414671 ]
 [-0.00023757  0.00438123  0.          0.        ]]","[ 1.25864945  2.52967205  0.17755637 -1.18197504  1.43363421 -1.23541758
  1.74871047 -0.40332588  0.11863673  1.35302054  0.        ]",[-1.18279171  0.52509856],[-0.38731846 -0.24465048]
1,-0.151381578868,[-1.92273815 -0.48923824],-0.843362,"[[ 0.02150082 -0.01344332  0.16486308 -0.1414671 ]
 [-3.01635884  3.96505144  0.          0.        ]]","[ 1.26017638  2.53166955  0.13308028 -1.01782971  1.43363088 -1.23541521
  1.65123858  0.14869966  0.11944761  1.33607496  0.        ]",[-1.21587312  0.32359582],[-0.38731846 -0.24465048]
2,-0.13762773195,[-1.43345936 -0.13878933],-0.733423,"[[-0.0779104   0.04564891  0.16486308 -0.1414671 ]
 [-6.91179722  1.9508776   0.          0.        ]]","[ 1.25630749  2.53021427 -0.01298814 -0.7741964   1.43362755 -1.23541284
  1.52535218 -0.13202961  0.11692753  1.2126676   0.        ]",[-1.03293669  0.57344472],[-0.38731846 -0.24465048]
3,-0.105076193325,[-1.58007508  0.83675645],-0.574761,"[[ -0.25446298   0.07877986   0.16486308  -0.1414671 ]
 [-10.73074751   1.36416275   0.           0.        ]]","[ 1.21606193  2.5270801  -0.26870385 -0.6378325   1.43362422 -1.23541047
  1.40193834 -0.21380402  0.08254713  0.92857103  0.        ]",[-0.729213    0.88921893],[-0.38731846 -0.24465048]
4,-0.0590691291898,[-0.72760639  0.99955083],-0.465611,"[[ -0.50665197   0.13904865   0.16486308  -0.1414671 ]
 [-14.47568907   4.65173952   0.           0.        ]]","[ 1.08716127  2.51714455 -0.61211087 -0.39079051  1.4336209  -1.2354081
  1.2809168   0.24440882 -0.03072592  0.5534713   0.        ]",[-0.36037451  1.06851637],[-0.38731846 -0.24465048]
5,-0.0110293076022,[-0.85043014  0.94909378],-0.421204,"[[ -0.82218836   0.27087763   0.16486308  -0.1414671 ]
 [-17.06934079   8.51823078   0.           0.        ]]","[ 0.81983521  2.47651941 -0.97589532  0.14111444  1.43361757 -1.23540573
  1.19709995  0.78330874 -0.24464662  0.18553785  0.        ]",[ 0.00920285  1.2031225 ],[-0.38731846 -0.24465048]
6,-0.0510060946853,[ 0.09410583  1.03539465],-0.386925,"[[ -1.19395974   0.47726238   0.16486308  -0.1414671 ]
 [-20.09778644  12.10818908   0.           0.        ]]","[ 0.38848399  2.36248105 -1.26587564  0.93199252  1.43361424 -1.23540336
  1.09923301  1.28366477 -0.56206108 -0.10965758  0.        ]",[ 0.16721965  1.2415657 ],[-0.38731846 -0.24465048]
7,-0.100690265007,[ 1.24437728  1.50311154],-0.399567,"[[ -1.58821276   0.75673698   0.16486308  -0.1414671 ]
 [-19.3301041   15.82683135   0.           0.        ]]","[-0.14325172  2.11834257 -1.36883162  1.86898693  1.43361092 -1.23540099
  1.12403895  1.80195294 -0.91977397 -0.24734342  0.        ]",[ 0.14566953  0.97576201],[-0.38731846 -0.24465048]
8,-0.129401153158,[ 0.75505998 -0.67593788],-0.436629,"[[ -1.93130328   1.10983352   0.16486308  -0.1414671 ]
 [-14.99321363  19.47076831   0.           0.        ]]","[-0.60591431  1.69079062 -1.27452387  2.73119348  1.43360759 -1.23539861
  1.26418428  2.30982273 -1.16693617 -0.18584483  0.        ]",[-0.0201881   0.53440857],[-0.38731846 -0.24465048]
9,-0.142157793571,[ 0.47967116  0.7425244 ],-0.538675,"[[ -2.19821337   1.46851178   0.16486308  -0.1414671 ]
 [-11.70864263  16.4073581    0.           0.        ]]","[-0.9291895   1.17170301 -1.08898348  3.14006067  1.43360426 -1.23539624
  1.37032306  1.88284879 -1.29051109 -0.01552426  0.        ]",[-0.1228122   0.43058109],[-0.38731846 -0.24465048]
10,-0.14846087274,[-0.81226432  1.37662324],-0.688426,"[[ -2.41102276   1.82288981   0.16486308  -0.1414671 ]
 [ -9.57921829  19.02179576   0.           0.        ]]","[-1.14682143  0.63923667 -0.87979653  3.03124129  1.43360093 -1.23539387
  1.43913257  2.24722897 -1.33769594  0.21236475  0.        ]",[-0.40165269  0.01999676],[-0.38731846 -0.24465048]
11,-0.158882534176,[-0.78783514 -0.27891481],-0.870268,"[[ -2.63296742   2.23927335   0.16486308  -0.1414671 ]
 [-12.60523129  22.60454844   0.           0.        ]]","[-1.32427813  0.07826214 -0.61463469  2.27396139  1.43359761 -1.2353915
  1.34134345  2.74656021 -1.3587836   0.52907555  0.        ]",[-0.74609405 -0.1224817 ],[-0.38731846 -0.24465048]
12,-0.18106243113,[-1.66930964  0.65890081],-1.26783,"[[ -2.91386458   2.67578849   0.16486308  -0.1414671 ]
 [-15.47502952  21.05212368   0.           0.        ]]","[-1.46330411 -0.33625763 -0.23051506  0.88985368  1.43359428 -1.23538913
  1.24860293  2.5301766  -1.39476042  0.8931564   0.        ]",[-1.05509377  0.1593976 ],[-0.38731846 -0.24465048]
13,-0.201349527181,[-1.20792864  1.38669307],-1.45492,"[[ -3.26002073   3.05921604   0.16486308  -0.1414671 ]
 [-19.12863832  11.34280659   0.           0.        ]]","[-1.48925801 -0.4924935   0.27522319 -0.62305573  1.43359095 -1.23538676
  1.13053394  1.17694276 -1.4135062   1.16833749  0.        ]",[-1.27153599  0.7345795 ],[-0.38731846 -0.24465048]
14,-0.207235916462,[-1.16308876  1.24093886],-1.47039,"[[ -3.67852661   3.12770841   0.16486308  -0.1414671 ]
 [-22.70984208  -0.99444432   0.           0.        ]]","[-1.30476805 -0.49748336  0.8536581  -0.90513265  1.43358763 -1.23538439
  1.01480514 -0.542555   -1.40500179  1.2593167   0.        ]",[-1.33887029  1.0015825 ],[-0.38731846 -0.24465048]
15,-0.209866929594,[-1.28702004  1.72885479],-1.40928,"[[ -4.16793852   3.08761477   0.16486308  -0.1414671 ]
 [-26.21961312  -2.26827244   0.           0.        ]]","[-0.83382691 -0.49542283  1.35938228 -0.73989307  1.4335843  -1.23538202
  0.90138504 -0.72009343 -1.46528753  1.21180703  0.        ]",[-1.30634618  0.8413375 ],[-0.38731846 -0.24465048]
16,-0.219391315232,[-0.21834372  0.23219836],-1.47609,"[[ -4.72684724   3.0488168    0.16486308  -0.1414671 ]
 [-29.65978879  -1.53557454   0.           0.        ]]","[-0.0992616  -0.4911144   1.5718451  -0.58033135  1.43358097 -1.23537965
  0.79021416 -0.61797328 -1.54421048  1.22938321  0.        ]",[-1.33898139  0.47871161],[-0.38731846 -0.24465048]
17,-0.229316166603,[-1.46487717  0.08297597],-1.57257,"[[ -5.32282488   3.0248631    0.16486308  -0.1414671 ]
 [-29.93705483  -0.87981709   0.           0.        ]]","[ 0.67167412 -0.48732033  1.30641639 -0.48209033  1.43357764 -1.23537728
  0.7812533  -0.52657677 -1.58567884  1.30794349  0.        ]",[-1.38833439  0.13650775],[-0.38731846 -0.24465048]
18,-0.23420596567,[-1.38688993  0.56598466],-1.64982,"[[ -5.95534422   3.01073138   0.16486308  -0.1414671 ]
 [-33.30366036  -0.53453479   0.           0.        ]]","[ 1.18701467 -0.48467681  0.57497865 -0.42425755  1.43357432 -1.23537491
  0.67246004 -0.47845268 -1.5660195   1.40165518  0.        ]",[-1.56852186 -0.04258871],[-0.38731846 -0.24465048]
19,-0.230956214346,[-3.42924194 -0.22516363],-1.67648,"[[ -6.65452702   3.00456791   0.16486308  -0.1414671 ]
 [-36.60362752  -0.15599013   0.           0.        ]]","[ 1.16645711 -0.48342964 -0.43213443 -0.39906688  1.43357099 -1.23537254
  0.56582033 -0.42569269 -1.48822903  1.45831066  0.        ]",[-1.80100036 -0.02031708],[-0.38731846 -0.24465048]
