timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.363428339306,[-3.61636346  0.20996405],-2.68112,"[[ 0.06992241  0.05210778 -0.14831964 -0.04631227]
 [-0.00219998 -0.00144766  0.          0.        ]]","[ 1.15065403  1.96435376  0.24751985 -0.75657702 -1.28763634 -0.40340706
  1.27936049 -0.38041749  2.51537704  0.65903695  0.        ]",[-4.64768219  0.2848506 ],[-0.5861569  -0.36818287]
1,-0.362701044322,[-4.88912729 -0.33821675],-2.61469,"[[ 0.03018508  0.06043595 -0.14831964 -0.04631227]
 [-3.95835995  0.83148376  0.          0.        ]]","[ 1.15340093  1.96373218  0.18772204 -0.73021627 -1.28763495 -0.40340687
  1.16953238 -0.25925339  2.51989657  0.59386108  0.        ]",[-4.52474642  0.42030978],[-0.5861569  -0.36818287]
2,-0.359594418237,[-3.82183288  0.41072108],-2.63547,"[[-0.08788183  0.06347889 -0.14831964 -0.04631227]
 [-7.83542347 -0.5226848   0.          0.        ]]","[ 1.1486952   1.96347983  0.0099947  -0.72058758 -1.28763355 -0.40340668
  1.06190029 -0.45624001  2.52051876  0.37869172  0.        ]",[-4.12840414  0.82129377],[-0.5861569  -0.36818287]
3,-0.351891414686,[-3.8666332   2.00031767],-2.5613,"[[ -0.28273225   0.06946067  -0.14831964  -0.04631227]
 [-11.63696077   1.11539526   0.           0.        ]]","[ 1.09914829  1.96295198 -0.27812537 -0.70166547 -1.28763216 -0.40340649
  0.95636507 -0.21795324  2.47211246  0.02888408  0.        ]",[-3.54422402  1.23258054],[-0.5861569  -0.36818287]
4,-0.337697129062,[-2.92666494  1.13512867],-2.48008,"[[ -0.55286819   0.13128876  -0.14831964  -0.04631227]
 [-15.36422934   5.05426509   0.           0.        ]]","[ 0.94810102  1.95477896 -0.64902676 -0.50667411 -1.28763077 -0.4034063
  0.85289176  0.35502261  2.32742053 -0.37926708  0.        ]",[-2.88257337  1.52138138],[-0.5861569  -0.36818287]
5,-0.314957449769,[-2.46834726  2.4206331 ],-2.21378,"[[ -0.89681069   0.27110998  -0.14831964  -0.04631227]
 [-19.01789096   8.91493443   0.           0.        ]]","[ 0.63444231  1.91795574 -1.03508676 -0.07270512 -1.28762937 -0.40340611
  0.75146196  0.91662253  2.05593133 -0.77584879  0.        ]",[-2.0278604   1.82219195],[-0.5861569  -0.36818287]
6,-0.280928204294,[-1.7371977   2.79461762],-1.90227,"[[ -1.31310453   0.48737324  -0.14831964  -0.04631227]
 [-22.59966259  12.6986627    0.           0.        ]]","[ 0.12403397  1.81257267 -1.31481071  0.56294204 -1.28762798 -0.40340591
  0.65202799  1.4670289   1.64345611 -1.084046    0.        ]",[-1.37869763  1.86211324],[-0.5861569  -0.36818287]
7,-0.233397973339,[-1.55752397  1.20173981],-1.62059,"[[ -1.80033019   0.77855081  -0.14831964  -0.04631227]
 [-26.11138565  16.40653613   0.           0.        ]]","[-0.54273169  1.58622611 -1.32504313  1.3045888  -1.28762659 -0.40340572
  0.55453869  2.0063984   1.11956696 -1.20433629  0.        ]",[-1.1395303   1.56953859],[-0.5861569  -0.36818287]
8,-0.17228191611,[-1.97379294 -0.27687565],-1.28554,"[[ -2.35710544   1.14313578  -0.14831964  -0.04631227]
 [-29.55492271  20.0395802    0.           0.        ]]","[-1.20653044  1.1943042  -0.92225608  1.96300893 -1.2876252  -0.40340553
  0.45894235  2.53487848  0.58296811 -1.05027748  0.        ]",[-1.29798508  0.85939109],[-0.5861569  -0.36818287]
9,-0.100588739348,[-1.39684445  1.31057278],-1.10627,"[[ -2.98206985   1.52891595  -0.14831964  -0.04631227]
 [-32.93050849  18.54316499   0.           0.        ]]","[-1.59294322  0.70257112 -0.09710249  2.24573833 -1.2876238  -0.40340534
  0.36523243  2.31719404  0.15478169 -0.62233876  0.        ]",[-1.15515614  0.83244824],[-0.5861569  -0.36818287]
10,-0.0452933718513,[-1.08011493  0.14551191],-0.858223,"[[ -3.67389767   1.9357788   -0.14831964  -0.04631227]
 [-36.24140851  22.13100583   0.           0.        ]]","[-1.41924138  0.1766481   0.90698871  2.03969186 -1.28762241 -0.40340515
  0.27331827  2.83909366  0.00528261 -0.02866164  0.        ]",[-1.31147587  1.0919776 ],[-0.5861569  -0.36818287]
11,-0.0828932917127,[-1.60499351  1.3471998 ],-0.956582,"[[ -4.43128899   2.37973346  -0.14831964  -0.04631227]
 [-39.48687218  22.26408153   0.           0.        ]]","[-0.61168688 -0.30683711  1.58991955  1.2665961  -1.28762102 -0.40340496
  0.18322071  2.85844097  0.21249166  0.46676313  0.        ]",[-1.51228678  1.36601436],[-0.5861569  -0.36818287]
12,-0.13220915011,[-3.28588589  1.31873892],-1.13542,"[[ -5.25293869   2.86027991  -0.14831964  -0.04631227]
 [-42.6672014   25.77923639   0.           0.        ]]","[ 0.48309174 -0.61956502  1.43422647 -0.04159368 -1.28761963 -0.40340477
  0.09493134  3.36975779  0.6089543   0.57513473  0.        ]",[-2.42216587  0.99880177],[-0.5861569  -0.36818287]
13,-0.144744657479,[-2.68663422  0.72645435],-1.24823,"[[ -6.1375467    3.24920614  -0.14831964  -0.04631227]
 [-45.78320367   4.8842735    0.           0.        ]]","[ 1.139397   -0.66377404  0.36092189 -1.26219638 -1.28761823 -0.40340458
  0.00842777  0.3302742   0.78664829  0.34411903  0.        ]",[-2.04687953  0.97906488],[-0.5861569  -0.36818287]
14,-0.142927677459,[-1.19604176  1.53662334],-1.23426,"[[ -7.08384767e+00   3.21969094e+00  -1.48319636e-01  -4.63122674e-02]
 [ -4.88366331e+01  -4.50555708e+00   0.00000000e+00   0.00000000e+00]]","[ 0.73414221 -0.6673826  -0.93936852 -1.16903232 -1.28761684 -0.40340439
 -0.07633872 -1.03561607  0.73569107  0.48413265  0.        ]",[-2.21434498  1.09004104],[-0.5861569  -0.36818287]
15,-0.16176071217,[-3.37212265  1.1507368 ],-1.30461,"[[ -8.09060613e+00   3.12947167e+00  -1.48319636e-01  -4.63122674e-02]
 [ -5.18291835e+01  -3.95904181e+00   0.00000000e+00   0.00000000e+00]]","[-0.55226513 -0.67130508 -1.32257562 -0.88327022 -1.28761545 -0.4034042
 -0.15941514 -0.95611652  0.87035578  0.56261491  0.        ]",[-2.43130469  0.82957065],[-0.5861569  -0.36818287]
16,-0.165009241738,[-1.79223276  0.13207629],-1.38971,"[[ -9.15661891e+00   3.06718195e+00  -1.48319636e-01  -4.63122674e-02]
 [ -5.47623108e+01  -2.30511616e+00   0.00000000e+00   0.00000000e+00]]","[-1.56109032 -0.66775228 -0.25699122 -0.68601498 -1.28761406 -0.40340401
 -0.2408419  -0.71552788  0.93427661  0.43276872  0.        ]",[-2.10382247  0.69321543],[-0.5861569  -0.36818287]
17,-0.148171645883,[-1.68005265  0.43143414],-1.18529,"[[ -1.02807117e+01   3.02677132e+00  -1.48319636e-01  -4.63122674e-02]
 [ -5.76373872e+01  -1.73795185e+00   0.00000000e+00   0.00000000e+00]]","[-1.13432057 -0.66271748  1.28016715 -0.55848612 -1.28761266 -0.40340381
 -0.3206571  -0.63302498  0.81452434  0.34514741  0.        ]",[-1.49835241  1.06594777],[-0.5861569  -0.36818287]
18,-0.138539470791,[-1.82963259  0.31803353],-1.12262,"[[ -1.14617348e+01   3.00705660e+00  -1.48319636e-01  -4.63122674e-02]
 [ -6.04555444e+01  -4.61409063e-01   0.00000000e+00   0.00000000e+00]]","[ 0.3930414  -0.65948401  1.48828191 -0.4964722  -1.28761127 -0.40340362
 -0.39889214 -0.44733246  0.7037698   0.46737327  0.        ]",[-1.53627026  1.18377626],[-0.5861569  -0.36818287]
