timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.30780911286,[-2.59586457  1.03586701],-1.24734,"[[ 0.02034822 -0.06281462 -0.09674415 -0.02961675]
 [ 0.00423001  0.00104462  0.          0.        ]]","[ 1.26927878  2.46538614  0.13425967 -1.21216396 -0.8475795  -0.26125197
  1.79158652 -0.40157355  2.07535996  0.33255082  0.        ]",[-2.17534971  1.2530967 ],[-0.13981225 -0.18146768]
1,-0.307491253822,[-2.18536968  0.75087765],-1.28554,"[[-0.01927398 -0.02305065 -0.09674415 -0.02961675]
 [-3.95326668  3.96214595  0.          0.        ]]","[ 1.26929579  2.46785982  0.07610253 -1.04943427 -0.84757405 -0.26125093
  1.62549453  0.14932739  2.07533983  0.29955237  0.        ]",[-2.21914911  1.23513412],[-0.13981225 -0.18146768]
2,-0.30582593815,[-2.56297615  1.37437586],-1.23472,"[[-0.13725659  0.0852511  -0.09674415 -0.02961675]
 [-7.83208039  6.85836702  0.          0.        ]]","[ 1.25655089  2.46278678 -0.09645193 -0.60623392 -0.84756861 -0.26124989
  1.4627103   0.55212642  2.0680586   0.19232474  0.        ]",[-2.23374581  1.22241735],[-0.13981225 -0.18146768]
3,-0.301197253582,[-3.23317973  1.59890593],-1.14562,"[[ -0.33204992   0.26079817  -0.09674415  -0.02961675]
 [-11.63461221  10.68356137   0.           0.        ]]","[ 1.19408727  2.41781768 -0.37411037  0.10120178 -0.84756317 -0.26124885
  1.3031318   1.08412079  2.03336383  0.01641654  0.        ]",[-2.23615694  1.20038557],[-0.13981225 -0.18146768]
4,-0.291062241438,[-2.75205459  1.21419108],-1.08715,"[[ -0.60214128   0.51208668  -0.09674415  -0.02961675]
 [-15.36217828  14.43271894   0.           0.        ]]","[ 1.02661708  2.27723006 -0.72702792  1.05211978 -0.84755773 -0.2612478
  1.1467027   1.60552708  1.9417639  -0.20194628  0.        ]",[-2.19809508  1.17074943],[-0.13981225 -0.18146768]
5,-0.272077998278,[-1.77532642  0.31862104],-0.969657,"[[ -0.94604942   0.83760781  -0.09674415  -0.02961675]
 [-19.01660101  18.10700589   0.           0.        ]]","[ 0.69620517  1.97595358 -1.08621803  2.08862145 -0.84755229 -0.26124676
  0.99334563  2.11649558  1.76203124 -0.42347748  0.        ]",[-2.113837    1.11929214],[-0.13981225 -0.18146768]
6,-0.241608416543,[-1.57985907  1.4013324 ],-0.742249,"[[ -1.36232186   1.20880533  -0.09674415  -0.02961675]
 [-22.5989285   19.0095406    0.           0.        ]]","[ 0.17424611  1.50714518 -1.33169056  2.87560343 -0.84754685 -0.26124572
  0.84301586  2.24196603  1.47566221 -0.60448043  0.        ]",[-1.94442475  1.0621208 ],[-0.13981225 -0.18146768]
7,-0.198559509529,[-0.29129078  0.90060622],-0.548085,"[[ -1.84954922   1.62493184  -0.09674415  -0.02961675]
 [-26.11230334  22.59096976   0.           0.        ]]","[-0.4916252   0.89978439 -1.30679881  3.13492862 -0.84754141 -0.26124468
  0.6955809   2.73996235  1.1055514  -0.6545603   0.        ]",[-1.77590191  0.95832515],[-0.13981225 -0.18146768]
8,-0.147566328457,[-0.81290289  0.73104638],-0.36071,"[[ -2.37821096   2.10801446  -0.09674415  -0.02961675]
 [-26.75166962  25.70694375   0.           0.        ]]","[-1.1094568   0.21894563 -0.91041723  2.56388284 -0.84753596 -0.26124363
  0.66874762  3.17317131  0.76314677 -0.46934148  0.        ]",[-1.63201249  0.80146706],[-0.13981225 -0.18146768]
9,-0.106397607978,[-0.29889862  2.32702224],-0.200734,"[[ -2.94024478   2.64606581  -0.09674415  -0.02961675]
 [-29.44263887  28.09035871   0.           0.        ]]","[-1.46479754 -0.3284913  -0.18912635  0.99253557 -0.84753052 -0.26124259
  0.55582381  3.50444899  0.56600562 -0.0794895   0.        ]",[-1.55192542  0.68775082],[-0.13981225 -0.18146768]
10,-0.10438589573,[-0.64893833  0.7831517 ],-0.165805,"[[ -3.53513703e+00   3.15592275e+00  -9.67441502e-02  -2.96167485e-02]
 [ -3.00447734e+01   1.13492310e+01   0.00000000e+00   0.00000000e+00]]","[-1.38710515 -0.50728269  0.66732068 -1.01371374 -0.84752508 -0.26124155
  0.53055384  1.17641782  0.55609308  0.2627655   0.        ]",[-1.3082279   0.82033312],[-0.13981225 -0.18146768]
11,-0.110737469768,[ 0.24389937  2.47595922],-0.254821,"[[ -4.15585193e+00   3.19858778e+00  -9.67441502e-02  -2.96167485e-02]
 [ -3.20199591e+01  -2.78229705e+00   0.00000000e+00   0.00000000e+00]]","[-0.8411355  -0.50501732  1.35079747 -1.18832892 -0.84751964 -0.2612405
  0.44766671 -0.78870443  0.59455493  0.31622356  0.        ]",[-1.12773812  0.93200678],[-0.13981225 -0.18146768]
12,-0.0966182850492,[-2.1677638   0.89748086],-0.186356,"[[ -4.78020332e+00   3.12659487e+00  -9.67441502e-02  -2.96167485e-02]
 [ -3.04204603e+01  -3.56973237e+00   0.00000000e+00   0.00000000e+00]]","[-0.01797385 -0.50726338  1.56892396 -0.89357871 -0.8475142  -0.26123946
  0.51478458 -0.8981991   0.49551753  0.27208672  0.        ]",[-1.09469223  0.94458574],[-0.13981225 -0.18146768]
13,-0.0886655705285,[-2.10516627  0.89849951],-0.157965,"[[ -5.42229436e+00   3.06781272e+00  -9.67441502e-02  -2.96167485e-02]
 [ -3.37774473e+01  -2.25931387e+00   0.00000000e+00   0.00000000e+00]]","[ 0.78859631 -0.50338094  1.21767971 -0.65308343 -0.84750876 -0.26123842
  0.37391224 -0.71596817  0.41881661  0.33719239  0.        ]",[-1.15159595  0.96781123],[-0.13981225 -0.18146768]
14,-0.0945123314708,[-1.49486954  0.45201968],-0.170167,"[[ -6.13085819e+00   3.03422379e+00  -9.67441502e-02  -2.96167485e-02]
 [ -3.70679751e+01  -1.18016631e+00   0.00000000e+00   0.00000000e+00]]","[ 1.25355168 -0.49885884  0.32713523 -0.5160754  -0.84750332 -0.26123738
  0.23582899 -0.56589877  0.42935347  0.44028251  0.        ]",[-1.26184869  1.00195694],[-0.13981225 -0.18146768]
