timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.388540178086,[-4.90449748  1.30139039],-3.36489,"[[  6.09470199e-02  -3.93507505e-02  -1.78015408e-01   3.23715540e-02]
 [ -3.65919280e-07   3.86531060e-03   0.00000000e+00   0.00000000e+00]]","[ 1.11132705  1.78925905  0.32338751 -1.14104331 -1.55064043  0.27543859
  1.06967042 -0.37390743  2.89383251 -0.12719713  0.        ]",[-4.87411261  0.55601972],[-0.78495395 -0.553523  ]
1,-0.388965781836,[-4.61673739  1.0104791 ],-3.43542,"[[  2.12410655e-02   4.69073532e-04  -1.78015408e-01   3.23715540e-02]
 [ -3.95741314e+00   3.96491099e+00   0.00000000e+00   0.00000000e+00]]","[ 1.11361133  1.79026433  0.26260352 -1.03070199 -1.55063889  0.2754385
  0.96503109  0.23291531  2.89523043 -0.16515575  0.        ]",[-5.04660273  0.67633742],[-0.78495395 -0.553523  ]
2,-0.389541836434,[-4.77461616  0.77144329],-3.50457,"[[-0.09682754  0.11872263 -0.17801541  0.03237155]
 [-7.83653228  7.84749378  0.          0.        ]]","[ 1.10736469  1.78109994  0.08192755 -0.70371007 -1.55063735  0.27543841
  0.86246204  0.82771754  2.89137031 -0.27819487  0.        ]",[-5.13365316  0.77579761],[-0.78495395 -0.553523  ]
3,-0.388396119512,[-4.4952167  1.526845 ],-3.50517,"[[ -0.29170565   0.3047755   -0.17801541   0.03237155]
 [-11.63864569  10.74809201   0.           0.        ]]","[ 1.05474501  1.73027475 -0.21059341 -0.20027081 -1.55063581  0.27543833
  0.7619292   1.2720815   2.85907697 -0.47084277  0.        ]",[-4.94139957  0.89727831],[-0.78495395 -0.553523  ]
4,-0.382468817829,[-5.39396094  0.95830174],-3.44493,"[[ -0.5618773    0.55734138  -0.17801541   0.03237155]
 [-15.36617815  14.49592524   0.           0.        ]]","[ 0.8985476   1.59327877 -0.58628409  0.43404191 -1.55063426  0.27543824
  0.66336842  1.8462384   2.76286384 -0.72490052  0.        ]",[-4.95191145  0.84881771],[-0.78495395 -0.553523  ]
5,-0.367689134154,[-4.21437894  0.31215456],-3.34499,"[[ -0.90586472   0.88245684  -0.17801541   0.03237155]
 [-19.02053316  18.00378546   0.           0.        ]]","[ 0.57739166  1.3155032  -0.97575493  1.10859214 -1.55063272  0.27543815
  0.56674259  2.38362933  2.56464891 -0.98892714  0.        ]",[-5.14479017  0.66115582],[-0.78495395 -0.553523  ]
6,-0.341102306678,[-5.89203783  1.76752809],-2.96386,"[[ -1.32221587   1.25135284  -0.17801541   0.03237155]
 [-22.60286565  18.8826889    0.           0.        ]]","[ 0.05769336  0.89740363 -1.25508822  1.5994832  -1.55063118  0.27543807
  0.47202116  2.5182696   2.24218004 -1.21405411  0.        ]",[-4.98769903  0.53003097],[-0.78495395 -0.553523  ]
7,-0.300702894003,[-5.10401613  1.06904562],-2.55901,"[[ -1.80952167   1.66496699  -0.17801541   0.03237155]
 [-26.11620358  22.46658401   0.           0.        ]]","[-0.61822604  0.36625661 -1.25873023  1.72742008 -1.55062964  0.27543798
  0.37912405  3.06730261  1.81801488 -1.29372904  0.        ]",[-5.14597368  0.21455002],[-0.78495395 -0.553523  ]
8,-0.248361165283,[-4.71554029 -0.09366931],-2.13268,"[[ -2.36640679   2.14953675  -0.17801541   0.03237155]
 [-29.56092983  25.9785892    0.           0.        ]]","[-1.28760833 -0.2232917  -0.84227851  1.28833402 -1.55062809  0.27543789
  0.28804113  3.60531556  1.39305782 -1.10786252  0.        ]",[-5.05660534  0.23190618],[-0.78495395 -0.553523  ]
9,-0.201130258027,[-5.67230951  0.63384578],-1.90743,"[[ -2.99150265e+00   2.66019816e+00  -1.78015408e-01   3.23715540e-02]
 [ -3.29373200e+01   2.50906355e+01   0.00000000e+00   0.00000000e+00]]","[ -1.67210439e+00  -6.65031631e-01   9.50078854e-04   2.51337836e-01
  -1.55062655e+00   2.75437806e-01   1.98765101e-01   3.46927122e+00
   1.12664576e+00  -6.95679582e-01   0.00000000e+00]",[-4.35727358  0.96000326],[-0.78495395 -0.553523  ]
