timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.412363141782,[-6.89815424 -2.12401684],-4.69361,"[[ 0.09016605  0.01805749 -0.15890189 -0.16546922]
 [ 0.00305372  0.00019181  0.          0.        ]]","[ 1.10034994  1.71510073  0.41461293 -1.06336389 -1.3795772  -1.42575346
  1.04005592 -0.3761427   2.81432977  2.01617056  0.        ]",[-7.59182024 -1.7094456 ],[-0.85245049 -0.57768762]
1,-0.407595589119,[-7.10592327 -0.79048911],-4.45503,"[[ 0.05055146 -0.02165111 -0.15890189 -0.16546922]
 [-3.95135155 -3.95786555  0.          0.        ]]","[ 1.10425634  1.71500661  0.35333096 -1.1729331  -1.37957606 -1.42575223
  0.93691201 -0.99840649  2.82224401  1.88835735  0.        ]",[-7.40257835 -1.29438531],[-0.85245049 -0.57768762]
2,-0.391284721894,[-6.80798212 -1.301774  ],-4.20858,"[[-0.06737026 -0.13141146 -0.15890189 -0.16546922]
 [-7.82793415 -7.00800469  0.          0.        ]]","[ 1.10286515  1.70416539  0.17055965 -1.47478139 -1.37957492 -1.42575101
  0.83579806 -1.47793152  2.80217457  1.51765849  0.        ]",[-7.05028772 -0.86959469],[-0.85245049 -0.57768762]
3,-0.357067300889,[-6.78898584  0.84567441],-3.45453,"[[ -0.26205336  -0.30989194  -0.15890189  -0.16546922]
 [-11.62781032 -10.82730092   0.           0.        ]]","[ 1.05814791  1.65374959 -0.12681594 -1.95472326 -1.37957378 -1.42574978
  0.73668492 -2.07837726  2.63462508  0.94178137  0.        ]",[-5.75677109  0.41942215],[-0.85245049 -0.57768762]
4,-0.303118273914,[-3.96393909  0.44147431],-2.98353,"[[ -0.53201238  -0.49067374  -0.15890189  -0.16546922]
 [-15.35569707  -7.26272188   0.           0.        ]]","[ 0.91213105  1.5628343  -0.51175358 -2.4135312  -1.37957265 -1.42574855
  0.63944956 -1.51797273  2.22237524  0.34389646  0.        ]",[-3.96887112  0.90880382],[-0.85245049 -0.57768762]
5,-0.232474284666,[-2.3834837   0.98893953],-2.31635,"[[ -0.87578431  -0.6169274   -0.15890189  -0.16546922]
 [-19.00934409  -5.36889754   0.           0.        ]]","[ 0.601509    1.47708228 -0.91619056 -2.709654   -1.37957151 -1.42574732
  0.54415064 -1.22023554  1.58139483 -0.07904502  0.        ]",[-1.43397021  1.89904678],[-0.85245049 -0.57768762]
6,-0.146569036489,[ 1.26237246  2.42766494],-1.93445,"[[ -1.29191093  -0.68392731  -0.15890189  -0.16546922]
 [-22.59132133  -1.34443238   0.           0.        ]]","[ 0.08924749  1.42466243 -1.21600322 -2.85675752 -1.37957037 -1.42574609
  0.45072112 -0.58753182  0.78158421 -0.18783884  0.        ]",[ 0.79295731  2.37067461],[-0.85245049 -0.57768762]
7,-0.0679722951634,[ 2.05293118  1.76545803],-1.60441,"[[ -1.69957289  -0.67082377  -0.15890189  -0.16546922]
 [-18.1894621    2.64142104   0.           0.        ]]","[-0.47716375  1.43527422 -1.26308252 -2.82857429 -1.37956923 -1.42574486
  0.56553543  0.03910147  0.09509189  0.02836747  0.        ]",[ 1.68950987  2.05310011],[-0.85245049 -0.57768762]
8,-0.0282485398519,[ 1.49828185  1.78196355],-1.68004,"[[ -2.02006864  -0.57879975  -0.15890189  -0.16546922]
 [-13.87448658   6.54788403   0.           0.        ]]","[-0.90633582  1.50481075 -1.12201837 -2.62267586 -1.3795681  -1.42574364
  0.67808348  0.65325337 -0.32004003  0.3209351   0.        ]",[ 1.79254389  1.70427513],[-0.85245049 -0.57768762]
9,-0.0375374007919,[ 1.41918099  1.10368577],-1.87863,"[[ -2.25512283  -0.4094267   -0.15890189  -0.16546922]
 [ -9.645076    10.37660453   0.           0.        ]]","[-1.18391255  1.6084885  -0.92673215 -2.21168152 -1.37956696 -1.42574241
  0.78839967  1.25518247 -0.53084162  0.51188028  0.        ]",[ 1.68418694  1.01794815],[-0.85245049 -0.57768762]
