timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.258777321899,[-2.44229169  0.45957133],-1.60795,"[[-0.0918653   0.05623028 -0.0440574  -0.06476505]
 [-0.00186975 -0.00231428  0.          0.        ]]","[ 1.22878736  2.28690126 -0.03475632 -0.64760352 -0.38639103 -0.55823048
  1.4655217  -0.38758848  1.66174711  0.50850752  0.        ]",[-2.3588295   0.93617803],[-0.43303233 -0.25519332]
1,-0.257047941988,[-2.30949528  2.60548617],-1.50489,"[[-0.13159995  0.07445766 -0.0440574  -0.06476505]
 [-3.95842009  1.8189757   0.          0.        ]]","[ 1.2226824   2.28519811 -0.09312137 -0.5834172  -0.38639077 -0.55823005
  1.34659335 -0.13276481  1.6576197   0.45572793  0.        ]",[-2.33355927  0.96470422],[-0.43303233 -0.25519332]
2,-0.252101927653,[-1.10830661  0.51051613],-1.63756,"[[-0.24968874  0.15021867 -0.0440574  -0.06476505]
 [-7.83754441  5.74403283  0.          0.        ]]","[ 1.19187117  2.27309871 -0.26441632 -0.3178066  -0.38639052 -0.55822963
  1.22999273  0.41640485  1.63820485  0.31994665  0.        ]",[-2.29614019  0.96305996],[-0.43303233 -0.25519332]
3,-0.242962729399,[-2.89550217  1.86320581],-1.49294,"[[ -0.44458308   0.28425401  -0.0440574   -0.06476505]
 [-11.63925199   7.65310896   0.           0.        ]]","[ 1.10067026  2.23198365 -0.53489337  0.14373883 -0.38639026 -0.5582292
  1.11571949  0.68351062  1.58231772  0.11135433  0.        ]",[-2.0854063   1.11752057],[-0.43303233 -0.25519332]
4,-0.22803571274,[-1.24065344  0.7591546 ],-1.44334,"[[ -0.71476634   0.47553543  -0.0440574   -0.06476505]
 [-15.36671627  11.46227245   0.           0.        ]]","[ 0.89740587  2.13112372 -0.86801607  0.76968492 -0.38639    -0.55822877
  1.00367815  1.2164641   1.45932764 -0.14832928  0.        ]",[-1.87505341  1.18630266],[-0.43303233 -0.25519332]
5,-0.205508112155,[-1.87791754  1.53975521],-1.21177,"[[ -1.05875992   0.73267025  -0.0440574   -0.06476505]
 [-19.02058718  14.24182484   0.           0.        ]]","[ 0.53192473  1.92370271 -1.18775774  1.51444801 -0.38638974 -0.55822834
  0.89384913  1.60535888  1.24141371 -0.40601961  0.        ]",[-1.59350562  1.29831946],[-0.43303233 -0.25519332]
6,-0.173420534226,[-1.8167849   0.63180111],-0.937488,"[[ -1.47511681   1.05440378  -0.0440574   -0.06476505]
 [-22.60334437  17.919089     0.           0.        ]]","[-0.011448    1.56820494 -1.3705742   2.22287989 -0.38638948 -0.55822791
  0.78615782  2.11985214  0.91866392 -0.59053756  0.        ]",[-1.38170409  1.26169086],[-0.43303233 -0.25519332]
7,-0.130713210343,[-1.12933694 -0.27977635],-0.675061,"[[ -1.96242507   1.43431249  -0.0440574   -0.06476505]
 [-26.11600058  20.0644138    0.           0.        ]]","[-0.66890107  1.0588588  -1.2654176   2.650207   -0.38638922 -0.55822749
  0.68057375  2.42000241  0.52216965 -0.6189013   0.        ]",[-1.3029623   0.97845852],[-0.43303233 -0.25519332]
8,-0.079650335594,[-1.95669099  0.29570232],-0.481302,"[[ -2.51929466   1.82047403  -0.0440574   -0.06476505]
 [-29.55967135  18.55659016   0.           0.        ]]","[-1.26245588  0.51324951 -0.76078666  2.57358733 -0.38638896 -0.55822706
  0.57706334  2.20903049  0.11996795 -0.46159334  0.        ]",[-1.23761535  0.75107342],[-0.43303233 -0.25519332]
9,-0.025555864672,[-0.85144654  0.32022701],-0.283682,"[[ -3.14436542   2.19963261  -0.0440574   -0.06476505]
 [-32.93622907  19.356535     0.           0.        ]]","[-1.52070063  0.02750506  0.10495283  2.0079628  -0.3863887  -0.55822663
  0.47557029  2.32094437 -0.16747354 -0.12534475  0.        ]",[-1.22654867  0.65122014],[-0.43303233 -0.25519332]
