timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.287999277168,[-1.61418994  3.65921724],-2.17963,"[[ 0.07195691 -0.04894795 -0.07063372  0.07567327]
 [-0.00483381 -0.0027071   0.          0.        ]]","[ 1.13331418  1.90266502  0.2781199  -1.10132229 -0.61639145  0.65301266
  1.21216793 -0.37887043  1.91688015 -0.51722512  0.        ]",[-1.64417183  2.14023662],[-0.6351102  -0.39450893]
1,-0.289139095353,[-2.35051044  1.6746525 ],-2.337,"[[ 0.03215524 -0.00925827 -0.07063372  0.07567327]
 [-3.96215106  3.95846863  0.          0.        ]]","[ 1.13619185  1.9041737   0.21798147 -0.98168176 -0.61639114  0.65301232
  1.10437499  0.20652592  1.91857682 -0.55315213  0.        ]",[-1.93761587  1.98222196],[-0.6351102  -0.39450893]
2,-0.291915318185,[-2.45847006  1.31016215],-2.42963,"[[-0.08600716  0.10886773 -0.07063372  0.07567327]
 [-7.84117462  7.84118085  0.          0.        ]]","[ 1.13177131  1.89647596  0.03935866 -0.62607897 -0.61639083  0.65301198
  0.99871484  0.78032648  1.91596879 -0.65961381  0.        ]",[-2.03583026  1.86273503],[-0.6351102  -0.39450893]
3,-0.294501833822,[-1.35726505  3.51160027],-2.40868,"[[ -0.28098066   0.3038757   -0.07063372   0.07567327]
 [-11.64353925  11.64689792   0.           0.        ]]","[ 1.08239556  1.84424226 -0.25024392 -0.05135379 -0.61639052  0.65301164
  0.89514291  1.34274758  1.88684162 -0.83212866  0.        ]",[-1.89673615  1.77270865],[-0.6351102  -0.39450893]
4,-0.293939745686,[-1.33717561  1.60129057],-2.50287,"[[ -0.55124921   0.5742391   -0.07063372   0.07567327]
 [-15.37097919  15.37692717   0.           0.        ]]","[ 0.9309981   1.69423676 -0.6231532   0.68444139 -0.6163902   0.6530113
  0.79361195  1.89398129  1.79753244 -1.05421963  0.        ]",[-1.78898001  1.59076214],[-0.6351102  -0.39450893]
5,-0.286296145028,[-2.20042688  0.41464917],-2.41316,"[[ -0.89533257   0.91845585  -0.07063372   0.07567327]
 [-19.02533057  19.03241373   0.           0.        ]]","[ 0.61599166  1.38977588 -1.01151308  1.44283505 -0.61638989  0.65301095
  0.6940719   2.43419532  1.61171175 -1.28547938  0.        ]",[-1.86718273  1.29040813],[-0.6351102  -0.39450893]
6,-0.268770546052,[-1.98312531  1.37965132],-2.09496,"[[ -1.31178082   1.31179128  -0.07063372   0.07567327]
 [-22.60778583  20.29671562   0.           0.        ]]","[ 0.10287435  0.93034724 -1.29328999  1.96149901 -0.61638958  0.65301061
  0.59649027  2.62103025  1.30927132 -1.47627828  0.        ]",[-1.88234663  0.92096317],[-0.6351102  -0.39450893]
7,-0.238011200012,[-1.98927714  0.82610787],-1.67471,"[[ -1.7991851    1.75340432  -0.07063372   0.07567327]
 [-26.12112378  23.85254777   0.           0.        ]]","[-0.56788691  0.35730264 -1.30447029  2.01194498 -0.61638927  0.65301027
  0.50079135  3.14650854  0.91265091 -1.52834877  0.        ]",[-2.26844883  0.23859358],[-0.6351102  -0.39450893]
8,-0.191449490263,[-2.88747169 -0.44832153],-1.318,"[[ -2.35616698   2.25850995  -0.07063372   0.07567327]
 [-29.56565898  26.64863347   0.           0.        ]]","[-1.23606392 -0.23598652 -0.90061365  1.37658189 -0.61638896  0.65300993
  0.40696655  3.55970275  0.51514446 -1.33903487  0.        ]",[-2.78658104 -0.25941706],[-0.6351102  -0.39450893]
9,-0.13966634331,[-3.31508858  0.86691367],-1.10672,"[[ -2.98135451   2.76835228  -0.07063372   0.07567327]
 [-32.94172141  24.34345094   0.           0.        ]]","[-1.62542354 -0.62399822 -0.07208049  0.14591974 -0.61638864  0.65300959
  0.31500688  3.21902557  0.26937551 -0.95831294  0.        ]",[-2.73916388 -0.03072524],[-0.6351102  -0.39450893]
