timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.307197721061,[ 3.36667137  6.84536996],-0.940644,"[[-0.03056515 -0.01454846 -0.08543922 -0.09275063]
 [ 0.00437631  0.00089626  0.          0.        ]]","[ 1.28378432  2.57985215 -0.13018506 -0.89267596 -0.73743489 -0.80965686
 -1.75551506 -0.37091347  2.1078876   0.5815824   0.        ]",[ 3.22992253  5.77269411],[-0.59712452 -0.43267801]
1,-0.311029271221,[ 2.20493128  4.94973773],-1.20795,"[[ 0.00919656  0.02518168 -0.08543922 -0.09275063]
 [ 3.95863484  3.95893205  0.          0.        ]]","[ 1.28437321  2.5795225  -0.07234571 -0.73167684 -0.73743452 -0.80965643
 -1.6522512   0.14077264  2.10855679  0.68351128  0.        ]",[ 3.15236139  5.41512346],[-0.59712452 -0.43267801]
2,-0.320385234702,[ 3.13604251  5.00480349],-0.954163,"[[ 0.12725932  0.14328656 -0.08543922 -0.09275063]
 [ 7.83476162  7.83862621  0.          0.        ]]","[ 1.27319948  2.56431532  0.09891615 -0.25501539 -0.73743415 -0.809656
 -1.55102803  0.64233082  2.07293646  0.98331248  0.        ]",[ 3.10794353  5.13573885],[-0.59712452 -0.43267801]
3,-0.32893504832,[ 2.1252303   4.71708495],-0.762136,"[[  0.3220782    0.33821444  -0.08543922  -0.09275063]
 [ 11.6345761   11.64147308   0.           0.        ]]","[ 1.21301223  2.49328153  0.3747842   0.51095818 -0.73743379 -0.80965557
 -1.45179797  1.1339539   1.89670566  1.44061895  0.        ]",[ 3.07598782  4.85611773],[-0.59712452 -0.43267801]
4,-0.326206246076,[ 3.35714928  3.48556857],-0.459563,"[[  0.592148     0.60844245  -0.08543922  -0.09275063]
 [ 15.36024956  15.36886059   0.           0.        ]]","[ 1.04796046  2.30529738  0.72627928  1.48272516 -0.73743342 -0.80965514
 -1.35450429  1.61582067  1.45361984  1.9156354   0.        ]",[ 3.02425218  4.52261448],[-0.59712452 -0.43267801]
5,-0.29889552601,[ 3.51520156  2.88232102],-0.298445,"[[  0.93601068   0.95247442  -0.08543922  -0.09275063]
 [ 19.01430014  19.02208065   0.           0.        ]]","[ 0.71915399  1.9366035   1.08570022  2.46857185 -0.73743306 -0.80965471
 -1.25908118  2.08809727  0.71843767  2.12936612  0.        ]",[ 2.87472963  3.87968564],[-0.59712452 -0.43267801]
6,-0.235373541587,[ 2.2243636   2.92568133],-0.466045,"[[  1.35225949   1.36883979  -0.08543922  -0.09275063]
 [ 22.59924666  22.60242562   0.           0.        ]]","[ 0.19664544  1.35635734  1.33449936  3.1365295  -0.73743269 -0.80965428
 -1.16546285  2.55094968 -0.06067054  1.78868098  0.        ]",[ 2.67304969  2.9488852 ],[-0.59712452 -0.43267801]
7,-0.135788253712,[ 3.17811472  1.51346412],-0.645064,"[[  1.83953152   1.85609557  -0.08543922  -0.09275063]
 [ 26.11676936  26.11140699   0.           0.        ]]","[-0.4732395   0.61853268  1.31688282  3.0550678  -0.73743232 -0.80965385
 -1.07360537  3.00457204 -0.37148899  0.95488311  0.        ]",[ 2.64047241  1.94800997],[-0.59712452 -0.43267801]
8,-0.0558423432779,[ 2.90084949  1.31977766],-0.857301,"[[  2.39647917   2.41283363  -0.08543922  -0.09275063]
 [ 29.56652611  29.55104563   0.           0.        ]]","[-1.12532522 -0.09254465  0.90072535  1.86508667 -0.73743196 -0.80965342
 -0.98351766  3.44922419  0.05863562  0.31167427  0.        ]",[ 2.71841216  1.32668948],[-0.59712452 -0.43267801]
9,-0.123182057408,[ 2.28149727  0.7992612 ],-1.35005,"[[  3.02172063   3.03769277  -0.08543922  -0.09275063]
 [ 32.94516166  27.01520475   0.           0.        ]]","[-1.4834     -0.47307503  0.08824715 -0.41341185 -0.73743159 -0.80965299
 -0.89528731  3.12138845  0.590919    0.54600332  0.        ]",[ 2.77440834  0.97521567],[-0.59712452 -0.43267801]
10,-0.138189241199,[ 3.18131897  2.42857537],-0.663197,"[[  3.71379108   3.22654745  -0.08543922  -0.09275063]
 [ 36.2510968   -0.59085047   0.           0.        ]]","[-1.27213165 -0.47580898 -0.8734914  -1.17759249 -0.73743123 -0.80965256
 -0.80895555 -0.44741911  0.54757451  0.75881668  0.        ]",[ 3.18963385  1.97693992],[-0.59712452 -0.43267801]
11,-0.133736196805,[ 3.85132611  2.93122498],-0.169138,"[[  4.47133583   3.16320207  -0.08543922  -0.09275063]
 [ 39.49265198  -4.07869379   0.           0.        ]]","[-0.43603241 -0.48097172 -1.4984924  -0.9212856  -0.73743086 -0.80965213
 -0.72430507 -0.89831407  0.52933079  0.72859205  0.        ]",[ 3.3828249   2.65389013],[-0.59712452 -0.43267801]
12,-0.134100494489,[ 3.68237207  2.6903545 ],-0.280039,"[[  5.29307002   3.09109099  -0.08543922  -0.09275063]
 [ 42.67017382  -2.92333398   0.           0.        ]]","[ 0.65747372 -0.47937741 -1.30209252 -0.62914169 -0.7374305  -0.80965169
 -0.64132682 -0.74895304  0.52495121  0.7362023   0.        ]",[ 3.24671984  2.83381319],[-0.59712452 -0.43267801]
13,-0.129566474212,[ 3.78363971  3.00198468],-0.469147,"[[  6.17772314   3.04657005  -0.08543922  -0.09275063]
 [ 45.78475319  -1.60027253   0.           0.        ]]","[ 1.2767141  -0.47442353 -0.23887138 -0.44920816 -0.73743013 -0.80965126
 -0.55999229 -0.57791227  0.46824184  0.73716401  0.        ]",[ 2.9193716   2.62989545],[-0.59712452 -0.43267801]
14,-0.11738927377,[ 3.58437872  2.05784087],-0.556256,"[[  7.124049     3.0235521   -0.08543922  -0.09275063]
 [ 48.8376588   -0.78249362   0.           0.        ]]","[ 0.82167623 -0.47067713  0.99843948 -0.35645632 -0.73742976 -0.80965083
 -0.48026834 -0.47219261  0.41211318  0.66001258  0.        ]",[ 2.71970654  2.17476463],[-0.59712452 -0.43267801]
15,-0.1092902802,[ 3.36257284  1.97950257],-0.749218,"[[  8.13082659   3.01263168  -0.08543922  -0.09275063]
 [ 51.83012793  -0.35948827   0.           0.        ]]","[-0.48408527 -0.46861783  1.3137044  -0.31253734 -0.7374294  -0.8096504
 -0.40212265 -0.41750785  0.44733824  0.54475792  0.        ]",[ 2.69783759  1.86447489],[-0.59712452 -0.43267801]
16,-0.118747999554,[ 3.08566057  2.50712486],-1.06782,"[[  9.19685921   3.00770737  -0.08543922  -0.09275063]
 [ 54.76336001  -0.15874996   0.           0.        ]]","[-1.45744764 -0.4676299   0.24299149 -0.29275308 -0.73742903 -0.80964997
 -0.32552389 -0.39155698  0.57204503  0.51479678  0.        ]",[ 2.95481014  1.8529458 ],[-0.59712452 -0.43267801]
17,-0.136851772589,[ 3.62424348  1.82755212],-0.517686,"[[ 10.32097389   3.00556009  -0.08543922  -0.09275063]
 [ 57.63852694  -0.06821864   0.           0.        ]]","[-0.9719526  -0.46718749 -1.22188499 -0.28413005 -0.73742867 -0.80964954
 -0.25044146 -0.37985327  0.66071281  0.6273876   0.        ]",[ 3.3001461   2.25885677],[-0.59712452 -0.43267801]
18,-0.143232625525,[ 3.3754116  2.5718529],-0.30202,"[[  1.15020209e+01   3.00464570e+00  -8.54392176e-02  -9.27506284e-02]
 [  6.04567771e+01  -2.87394029e-02   0.00000000e+00   0.00000000e+00]]","[ 0.56925026 -0.46699686 -1.35793509 -0.28045874 -0.7374283  -0.80964911
 -0.17684537 -0.37474939  0.59698481  0.76715944  0.        ]",[ 3.2621944   2.59105754],[-0.59712452 -0.43267801]
