timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.342765146731,[ 3.24773285  5.12867338],-1.07526,"[[ 0.07760344 -0.05108773 -0.07683276 -0.17750553]
 [-0.00402941 -0.00428511  0.          0.        ]]","[ 1.27630398  2.54030359  0.02672527 -1.02935827 -0.68219701 -1.54101278
 -1.7059085  -0.37122774  2.05243286  1.4056404   0.        ]",[ 3.24002218  4.93947029],[-0.55999702 -0.36603311]
1,-0.349071471288,[ 5.37825915  4.15985564],-1.06999,"[[ 0.11719872 -0.01146018 -0.07683276 -0.17750553]
 [ 3.95039468  3.95385464  0.          0.        ]]","[ 1.27096137  2.54217485  0.08414611 -0.87252478 -0.68219661 -1.5410107
 -1.60324521  0.14413903  2.04522079  1.5067502   0.        ]",[ 3.19158316  4.69497156],[-0.55999702 -0.36603311]
2,-0.365524960679,[ 3.39216313  4.69742504],-0.967744,"[[ 0.23509813  0.1065442  -0.07683276 -0.17750553]
 [ 7.82666168  7.8336532   0.          0.        ]]","[ 1.24231542  2.53366828  0.25319222 -0.40604166 -0.68219621 -1.54100862
 -1.50261137  0.64930533  1.98661051  1.80175602  0.        ]",[ 3.17520475  4.49376583],[-0.55999702 -0.36603311]
3,-0.384626867695,[ 2.89627412  3.98135448],-0.867821,"[[  0.42975605   0.30137368  -0.07683276  -0.17750553]
 [ 11.62657185  11.63660706   0.           0.        ]]","[ 1.15432958  2.47391588  0.52089461  0.34827171 -0.68219581 -1.54100654
 -1.40396016  1.14446555  1.77568047  2.24184771  0.        ]",[ 3.16708469  4.27493715],[-0.55999702 -0.36603311]
4,-0.393616189379,[ 2.79751261  3.6895099 ],-0.679582,"[[  0.69966627   0.57150546  -0.07683276  -0.17750553]
 [ 15.35228551  15.36410461   0.           0.        ]]","[ 0.95455127  2.30128228  0.85213453  1.31474247 -0.68219541 -1.54100446
 -1.30723546  1.62979963  1.29659529  2.67727425  0.        ]",[ 3.1171937   3.93101072],[-0.55999702 -0.36603311]
5,-0.375611397305,[ 3.56867371  3.41707649],-0.75322,"[[  1.04336966   0.91544341  -0.07683276  -0.17750553]
 [ 19.00632986  19.0174337    0.           0.        ]]","[ 0.59144536  1.95001182  1.17292493  2.31236232 -0.68219501 -1.54100237
 -1.21237162  2.10547415  0.54393499  2.82731225  0.        ]",[ 3.03040195  3.27472544],[-0.55999702 -0.36603311]
6,-0.315026205267,[ 2.99540357  3.7412004 ],-0.971922,"[[  1.45945893   1.33171684  -0.07683276  -0.17750553]
 [ 22.59126844  22.59787441   0.           0.        ]]","[ 0.04736221  1.38496194  1.36192669  3.02007042 -0.68219461 -1.54100029
 -1.11930203  2.57165439 -0.21366094  2.41826218  0.        ]",[ 2.87710071  2.37608504],[-0.55999702 -0.36603311]
7,-0.212045829616,[ 2.29013366  1.51485197],-1.0731,"[[  1.94657194   1.81888228  -0.07683276  -0.17750553]
 [ 26.10886995  26.10691666   0.           0.        ]]","[-0.61588218  0.65352666  1.26926928  3.01145676 -0.68219421 -1.54099821
 -1.02798076  3.02853273 -0.46722569  1.55051142  0.        ]",[ 2.73785305  1.5816853 ],[-0.55999702 -0.36603311]
8,-0.129447525813,[ 2.24146291  2.06646597],-1.05933,"[[  2.50336396   2.37553067  -0.07683276  -0.17750553]
 [ 29.55890348  29.5465573    0.           0.        ]]","[-1.22093993 -0.06689974  0.78191     1.91821561 -0.68219381 -1.54099613
 -0.93841376  3.47636738  0.01241746  0.92866293  0.        ]",[ 2.70765877  1.39575338],[-0.55999702 -0.36603311]
9,-0.183102630478,[ 3.57549048  1.74950145],-1.28078,"[[  3.12845793   3.0002995   -0.07683276  -0.17750553]
 [ 32.93810229  27.42054553   0.           0.        ]]","[-1.49389457 -0.47539348 -0.06711043 -0.26950929 -0.68219341 -1.54099405
 -0.85068581  3.19954029  0.54380455  1.19522416  0.        ]",[ 2.75881791  1.20161152],[-0.55999702 -0.36603311]
10,-0.205807692181,[ 3.75868458  1.75439853],-0.491807,"[[  3.82039077   3.20387712  -0.07683276  -0.17750553]
 [ 36.24430323   0.10382693   0.           0.        ]]","[-1.18649941 -0.48756403 -1.00116222 -1.07362273 -0.68219301 -1.54099197
 -0.76485306 -0.35715987  0.49681855  1.41964854  0.        ]",[ 2.98152781  1.64651823],[-0.55999702 -0.36603311]
11,-0.202699572704,[ 2.61166569  1.81623211],-0.194634,"[[  4.57780063   3.15163489  -0.07683276  -0.17750553]
 [ 39.4859576   -3.66224188   0.           0.        ]]","[-0.29291138 -0.49042766 -1.53026666 -0.86691036 -0.68219261 -1.54098988
 -0.68069607 -0.84751038  0.47811127  1.40096642  0.        ]",[ 3.09325314  2.15944743],[-0.55999702 -0.36603311]
12,-0.203434190974,[ 4.00259018  3.96983156],-0.191596,"[[  5.39940207   3.08564346  -0.07683276  -0.17750553]
 [ 42.66359453  -2.71075144   0.           0.        ]]","[ 0.77306607 -0.48813113 -1.21286933 -0.60571115 -0.68219221 -1.5409878
 -0.59820109 -0.72362362  0.46712949  1.41203889  0.        ]",[ 2.97631073  2.36451435],[-0.55999702 -0.36603311]
13,-0.199896486782,[ 2.09269427  3.54284752],-0.57991,"[[  6.28392484   3.04412516  -0.07683276  -0.17750553]
 [ 45.77829962  -1.50013233   0.           0.        ]]","[ 1.2804764  -0.48330661 -0.08516902 -0.44180056 -0.68219181 -1.54098572
 -0.51733993 -0.56599779  0.40729479  1.40588669  0.        ]",[ 2.76352477  2.20361114],[-0.55999702 -0.36603311]
14,-0.18778989145,[ 2.39775035  2.38603264],-0.688363,"[[  7.23012291   3.0224895   -0.07683276  -0.17750553]
 [ 48.83133247  -0.73754277   0.           0.        ]]","[ 0.70361981 -0.47976077  1.09645784 -0.35663018 -0.68219141 -1.54098364
 -0.43807987 -0.46670653  0.35836413  1.32145678  0.        ]",[ 2.65855742  1.90773869],[-0.55999702 -0.36603311]
15,-0.176971641661,[ 3.45091672  1.59606596],-0.989172,"[[  8.23677523   3.01218031  -0.07683276  -0.17750553]
 [ 51.82392705  -0.33994943   0.           0.        ]]","[-0.62492418 -0.47782307  1.26548332 -0.31612224 -0.68219101 -1.54098156
 -0.36038887 -0.4149387   0.40505076  1.21027426  0.        ]",[ 2.70799971  1.70934272],[-0.55999702 -0.36603311]
16,-0.182307577169,[ 2.84681743  1.38446083],-1.12187,"[[  9.30268507   3.0075189   -0.07683276  -0.17750553]
 [ 54.75728211  -0.15044964   0.           0.        ]]","[-1.4836869  -0.4768943   0.0912231  -0.29782365 -0.68219061 -1.54097948
 -0.28423581 -0.39026517  0.53220212  1.19450778  0.        ]",[ 2.920856    1.69984889],[-0.55999702 -0.36603311]
17,-0.200556264408,[ 3.94530364  2.27302487],-0.344633,"[[ 10.4266794    3.00548244  -0.07683276  -0.17750553]
 [ 57.63256948  -0.06475259   0.           0.        ]]","[-0.85407845 -0.47647817 -1.31393131 -0.28983293 -0.68219021 -1.5409774
 -0.20959025 -0.37910702  0.60923648  1.31638096  0.        ]",[ 3.12602425  1.93703914],[-0.55999702 -0.36603311]
18,-0.210914912442,[ 3.01070878  1.75888198],-0.345338,"[[  1.16076084e+01   3.00461404e+00  -7.68327641e-02  -1.77505525e-01]
 [  6.04509377e+01  -2.73111784e-02   0.00000000e+00   0.00000000e+00]]","[ 0.69025164 -0.47629869 -1.27893426 -0.2864261  -0.68218981 -1.54097531
 -0.13642237 -0.37423187  0.53211054  1.44805358  0.        ]",[ 3.05170584  2.1685133 ],[-0.55999702 -0.36603311]
