timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.222290363203,[ 3.36618116  4.45352896],-0.522857,"[[-0.0682977   0.01332853 -0.01228141 -0.02633376]
 [ 0.00146091 -0.00109209  0.          0.        ]]","[ 1.27224875  2.49306171 -0.18861991 -0.76183398 -0.10471099 -0.23357575
 -1.6653547  -0.37031005  1.54251425  0.00984642  0.        ]",[ 2.78655624  4.2477169 ],[-0.48828867 -0.35936978]
1,-0.223741882574,[ 2.73742272  3.51939341],-0.599786,"[[-0.0285937   0.0530193  -0.01228141 -0.02633376]
 [ 3.9557799   3.95698271  0.          0.        ]]","[ 1.27491253  2.49108151 -0.13075051 -0.60942926 -0.10471094 -0.23357563
 -1.56285736  0.14854744  1.54494399  0.11105436  0.        ]",[ 2.72870564  4.04955626],[-0.48828867 -0.35936978]
2,-0.227250106012,[ 2.15299878  5.17397415],-0.360946,"[[ 0.08941267  0.17108556 -0.01228141 -0.02633376]
 [ 7.8319825   7.83671326  0.          0.        ]]","[ 1.26993972  2.4713112   0.04127996 -0.1589064  -0.10471089 -0.23357551
 -1.46238521  0.65713477  1.51479625  0.40959759  0.        ]",[ 2.68283224  3.83376002],[-0.48828867 -0.35936978]
3,-0.230172139918,[ 1.50240291  2.74480426],-0.440782,"[[  0.28417696   0.36597551  -0.01228141  -0.02633376]
 [ 11.63190212  11.63959245   0.           0.        ]]","[ 1.2198741   2.39398099  0.32011939  0.56191428 -0.10471084 -0.23357539
 -1.36389068  1.15564707  1.34793652  0.86705767  0.        ]",[ 2.62074208  3.5656054 ],[-0.48828867 -0.35936978]
4,-0.227779776406,[ 2.76046437  3.35422814],-0.00042206,"[[  5.54194645e-01   6.36166191e-01  -1.22814149e-02  -2.63337591e-02]
 [  1.53577172e+01   1.53670082e+01   0.00000000e+00   0.00000000e+00]]","[ 1.06797487  2.20017152  0.67895497  1.46964452 -0.10471079 -0.23357527
 -1.26731724  1.64426528  0.91719724  1.34670477  0.        ]",[ 2.50877714  3.16955233],[-0.48828867 -0.35936978]
5,-0.213425386964,[ 1.91640228  2.66999104],0.12706,"[[  8.98008345e-01   9.80161389e-01  -1.22814149e-02  -2.63337591e-02]
 [  1.90119377e+01   1.90202560e+01   0.00000000e+00   0.00000000e+00]]","[ 0.75306063  1.82948722  1.05229217  2.37819756 -0.10471074 -0.23357516
 -1.17259978  2.12315786  0.19386531  1.57235847  0.        ]",[ 2.37678146  2.59283042],[-0.48828867 -0.35936978]
6,-0.180118593512,[ 1.79004483  2.96138406],-0.0582269,"[[  1.31421160e+00   1.39649061e+00  -1.22814149e-02  -2.63337591e-02]
 [  2.25970477e+01   2.26006374e+01   0.00000000e+00   0.00000000e+00]]","[ 0.24096205  1.25515139  1.32252175  2.97087367 -0.10471069 -0.23357504
 -1.07967388  2.59249374 -0.57997799  1.25032     0.        ]",[ 2.32729077  1.91708803],[-0.48828867 -0.35936978]
7,-0.124215242034,[ 1.93688162  1.6172654 ],-0.267634,"[[  1.80144075e+00   1.88371117e+00  -1.22814149e-02  -2.63337591e-02]
 [  2.61146620e+01   2.61096798e+01   0.00000000e+00   0.00000000e+00]]","[-0.42778285  0.53434641  1.33165091  2.8425076  -0.10471064 -0.23357492
 -0.98849762  3.05247118 -0.89698496  0.43517999  0.        ]",[ 2.46476936  1.46022296],[-0.48828867 -0.35936978]
8,-0.0507095004456,[ 2.82444309  1.61837553],-0.440825,"[[  2.35834596e+00   2.44041563e+00  -1.22814149e-02  -2.63337591e-02]
 [  2.95643591e+01   2.95494207e+01   0.00000000e+00   0.00000000e+00]]","[-1.09325263 -0.14900336  0.94064431  1.66557404 -0.10471059 -0.2335748
 -0.89908192  3.50335508 -0.48146438 -0.19881322  0.        ]",[ 2.60196352  1.17277408],[-0.48828867 -0.35936978]
9,-0.0263448264698,[ 1.86742478  0.49196606],-0.665836,"[[  2.98354187e+00   3.06524367e+00  -1.22814149e-02  -2.63337591e-02]
 [  3.29427342e+01   2.68991643e+01   0.00000000e+00   0.00000000e+00]]","[-1.47991249 -0.49798472  0.14065475 -0.51998811 -0.10471054 -0.23357469
 -0.81151498  3.15592563  0.03849184  0.03422343  0.        ]",[ 2.65856743  0.93918324],[-0.48828867 -0.35936978]
