timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.164293631873,[ 1.70266176  2.58290962],0.0658724,"[[ 0.04224165 -0.05006695  0.05498596  0.05805891]
 [ 0.00189052  0.00414435  0.          0.        ]]","[ 1.18002904  1.7950963  -0.03986436 -0.7775637   0.46468523  0.50708278
 -1.07779638 -0.31890686  0.90757066 -0.51218956  0.        ]",[ 1.41372645  1.22005212],[-0.18363446 -0.13624883]
1,-0.160006867023,[ 2.11027959  1.12479154],-0.067447,"[[ 0.08195416 -0.01027248  0.05498596  0.05805891]
 [ 3.95619754  3.9621172   0.          0.        ]]","[ 1.17663234  1.79660369  0.01943834 -0.6747154   0.46468376  0.50708112
 -0.93420843  0.2285892   0.90393031 -0.41685558  0.        ]",[ 1.41256166  1.21038103],[-0.18363446 -0.13624883]
2,-0.147930954552,[ 0.72062185 -0.0692236 ],-0.226083,"[[ 0.19996848  0.1078955   0.05498596  0.05805891]
 [ 7.83235063  7.84175206  0.          0.        ]]","[ 1.15383419  1.78925248  0.19416832 -0.36970011  0.46468228  0.50707945
 -0.79345944  0.76524773  0.85860674 -0.13805629  0.        ]",[ 1.41889751  1.1968466 ],[-0.18363446 -0.13624883]
3,-0.133661481936,[ 1.24068619  0.72867739],0.0788732,"[[  0.38366615   0.26041177   0.05498596   0.05805891]
 [ 10.52846883   7.41129902   0.           0.        ]]","[ 1.08124346  1.75373482  0.45704159  0.01762938  0.46468081  0.50707779
 -0.69555887  0.70570125  0.70528248  0.23953212  0.        ]",[ 1.41918921  1.1809938 ],[-0.18363446 -0.13624883]
4,-0.12522468344,[ 0.04655045  1.84069013],0.313679,"[[  0.63183071   0.43609821   0.05498596   0.05805891]
 [ 14.27561681  10.14819532   0.           0.        ]]","[ 0.9157111   1.67753508  0.7806875   0.44409559  0.46467933  0.50707612
 -0.55949528  1.08428509  0.37999107  0.62966834  0.        ]",[ 1.40230465  1.11513138],[-0.18363446 -0.13624883]
5,-0.131297334369,[ 0.82187946  0.84512011],0.388309,"[[  0.91635371   0.67677018   0.05498596   0.05805891]
 [ 14.17717917  13.90644685   0.           0.        ]]","[ 0.64306689  1.51618375  1.0840768   0.97126183  0.46467785  0.50707446
 -0.56306769  1.60414213 -0.14133519  0.88396563  0.        ]",[ 1.35650349  0.98994809],[-0.18363446 -0.13624883]
6,-0.151927401531,[ 1.17811096  0.44730952],0.411698,"[[  1.22971895   0.98569476   0.05498596   0.05805891]
 [ 17.14978496  16.97572187   0.           0.        ]]","[ 0.26591696  1.22696046  1.30702679  1.50748447  0.46467638  0.5070728
 -0.4551284   2.02868044 -0.77183521  0.8303196   0.        ]",[ 1.3030262   0.82980371],[-0.18363446 -0.13624883]
7,-0.178256962383,[ 1.5110662   0.01225441],0.245054,"[[  1.60904314   1.33958488   0.05498596   0.05805891]
 [ 20.77093261  18.40843306   0.           0.        ]]","[-0.24674288  0.81584027  1.39211604  1.86878313  0.4646749   0.50707113
 -0.32364022  2.22682766 -1.3197521   0.37123549  0.        ]",[ 1.26330233  0.68981004],[-0.18363446 -0.13624883]
8,-0.194310757126,[ 1.00003237 -0.16015942],0.0689577,"[[  2.06009366   1.70455597   0.05498596   0.05805891]
 [ 24.32246784  18.08966574   0.           0.        ]]","[-0.84058753  0.35460491  1.21763284  1.91447102  0.46467343  0.50706947
 -0.19467983  2.18270131 -1.48972578 -0.3566433   0.        ]",[ 1.24429965  0.61715209],[-0.18363446 -0.13624883]
9,-0.187116499059,[ 2.55068889  0.26839852],0.151975,"[[  2.5814779    2.05636183   0.05498596   0.05805891]
 [ 27.80435776  17.09420968   0.           0.        ]]","[-1.35935771 -0.06951621  0.6918649   1.63866875  0.46467195  0.5070678
 -0.06824837  2.04497849 -1.18909589 -0.9621559   0.        ]",[ 1.23488379  0.59284848],[-0.18363446 -0.13624883]
