timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.36115789  0.99340099],[-0.32112294 -0.23015678],[ 2.05379456  1.21780335],-2.66851,"[[-0.06408109  0.0399923   0.1706434   0.17786949]
 [ 0.00407726  0.00237115  0.          0.        ]]","[ 1.20464577  2.13880643 -0.25007001  0.90086762  1.46480181  1.53730614
  0.25296706  0.39673555  0.04873627 -1.50666969  0.        ]",-0.190972337895
1,[ 0.90616912  0.75664848],[-0.32112294 -0.23015678],[ 0.99299139 -0.51872497],-2.37871,"[[-0.02432525  0.07975165  0.1706434   0.17786949]
 [ 3.95834909  3.96037769  0.          0.        ]]","[ 1.20699247  2.13555915 -0.18890112  1.03729943  1.46479866  1.5373026
  0.58683136  0.97115953  0.04905061 -1.39853966  0.        ]",-0.178559889883
2,[ 0.22015098  0.53157598],[-0.32112294 -0.23015678],[ 0.74294126  1.07675321],-2.34138,"[[ 0.09347709  0.13754958  0.1706434   0.17786949]
 [ 7.80906245  1.82652703  0.          0.        ]]","[ 1.20154873  2.12701844 -0.00767316  1.23479943  1.46479551  1.53729907
  0.91195161  0.66147324  0.02345584 -1.13596726  0.        ]",-0.147801044904
3,[-0.73380786 -0.22694081],[-0.32112294 -0.23015678],[-1.66420523 -0.77024831],-1.7365,"[[  0.27758174   0.21343381   0.1706434    0.17786949]
 [ 10.59216594   5.74881851   0.           0.        ]]","[ 1.15620323  2.10897511  0.27062836  1.49160708  1.46479236  1.53729554
  1.14693135  1.23071332 -0.08557844 -0.75527243  0.        ]",-0.101145070213
4,[-0.71562284 -0.32172346],[-0.32112294 -0.23015678],[-1.00215968 -0.20580945],-1.6822,"[[ 0.44764524  0.29668304  0.1706434   0.17786949]
 [ 6.42802022  2.58664264  0.          0.        ]]","[ 1.07564177  2.08037653  0.51523517  1.76846219  1.46478921  1.537292
  0.79534554  0.77178603 -0.26475335 -0.42735109  0.        ]",-0.0600598767475
5,[-0.50314176 -0.3266927 ],[-0.32112294 -0.23015678],[-1.25765101 -1.11088858],-1.76203,"[[ 0.5352423   0.33974087  0.1706434   0.17786949]
 [ 2.34526821  1.72202318  0.          0.        ]]","[ 1.02038852  2.06202766  0.634148    1.90904033  1.46478606  1.53728847
  0.45063236  0.64630318 -0.38243061 -0.27740007  0.        ]",-0.0447207716568
6,[ 0.07381512  0.087479  ],[-0.32112294 -0.23015678],[ 1.14298885 -1.48639489],-2.08909,"[[ 0.54200583  0.33412652  0.1706434   0.17786949]
 [-1.65559693 -2.2701577   0.          0.        ]]","[ 1.01574838  2.06454747  0.64308976  1.89081841  1.46478291  1.53728493
  0.11283312  0.06691771 -0.38603484 -0.27176418  0.        ]",-0.0442372721598
7,[-0.14555834  0.31295651],[-0.32112294 -0.23015678],[-0.48929222  0.21565842],-1.8859,"[[ 0.54892884  0.2494313   0.1706434   0.17786949]
 [ 2.33460175 -6.1863115   0.          0.        ]]","[ 1.01094461  2.09770277  0.65220472  1.61203573  1.46477976  1.5372814
  0.44973156 -0.50143386 -0.33745567 -0.31548965  0.        ]",-0.0476860462388
8,[ 0.08957488  0.46863085],[-0.32112294 -0.23015678],[-1.04302829  0.50664269],-1.75009,"[[ 0.57573349  0.13550917  0.1706434   0.17786949]
 [ 0.35246707 -5.20915814  0.          0.        ]]","[ 0.99183588  2.12735004  0.68713079  1.22782759  1.46477661  1.53727787
  0.28237648 -0.35961909 -0.29588627 -0.35554274  0.        ]",-0.0517322132991
9,[ 0.6701836   0.69377452],[-0.32112294 -0.23015678],[ 1.25259787 -0.06112719],-1.77265,"[[ 0.54301421  0.05250399  0.1706434   0.17786949]
 [-3.61119447 -3.09839922  0.          0.        ]]","[ 1.01504814  2.13794781  0.64441792  0.94380969  1.46477346  1.53727433
 -0.05228211 -0.05328395 -0.21919766 -0.46507154  0.        ]",-0.0647740709867
10,[ 0.34598505  0.66497225],[-0.32112294 -0.23015678],[-0.1145745   0.47362951],-1.69755,"[[ 0.51119822 -0.01129271  0.1706434   0.17786949]
 [ 0.41618433 -3.28065807  0.          0.        ]]","[ 1.03644459  2.13972914  0.60206687  0.72457006  1.46477032  1.5372708
  0.28775629 -0.0797352  -0.1618749  -0.56486793  0.        ]",-0.0773423224506
11,[ 0.3716619  0.6398403],[-0.32112294 -0.23015678],[-0.85491344 -0.84439962],-1.54996,"[[ 0.51488422 -0.05743612  0.1706434   0.17786949]
 [-0.04604267 -1.3401512   0.          0.        ]]","[ 1.03402415  2.13756255  0.60701265  0.56604372  1.46476717  1.53726726
  0.24872945  0.20189141 -0.14593167 -0.59737819  0.        ]",-0.0814523843431
12,[ 1.10124552  1.02393174],[-0.32112294 -0.23015678],[ 1.18524087  1.16424938],-1.90894,"[[ 0.4800534  -0.11750593  0.1706434   0.17786949]
 [-3.42579714 -4.65578305  0.          0.        ]]","[ 1.05624504  2.13041039  0.55986964  0.36035358  1.46476402  1.53726373
 -0.03662945 -0.27930804 -0.09880062 -0.7047993   0.        ]",-0.0949982912795
13,[ 0.63484269  0.8146798 ],[-0.32112294 -0.23015678],[ 1.04362141  1.53982683],-2.07741,"[[ 0.45189212 -0.16998452  0.1706434   0.17786949]
 [ 0.59629067 -0.6055689   0.          0.        ]]","[ 1.07316007  2.12016775  0.52112015  0.1818216   1.46476087  1.5372602
  0.30296288  0.30850213 -0.06578208 -0.79784315  0.        ]",-0.106575485788
