timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.417399522932,[-3.05288008  5.69680597],-3.34106,"[[ 0.0627014  -0.06680213 -0.16749068  0.18434274]
 [-0.00296203 -0.00484551  0.          0.        ]]","[ 1.26127299  2.41740083  0.20468549 -1.0495664  -1.45183579  1.59196836
  1.52059035 -0.37082452  2.61861322 -1.46356357  0.        ]",[-3.24049616  5.39561033],[-0.37279993 -0.35632858]
1,-0.419272066416,[-2.90396065  5.04411162],-3.44337,"[[ 0.0229368  -0.0271548  -0.16749068  0.18434274]
 [-3.96031659  3.9563723   0.          0.        ]]","[ 1.26362978  2.42011391  0.14643833 -0.88740564 -1.45183496  1.59196733
  1.41746071  0.13627074  2.61988681 -1.49832949  0.        ]",[-3.32136536  5.25945902],[-0.37279993 -0.35632858]
2,-0.424163902774,[-2.77759311  5.29332996],-3.34754,"[[-0.09518926  0.09092972 -0.16749068  0.18434274]
 [-7.83937313  7.83912935  0.          0.        ]]","[ 1.25772337  2.41462165 -0.0265491  -0.40439268 -1.45183414  1.5919663
  1.31637166  0.63332179  2.61668255 -1.60133062  0.        ]",[-3.39842749  5.19715452],[-0.37279993 -0.35632858]
3,-0.430007586292,[-4.28442016  4.92062384],-3.15883,"[[ -0.290127     0.28589715  -0.16749068   0.18434274]
 [-11.64176326  11.64489722   0.           0.        ]]","[ 1.20610928  2.36142783 -0.30664232  0.37860104 -1.45183331  1.59196527
  1.21728067  1.12051683  2.58869939 -1.7680128   0.        ]",[-3.48007202  5.18567514],[-0.37279993 -0.35632858]
4,-0.433364582634,[-4.17448859  5.81607151],-2.92228,"[[ -0.56036021   0.55622111  -0.16749068   0.18434274]
 [-15.36921936  15.37498508   0.           0.        ]]","[ 1.05217165  2.20072416 -0.66648293  1.38578205 -1.45183248  1.59196424
  1.12014255  1.59802308  2.5052434  -1.98210246  0.        ]",[-3.45388079  5.28237772],[-0.37279993 -0.35632858]
5,-0.429537243188,[-3.37437992  5.44306797],-3.0631,"[[ -0.90440846   0.90039967  -0.16749068   0.18434274]
 [-19.02357893  19.03053677   0.           0.        ]]","[ 0.73512067  1.86815363 -1.03974069  2.43240273 -1.45183166  1.59196321
  1.02490942  2.0659865   2.33335763 -2.20414096  0.        ]",[-3.34400272  5.4403739 ],[-0.37279993 -0.35632858]
6,-0.413128186109,[-3.17134772  5.31334297],-3.12671,"[[ -1.32082835   1.31695288  -0.16749068   0.18434274]
 [-22.60667672  22.61263998   0.           0.        ]]","[ 0.22158337  1.3281129  -1.30785769  3.18740204 -1.45183083  1.59196218
  0.93153344  2.52454573  2.05494862 -2.36359817  0.        ]",[-3.22034883  5.57013559],[-0.37279993 -0.35632858]
7,-0.379473708638,[-2.76192987  6.13808985],-3.00734,"[[ -1.80821098   1.80442419  -0.16749068   0.18434274]
 [-26.12006871  26.12260374   0.           0.        ]]","[-0.44678026  0.62400016 -1.31229818  3.20737226 -1.45183001  1.59196115
  0.83997405  2.97386763  1.69260086 -2.36615962  0.        ]",[-3.1994381   5.32198906],[-0.37279993 -0.35632858]
8,-0.327775747566,[-3.89600176  4.73417304],-2.86756,"[[ -2.36517244   2.36138879  -0.16749068   0.18434274]
 [-29.56462734  29.56236433   0.           0.        ]]","[-1.10914986 -0.07519217 -0.91462548  2.1041846  -1.45182918  1.59196012
  0.7502085   3.4141993   1.3335001  -2.12946673  0.        ]",[-3.38324547  4.77080011],[-0.37279993 -0.35632858]
9,-0.268037938967,[-4.74974927  4.68022386],-2.26649,"[[ -2.99033678   2.98646951  -0.16749068   0.18434274]
 [-32.94026693  32.93476017   0.           0.        ]]","[-1.49024772 -0.47963028 -0.10812012 -0.14356512 -1.45182835  1.59195909
  0.66223901  3.84590325  1.1268847  -1.64951969  0.        ]",[-3.8637352   4.01174879],[-0.37279993 -0.35632858]
10,-0.253330589389,[-3.58277567  4.27337816],-1.79657,"[[ -3.68234158   3.27669722  -0.16749068   0.18434274]
 [-36.24891033   0.21319718   0.           0.        ]]","[-1.30844945 -0.48385329  0.86760056 -1.32777455 -1.45182753  1.59195806
  0.57601548 -0.34291584  1.16358315 -1.42956892  0.        ]",[-3.51978159  5.18276167],[-0.37279993 -0.35632858]
11,-0.261146684309,[-3.28550627  4.9910035 ],-1.69577,"[[ -4.43984909   3.2059463   -0.16749068   0.18434274]
 [-39.49095658  -4.99637225   0.           0.        ]]","[-0.49385265 -0.49412784  1.5249327  -1.03956013 -1.4518267   1.59195703
  0.49152749 -1.00981355  1.11706483 -1.57861247  0.        ]",[-3.51423025  5.44869471],[-0.37279993 -0.35632858]
12,-0.249412296602,[-3.02208157  4.83265726],-1.72926,"[[ -5.26154946   3.11577442  -0.16749068   0.18434274]
 [-42.66845077  -3.70794763   0.           0.        ]]","[ 0.60191124 -0.4966614   1.36345901 -0.67051418 -1.45182587  1.591956
  0.40872174 -0.84487683  0.98639308 -1.57582813  0.        ]",[-3.7404933   5.07211828],[-0.37279993 -0.35632858]
13,-0.236149159484,[-3.57444045  3.75281522],-1.98816,"[[ -6.14616709   3.05895727  -0.16749068   0.18434274]
 [-45.78293137  -2.05375254   0.           0.        ]]","[ 1.25101257 -0.49216922  0.31308455 -0.43823019 -1.45182505  1.59195497
  0.32755814 -0.63311644  0.96231809 -1.44719519  0.        ]",[-3.96839619  4.57444668],[-0.37279993 -0.35632858]
14,-0.239775782944,[-4.66586378  5.21372635],-1.62966,"[[ -7.09245587   3.02933076  -0.16749068   0.18434274]
 [-48.83578133  -1.01016302   0.           0.        ]]","[ 0.83467156 -0.487964   -0.94842933 -0.31749428 -1.45182422  1.59195394
  0.24800064 -0.49952219  1.0620626  -1.38121465  0.        ]",[-4.01252794  4.67902184],[-0.37279993 -0.35632858]
15,-0.256010104719,[-4.21724777  5.78895938],-1.68843,"[[ -8.09919573   3.01520924  -0.16749068   0.18434274]
 [-51.82823815  -0.46572346   0.           0.        ]]","[-0.45726886 -0.48551148 -1.30956542 -0.26008051 -1.45182339  1.59195291
  0.17001699 -0.42982616  1.16092094 -1.46646498  0.        ]",[-3.79500484  5.20281172],[-0.37279993 -0.35632858]
16,-0.266160938548,[-3.30892688  5.88788584],-1.90936,"[[ -9.16519066   3.00882273  -0.16749068   0.18434274]
 [-54.76148366  -0.20614578   0.           0.        ]]","[-1.45965678 -0.48430745 -0.26354487 -0.23414799 -1.45182257  1.59195188
  0.09357639 -0.39659647  1.13684372 -1.61692668  0.        ]",[-3.43641376  5.52472448],[-0.37279993 -0.35632858]
17,-0.258035678659,[-4.14637225  5.58568593],-1.76902,"[[-10.28926806   3.00603224  -0.16749068   0.18434274]
 [-57.63667676  -0.08873241   0.           0.        ]]","[-1.01995471 -0.48376278  1.22827431 -0.22282402 -1.45182174  1.59195084
  0.01864865 -0.38156582  1.00210549 -1.65819617  0.        ]",[-3.3006897  5.4181838],[-0.37279993 -0.35632858]
18,-0.238566528412,[-3.43015128  3.6462944 ],-1.91029,"[[ -1.14702783e+01   3.00484223e+00  -1.67490676e-01   1.84342743e-01]
 [ -6.04549588e+01  -3.74264268e-02   0.00000000e+00   0.00000000e+00]]","[ 0.5120285  -0.48352702  1.41692519 -0.21799616 -1.45182092  1.59194981
 -0.05479599 -0.37499785  0.91227221 -1.52411786  0.        ]",[-3.68831587  4.87239742],[-0.37279993 -0.35632858]
19,-0.232632991571,[-4.0800963   3.58602163],-1.96283,"[[ -1.27070945e+01   3.00434376e+00  -1.67490676e-01   1.84342743e-01]
 [ -6.32174522e+01  -1.55471278e-02   0.00000000e+00   0.00000000e+00]]","[ 1.25030226 -0.4834276  -0.09284352 -0.21597411 -1.45182009  1.59194878
 -0.12678678 -0.37219691  0.99241925 -1.37326742  0.        ]",[-3.9627223   4.46664047],[-0.37279993 -0.35632858]
20,-0.250776119214,[-3.03615173  5.61343924],-1.75162,"[[ -1.39986119e+01   3.00413778e+00  -1.67490676e-01   1.84342743e-01]
 [ -6.59252597e+01  -6.38408965e-03   0.00000000e+00   0.00000000e+00]]","[ 0.07025545 -0.48338634 -1.3393761  -0.21513855 -1.45181926  1.59194775
 -0.19735244 -0.37102383  1.14602119 -1.41865341  0.        ]",[-3.88606024  5.03441   ],[-0.37279993 -0.35632858]
21,-0.266395321741,[-4.37589193  5.37260913],-1.94101,"[[ -1.53437475e+01   3.00405353e+00  -1.67490676e-01   1.84342743e-01]
 [ -6.85794628e+01  -2.59979454e-03   0.00000000e+00   0.00000000e+00]]","[-1.41520749 -0.48336939 -0.40948712 -0.21479675 -1.45181844  1.59194672
 -0.26652116 -0.37053931  1.14643793 -1.6094117   0.        ]",[-3.41314888  5.54523182],[-0.37279993 -0.35632858]
22,-0.255388506479,[-2.99036675  5.66353717],-1.75174,"[[ -1.67414401e+01   3.00401929e+00  -1.67490676e-01   1.84342743e-01]
 [ -7.11811224e+01  -1.05413569e-03   0.00000000e+00   0.00000000e+00]]","[-0.82993853 -0.48336243  1.37243339 -0.21465786 -1.45181761  1.59194569
 -0.3343206  -0.37034137  0.98035137 -1.64884919  0.        ]",[-3.27631235  5.41211319],[-0.37279993 -0.35632858]
23,-0.233453571724,[-4.01816352  3.10872222],-1.96847,"[[ -1.81906491e+01   3.00400541e+00  -1.67490676e-01   1.84342743e-01]
 [ -7.37312785e+01  -4.28518632e-04   0.00000000e+00   0.00000000e+00]]","[ 0.97405527 -0.48335954  1.01051999 -0.2146015  -1.45181678  1.59194466
 -0.40077784 -0.3702612   0.920666   -1.45806185  0.        ]",[-3.76170778  4.72866678],[-0.37279993 -0.35632858]
24,-0.240700007698,[-3.95776201  3.88000934],-1.94717,"[[ -1.96903547e+01   3.00399973e+00  -1.67490676e-01   1.84342743e-01]
 [ -7.62309506e+01  -1.77219101e-04   0.00000000e+00   0.00000000e+00]]","[ 0.80259673 -0.4833583  -0.97979512 -0.21457843 -1.45181596  1.59194363
 -0.46591945 -0.37022896  1.08277311 -1.36820728  0.        ]",[-3.97619295  4.74102879],[-0.37279993 -0.35632858]
