timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.453557246907,[-2.47886762  5.89436737],-2.82871,"[[-0.0670653  -0.09679317 -0.1885385   0.19497241]
 [-0.00440436  0.00190065  0.          0.        ]]","[ 1.24842812  2.42277008  0.00413846 -1.17116256 -1.63442344  1.68560683
  1.46896617 -0.37197829  2.75011447 -1.82971434  0.        ]",[-3.16605067  5.12176991],[-0.37798586 -0.34268335]
1,-0.455188626385,[-3.47234952  4.55252592],-2.89299,"[[-0.10685849 -0.05701227 -0.1885385   0.19497241]
 [-3.96173142  3.96298381  0.          0.        ]]","[ 1.24365441  2.42724168 -0.05417784 -1.01156724 -1.63442196  1.68560524
  1.36582511  0.14194828  2.74752539 -1.8641388   0.        ]",[-3.1039176  5.0387125],[-0.37798586 -0.34268335]
2,-0.459342074498,[-2.67938892  3.63132335],-3.07198,"[[-0.22501253  0.06120319 -0.1885385   0.19497241]
 [-7.840755    7.84561489  0.          0.        ]]","[ 1.21671575  2.42687498 -0.22551178 -0.53614564 -1.63442048  1.68560364
  1.26472505  0.64569609  2.73295144 -1.96523242  0.        ]",[-2.902951    5.14887238],[-0.37798586 -0.34268335]
3,-0.463881634365,[-2.89202627  5.71482395],-2.61546,"[[ -0.41997748   0.25629919  -0.1885385    0.19497241]
 [-11.64310156  11.65127054   0.           0.        ]]","[ 1.13151097  2.38177347 -0.49711571  0.23782068 -1.634419    1.68560204
  1.16562357  1.13945646  2.68685619 -2.12545849  0.        ]",[-2.58119464  5.41115236],[-0.37798586 -0.34268335]
4,-0.46528538084,[-3.26931502  4.43716955],-2.59849,"[[ -0.69023691   0.52674963  -0.1885385    0.19497241]
 [-15.37050051  15.38126289   0.           0.        ]]","[ 0.93539103  2.23108466 -0.83397738  1.24069793 -1.63441752  1.68560045
  1.06847558  1.62339913  2.58074659 -2.32415553  0.        ]",[-2.50877047  5.43130398],[-0.37798586 -0.34268335]
5,-0.458822211306,[-2.57020828  4.68997615],-2.51976,"[[ -1.03431011   0.87105291  -0.1885385    0.19497241]
 [-19.02479149  19.03673354   0.           0.        ]]","[ 0.57633911  1.90826193 -1.1617325   2.29611515 -1.63441604  1.68559885
  0.97323311  2.09767152  2.3864701  -2.51743996  0.        ]",[-2.43409228  5.41562366],[-0.37798586 -0.34268335]
6,-0.439233796617,[-2.81878575  4.94409463],-2.4727,"[[ -1.45075355   1.2877293   -0.1885385    0.19497241]
 [-22.60782067  22.61875866   0.           0.        ]]","[ 0.03582775  1.37411435 -1.35782528  3.08157536 -1.63441457  1.68559726
  0.87984802  2.56241243  2.09399513 -2.63299113  0.        ]",[-2.39627051  5.24170589],[-0.37798586 -0.34268335]
7,-0.402401813697,[-3.00742152  3.8961076 ],-2.51069,"[[ -1.93815854   1.77532206  -0.1885385    0.19497241]
 [-26.12116691  26.12862436   0.           0.        ]]","[-0.62559183  0.66761282 -1.27025396  3.15783793 -1.63441309  1.68559566
  0.78827915  3.01778773  1.73608237 -2.58111506  0.        ]",[-2.43331385  4.80831861],[-0.37798586 -0.34268335]
8,-0.348926171928,[-2.49648436  2.95153495],-2.40365,"[[ -2.49514192   2.3324057   -0.1885385    0.19497241]
 [-29.56573173  29.56823778   0.           0.        ]]","[-1.23199126 -0.04559551 -0.78342231  2.12998477 -1.63441161  1.68559406
  0.69850298  3.46404376  1.40793061 -2.2936053   0.        ]",[-2.50018883  4.21581745],[-0.37798586 -0.34268335]
9,-0.291620667245,[-1.83605783  3.53831438],-1.76972,"[[ -3.12032899   2.95760186  -0.1885385    0.19497241]
 [-32.94144707  32.94041971   0.           0.        ]]","[-1.51034593 -0.47475616  0.0714506  -0.04607006 -1.63441013  1.68559247
  0.61052127  3.90154532  1.25728937 -1.78889522  0.        ]",[-2.43056178  3.78344011],[-0.37798586 -0.34268335]
