timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.399365309041,[-4.55664723  0.1655417 ],-2.53828,"[[-0.02191506 -0.06909751 -0.18758453 -0.05461615]
 [-0.00076704 -0.00195373  0.          0.        ]]","[ 1.24132429  2.42461584  0.06391155 -1.0538565  -1.63532554 -0.47501353
  1.42444696 -0.37371192  2.74660619  0.43410245  0.        ]",[-4.36105776  0.70761228],[-0.33655083 -0.32430878]
1,-0.398075458705,[-4.6454401   1.02242385],-2.46669,"[[-0.06162334 -0.06254415 -0.18758453 -0.05461615]
 [-3.95688747  0.65509572  0.          0.        ]]","[ 1.23903752  2.42524256  0.00540402 -1.02802092 -1.63532374 -0.47501335
  1.32107912 -0.28760205  2.74244974  0.3683442   0.        ]",[-4.29691696  0.8222636 ],[-0.33655083 -0.32430878]
2,-0.394331211241,[-4.13709381  0.85714611],-2.42686,"[[-0.17968171 -0.00982934 -0.18758453 -0.05461615]
 [-7.83602746  4.60322296  0.          0.        ]]","[ 1.21945767  2.42803237 -0.16734434 -0.81991498 -1.63532194 -0.47501318
  1.21972286  0.2298208   2.72350525  0.20534571  0.        ]",[-4.13348007  1.04333317],[-0.33655083 -0.32430878]
3,-0.387112200647,[-3.35813208  0.81390069],-2.35231,"[[ -0.37455067   0.11538803  -0.18758453  -0.05461615]
 [-11.63821602   7.90748357   0.           0.        ]]","[ 1.14607199  2.41835223 -0.4433386  -0.32621698 -1.63532014 -0.47501301
  1.12037737  0.66286144  2.6711649  -0.02149621  0.        ]",[-3.80059242  1.47518194],[-0.33655083 -0.32430878]
4,-0.37359298772,[-3.53990451  1.55868184],-2.05228,"[[ -0.64470914   0.3043146   -0.18758453  -0.05461615]
 [-15.36526051  10.9749014    0.           0.        ]]","[ 0.96491684  2.36075298 -0.79008509  0.40273516 -1.63531834 -0.47501283
  1.02299541  1.06486224  2.55364964 -0.29914567  0.        ]",[-3.3019557   2.03880835],[-0.33655083 -0.32430878]
5,-0.350679639835,[-2.14281668  4.43628978],-1.86832,"[[ -0.98867499   0.56136954  -0.18758453  -0.05461615]
 [-19.01925255  14.71801028   0.           0.        ]]","[ 0.62096797  2.20315969 -1.13568181  1.32211354 -1.63531654 -0.47501266
  0.92752229  1.55541504  2.34117959 -0.57895838  0.        ]",[-2.57867861  2.69707584],[-0.33655083 -0.32430878]
6,-0.315545690426,[-2.4635618   3.57039632],-1.67389,"[[ -1.40500263   0.89253526  -0.18758453  -0.05461615]
 [-22.60175222  18.38615369   0.           0.        ]]","[ 0.09050582  1.88206427 -1.35836265  2.29526769 -1.63531474 -0.47501248
  0.83391724  2.03614146  2.02302702 -0.78212724  0.        ]",[-1.80984664  3.2702117 ],[-0.33655083 -0.32430878]
7,-0.267257379341,[-0.24781446  3.24821903],-1.76386,"[[ -1.89228071   1.29632302  -0.18758453  -0.05461615]
 [-26.11458647  21.98040475   0.           0.        ]]","[-0.57265184  1.35972525 -1.30302607  3.02182327 -1.63531294 -0.47501231
  0.74213249  2.50718112  1.62878281 -0.81726542  0.        ]",[-1.66764009  3.08828592],[-0.33655083 -0.32430878]
8,-0.214874803482,[-1.58621977  2.87811889],-1.55423,"[[ -2.41926375   1.7712641   -0.18758453  -0.05461615]
 [-26.58215117  25.50193186   0.           0.        ]]","[-1.17140048  0.67064975 -0.87881842  3.09057883 -1.63531114 -0.47501213
  0.72991549  2.96868595  1.28046854 -0.60836839  0.        ]",[-1.76146722  2.61364841],[-0.33655083 -0.32430878]
9,-0.177480270511,[-2.17770189  2.6414558 ],-1.38486,"[[ -2.9853763    2.31593731  -0.18758453  -0.05461615]
 [-30.01769793  28.95384267   0.           0.        ]]","[-1.49891055 -0.03129337 -0.13322133  2.12270791 -1.63530934 -0.47501196
  0.64015018  3.42106186  1.0927939  -0.18651171  0.        ]",[-1.93710935  2.21439171],[-0.33655083 -0.32430878]
10,-0.186110628865,[-1.75955737  1.77186503],-1.50293,"[[ -3.61951422   2.9289663   -0.18758453  -0.05461615]
 [-33.38460072  32.33805167   0.           0.        ]]","[-1.36122066 -0.47009912  0.77455299  0.05264063 -1.63530754 -0.47501178
  0.55217847  3.86455829  1.15629563  0.33113688  0.        ]",[-2.34721494  2.29299927],[-0.33655083 -0.32430878]
11,-0.207567763014,[-3.11186692  3.29325925],-1.29606,"[[ -4.32031865   3.22744638  -0.18758453  -0.05461615]
 [-36.68453395   1.27531911   0.           0.        ]]","[-0.66381671 -0.49770603  1.45914066 -1.11985553 -1.63530574 -0.47501161
  0.46595659 -0.20632688  1.28914989  0.50077851  0.        ]",[-3.44830084  2.03008461],[-0.33655083 -0.32430878]
