timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.397151947811,[-2.98457288  5.26782984],-2.26505,"[[-0.00793967 -0.07396707 -0.14124803  0.17625913]
 [ 0.00262568  0.00410666  0.          0.        ]]","[ 1.24301903  2.42469454  0.08529895 -1.07436007 -1.23385397  1.52528229
  1.43255804 -0.37277527  2.40496715 -1.54424368  0.        ]",[-2.51478481  4.38064194],[-0.35007346 -0.32336524]
1,-0.398919059158,[-2.24198471  3.27420726],-2.60748,"[[-0.04759364 -0.03414248 -0.14124803  0.17625913]
 [-3.95483953  3.96514708  0.          0.        ]]","[ 1.24150013  2.4278429   0.02686153 -0.9167859  -1.23385307  1.52528082
  1.32919451  0.14555864  2.40415383 -1.57841842  0.        ]",[-2.53076029  4.27481842],[-0.35007346 -0.32336524]
2,-0.403537688688,[-2.92869075  4.9727739 ],-2.2367,"[[-0.16561123  0.0841158  -0.14124803  0.17625913]
 [-7.83400313  7.84773167  0.          0.        ]]","[ 1.22419384  2.42351042 -0.14604944 -0.44857787 -1.23385216  1.52527934
  1.22787628  0.65362588  2.39481157 -1.67983502  0.        ]",[-2.39888644  4.3237071 ],[-0.35007346 -0.32336524]
3,-0.408962111312,[-3.72450895  4.27400301],-2.1829,"[[ -0.3604426    0.27925361  -0.14124803   0.17625913]
 [-11.63649559  11.65333308   0.           0.        ]]","[ 1.15445092  2.37191323 -0.42298108  0.31076927 -1.23385126  1.52527787
  1.12856073  1.15161883  2.35712806 -1.84233826  0.        ]",[-2.05209088  4.55628681],[-0.35007346 -0.32336524]
4,-0.411803763349,[-2.17420136  5.41563106],-2.05584,"[[ -0.63057144   0.54974468  -0.14124803   0.17625913]
 [-15.36404875  15.38326107   0.           0.        ]]","[ 0.97787812  2.21274274 -0.77228071  1.2888976  -1.23385035  1.52527639
  1.03120261  1.63970828  2.26169837 -2.04733065  0.        ]",[-1.72095037  4.74695683],[-0.35007346 -0.32336524]
5,-0.407452810455,[-2.498845    4.02987237],-2.06554,"[[ -0.9745172    0.8940872   -0.14124803   0.17625913]
 [-19.01850064  19.03865885   0.           0.        ]]","[ 0.63849108  1.88089427 -1.12291648  2.30798517 -1.23384945  1.52527492
  0.93575389  2.11804299  2.07825661 -2.2530763   0.        ]",[-1.6487577   4.62865448],[-0.35007346 -0.32336524]
6,-0.390626234175,[-1.44168515  3.08800459],-2.26255,"[[ -1.39083643   1.31080135  -0.14124803   0.17625913]
 [-22.60168861  22.62061153   0.           0.        ]]","[ 0.11094304  1.33986932 -1.3535332   3.04803131 -1.23384854  1.52527344
  0.84216655  2.58676394  1.79309788 -2.38827096  0.        ]",[-1.67157006  4.2749939 ],[-0.35007346 -0.32336524]
7,-0.35675138985,[-1.44214667  1.65718518],-2.38502,"[[ -1.87812022   1.79843058  -0.14124803   0.17625913]
 [-26.11517356  26.13042321   0.           0.        ]]","[-0.55301109  0.63236486 -1.30826324  3.07897773 -1.23384764  1.52527197
  0.7503998   3.04604059  1.43419598 -2.36133272  0.        ]",[-1.73200011  3.75427938],[-0.35007346 -0.32336524]
8,-0.305005211487,[-1.57226059  3.15393679],-1.94618,"[[ -2.43498477   2.35554999  -0.14124803   0.17625913]
 [-29.55983389  29.57002416   0.           0.        ]]","[-1.18464324 -0.07254292 -0.86022433  2.02235272 -1.23384674  1.52527049
  0.6604307   3.49612422  1.09275847 -2.09771227  0.        ]",[-1.80205083  3.12277627],[-0.35007346 -0.32336524]
9,-0.245287253095,[-2.35472652  2.8971368 ],-1.41126,"[[ -3.06005437   2.98078222  -0.14124803   0.17625913]
 [-32.93558736  32.94224936   0.           0.        ]]","[-1.51021997 -0.48355846 -0.02307457 -0.14701272 -1.23384583  1.52526902
  0.57226137  3.93738434  0.91676044 -1.60543882  0.        ]",[-2.25748014  2.76806164],[-0.35007346 -0.32336524]
