timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.262478284362,[-3.3223402  0.5195608],-1.57943,"[[-0.04112371 -0.04379443 -0.0527029  -0.02503756]
 [ 0.00090852 -0.00323324  0.          0.        ]]","[ 1.23987658  2.42883921  0.03553701 -0.95401784 -0.4602229  -0.21743984
  1.41504083 -0.37381683  1.73437033  0.16466506  0.        ]",[-2.63239598  1.23299515],[-0.32325521 -0.31147459]
1,-0.261841213668,[-2.28846639  0.07231594],-1.67822,"[[-0.08080426 -0.02320198 -0.0527029  -0.02503756]
 [-3.95578549  2.05561187  0.          0.        ]]","[ 1.23654228  2.42984556 -0.02286924 -0.87284456 -0.46022273 -0.21743977
  1.31172965 -0.10373068  1.73110125  0.11229457  0.        ]",[-2.59375024  1.25332856],[-0.32325521 -0.31147459]
2,-0.259377811169,[-3.10810073  3.74771737],-1.35401,"[[-0.19882638  0.02039004 -0.0527029  -0.02503756]
 [-7.83351643  2.30275972  0.          0.        ]]","[ 1.21387532  2.42993027 -0.19512369 -0.70092436 -0.46022256 -0.2174397
  1.21048042 -0.07130897  1.71032206 -0.05900757  0.        ]",[-2.34789586  1.61826038],[-0.32325521 -0.31147459]
3,-0.254457800099,[-1.46763449  2.54106047],-1.31846,"[[ -0.39364802   0.10573032  -0.0527029   -0.02503756]
 [-11.63598946   6.21820447   0.           0.        ]]","[ 1.13557767  2.42203972 -0.4694873  -0.36509984 -0.46022239 -0.21743963
  1.11119636  0.44233219  1.64744543 -0.32151869  0.        ]",[-1.93804717  2.02738428],[-0.32325521 -0.31147459]
4,-0.245995964448,[-1.53185497  3.17183385],-1.08331,"[[ -0.66376513   0.26860037  -0.0527029   -0.02503756]
 [-15.36334187  10.05596678   0.           0.        ]]","[ 0.94827364  2.37763488 -0.81240589  0.26536883 -0.46022221 -0.21743956
  1.01387385  0.94578244  1.5171349  -0.61906592  0.        ]",[-1.39594877  2.60405445],[-0.32325521 -0.31147459]
5,-0.231639343872,[-0.01720829  3.94376413],-1.07585,"[[ -1.00769238   0.50745975  -0.0527029   -0.02503756]
 [-19.01730077  13.81733629   0.           0.        ]]","[ 0.59822546  2.24539306 -1.15088271  1.13535624 -0.46022204 -0.21743949
  0.91846777  1.43921043  1.29128992 -0.90797323  0.        ]",[-0.86308038  3.19969511],[-0.32325521 -0.31147459]
6,-0.210664001395,[-1.63072473  3.39047472],-1.00658,"[[ -1.38496851   0.82077974  -0.0527029   -0.02503756]
 [-18.71136441  17.50232566   0.           0.        ]]","[ 0.11692412  1.9633035  -1.3531897   2.10450664 -0.46022187 -0.21743942
  0.92645529  1.92261703  1.00531834 -1.07925814  0.        ]",[-0.77129519  3.28470325],[-0.32325521 -0.31147459]
7,-0.180816151136,[-1.97648193  2.35545763],-1.14842,"[[ -1.79520423   1.2070742   -0.0527029   -0.02503756]
 [-22.30044709  21.1148814    0.           0.        ]]","[-0.44467745  1.48532005 -1.34160054  2.90477305 -0.4602217  -0.21743935
  0.83274322  2.39651894  0.69196563 -1.09156482  0.        ]",[-0.88516563  2.97699976],[-0.32325521 -0.31147459]
8,-0.138274282964,[-1.03168236  3.23036042],-1.0848,"[[ -2.27652115e+00   1.66488979e+00  -5.27029024e-02  -2.50375613e-02]
 [ -2.58197240e+01   2.46546734e+01   0.00000000e+00   0.00000000e+00]]","[-1.03215635  0.82574274 -1.02632164  3.14534478 -0.46022152 -0.21743928
  0.74085387  2.86087167  0.36446026 -0.9249325   0.        ]",[-1.08792591  2.42396688],[-0.32325521 -0.31147459]
9,-0.0847606125787,[-1.40312644  2.25658073],-0.985563,"[[ -2.82753526e+00   2.19278744e+00  -5.27029024e-02  -2.50375613e-02]
 [ -2.92702787e+01   2.81234419e+01   0.00000000e+00   0.00000000e+00]]","[-1.44926842  0.10898043 -0.35940839  2.42412908 -0.46022135 -0.21743921
  0.65075892  3.31590213  0.12859832 -0.55124219  0.        ]",[-1.46194088  2.31503868],[-0.32325521 -0.31147459]
10,-0.0460217108179,[-2.25568689  2.23944629],-0.755678,"[[ -3.44687547e+00   2.78937112e+00  -5.27029024e-02  -2.50375613e-02]
 [ -3.26522790e+01   3.15237878e+01   0.00000000e+00   0.00000000e+00]]","[-1.45295413 -0.41308741  0.53942595  0.57931797 -0.46022118 -0.21743914
  0.56245398  3.76195004  0.11540322 -0.04080455  0.        ]",[-1.96629429  2.49969339],[-0.32325521 -0.31147459]
11,-0.0760700448222,[-2.61243018  1.7645894 ],-0.458212,"[[ -4.13317451e+00   3.26573982e+00  -5.27029024e-02  -2.50375613e-02]
 [ -3.59666664e+01   6.55543449e+00   0.00000000e+00   0.00000000e+00]]","[-0.89258492 -0.4918402   1.33037709 -1.26973688 -0.46022101 -0.21743907
  0.47591446  0.4865549   0.31491143  0.29529224  0.        ]",[-2.6001997   1.99053586],[-0.32325521 -0.31147459]
12,-0.0643870456413,[-2.92628154  2.97021545],-0.107906,"[[ -4.88509529e+00   3.24437870e+00  -5.27029024e-02  -2.50375613e-02]
 [ -3.92144914e+01  -4.78591590e+00   0.00000000e+00   0.00000000e+00]]","[ 0.09912443 -0.4953872   1.54897814 -1.18602836 -0.46022084 -0.217439
  0.39111291 -1.00122423  0.25292474  0.18350883  0.        ]",[-2.65384746  1.96741414],[-0.32325521 -0.31147459]
