timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.59113038 -0.15893891],"[ 1.27943504  0.96581376  0.23201635  0.54386449  0.18843428 -0.56945196
  1.79449377 -0.22524537  1.01651112  0.60609018  0.        ]",[-2.95483136  0.06764433],"[[ 0.09964459 -0.01376767  0.0224992  -0.06557016]
 [-0.00310781  0.00142909  0.          0.        ]]",-2.95186,-0.205027663718,[-3.20331288  0.80741982]
1,[-0.59113038 -0.15893891],"[ 1.28383572  0.96571583  0.1743698   0.60569572  0.18843425 -0.56945185
  1.68979646  0.07075486  1.01879482  0.57633534  0.        ]",[-2.88832808 -1.02285409],"[[ 0.05988008  0.01835312  0.0224992  -0.06557016]
 [-3.96016384  3.19998464  0.          0.        ]]",-2.92752,-0.203440323464,[-2.59612489 -1.73747423]
2,[-0.59113038 -0.15893891],"[ 1.28397196  0.96476914  0.00271427  0.65120377  0.18843422 -0.56945174
  1.5872441  -0.301397    1.02076176  0.43883781  0.        ]",[-2.85875654 -1.28430796],"[[-0.05821214  0.04200441  0.0224992  -0.06557016]
 [-7.83615689 -0.82145925  0.          0.        ]]",-2.88814,-0.196083580005,[-2.4673652  -0.05950521]
3,[-0.59113038 -0.15893891],"[ 1.24207641  0.96557591 -0.2768217   0.61538786  0.18843419 -0.56945163
  1.48668141 -0.32156112  0.9858777   0.17546845  0.        ]",[-2.82571507 -2.02330232],"[[ -0.2530698    0.0233891    0.0224992   -0.06557016]
 [-11.63695428  -1.03935173   0.           0.        ]]",-2.5496,-0.182088022838,[-3.57757685 -1.36686163]
4,[-0.59113038 -0.15893891],"[ 1.10050163  0.96503536 -0.6393432   0.49933905  0.18843416 -0.56945152
  1.38814588 -0.68595053  0.8430863  -0.18608169  0.        ]",[-2.79220366 -2.52428794],"[[ -0.52317463  -0.03690484   0.0224992   -0.06557016]
 [-15.36113849  -4.97691531   0.           0.        ]]",-2.66826,-0.163045685708,[-2.2239971  -1.86686287]
5,[-0.59113038 -0.15893891],"[ 0.79607266  0.945644   -1.0215273   0.23488247  0.18843413 -0.56945141
  1.29155474 -1.04311648  0.48988744 -0.57558182  0.        ]",[-2.77908373 -2.85333872],"[[ -0.86702536  -0.17516719   0.0224992   -0.06557016]
 [-19.01183746  -8.83642427   0.           0.        ]]",-2.39994,-0.143896811808,[-2.25459846 -3.12040626]
6,[-0.59113038 -0.15893891],"[ 0.29120859  0.8664287  -1.30733854 -0.16124918  0.18843411 -0.5694513
  1.19685661 -1.39317994 -0.12045442 -0.78694395  0.        ]",[-2.74858952 -2.74839973],"[[ -1.28317107e+00  -3.89850204e-01   2.24992025e-02  -6.55701619e-02]
 [ -2.25909923e+01  -1.26191874e+01   0.00000000e+00   0.00000000e+00]]",-2.02304,-0.139849988884,[-2.83203204 -3.20747598]
7,[-0.59113038 -0.15893891],"[-0.37805704  0.67143179 -1.3382646  -0.6392406   0.18843408 -0.56945119
  1.1039892  -1.73624906 -0.8410241  -0.55687111  0.        ]",[-2.76662731 -1.00406063],"[[ -1.77020371e+00  -6.79430862e-01   2.24992025e-02  -6.55701619e-02]
 [ -2.61009565e+01  -1.63263752e+01   0.00000000e+00   0.00000000e+00]]",-2.17204,-0.163292019898,[-2.80461496 -0.58305744]
8,[-0.59113038 -0.15893891],"[-1.05585779  0.32721467 -0.97090802 -1.07584606  0.18843405 -0.56945108
  1.01287699 -1.91965    -1.2654437   0.17766589  0.        ]",[-2.98452187  3.46444488],"[[ -2.32676922e+00  -1.02584469e+00   2.24992025e-02  -6.55701619e-02]
 [ -2.95445846e+01  -1.83082056e+01   0.00000000e+00   0.00000000e+00]]",-2.55453,-0.19928936646,[-2.46212224  2.91082628]
9,[-0.59113038 -0.15893891],"[-1.4670612  -0.06799271 -0.18739357 -1.30735822  0.18843402 -0.56945097
  0.92348581 -1.51923665 -1.06471844  0.99363523  0.        ]",[-3.36674738  7.17788124],"[[ -2.95155995e+00  -1.34859818e+00   2.24992025e-02  -6.55701619e-02]
 [ -3.29231670e+01  -1.39813765e+01   0.00000000e+00   0.00000000e+00]]",-1.40966,-0.221122604892,[-2.02941823  6.40149468]
